"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES"
"US1MNRM0039","2013-08","44.971511","-93.160475","276.1","SAINT PAUL 3.2 WNW, MN US","40.1","4,a,,N"
"US1MNRM0039","2013-09","44.971511","-93.160475","276.1","SAINT PAUL 3.2 WNW, MN US","34.3","5,a,,N"
"US1MNRM0039","2014-06","44.971511","-93.160475","276.1","SAINT PAUL 3.2 WNW, MN US","229.9","4,a,,N"
"US1MNRM0039","2014-07","44.971511","-93.160475","276.1","SAINT PAUL 3.2 WNW, MN US","80.1",",a,,N"
"US1MNRM0039","2014-08","44.971511","-93.160475","276.1","SAINT PAUL 3.2 WNW, MN US","50.2","2,a,,N"
"US1MNRM0039","2014-09","44.971511","-93.160475","276.1","SAINT PAUL 3.2 WNW, MN US","40.1","2,a,,N"
"US1MNRM0039","2014-10","44.971511","-93.160475","276.1","SAINT PAUL 3.2 WNW, MN US","42.3","1,a,,N"
"US1MNRM0039","2015-05","44.971511","-93.160475","276.1","SAINT PAUL 3.2 WNW, MN US","132.7","5,a,,N"
"US1MNRM0039","2015-06","44.971511","-93.160475","276.1","SAINT PAUL 3.2 WNW, MN US","101.4","1,a,,N"
"US1MNRM0039","2015-07","44.971511","-93.160475","276.1","SAINT PAUL 3.2 WNW, MN US","151.7",",a,,N"
"US1MNRM0039","2015-09","44.971511","-93.160475","276.1","SAINT PAUL 3.2 WNW, MN US","99.8","1,a,,N"
"US1MNRM0039","2016-10","44.971511","-93.160475","276.1","SAINT PAUL 3.2 WNW, MN US","92.4","4,a,,N"
"US1MNRM0039","2016-11","44.971511","-93.160475","276.1","SAINT PAUL 3.2 WNW, MN US","73.4","2,a,,N"
"US1MNRM0039","2017-02","44.971511","-93.160475","276.1","SAINT PAUL 3.2 WNW, MN US","16.5",",a,,N"
"US1MNRM0039","2017-03","44.971511","-93.160475","276.1","SAINT PAUL 3.2 WNW, MN US","20.6","3,a,,N"
"US1MNRM0039","2017-04","44.971511","-93.160475","276.1","SAINT PAUL 3.2 WNW, MN US","101.8","3,a,,N"
"US1MNRM0039","2017-05","44.971511","-93.160475","276.1","SAINT PAUL 3.2 WNW, MN US","143.7","2,a,,N"
"US1MNRM0039","2017-06","44.971511","-93.160475","276.1","SAINT PAUL 3.2 WNW, MN US","86.7","4,a,,N"
"US1MNRM0039","2017-07","44.971511","-93.160475","276.1","SAINT PAUL 3.2 WNW, MN US","71.4","2,a,,N"
"US1MNRM0039","2017-08","44.971511","-93.160475","276.1","SAINT PAUL 3.2 WNW, MN US","192.8",",a,,N"
"US1MNRM0039","2017-09","44.971511","-93.160475","276.1","SAINT PAUL 3.2 WNW, MN US","36.1","3,a,,N"
"US1MNRM0039","2017-10","44.971511","-93.160475","276.1","SAINT PAUL 3.2 WNW, MN US","102.2","2,a,,N"
"US1MNRM0039","2017-11","44.971511","-93.160475","276.1","SAINT PAUL 3.2 WNW, MN US","8.5",",a,,N"
"US1MNRM0039","2017-12","44.971511","-93.160475","276.1","SAINT PAUL 3.2 WNW, MN US","20.0","5,a,,N"
"US1MNRM0039","2018-01","44.971511","-93.160475","276.1","SAINT PAUL 3.2 WNW, MN US","22.4","2,a,,N"
"US1MNRM0039","2018-06","44.971511","-93.160475","276.1","SAINT PAUL 3.2 WNW, MN US","136.5","1,a,,N"
"US1MNRM0039","2018-07","44.971511","-93.160475","276.1","SAINT PAUL 3.2 WNW, MN US","71.5","4,a,,N"
"US1MNRM0039","2018-08","44.971511","-93.160475","276.1","SAINT PAUL 3.2 WNW, MN US","65.2","1,a,,N"
"US1MNRM0039","2018-09","44.971511","-93.160475","276.1","SAINT PAUL 3.2 WNW, MN US","193.6","5,a,,N"
"US1MNRM0039","2018-10","44.971511","-93.160475","276.1","SAINT PAUL 3.2 WNW, MN US","97.5","2,a,,N"
"US1MNRM0039","2018-11","44.971511","-93.160475","276.1","SAINT PAUL 3.2 WNW, MN US","41.1","5,a,,N"
