"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"AO000066447","1961-02","-15.833","20.35","1088.0","MAVINGA, AO","10","5,I","7","5,I","1","5,I","","","","","","","","","","","","","89.9","5,,I,07,","","","148.3","5,,,I","","","",""
"AO000066447","1961-03","-15.833","20.35","1088.0","MAVINGA, AO","17","5,I","14","5,I","4","5,I","","","","","","","","","","","","","49.0","5,,I,06,","","","244.2","5,,,I","","","",""
"AO000066447","1961-07","-15.833","20.35","1088.0","MAVINGA, AO","1","5,I","0","5,I","0","5,I","0","5,I","0","5,I","","","","","","","2.8","5,I,22,+","0.5","5,,I,29,","","","0.5","5,,,I","","","7.18","5,,,I"
"AO000066447","1961-08","-15.833","20.35","1088.0","MAVINGA, AO","0","5,I","0","5,I","0","5,I","","","","","","","","","","","","","0.0","5,,I,31,+","","","0.0","5,,,I","","","",""
"AO000066447","1961-09","-15.833","20.35","1088.0","MAVINGA, AO","0","4,I","0","4,I","0","4,I","","","","","0","5,I","25","5,I","23","5,I","","","0.0","4,,I,30,+","36.1","5,I,29,+","0.0","4,,,I","33.13","5,,,I","",""
"AO000066447","1961-11","-15.833","20.35","1088.0","MAVINGA, AO","10","4,I","5","4,I","2","4,I","0","4,I","0","4,I","","","","","","","13.9","4,I,08,","34.0","4,,I,02,","","","88.8","4,,,I","","","17.12","4,,,I"
"AO000066447","1962-01","-15.833","20.35","1088.0","MAVINGA, AO","20","5,I","16","5,I","2","5,I","0","5,I","0","5,I","","","","","","","16.1","5,I,09,+","29.0","5,,I,29,","","","193.0","5,,,I","","","18.05","5,,,I"
"AO000066447","1962-02","-15.833","20.35","1088.0","MAVINGA, AO","18","5,I","15","5,I","1","5,I","","","","","","","","","","","","","43.9","5,,I,14,","","","179.4","5,,,I","","","",""
"AO000066447","1962-03","-15.833","20.35","1088.0","MAVINGA, AO","7","4,I","6","4,I","2","4,I","0","4,I","0","4,I","","","","","","","11.1","4,I,06,","53.1","4,,I,14,","","","97.3","4,,,I","","","16.15","4,,,I"
"AO000066447","1962-04","-15.833","20.35","1088.0","MAVINGA, AO","6","5,I","3","5,I","1","5,I","","","","","","","","","","","","","31.0","5,,I,03,","","","47.8","5,,,I","","","",""
"AO000066447","1962-05","-15.833","20.35","1088.0","MAVINGA, AO","0","4,I","0","4,I","0","4,I","","","","","0","4,I","27","4,I","0","4,I","","","0.0","4,,I,31,+","27.8","4,I,12,+","0.0","4,,,I","26.41","4,,,I","",""
"AO000066447","1962-06","-15.833","20.35","1088.0","MAVINGA, AO","0","5,I","0","5,I","0","5,I","","","","","","","","","","","","","0.0","5,,I,30,+","","","0.0","5,,,I","","","",""
"AO000066447","1962-07","-15.833","20.35","1088.0","MAVINGA, AO","0","5,I","0","5,I","0","5,I","","","","","","","","","","","","","0.0","5,,I,31,+","","","0.0","5,,,I","","","",""
"AO000066447","1962-08","-15.833","20.35","1088.0","MAVINGA, AO","1","5,I","1","5,I","0","5,I","","","","","","","","","","","","","7.9","5,,I,24,","","","7.9","5,,,I","","","",""
"AO000066447","1962-09","-15.833","20.35","1088.0","MAVINGA, AO","0","5,I","0","5,I","0","5,I","","","","","","","","","","","","","0.0","5,,I,30,+","","","0.0","5,,,I","","","",""
"AO000066447","1962-11","-15.833","20.35","1088.0","MAVINGA, AO","","","","","","","0","5,I","0","5,I","","","","","","","13.9","5,I,24,","","","","","","","","","17.78","5,,,I"
"AO000066447","1967-10","-15.833","20.35","1088.0","MAVINGA, AO","","","","","","","","","","","0","4,I","27","4,I","25","4,I","","","","","37.8","4,I,04,+","","","34.30","4,,,I","",""
"AO000066447","1967-11","-15.833","20.35","1088.0","MAVINGA, AO","13","5,I","11","5,I","1","5,I","","","","","0","5,I","25","5,I","0","5,I","","","31.0","5,,I,19,","31.1","5,I,09,","92.4","5,,,I","27.50","5,,,I","",""
"AO000066447","1967-12","-15.833","20.35","1088.0","MAVINGA, AO","14","5,I","12","5,I","3","5,I","","","","","","","","","","","","","34.0","5,,I,06,","","","156.7","5,,,I","","","",""
"AO000066447","1968-04","-15.833","20.35","1088.0","MAVINGA, AO","3","4,I","2","4,I","1","4,I","","","","","","","","","","","","","40.9","4,,I,17,","","","44.2","4,,,I","","","",""
"AO000066447","1968-05","-15.833","20.35","1088.0","MAVINGA, AO","","","","","","","","","","","0","5,I","26","5,I","1","5,I","","","","","32.2","5,I,02,","","","28.42","5,,,I","",""
