"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"USW00003813","1948-12","32.6847","-83.6527","104.5","MACON MIDDLE GA REGIONAL AIRPORT, GA US","","","","","4.5",",0","12",",0","8",",0","3",",0","0",",0","0",",0","0",",0","4",",0","0",",0","7",",0","0",",0","21","","","","1","","-2.8",",0,27,","0",",,0,31,+","0",",T,0,30,","54.1",",,0,29,","26.7",",0,16,","","","223.3",",0","164.7",",,,0","","","0",",T,,0","11.27",",0","16.81",",,,0","5.73",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00003813","1949-01","32.6847","-83.6527","104.5","MACON MIDDLE GA REGIONAL AIRPORT, GA US","","","7.5","0","7.5",",0","9",",0","4",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","15",",0","0",",0","21","","","","","","-2.2",",0,01,","0",",,0,31,+","0",",T,0,30,+","21.3",",,0,05,","28.9",",0,11,","","","148.6",",0","58.5",",,,0","","","0",",T,,0","13.78",",0","19.85",",,,0","7.71",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00003813","1949-02","32.6847","-83.6527","104.5","MACON MIDDLE GA REGIONAL AIRPORT, GA US","","","13.8","0","6.3",",0","12",",0","11",",0","3",",0","0",",0","0",",0","0",",0","2",",0","0",",0","12",",0","0",",0","16","","","","4","","-1.1",",0,01,","0",",,0,28,+","0",",,0,28,+","61.7",",,0,10,","27.2",",0,22,+","","","132.0",",0","231.7",",,,0","","","0",",,,0","13.85",",0","19.52",",,,0","8.18",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00003813","1949-03","32.6847","-83.6527","104.5","MACON MIDDLE GA REGIONAL AIRPORT, GA US","","","40.5","0","26.7",",0","10",",0","5",",0","0",",0","0",",0","0",",0","0",",0","3",",0","0",",0","14",",0","0",",0","11","","","","3","","-2.8",",0,16,","0",",,0,31,+","0",",,0,31,+","16.5",",,0,31,","31.1",",0,27,+","","","161.0",",0","61.9",",,,0","","","0",",,,0","14.00",",0","21.04",",,,0","6.97",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00003813","1949-04","32.6847","-83.6527","104.5","MACON MIDDLE GA REGIONAL AIRPORT, GA US","","","78.3","0","37.8",",0","12",",0","11",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","22",",0","0",",0","13","","","","6","","1.1",",0,17,","0",",,0,30,+","0",",,0,30,+","31.0",",,0,28,","31.1",",0,24,+","","","53.2",",0","152.5",",,,0","","","0",",,,0","17.82",",0","24.20",",,,0","11.44",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00003813","1949-05","32.6847","-83.6527","104.5","MACON MIDDLE GA REGIONAL AIRPORT, GA US","","","241.5","0","163.2",",0","9",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","10",",0","9","","","","10","","11.7",",0,26,+","0",",,0,31,+","0",",T,0,10,","13.7",",,0,10,","35.0",",0,20,","","","0.0",",0","42.9",",,,0","","","0",",T,,0","23.60",",0","30.99",",,,0","16.20",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00003813","1949-06","32.6847","-83.6527","104.5","MACON MIDDLE GA REGIONAL AIRPORT, GA US","","","482.8","0","241.3",",0","15",",0","10",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","19",",0","5","","","","13","","13.9",",0,04,","0",",,0,30,+","0",",,0,30,+","34.0",",,0,08,","36.1",",0,29,+","","","0.0",",0","89.2",",,,0","","","0",",,,0","26.38",",0","32.45",",,,0","20.30",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00003813","1949-07","32.6847","-83.6527","104.5","MACON MIDDLE GA REGIONAL AIRPORT, GA US","","","794.5","0","311.7",",0","17",",0","9",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","26",",0","8","","","","14","","20.6",",0,31,+","0",",,0,31,+","0",",,0,31,+","25.1",",,0,11,","38.3",",0,30,","0.0","0","0.0",",0","100.5",",,,0","","","0",",,,0","28.39",",0","34.26",",,,0","22.51",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00003813","1949-08","32.6847","-83.6527","104.5","MACON MIDDLE GA REGIONAL AIRPORT, GA US","","","1055.9","0","261.4",",0","18",",0","9",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","20",",0","18","","","","14","","17.8",",0,22,+","0",",,0,31,+","0",",,0,31,+","37.1",",,0,09,","35.6",",0,19,+","0.0","0","0.0",",0","155.6",",,,0","","","0",",,,0","26.77",",0","32.45",",,,0","21.08",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00003813","1949-09","32.6847","-83.6527","104.5","MACON MIDDLE GA REGIONAL AIRPORT, GA US","","","1225.8","0","169.9",",0","7",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","11",",0","12","","","","4","","7.2",",0,30,","0",",,0,30,+","0",",,0,30,+","11.9",",,0,28,","35.6",",0,18,+","3.1","0","3.1",",0","21.6",",,,0","","","0",",,,0","23.89",",0","30.17",",,,0","17.62",",,,0","","","","","","","","","","","","","","","","","","","","","",""
