"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"USW00013993","1948-01","39.7736","-94.9233","249.3","ST JOSEPH ROSECRANS MEMORIAL AIRPORT, MO US","","","0.0","X","0.0","1,X","6",",X","2",",X","0",",X","16",",X","2",",X","5",",X","31",",X","15","1,X","0","1,X","0","1,X","5","","","","","","-23.3",",X,23,","152",",,X,01,","51",",,X,30,","7.6",",,X,01,","11.1","1,X,08,","","","702.8","1,X","15.0",",,,X","135",",,,X","-5.10","1,X","0.42","1,,,X","-10.63",",,,X","","","","","","","","","","","","","",""
"USW00013993","1948-02","39.7736","-94.9233","249.3","ST JOSEPH ROSECRANS MEMORIAL AIRPORT, MO US","","","0.0","X","0.0",",X","7",",X","3",",X","0",",X","14",",X","3",",X","2",",X","26",",X","13",",X","0",",X","0",",X","13","","","","","","-19.4",",X,08,","102",",,X,13,","30",",,X,21,","10.4",",,X,27,","19.4",",X,17,","","","595.7",",X","25.6",",,,X","105",",,,X","-2.21",",X","3.18",",,,X","-7.60",",,,X","","","","","","","","","","","","","",""
"USW00013993","1948-03","39.7736","-94.9233","249.3","ST JOSEPH ROSECRANS MEMORIAL AIRPORT, MO US","","","0.0","X","0.0",",X","10",",X","9",",X","1",",X","13",",X","4",",X","3",",X","20",",X","8",",X","4",",X","0",",X","8","","","","3","","-22.2",",X,12,","254",",,X,11,+","155",",,X,05,","31.0",",,X,19,","25.6",",X,25,+","","","492.1",",X","94.9",",,,X","398",",,,X","2.46",",X","8.39",",,,X","-3.47",",,,X","","","","","","","","","","","","","",""
"USW00013993","1948-04","39.7736","-94.9233","249.3","ST JOSEPH ROSECRANS MEMORIAL AIRPORT, MO US","","","21.1","X","21.1",",X","7",",X","5",",X","0",",X","0",",X","0",",X","0",",X","2",",X","0",",X","20",",X","0",",X","2","","","","8","","-2.8",",X,01,","0",",,X,30,+","0",",,X,30,+","17.5",",,X,24,","31.1",",X,18,","","","109.2",",X","41.4",",,,X","0",",,,X","15.39",",X","21.97",",,,X","8.81",",,,X","","","","","","","","","","","","","",""
"USW00013993","1948-05","39.7736","-94.9233","249.3","ST JOSEPH ROSECRANS MEMORIAL AIRPORT, MO US","","","54.7","X","33.6",",X","10",",X","6",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","25",",X","0",",X","8","","","","9","","3.9",",X,07,","0",",,X,31,+","0",",,X,31,+","25.7",",,X,01,","30.0",",X,22,+","","","47.5",",X","73.2",",,,X","0",",,,X","17.88",",X","24.35",",,,X","11.42",",,,X","","","","","","","","","","","","","",""
"USW00013993","1948-06","39.7736","-94.9233","249.3","ST JOSEPH ROSECRANS MEMORIAL AIRPORT, MO US","","","193.9","X","139.2",",X","11",",X","8",",X","4",",X","0",",X","0",",X","0",",X","0",",X","0",",X","29",",X","5",",X","4","","","","12","","11.1",",X,02,+","0",",,X,30,+","0",",,X,30,+","39.4",",,X,23,","35.0",",X,10,","","","1.1",",X","178.1",",,,X","0",",,,X","22.94",",X","29.09",",,,X","16.78",",,,X","","","","","","","","","","","","","",""
"USW00013993","1948-07","39.7736","-94.9233","249.3","ST JOSEPH ROSECRANS MEMORIAL AIRPORT, MO US","","","423.6","X","229.7",",X","14",",X","8",",X","2",",X","0",",X","0",",X","0",",X","0",",X","0",",X","31",",X","12",",X","2","","","","15","","13.3",",X,23,","0",",,X,31,+","0",",,X,31,+","79.5",",,X,29,","35.6",",X,08,+","0.0","","0.0",",X","173.3",",,,X","0",",,,X","25.74",",X","31.39",",,,X","20.09",",,,X","","","","","","","","","","","","","",""
"USW00013993","1948-08","39.7736","-94.9233","249.3","ST JOSEPH ROSECRANS MEMORIAL AIRPORT, MO US","","","641.5","X","217.9",",X","8",",X","4",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","30",",X","15",",X","8","","","","9","","11.7",",X,05,","0",",,X,31,+","0",",,X,31,+","76.7",",,X,02,","37.8",",X,22,","0.5","","0.5",",X","110.8",",,,X","0",",,,X","25.34",",X","31.17",",,,X","19.52",",,,X","","","","","","","","","","","","","",""
"USW00013993","1948-09","39.7736","-94.9233","249.3","ST JOSEPH ROSECRANS MEMORIAL AIRPORT, MO US","","","765.0","X","123.5",",X","6",",X","3",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","29",",X","10",",X","6","","","","9","","7.8",",X,28,+","0",",,X,30,+","0",",,X,30,+","23.1",",,X,08,","35.6",",X,01,","14.6","","14.1",",X","38.4",",,,X","0",",,,X","21.98",",X","28.67",",,,X","15.30",",,,X","","","","","","","","","","","","","",""
"USW00013993","1948-10","39.7736","-94.9233","249.3","ST JOSEPH ROSECRANS MEMORIAL AIRPORT, MO US","","","765.0","X","0.0",",X","5",",X","3",",X","0",",X","0",",X","0",",X","0",",X","4",",X","0",",X","20",",X","0",",X","12","","","","5","","-2.8",",X,18,","0",",,X,31,+","0",",,X,31,+","24.4",",,X,06,","25.6",",X,15,+","186.1","","171.5",",X","52.3",",,,X","0",",,,X","12.80",",X","20.95",",,,X","4.65",",,,X","","","","","","","","","","","","","",""
