"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES"
"AYM00089570","2011-09","-68.467","78.817","546.5","DAVIS WHOOP WHOOP, AY","26","4,S","0","4,S","0","4,S","-10.7","4,S,07,","-15.99","4,,,S"
"AYM00089570","2011-10","-68.467","78.817","546.5","DAVIS WHOOP WHOOP, AY","30","1,S","0","1,S","0","1,S","-3.9","1,S,16,","-12.37","1,,,S"
"AYM00089570","2011-11","-68.467","78.817","546.5","DAVIS WHOOP WHOOP, AY","23","2,S","0","2,S","0","2,S","1.9","2,S,16,","-4.49","2,,,S"
"AYM00089570","2011-12","-68.467","78.817","546.5","DAVIS WHOOP WHOOP, AY","10",",S","0",",S","0",",S","10.5",",S,23,","0.67",",,,S"
"AYM00089570","2012-01","-68.467","78.817","546.5","DAVIS WHOOP WHOOP, AY","18",",S","0",",S","0",",S","7.3",",S,01,","0.16",",,,S"
"AYM00089570","2012-02","-68.467","78.817","546.5","DAVIS WHOOP WHOOP, AY","28",",S","0",",S","0",",S","2.2",",S,13,","-4.18",",,,S"
"AYM00089570","2012-09","-68.467","78.817","546.5","DAVIS WHOOP WHOOP, AY","25","5,S","0","5,S","0","5,S","-11.1","5,S,28,+","-16.50","5,,,S"
"AYM00089570","2012-10","-68.467","78.817","546.5","DAVIS WHOOP WHOOP, AY","28","3,S","0","3,S","0","3,S","-6.1","3,S,29,","-10.57","3,,,S"
"AYM00089570","2012-11","-68.467","78.817","546.5","DAVIS WHOOP WHOOP, AY","24","3,S","0","3,S","0","3,S","1.3","3,S,25,","-4.24","3,,,S"
"AYM00089570","2012-12","-68.467","78.817","546.5","DAVIS WHOOP WHOOP, AY","9",",S","0",",S","0",",S","7.7",",S,10,","2.74",",,,S"
"AYM00089570","2013-01","-68.467","78.817","546.5","DAVIS WHOOP WHOOP, AY","15","1,S","0","1,S","0","1,S","5.3","1,S,30,+","0.34","1,,,S"
"AYM00089570","2013-02","-68.467","78.817","546.5","DAVIS WHOOP WHOOP, AY","22","1,S","0","1,S","0","1,S","3.8","1,S,04,","-3.46","1,,,S"
"AYM00089570","2013-03","-68.467","78.817","546.5","DAVIS WHOOP WHOOP, AY","27","4,S","0","4,S","0","4,S","-8.3","4,S,03,","-12.36","4,,,S"
"AYM00089570","2013-11","-68.467","78.817","546.5","DAVIS WHOOP WHOOP, AY","24","2,S","0","2,S","0","2,S","3.9","2,S,20,","-3.50","2,,,S"
"AYM00089570","2014-11","-68.467","78.817","546.5","DAVIS WHOOP WHOOP, AY","25","4,S","0","4,S","0","4,S","4.3","4,S,28,","-3.78","4,,,S"
"AYM00089570","2014-12","-68.467","78.817","546.5","DAVIS WHOOP WHOOP, AY","19",",S","0",",S","0",",S","3.6",",S,19,","-1.21",",,,S"
"AYM00089570","2015-01","-68.467","78.817","546.5","DAVIS WHOOP WHOOP, AY","13",",S","0",",S","0",",S","10.0",",S,31,","1.11",",,,S"
"AYM00089570","2015-02","-68.467","78.817","546.5","DAVIS WHOOP WHOOP, AY","24","1,S","0","1,S","0","1,S","2.0","1,S,08,","-4.16","1,,,S"
"AYM00089570","2016-01","-68.467","78.817","546.5","DAVIS WHOOP WHOOP, AY","19","3,S","0","3,S","0","3,S","7.1","3,S,09,","-0.40","3,,,S"
"AYM00089570","2016-02","-68.467","78.817","546.5","DAVIS WHOOP WHOOP, AY","23","5,S","0","5,S","0","5,S","2.2","5,S,03,","-4.48","5,,,S"
"AYM00089570","2016-12","-68.467","78.817","546.5","DAVIS WHOOP WHOOP, AY","20",",S","0",",S","0",",S","13.5",",S,16,","0.04",",,,S"
"AYM00089570","2017-01","-68.467","78.817","546.5","DAVIS WHOOP WHOOP, AY","11","2,S","0","2,S","0","2,S","9.0","2,S,04,","1.44","2,,,S"
"AYM00089570","2017-02","-68.467","78.817","546.5","DAVIS WHOOP WHOOP, AY","20","5,S","0","5,S","0","5,S","5.4","5,S,09,","-2.34","5,,,S"
"AYM00089570","2018-01","-68.467","78.817","546.5","DAVIS WHOOP WHOOP, AY","17","1,S","0","1,S","0","1,S","7.3","1,S,02,","-0.05","1,,,S"
