"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USW00003841","1981-01","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","0.0","0","0.0",",0","5",",0","4",",0","0",",0","1",",0","2",",0","0",",0","26",",0","4",",0","0",",0","0",",0","","","","","","","-16.1",",0,12,","25",",,0,30,","91",",,0,30,","9.1",",,0,30,","17.2",",0,26,","1516.8","0","563.8",",0","23.5",",,,0","134",",,,0","0.15",",0","6.20",",,,0","-5.91",",,,0","","","","","","","","","",""
"USW00003841","1981-02","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","0.0","0","0.0",",0","14",",0","10",",0","2",",0","0",",0","0",",0","0",",0","18",",0","2",",0","3",",0","0",",0","","","","","","","-15.6",",0,12,","0",",T,0,12,+","5",",,0,11,","35.1",",,0,01,","22.2",",0,27,","1907.5","0","390.7",",0","119.1",",,,0","5",",,,0","4.38",",0","11.53",",,,0","-2.78",",,,0","","","","","","","","","",""
"USW00003841","1981-03","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","0.0","0","0.0",",0","8",",0","6",",0","1",",0","0",",0","0",",0","0",",0","21",",0","0",",0","5",",0","0",",0","","","","","","","-6.7",",0,17,","0",",,0,31,+","3",",,0,19,","32.3",",,0,30,","28.3",",0,31,","2267.8","0","360.3",",0","91.3",",,,0","3",",,,0","6.71",",0","14.44",",,,0","-1.02",",,,0","","","","","","","","","",""
"USW00003841","1981-04","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","20.1","0","20.1",",0","13",",0","10",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","21",",0","0",",0","","","","","","","-0.6",",0,07,","0",",,0,30,+","0",",,0,30,+","22.1",",,0,04,","30.6",",0,27,","2351.1","0","83.3",",0","116.5",",,,0","0",",,,0","16.23",",0","24.05",",,,0","8.41",",,,0","","","","","","","","","",""
"USW00003841","1981-05","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","41.0","0","20.9",",0","12",",0","9",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","24",",0","0",",0","","","","","","","2.8",",0,16,+","0",",,0,31,+","0",",,0,31,+","17.5",",,0,19,","29.4",",0,30,+","2419.9","0","68.8",",0","67.5",",,,0","0",",,,0","16.79",",0","23.87",",,,0","9.71",",,,0","","","","","","","","","",""
"USW00003841","1981-06","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","213.9","0","172.9",",0","11",",0","5",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","9",",0","","","","","","","13.3",",0,27,+","0",",,0,30,+","0",",,0,30,+","43.4",",,0,25,","34.4",",0,24,","2419.9","0","0.0",",0","114.4",",,,0","0",",,,0","24.10",",0","30.54",",,,0","17.65",",,,0","","","","","","","","","",""
"USW00003841","1981-07","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","435.1","0","221.2",",0","15",",0","9",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","17",",0","","","","","","","16.7",",0,30,+","0",",,0,31,+","0",",,0,31,+","14.0",",,0,16,","35.6",",0,11,","0.0","0","0.0",",0","61.6",",,,0","0",",,,0","25.47",",0","31.41",",,,0","19.52",",,,0","","","","","","","","","",""
"USW00003841","1981-08","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","590.7","0","155.6",",0","11",",0","7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","3",",0","","","","","","","14.4",",0,14,+","0",",,0,31,+","0",",,0,31,+","20.8",",,0,20,","34.4",",0,05,","0.0","0","0.0",",0","78.9",",,,0","0",",,,0","23.35",",0","29.31",",,,0","17.39",",,,0","","","","","","","","","",""
"USW00003841","1981-09","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","659.1","0","68.4",",0","5",",0","5",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","0",",0","","","","","","","3.9",",0,19,+","0",",,0,30,+","0",",,0,30,+","54.9",",,0,15,","31.1",",0,13,+","39.1","0","39.1",",0","99.1",",,,0","0",",,,0","19.31",",0","26.64",",,,0","11.98",",,,0","","","","","","","","","",""
"USW00003841","1981-10","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","660.8","0","1.7",",0","9",",0","7",",0","1",",0","0",",0","0",",0","0",",0","3",",0","0",",0","12",",0","0",",0","","","","","","","-2.2",",0,20,","0",",,0,31,+","0",",,0,31,+","28.7",",,0,26,","30.0",",0,01,","213.1","0","174.0",",0","124.3",",,,0","0",",,,0","12.77",",0","19.45",",,,0","6.10",",,,0","","","","","","","","","",""
"USW00003841","1981-11","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","660.8","0","0.0",",0","8",",0","5",",0","1",",0","0",",0","0",",0","0",",0","14",",0","0",",0","3",",0","0",",0","","","","","","","-7.8",",0,22,","0",",,0,30,+","0",",T,0,29,+","30.5",",,0,27,","23.3",",0,03,","529.3","0","316.2",",0","81.4",",,,0","0",",T,,0","7.79",",0","14.62",",,,0","0.97",",,,0","","","","","","","","","",""
"USW00003841","1981-12","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","660.8","0","0.0",",0","11",",0","8",",0","0",",0","0",",0","0",",0","0",",0","23",",0","4",",0","0",",0","0",",0","","","","","","","-16.7",",0,20,","0",",T,0,25,","15",",,0,21,","23.9",",,0,31,","14.4",",0,23,","1058.4","0","529.1",",0","104.6",",,,0","23",",,,0","1.27",",0","5.77",",,,0","-3.24",",,,0","","","","","","","","","",""
"USW00003841","1982-01","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","0.0","0","0.0",",0","16",",0","13",",0","1",",0","7",",0","2",",0","3",",0","25",",0","9",",0","0",",0","0",",0","","","","","","","-23.3",",0,17,","76",",,0,13,","43",",,0,12,","27.9",",,0,21,","18.3",",0,21,","1634.3","0","575.9",",0","170.2",",,,0","112",",,,0","-0.24",",0","5.40",",,,0","-5.89",",,,0","","","","","","","","","",""
"USW00003841","1982-02","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","0.0","0","0.0",",0","13",",0","10",",0","2",",0","0",",0","0",",0","0",",0","15",",0","0",",0","2",",0","0",",0","","","","","","","-12.8",",0,07,","0",",,0,28,+","13",",,0,06,","30.7",",,0,16,","23.3",",0,24,","2004.9","0","370.6",",0","137.7",",,,0","13",",,,0","5.10",",0","10.55",",,,0","-0.35",",,,0","","","","","","","","","",""
"USW00003841","1982-03","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","7.5","0","7.5",",0","14",",0","8",",0","3",",0","1",",0","1",",0","0",",0","10",",0","0",",0","9",",0","0",",0","","","","","","","-5.0",",0,08,","25",",,0,07,","46",",,0,07,","34.8",",,0,21,","29.4",",0,19,","2259.3","0","254.4",",0","157.7",",,,0","46",",,,0","10.37",",0","16.88",",,,0","3.85",",,,0","","","","","","","","","",""
"USW00003841","1982-04","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","8.3","0","0.8",",0","12",",0","5",",0","0",",0","0",",0","0",",0","0",",0","6",",0","0",",0","10",",0","0",",0","","","","","","","-3.9",",0,07,","0",",,0,30,+","0",",T,0,08,","20.6",",,0,17,","26.7",",0,15,","2466.7","0","207.4",",0","70.9",",,,0","0",",T,,0","11.45",",0","18.32",",,,0","4.57",",,,0","","","","","","","","","",""
"USW00003841","1982-05","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","98.2","0","89.9",",0","7",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","2",",0","","","","","","","5.6",",0,09,+","0",",,0,31,+","0",",,0,31,+","35.8",",,0,28,","32.8",",0,30,","2483.2","0","16.5",",0","73.1",",,,0","0",",,,0","20.70",",0","28.60",",,,0","12.79",",,,0","","","","","","","","","",""
"USW00003841","1982-06","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","208.5","0","110.3",",0","14",",0","9",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","2",",0","","","","","","","10.0",",0,07,+","0",",,0,30,+","0",",,0,30,+","12.7",",,0,04,","32.8",",0,09,","2483.2","0","0.0",",0","54.6",",,,0","0",",,,0","22.01",",0","28.63",",,,0","15.39",",,,0","","","","","","","","","",""
"USW00003841","1982-07","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","423.7","0","215.2",",0","12",",0","8",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","17",",0","","","","","","","13.9",",0,02,","0",",,0,31,+","0",",,0,31,+","51.8",",,0,30,","33.9",",0,27,+","0.0","0","0.0",",0","178.1",",,,0","0",",,,0","25.28",",0","31.25",",,,0","19.30",",,,0","","","","","","","","","",""
"USW00003841","1982-08","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","574.7","0","151.0",",0","12",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","3",",0","","","","","","","11.1",",0,22,","0",",,0,31,+","0",",,0,31,+","51.6",",,0,09,","33.3",",0,04,","0.0","0","0.0",",0","117.3",",,,0","0",",,,0","23.20",",0","29.31",",,,0","17.10",",,,0","","","","","","","","","",""
"USW00003841","1982-09","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","639.1","0","64.4",",0","9",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","0",",0","","","","","","","2.8",",0,23,","0",",,0,30,+","0",",,0,30,+","83.1",",,0,01,","30.6",",0,14,","35.3","0","35.3",",0","135.1",",,,0","0",",,,0","19.30",",0","25.18",",,,0","13.42",",,,0","","","","","","","","","",""
"USW00003841","1982-10","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","662.2","0","23.1",",0","7",",0","5",",0","0",",0","0",",0","0",",0","0",",0","3",",0","0",",0","17",",0","0",",0","","","","","","","-2.8",",0,26,","0",",,0,31,+","0",",,0,31,+","23.6",",,0,12,","28.9",",0,06,+","185.2","0","149.9",",0","49.5",",,,0","0",",,,0","14.24",",0","20.97",",,,0","7.51",",,,0","","","","","","","","","",""
"USW00003841","1982-11","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","662.2","0","0.0",",0","12",",0","11",",0","1",",0","0",",0","0",",0","0",",0","14",",0","0",",0","3",",0","0",",0","","","","","","","-6.7",",0,16,+","0",",,0,30,+","0",",,0,30,+","63.0",",,0,03,","25.6",",0,01,","478.5","0","293.3",",0","198.4",",,,0","0",",,,0","8.56",",0","14.51",",,,0","2.60",",,,0","","","","","","","","","",""
"USW00003841","1982-12","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","663.6","0","1.4",",0","12",",0","8",",0","2",",0","1",",0","1",",0","0",",0","19",",0","1",",0","5",",0","0",",0","","","","","","","-10.0",",0,13,+","51",",,0,12,","51",",,0,11,","63.0",",,0,01,","25.6",",0,04,","858.9","0","380.4",",0","183.3",",,,0","71",",,,0","6.11",",0","11.44",",,,0","0.78",",,,0","","","","","","","","","",""
"USW00003841","1983-01","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","0.0","0","0.0",",0","10",",0","8",",0","0",",0","0",",0","0",",0","0",",0","26",",0","2",",0","0",",0","0",",0","","","","","","","-10.6",",0,19,","0",",T,0,21,+","18",",,0,11,","11.7",",,0,09,","13.3",",0,31,+","1369.1","0","510.2",",0","44.5",",,,0","36",",,,0","1.87",",0","6.72",",,,0","-2.97",",,,0","","","","","","","","","",""
"USW00003841","1983-02","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","0.0","0","0.0",",0","12",",0","8",",0","1",",0","1",",0","2",",0","0",",0","21",",0","0",",0","0",",0","0",",0","","","","","","","-10.0",",0,08,","76",",,0,06,","84",",,0,06,","26.9",",,0,10,","19.4",",0,21,+","1780.7","0","411.6",",0","111.4",",,,0","122",",,,0","3.63",",0","9.52",",,,0","-2.25",",,,0","","","","","","","","","",""
"USW00003841","1983-03","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","0.0","0","0.0",",0","12",",0","5",",0","0",",0","0",",0","0",",0","0",",0","15",",0","0",",0","8",",0","0",",0","","","","","","","-5.6",",0,13,","0",",,0,31,+","0",",T,0,22,+","22.4",",,0,20,","26.1",",0,07,+","2079.1","0","298.4",",0","65.4",",,,0","0",",T,,0","8.71",",0","15.54",",,,0","1.88",",,,0","","","","","","","","","",""
"USW00003841","1983-04","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","2.8","0","2.8",",0","11",",0","7",",0","1",",0","0",",0","0",",0","0",",0","8",",0","0",",0","8",",0","0",",0","","","","","","","-5.6",",0,20,+","0",",T,0,18,","5",",,0,18,","84.6",",,0,05,","27.8",",0,30,","2311.8","0","232.7",",0","162.7",",,,0","5",",,,0","10.67",",0","17.58",",,,0","3.76",",,,0","","","","","","","","","",""
"USW00003841","1983-05","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","27.2","0","24.4",",0","14",",0","12",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","25",",0","0",",0","","","","","","","4.4",",0,27,+","0",",,0,31,+","0",",,0,31,+","25.9",",,0,20,+","28.9",",0,07,+","2357.8","0","46.0",",0","175.3",",,,0","0",",,,0","17.64",",0","24.32",",,,0","10.95",",,,0","","","","","","","","","",""
"USW00003841","1983-06","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","142.4","0","115.2",",0","11",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","2",",0","","","","","","","7.2",",0,02,","0",",,0,30,+","0",",,0,30,+","39.4",",,0,04,","33.3",",0,25,","2365.0","0","7.2",",0","64.3",",,,0","0",",,,0","21.93",",0","28.84",",,,0","15.03",",,,0","","","","","","","","","",""
"USW00003841","1983-07","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","363.3","0","220.9",",0","10",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","19",",0","","","","","","","14.4",",0,10,+","0",",,0,31,+","0",",,0,31,+","15.7",",,0,25,","36.7",",0,24,+","0.0","0","0.0",",0","61.2",",,,0","0",",,,0","25.46",",0","32.22",",,,0","18.70",",,,0","","","","","","","","","",""
"USW00003841","1983-08","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","606.7","0","243.4",",0","7",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","21",",0","","","","","","","14.4",",0,13,","0",",,0,31,+","0",",,0,31,+","10.9",",,0,27,","39.4",",0,22,","0.0","0","0.0",",0","32.5",",,,0","0",",,,0","26.18",",0","33.03",",,,0","19.34",",,,0","","","","","","","","","",""
"USW00003841","1983-09","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","712.9","0","106.2",",0","8",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","6",",0","","","","","","","2.2",",0,22,","0",",,0,30,+","0",",,0,30,+","19.8",",,0,21,","34.4",",0,10,+","33.6","0","33.6",",0","52.6",",,,0","0",",,,0","20.75",",0","27.65",",,,0","13.85",",,,0","","","","","","","","","",""
"USW00003841","1983-10","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","719.3","0","6.4",",0","7",",0","7",",0","2",",0","0",",0","0",",0","0",",0","1",",0","0",",0","19",",0","0",",0","","","","","","","0.0",",0,27,","0",",,0,31,+","0",",,0,31,+","39.4",",,0,23,","29.4",",0,04,","136.8","0","103.2",",0","116.5",",,,0","0",",,,0","15.21",",0","22.09",",,,0","8.34",",,,0","","","","","","","","","",""
"USW00003841","1983-11","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","719.3","0","0.0",",0","11",",0","10",",0","1",",0","0",",0","0",",0","0",",0","15",",0","0",",0","4",",0","0",",0","","","","","","","-6.7",",0,30,","0",",,0,30,+","0",",T,0,13,","27.4",",,0,27,","22.2",",0,09,+","458.6","0","321.8",",0","148.5",",,,0","0",",T,,0","7.61",",0","14.24",",,,0","0.98",",,,0","","","","","","","","","",""
"USW00003841","1983-12","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","719.3","0","0.0",",0","13",",0","11",",0","3",",0","0",",0","0",",0","2",",0","22",",0","6",",0","0",",0","0",",0","","","","","","","-21.7",",0,25,","0",",T,0,29,+","3",",,0,29,+","38.6",",,0,03,","17.8",",0,05,","986.8","0","528.2",",0","176.4",",,,0","9",",,,0","1.29",",0","6.36",",,,0","-3.77",",,,0","","","","","","","","","",""
"USW00003841","1984-01","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","0.0","0","0.0",",0","8",",0","5",",0","0",",0","3",",0","3",",0","0",",0","29",",0","4",",0","0",",0","0",",0","","","","","","","-16.1",",0,21,","25",",,0,18,+","38",",,0,18,+","18.8",",,0,18,","16.7",",0,09,","1534.9","0","548.1",",0","66.7",",,,0","117",",,,0","0.65",",0","6.18",",,,0","-4.88",",,,0","","","","","","","","","",""
"USW00003841","1984-02","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","0.0","0","0.0",",0","12",",0","6",",0","2",",0","3",",0","2",",0","0",",0","20",",0","1",",0","1",",0","0",",0","","","","","","","-15.6",",0,07,","76",",,0,06,","64",",,0,05,","33.3",",,0,27,","22.2",",0,12,","1917.6","0","382.7",",0","99.7",",,,0","130",",,,0","5.14",",0","12.32",",,,0","-2.04",",,,0","","","","","","","","","",""
"USW00003841","1984-03","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","0.0","0","0.0",",0","11",",0","9",",0","2",",0","0",",0","0",",0","0",",0","16",",0","0",",0","4",",0","0",",0","","","","","","","-10.0",",0,01,","0",",T,0,21,","5",",,0,21,","35.8",",,0,28,","25.6",",0,19,+","2264.0","0","346.4",",0","122.2",",,,0","5",",,,0","7.16",",0","13.58",",,,0","0.74",",,,0","","","","","","","","","",""
"USW00003841","1984-04","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","1.1","0","1.1",",0","15",",0","11",",0","1",",0","0",",0","0",",0","0",",0","2",",0","0",",0","9",",0","0",",0","","","","","","","-2.2",",0,02,","0",",,0,30,+","0",",,0,30,+","29.7",",,0,04,","30.6",",0,26,","2436.0","0","172.0",",0","105.8",",,,0","0",",,,0","12.64",",0","19.25",",,,0","6.02",",,,0","","","","","","","","","",""
"USW00003841","1984-05","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","25.9","0","24.8",",0","12",",0","9",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","22",",0","0",",0","","","","","","","1.7",",0,31,","0",",,0,31,+","0",",,0,31,+","66.0",",,0,07,","30.0",",0,26,","2534.9","0","98.9",",0","271.8",",,,0","0",",,,0","15.94",",0","23.36",",,,0","8.53",",,,0","","","","","","","","","",""
"USW00003841","1984-06","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","179.3","0","153.4",",0","7",",0","7",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","11",",0","","","","","","","5.0",",0,01,","0",",,0,30,+","0",",,0,30,+","29.2",",,0,14,","33.3",",0,19,+","2537.7","0","2.8",",0","119.4",",,,0","0",",,,0","23.36",",0","30.69",",,,0","16.02",",,,0","","","","","","","","","",""
"USW00003841","1984-07","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","325.8","0","146.5",",0","16",",0","13",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","4",",0","","","","","","","12.2",",0,08,","0",",,0,31,+","0",",,0,31,+","38.6",",,0,04,","33.3",",0,11,+","0.0","0","0.0",",0","221.6",",,,0","0",",,,0","23.06",",0","29.05",",,,0","17.07",",,,0","","","","","","","","","",""
"USW00003841","1984-08","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","498.7","0","172.9",",0","9",",0","8",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","0",",0","","","","","","","13.3",",0,24,","0",",,0,31,+","0",",,0,31,+","19.6",",,0,03,","31.7",",0,31,+","0.0","0","0.0",",0","47.4",",,,0","0",",,,0","23.91",",0","29.61",",,,0","18.21",",,,0","","","","","","","","","",""
"USW00003841","1984-09","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","556.2","0","57.5",",0","3",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","25",",0","5",",0","","","","","","","6.7",",0,19,","0",",,0,30,+","0",",,0,30,+","33.0",",,0,03,","32.2",",0,21,+","33.7","0","33.7",",0","47.5",",,,0","0",",,,0","19.13",",0","26.31",",,,0","11.94",",,,0","","","","","","","","","",""
"USW00003841","1984-10","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","592.4","0","36.2",",0","9",",0","7",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","25",",0","0",",0","","","","","","","1.1",",0,03,","0",",,0,31,+","0",",,0,31,+","55.6",",,0,22,","28.9",",0,14,","60.6","0","26.9",",0","157.3",",,,0","0",",,,0","18.63",",0","24.41",",,,0","12.85",",,,0","","","","","","","","","",""
"USW00003841","1984-11","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","592.4","0","0.0",",0","11",",0","8",",0","1",",0","0",",0","0",",0","0",",0","19",",0","0",",0","1",",0","0",",0","","","","","","","-7.2",",0,23,","0",",,0,30,+","0",",,0,30,+","29.2",",,0,10,","25.6",",0,01,","425.8","0","365.2",",0","111.1",",,,0","0",",,,0","6.16",",0","12.76",",,,0","-0.44",",,,0","","","","","","","","","",""
"USW00003841","1984-12","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","592.4","0","0.0",",0","12",",0","7",",0","0",",0","0",",0","0",",0","0",",0","15",",0","1",",0","5",",0","0",",0","","","","","","","-13.3",",0,07,","0",",,0,31,+","3",",,0,06,","19.3",",,0,20,","22.2",",0,18,+","756.9","0","331.1",",0","65.7",",,,0","3",",,,0","7.65",",0","13.73",",,,0","1.58",",,,0","","","","","","","","","",""
"USW00003841","1985-01","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","0.0","0","0.0",",0","12",",0","9",",0","0",",0","7",",0","4",",0","2",",0","28",",0","7",",0","0",",0","0",",0","","","","","","","-27.2",",0,21,","76",",,0,29,+","76",",,0,20,","20.6",",,0,31,","18.9",",0,01,","1395.1","0","638.2",",0","73.2",",,,0","239",",,,0","-2.25",",0","2.71",",,,0","-7.22",",,,0","","","","","","","","","",""
"USW00003841","1985-02","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","0.0","0","0.0",",0","10",",0","8",",0","1",",0","2",",0","1",",0","0",",0","22",",0","3",",0","1",",0","0",",0","","","","","","","-13.9",",0,16,","76",",,0,12,","64",",,0,12,","36.6",",,0,01,","22.2",",0,23,","1857.4","0","462.3",",0","94.8",",,,0","93",",,,0","1.82",",0","7.84",",,,0","-4.19",",,,0","","","","","","","","","",""
"USW00003841","1985-03","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","0.8","0","0.8",",0","13",",0","8",",0","0",",0","0",",0","0",",0","0",",0","16",",0","0",",0","5",",0","0",",0","","","","","","","-7.2",",0,19,","0",",,0,31,+","0",",,0,31,+","13.0",",,0,08,","27.2",",0,30,","2154.0","0","296.6",",0","66.2",",,,0","0",",,,0","8.79",",0","16.41",",,,0","1.17",",,,0","","","","","","","","","",""
"USW00003841","1985-04","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","8.9","0","8.1",",0","5",",0","3",",0","2",",0","0",",0","0",",0","0",",0","6",",0","0",",0","20",",0","0",",0","","","","","","","-6.1",",0,10,","0",",,0,30,+","0",",,0,30,+","26.7",",,0,15,","30.0",",0,22,+","2289.7","0","135.7",",0","56.7",",,,0","0",",,,0","14.08",",0","22.31",",,,0","5.86",",,,0","","","","","","","","","",""
"USW00003841","1985-05","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","42.6","0","33.7",",0","13",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","23",",0","0",",0","","","","","","","4.4",",0,04,","0",",,0,31,+","0",",,0,31,+","69.3",",,0,02,","30.0",",0,14,","2337.7","0","48.0",",0","97.1",",,,0","0",",,,0","17.87",",0","24.29",",,,0","11.45",",,,0","","","","","","","","","",""
"USW00003841","1985-06","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","154.1","0","111.5",",0","12",",0","9",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","6",",0","","","","","","","6.1",",0,14,+","0",",,0,30,+","0",",,0,30,+","35.6",",,0,17,","33.3",",0,05,","2349.7","0","12.0",",0","129.1",",,,0","0",",,,0","21.65",",0","28.69",",,,0","14.61",",,,0","","","","","","","","","",""
"USW00003841","1985-07","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","322.9","0","168.8",",0","14",",0","9",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","8",",0","","","","","","","13.3",",0,03,","0",",,0,31,+","0",",,0,31,+","57.4",",,0,24,","33.9",",0,21,","0.0","0","0.0",",0","163.2",",,,0","0",",,,0","23.78",",0","29.48",",,,0","18.08",",,,0","","","","","","","","","",""
"USW00003841","1985-08","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","461.1","0","138.2",",0","11",",0","9",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","4",",0","","","","","","","13.3",",0,22,","0",",,0,31,+","0",",,0,31,+","60.2",",,0,17,","33.3",",0,12,","0.0","0","0.0",",0","215.9",",,,0","0",",,,0","22.79",",0","27.82",",,,0","17.76",",,,0","","","","","","","","","",""
"USW00003841","1985-09","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","529.0","0","67.9",",0","5",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","1",",0","","","","","","","5.0",",0,28,","0",",,0,30,+","0",",,0,30,+","15.7",",,0,06,","32.2",",0,08,","35.9","0","35.9",",0","39.7",",,,0","0",",,,0","19.40",",0","26.64",",,,0","12.16",",,,0","","","","","","","","","",""
