"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"USC00171120","1912-04","45.033333","-69.466667",,"CAMBRIDGE, ME US","10",",6","7",",6","0",",6","1",",6","","","76",",,6,03,","21.1",",,6,22,","61.0",",,,6","86",",,,6"
"USC00171120","1912-05","45.033333","-69.466667",,"CAMBRIDGE, ME US","11",",6","9",",6","3",",6","0","1,6","","","0","1,,6,31,+","32.5",",,6,13,","156.8",",,,6","0","1,,,6"
"USC00171120","1912-06","45.033333","-69.466667",,"CAMBRIDGE, ME US","7",",6","4",",6","0",",6","0",",6","","","0",",,6,30,+","14.5",",,6,12,","30.9",",,,6","0",",,,6"
"USC00171120","1912-07","45.033333","-69.466667",,"CAMBRIDGE, ME US","8",",6","7",",6","1",",6","0","2,6","","","0","2,,6,31,+","25.4",",,6,22,","64.0",",,,6","0","2,,,6"
"USC00171120","1912-08","45.033333","-69.466667",,"CAMBRIDGE, ME US","7",",6","7",",6","3",",6","0",",6","","","0",",,6,31,+","45.5",",,6,11,","166.5",",,,6","0",",,,6"
"USC00171120","1912-09","45.033333","-69.466667",,"CAMBRIDGE, ME US","6",",6","5",",6","1",",6","0",",6","","","0",",,6,30,+","25.4",",,6,15,","90.9",",,,6","0",",,,6"
"USC00171120","1912-10","45.033333","-69.466667",,"CAMBRIDGE, ME US","10",",6","9",",6","2",",6","","","","","","","37.1",",,6,24,","135.0",",,,6","",""
"USC00171120","1912-11","45.033333","-69.466667",,"CAMBRIDGE, ME US","8",",6","7",",6","2",",6","3",",6","","","152",",,6,25,","54.1",",,6,08,","139.7",",,,6","261",",,,6"
"USC00171120","1912-12","45.033333","-69.466667",,"CAMBRIDGE, ME US","7",",6","6",",6","0",",6","2",",6","","","229",",,6,30,","19.1",",,6,06,","77.1",",,,6","404",",,,6"
"USC00171120","1913-01","45.033333","-69.466667",,"CAMBRIDGE, ME US","7","1,6","6","1,6","0","1,6","1","1,6","1","","25","1,,6,07,","24.1","1,,6,03,","76.4","1,,,6","25","1,,,6"
