"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HN02","HN02_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","HX02","HX02_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LN02","LN02_ATTRIBUTES","LX01","LX01_ATTRIBUTES","LX02","LX02_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MN02","MN02_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MX02","MX02_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00129670","1897-05","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","","","","","","","","","","","","","0",",6","","","","","","","","","","","","","","","","","","","0",",T,6,01,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0",",T,,6","","","","","","","",""
"USC00129670","1897-07","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","","","258.0",",6","4",",6","4",",6","0",",6","","","","","0",",6","0",",6","0",",6","31",",6","22",",6","","","","","10.6",",6,14,","","","","","10.4",",,6,25,+","42.8",",6,08,","","","0.0","6","","","","","0.0",",6","","","","","","","","","","","","","","","","","","","","","","","","","35.1",",,,6","","","26.65",",6","34.77",",,,6","18.54",",,,6","",""
"USC00129670","1897-08","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","","","95.7","3,6","","","","","","","","","","","0","2,6","0","2,6","0","1,6","28","1,6","6","1,6","","","","","4.4","2,6,25,","","","","","","","36.1","1,6,01,","","","16.4","6","","","","","16.4","1,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.34","3,6","27.73","1,,,6","14.94","2,,,6","",""
"USC00129670","1897-09","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","","","88.1","1,6","1",",6","1",",6","0",",6","","","","","0","1,6","1","1,6","0",",6","28",",6","11",",6","","","","","-1.1","1,6,21,","","","","","13.2",",,6,16,","37.8",",6,13,","","","35.9","6","","","","","19.5",",6","","","","","","","","","","","","","","","","","","","","","","","","","13.2",",,,6","","","20.74","1,6","29.80",",,,6","11.69","1,,,6","",""
"USC00129670","1897-10","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","","","14.0","1,6","1",",6","1",",6","0",",6","","","","","0",",6","4",",6","0","1,6","18","1,6","0","1,6","","","","","-1.1",",6,29,+","","","","","9.9",",,6,12,","31.7","1,6,14,+","","","172.8","6","","","","","136.9","1,6","","","","","","","","","","","","","","","","","","","","","","","","","9.9",",,,6","","","14.24","1,6","22.74","1,,,6","5.74",",,,6","",""
"USC00129670","1897-11","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","","","0.0","1,6","","","","","","","","","","","0",",6","16",",6","3","1,6","0","1,6","0","1,6","","","","","-12.8",",6,29,","","","","","","","19.4","1,6,04,","","","573.7","6","","","","","400.9","1,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.41","1,6","10.00","1,,,6","-1.19",",,,6","",""
"USC00129670","1897-12","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","","","","","","","","","","","","","","","1","5,6","23","5,6","13","5,6","0","5,6","0","5,6","","","","","-17.8","5,6,23,","","","","","","","14.4","5,6,09,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-3.23","7,6","1.15","5,,,6","-7.61","5,,,6","",""
"USC00129670","1898-01","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","0.0","6","0.0",",6","7",",6","7",",6","0",",6","","","","","0",",6","28",",6","6",",6","0",",6","0",",6","","","","","-12.2",",6,04,","","","","","21.8",",,6,25,","18.3",",6,12,","","","","","","","","","573.3",",6","","","","","","","","","","","","","","","","","","","","","","","","","87.5",",,,6","","","-0.16",",6","4.67",",,,6","-4.99",",,,6","",""
"USC00129670","1898-02","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","0.0","6","0.0","2,6","4","1,6","4","1,6","0","1,6","","","0",",6","0","1,6","23","1,6","5","1,6","0","1,6","0","1,6","","","","","-17.2","1,6,01,","","","5",",,6,01,","17.3","1,,6,08,","18.3","1,6,10,","","","","","","","","","458.8","1,6","","","","","","","","","","","","","","","","","","","","","","","","","45.4","1,,,6","5",",,,6","0.56","2,6","5.29","1,,,6","-4.17","1,,,6","",""
"USC00129670","1898-03","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","0.0","6","0.0",",6","11",",6","11",",6","0",",6","","","","","0",",6","18",",6","0",",6","2",",6","0",",6","","","","","-8.9",",6,05,","","","","","20.3",",,6,13,","22.8",",6,16,","","","","","","","","","362.3",",6","","","","","","","","","","","","","","","","","","","","","","","","","127.0",",,,6","","","6.65",",6","12.59",",,,6","0.70",",,,6","",""
"USC00129670","1898-04","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","0.9","6","0.9",",6","4",",6","3",",6","0",",6","","","","","0",",6","10",",6","0",",6","8",",6","0",",6","","","","","-11.7",",6,05,","","","","","24.4",",,6,22,","27.2",",6,18,","","","","","","","","","260.0",",6","","","","","","","","","","","","","","","","","","","","","","","","","46.3",",,,6","","","9.70",",6","16.71",",,,6","2.68",",,,6","",""
"USC00129670","1898-05","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","24.2","6","23.3","2,6","11",",6","10",",6","0",",6","","","","","0","2,6","0","2,6","0","2,6","25","2,6","0","2,6","","","","","2.8","2,6,15,+","","","","","23.4",",,6,16,","31.1","2,6,27,","","","","","","","","","68.5","2,6","","","","","","","","","","","","","","","","","","","","","","","","","132.0",",,,6","","","16.77","2,6","24.70","2,,,6","8.85","2,,,6","",""
"USC00129670","1898-06","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","154.2","6","130.0",",6","8",",6","6",",6","0",",6","","","","","0",",6","0",",6","0",",6","30",",6","10",",6","","","","","7.2",",6,22,+","","","","","21.8",",,6,26,","37.2",",6,04,","","","","","","","","","1.7",",6","","","","","","","","","","","","","","","","","","","","","","","","","88.4",",,,6","","","22.61",",6","30.76",",,,6","14.46",",,,6","",""
"USC00129670","1898-07","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","322.7","6","168.5","2,6","6",",6","6",",6","1",",6","","","","","0","2,6","0","2,6","0","1,6","30","1,6","20","1,6","","","","","5.0","2,6,13,","","","","","26.9",",,6,29,","38.9","1,6,26,","","","1.6","6","","","","","1.6","1,6","","","","","","","","","","","","","","","","","","","","","","","","","87.4",",,,6","","","24.13","2,6","33.01","1,,,6","15.25","2,,,6","",""
"USC00129670","1898-08","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","440.0","6","117.3",",6","9",",6","9",",6","0",",6","","","","","0",",6","0",",6","0",",6","31",",6","6",",6","","","","","7.8",",6,05,","","","","","24.9",",,6,24,","36.1",",6,24,","","","3.3","6","","","","","1.7",",6","","","","","","","","","","","","","","","","","","","","","","","","","122.9",",,,6","","","22.06",",6","29.67",",,,6","14.45",",,,6","",""
"USC00129670","1898-09","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","522.5","6","82.5","2,6","6",",6","5",",6","1",",6","","","","","0","1,6","0","1,6","0","1,6","29","1,6","5","1,6","","","","","0.6","1,6,12,","","","","","26.9",",,6,05,","34.4","1,6,04,+","","","25.8","6","","","","","22.5","1,6","","","","","","","","","","","","","","","","","","","","","","","","","89.6",",,,6","","","20.42","2,6","27.93","1,,,6","12.91","1,,,6","",""
"USC00129670","1898-10","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","541.7","6","19.2","2,6","10",",6","10",",6","1",",6","","","","","0","2,6","6","2,6","0","2,6","10","2,6","1","2,6","","","","","-5.0","2,6,27,","","","","","50.3",",,6,10,","32.8","2,6,04,","","","245.9","6","","","","","220.1","2,6","","","","","","","","","","","","","","","","","","","","","","","","","156.7",",,,6","","","11.41","2,6","17.80","2,,,6","5.01","2,,,6","",""
"USC00129670","1898-11","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","541.7","6","0.0","1,6","6",",6","5",",6","0",",6","","","","","1",",6","22",",6","4","1,6","0","1,6","0","1,6","","","","","-17.8",",6,26,","","","","","22.9",",,6,22,","19.4","1,6,22,+","","","702.9","6","","","","","457.0","1,6","","","","","","","","","","","","","","","","","","","","","","","","","104.9",",,,6","","","2.65","1,6","8.73","1,,,6","-3.43",",,,6","",""
"USC00129670","1898-12","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","","","","","1",",6","1",",6","0",",6","","","0",",6","2","4,6","27","4,6","7","4,6","0","4,6","0","4,6","","","","","-21.7","4,6,14,","","","0",",,6,31,+","20.8",",,6,19,","12.2","4,6,19,+","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.8",",,,6","0",",,,6","-1.83","6,6","3.54","4,,,6","-7.20","4,,,6","",""
"USC00129670","1899-01","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","0.0","6","0.0","3,6","6","1,6","6","1,6","0","1,6","","","1",",6","1","3,6","25","3,6","9","2,6","0","2,6","0","2,6","","","","","-17.8","3,6,27,","","","51",",,6,15,","21.3","1,,6,12,","12.2","2,6,24,","","","","","","","","","578.1","2,6","","","","","","","","","","","","","","","","","","","","","","","","","63.3","1,,,6","51",",,,6","-2.50","3,6","2.70","2,,,6","-7.70","3,,,6","",""
