"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"CGM00064210","1986-08","-4.386","15.445","313.0","NDJILI INTERNATIONAL, CG","","","","","","","","","","","0","4,S","27","4,S","3","4,S","","","","","32.9","4,S,25,","","","28.48","4,,,S","",""
"CGM00064210","1987-01","-4.386","15.445","313.0","NDJILI INTERNATIONAL, CG","","","","","","","","","","","0","4,S","27","4,S","8","4,S","","","","","33.6","4,S,14,","","","31.00","4,,,S","",""
"CGM00064210","1992-05","-4.386","15.445","313.0","NDJILI INTERNATIONAL, CG","12","3,S","10","3,S","0","3,S","","","","","","","","","","","","","22.1","3,,S,27,","","","133.4","3,,,S","","","",""
"CGM00064210","1999-09","-4.386","15.445","313.0","NDJILI INTERNATIONAL, CG","","","","","","","0","5,S","0","5,S","","","","","","","18.8","5,S,17,","","","","","","","","","20.96","5,,,S"
"CGM00064210","1999-10","-4.386","15.445","313.0","NDJILI INTERNATIONAL, CG","","","","","","","0","4,S","0","4,S","","","","","","","19.5","4,S,30,","","","","","","","","","21.46","4,,,S"
