"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"RSM00034838","1891-02","45.85","40.083","78.0","TIHORECK, RS","","","0",",I","0",",I","0",",I","","","","","","","","","","","","","","","","","0.1",",,I,26,+","","","","","","","0.4",",,,I","","","","","",""
"RSM00034838","1891-03","45.85","40.083","78.0","TIHORECK, RS","","","5",",I","3",",I","0",",I","","","","","","","","","","","","","","","","","5.5",",,I,24,","","","","","","","13.9",",,,I","","","","","",""
"RSM00034838","1891-04","45.85","40.083","78.0","TIHORECK, RS","","","15",",I","7",",I","0",",I","","","","","","","","","","","","","","","","","17.5",",,I,04,","","","","","","","81.3",",,,I","","","","","",""
"RSM00034838","1891-05","45.85","40.083","78.0","TIHORECK, RS","","","6",",I","5",",I","0",",I","","","","","","","","","","","","","","","","","14.0",",,I,12,","","","","","","","40.5",",,,I","","","","","",""
"RSM00034838","1891-06","45.85","40.083","78.0","TIHORECK, RS","","","6",",I","4",",I","0",",I","","","","","","","","","","","","","","","","","24.8",",,I,14,","","","","","","","55.0",",,,I","","","","","",""
"RSM00034838","1891-07","45.85","40.083","78.0","TIHORECK, RS","","","7",",I","6",",I","0",",I","","","","","","","","","","","","","","","","","23.0",",,I,18,","","","","","","","58.8",",,,I","","","","","",""
"RSM00034838","1891-08","45.85","40.083","78.0","TIHORECK, RS","","","2",",I","0",",I","0",",I","","","","","","","","","","","","","","","","","2.0",",,I,18,","","","","","","","3.5",",,,I","","","","","",""
"RSM00034838","1891-09","45.85","40.083","78.0","TIHORECK, RS","","","7",",I","4",",I","0",",I","","","","","","","","","","","","","","","","","13.0",",,I,19,","","","","","","","35.8",",,,I","","","","","",""
"RSM00034838","1891-10","45.85","40.083","78.0","TIHORECK, RS","","","5",",I","3",",I","0",",I","","","","","","","","","","","","","","","","","6.3",",,I,03,","","","","","","","21.7",",,,I","","","","","",""
"RSM00034838","1891-11","45.85","40.083","78.0","TIHORECK, RS","","","7",",I","6",",I","0",",I","","","","","","","","","","","","","","","","","11.0",",,I,23,","","","","","","","35.3",",,,I","","","","","",""
"RSM00034838","1891-12","45.85","40.083","78.0","TIHORECK, RS","","","5",",I","1",",I","0",",I","","","","","","","","","","","","","","","","","6.6",",,I,17,","","","","","","","12.1",",,,I","","","","","",""
"RSM00034838","1892-01","45.85","40.083","78.0","TIHORECK, RS","","","11",",I","8",",I","0",",I","","","","","","","","","","","","","","","","","15.6",",,I,30,","","","","","","","62.9",",,,I","","","","","",""
"RSM00034838","1892-02","45.85","40.083","78.0","TIHORECK, RS","","","1",",I","1",",I","0",",I","","","","","","","","","","","","","","","","","7.0",",,I,10,","","","","","","","7.0",",,,I","","","","","",""
"RSM00034838","1892-03","45.85","40.083","78.0","TIHORECK, RS","","","3",",I","3",",I","0",",I","","","","","","","","","","","","","","","","","10.0",",,I,01,","","","","","","","20.2",",,,I","","","","","",""
"RSM00034838","1892-04","45.85","40.083","78.0","TIHORECK, RS","","","5",",I","5",",I","0",",I","","","","","","","","","","","","","","","","","13.2",",,I,08,","","","","","","","29.7",",,,I","","","","","",""
"RSM00034838","1892-05","45.85","40.083","78.0","TIHORECK, RS","","","8",",I","6",",I","0",",I","","","","","","","","","","","","","","","","","8.2",",,I,12,","","","","","","","33.0",",,,I","","","","","",""
"RSM00034838","1892-06","45.85","40.083","78.0","TIHORECK, RS","","","5",",I","4",",I","1",",I","","","","","","","","","","","","","","","","","26.4",",,I,12,","","","","","","","54.3",",,,I","","","","","",""
"RSM00034838","1892-07","45.85","40.083","78.0","TIHORECK, RS","","","8",",I","5",",I","0",",I","","","","","","","","","","","","","","","","","24.6",",,I,01,","","","","","","","53.3",",,,I","","","","","",""
"RSM00034838","1892-08","45.85","40.083","78.0","TIHORECK, RS","","","3",",I","3",",I","0",",I","","","","","","","","","","","","","","","","","20.2",",,I,01,","","","","","","","35.0",",,,I","","","","","",""
"RSM00034838","1892-09","45.85","40.083","78.0","TIHORECK, RS","","","0",",I","0",",I","0",",I","","","","","","","","","","","","","","","","","0.0",",,I,30,+","","","","","","","0.0",",,,I","","","","","",""
"RSM00034838","1892-10","45.85","40.083","78.0","TIHORECK, RS","","","4",",I","2",",I","0",",I","","","","","","","","","","","","","","","","","4.1",",,I,23,","","","","","","","8.7",",,,I","","","","","",""
"RSM00034838","1892-11","45.85","40.083","78.0","TIHORECK, RS","","","4",",I","3",",I","0",",I","","","","","","","","","","","","","","","","","10.4",",,I,20,","","","","","","","19.9",",,,I","","","","","",""
"RSM00034838","1892-12","45.85","40.083","78.0","TIHORECK, RS","","","19",",I","14",",I","0",",I","","","","","","","","","","","","","","","","","9.3",",,I,12,","","","","","","","89.2",",,,I","","","","","",""
