"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"US1MIHG0013","2017-12","47.120355","-88.585255","186.5","HOUGHTON 1.2 WNW, MI US","27","4,N","17","4,N","584","4,,N,30,","191","4,,N,30,","1653","4,,,N"
"US1MIHG0013","2018-01","47.120355","-88.585255","186.5","HOUGHTON 1.2 WNW, MI US","31",",N","12",",N","660",",,N,16,","132",",,N,16,+","941",",,,N"
"US1MIHG0013","2019-01","47.120355","-88.585255","186.5","HOUGHTON 1.2 WNW, MI US","26","5,N","15","5,N","533","5,,N,24,","198","5,,N,25,","1320","5,,,N"
"US1MIHG0013","2019-02","47.120355","-88.585255","186.5","HOUGHTON 1.2 WNW, MI US","23","5,N","9","5,N","889","5,,N,25,","297","5,,N,25,","1391","5,,,N"
