"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00423867","1963-10","40.51667","-112.03333","1524.9","HERRIMAN, UT US","","","","","4","1,0","3","1,0","0","1,0","0",",0","0",",0","","","","","","","","","","","","","","","0",",,0,31,+","0",",,0,31,+","24.6","1,,0,13,","","","","","","","","","","","","","33.8","1,,,0","0",",,,0","","","","","","","",""
"USC00423867","1963-11","40.51667","-112.03333","1524.9","HERRIMAN, UT US","","","0.0",",0","4",",0","3",",0","0",",0","0",",0","0",",0","0",",0","17",",0","1",",0","0",",0","0",",0","","","-8.3",",0,22,","0",",,0,30,+","0",",,0,30,+","10.2",",,0,07,","20.0",",0,12,","","","","","397.4",",0","","","","","26.0",",,,0","0",",,,0","5.09",",0","10.31",",,,0","-0.14",",,,0","",""
"USC00423867","1963-12","40.51667","-112.03333","1524.9","HERRIMAN, UT US","","","0.0","4,0","2","1,0","1","1,0","0","1,0","0","2,0","0","2,0","1","3,0","28","3,0","10","3,0","0","3,0","0","3,0","","","-18.9","3,0,12,","0","2,,0,31,+","0","2,,0,31,+","5.8","1,,0,10,","8.9","3,0,06,","","","","","562.5","3,0","","","","","7.1","1,,,0","0","2,,,0","-2.39","4,0","2.97","3,,,0","-7.75","3,,,0","",""
"USC00423867","1964-01","40.51667","-112.03333","1524.9","HERRIMAN, UT US","","","","","2",",0","1",",0","0",",0","1","2,0","1",",0","","","","","10","4,0","0","4,0","0","4,0","","","","","178","2,,0,23,","178",",,0,23,","11.4",",,0,23,","7.8","4,0,28,+","","","","","","","","","","","13.7",",,,0","178",",,,0","","","2.01","4,,,0","","","",""
"USC00423867","1964-02","40.51667","-112.03333","1524.9","HERRIMAN, UT US","","","0.0",",0","0","1,0","0","1,0","0","1,0","0","1,0","0","1,0","3",",0","29",",0","8",",0","0",",0","0",",0","","","-20.6",",0,07,","0","1,,0,29,+","0","1,T,0,16,","0.0","1,T,0,16,","10.0",",0,10,","","","","","671.1",",0","","","","","0.0","1,T,,0","0","1,T,,0","-4.81",",0","2.01",",,,0","-11.63",",,,0","",""
"USC00423867","1964-03","40.51667","-112.03333","1524.9","HERRIMAN, UT US","","","0.0","2,0","2","4,0","2","4,0","0","4,0","","","","","1","2,0","27","2,0","4","2,0","0","2,0","0","2,0","","","-17.8","2,0,08,","","","","","19.1","4,,0,22,","18.9","2,0,31,","","","","","540.1","2,0","","","","","22.7","4,,,0","","","-0.29","2,0","6.01","2,,,0","-6.59","2,,,0","",""
"USC00423867","1964-04","40.51667","-112.03333","1524.9","HERRIMAN, UT US","","","0.0",",0","8",",0","5",",0","0",",0","0",",0","0",",0","0",",0","13",",0","0",",0","5",",0","0",",0","","","-6.1",",0,17,","0",",,0,30,+","0",",T,0,22,","12.7",",,0,26,+","23.9",",0,29,","","","","","317.9",",0","","","","","42.4",",,,0","0",",T,,0","7.74",",0","14.06",",,,0","1.42",",,,0","3353","5,,,0"
"USC00423867","1964-05","40.51667","-112.03333","1524.9","HERRIMAN, UT US","","","15.5","1,0","6",",0","6",",0","0",",0","0",",0","1",",0","0",",0","5",",0","0","1,0","16","1,0","0","1,0","4","","-4.4",",0,03,","0",",T,0,05,","102",",,0,02,","12.7",",,0,08,","30.6","1,0,14,","","","","","173.8","1,0","7.81","2,,,0","26.25","2,,,0","44.7",",,,0","102",",,,0","13.05","1,0","20.07","1,,,0","6.03",",,,0","3538",",,,0"
"USC00423867","1964-06","40.51667","-112.03333","1524.9","HERRIMAN, UT US","","","2.0","2,0","8",",0","7",",0","0",",0","0",",0","0",",0","0","2,0","0","2,0","0","2,0","20","2,0","0","2,0","","","3.9","2,0,22,","0",",,0,30,+","0",",,0,30,+","19.1",",,0,21,","31.7","2,0,30,","","","","","81.1","2,0","","","","","74.0",",,,0","0",",,,0","15.51","2,0","23.69","2,,,0","7.33","2,,,0","",""
"USC00423867","1964-09","40.51667","-112.03333","1524.9","HERRIMAN, UT US","","","23.4","1,0","3",",0","3",",0","0",",0","0",",0","0",",0","0","1,0","2","1,0","0","1,0","27","1,0","0","1,0","","","-0.6","1,0,20,","0",",,0,30,+","0",",,0,30,+","4.8",",,0,21,+","30.6","1,0,05,","183.7","3,,,0","","","56.5","1,0","","","18.56","2,,,0","13.4",",,,0","0",",,,0","17.19","1,0","26.15","1,,,0","8.23","1,,,0","1751","4,,,0"
