"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LX01","LX01_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MX01","MX01_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USW00023034","1924-06","31.3516","-100.495","584.0","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","419.8","0","294.3","1,0","","","","","","","","","0",",0","0","1,0","0","1,0","0","1,0","29","1,0","24","1,0","","","","","","","11.1","1,0,03,","","","0",",,0,30,+","","","43.3","1,0,16,","","","","","0.0","1,0","","","","","","","","","","","","","0",",,,0","28.48","1,0","36.12","1,,,0","20.84","1,,,0","","","","","","","","","","","","","","","","","",""
"USW00023034","1924-07","31.3516","-100.495","584.0","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","732.7","0","312.9","3,0","","","","","","","","","","","0","3,0","0","3,0","0","3,0","28","3,0","26","3,0","","","","","","","13.9","3,0,05,","","","","","","","42.2","3,0,13,","0.0","0","","","0.0","3,0","","","","","","","","","","","","","","","29.51","3,0","37.59","3,,,0","21.43","3,,,0","","","","","","","","","","","","","","","","","",""
"USW00023034","1924-08","31.3516","-100.495","584.0","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","1069.5","0","336.8","3,0","","","","","","","","","","","0","3,0","0","3,0","0","3,0","28","3,0","28","3,0","","","","","","","17.8","3,0,29,","","","","","","","42.2","3,0,17,","0.0","0","","","0.0","3,0","","","","","","","","","","","","","","","30.36","3,0","38.94","3,,,0","21.78","3,,,0","","","","","","","","","","","","","","","","","",""
"USW00023034","1924-09","31.3516","-100.495","584.0","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","1229.1","0","159.6","1,0","","","","","","","","","0",",0","0","1,0","0","1,0","0","1,0","29","1,0","16","1,0","","","","","","","6.1","1,0,30,","","","0",",,0,30,+","","","38.3","1,0,10,","14.7","0","","","14.7","1,0","","","","","","","","","","","","","0",",,,0","23.33","1,0","31.04","1,,,0","15.61","1,,,0","","","","","","","","","","","","","","","","","",""
"USW00023034","1924-10","31.3516","-100.495","584.0","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","1289.6","0","60.5","1,0","","","","","","","","","0",",0","0","1,0","1","1,0","0","1,0","26","1,0","2","1,0","","","","","","","-1.1","1,0,26,","","","0",",,0,31,+","","","32.2","1,0,31,+","60.2","0","","","45.5","1,0","","","","","","","","","","","","","0",",,,0","18.83","1,0","27.51","1,,,0","10.15","1,,,0","","","","","","","","","","","","","","","","","",""
"USW00023034","1924-11","31.3516","-100.495","584.0","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","1294.1","0","4.5",",0","0",",0","0",",0","0",",0","","","0",",0","0",",0","7",",0","0",",0","19",",0","0",",0","","","","","","","-5.0",",0,24,","","","0",",,0,30,+","0.0",",,0,30,+","30.6",",0,13,","207.4","0","","","147.2",",0","","","","","","","","","","","0.0",",,,0","0",",,,0","13.58",",0","23.19",",,,0","3.96",",,,0","","","","","","","","","","","","","","","","","",""
"USW00023034","1924-12","31.3516","-100.495","584.0","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","1304.9","0","10.8",",0","","","","","","","","","","","0",",0","13",",0","1",",0","18",",0","0",",0","","","","","","","-11.7",",0,19,","","","","","","","27.8",",0,01,","450.6","0","","","243.2",",0","","","","","","","","","","","","","","","10.84",",0","19.25",",,,0","2.43",",,,0","","","","","","","","","","","","","","","","","",""
"USW00023034","1925-01","31.3516","-100.495","584.0","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","0.0","0","0.0",",0","","","","","","","","","","","0",",0","19",",0","0",",0","11",",0","0",",0","","","","","","","-7.8",",0,19,","","","","","","","25.6",",0,31,","774.9","0","","","324.3",",0","","","","","","","","","","","","","","","7.87",",0","17.16",",,,0","-1.42",",,,0","","","","","","","","","","","","","","","","","",""
"USW00023034","1925-04","31.3516","-100.495","584.0","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","","","120.5",",0","","","","","","","","","","","0",",0","0",",0","0",",0","29",",0","12",",0","","","","","","","5.0",",0,07,","","","","","","","41.7",",0,19,","","","","","14.6",",0","","","","","","","","","","","","","","","21.86",",0","31.44",",,,0","12.28",",,,0","","","","","","","","","","","","","","","","","",""
"USW00023034","1925-05","31.3516","-100.495","584.0","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","","","158.4",",0","","","","","","","","","","","0",",0","0",",0","0",",0","29",",0","14",",0","","","","","","","6.1",",0,01,","","","","","","","40.0",",0,24,","","","","","15.8",",0","","","","","","","","","","","","","","","22.93",",0","30.35",",,,0","15.51",",,,0","","","","","","","","","","","","","","","","","",""
"USW00023034","1925-06","31.3516","-100.495","584.0","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","","","297.4",",0","","","","","","","","","","","0",",0","0",",0","0",",0","30",",0","26",",0","","","","","","","17.2",",0,26,","","","","","","","39.4",",0,14,","","","","","0.0",",0","","","","","","","","","","","","","","","28.25",",0","35.54",",,,0","20.95",",,,0","","","","","","","","","","","","","","","","","",""
"USW00023034","1925-08","31.3516","-100.495","584.0","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","","","256.7","1,0","","","","","","","","","","","0","1,0","0","1,0","0","1,0","29","1,0","24","1,0","","","","","","","14.4","1,0,01,","","","","","","","40.6","1,0,14,","","","","","1.1","1,0","","","","","","","","","","","","","","","26.85","1,0","34.37","1,,,0","19.33","1,,,0","","","","","","","","","","","","","","","","","",""
"USW00023034","1925-09","31.3516","-100.495","584.0","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","","","172.0","4,0","","","","","","","","","","","0","4,0","0","4,0","0","4,0","26","4,0","15","4,0","","","","","","","10.6","4,0,26,","","","","","","","35.6","4,0,18,","","","","","2.8","4,0","","","","","","","","","","","","","","","24.84","4,0","31.84","4,,,0","17.84","4,,,0","","","","","","","","","","","","","","","","","",""
"USW00023034","1925-12","31.3516","-100.495","584.0","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","","","0.0",",0","","","","","","","","","","","0",",0","10",",0","0",",0","6",",0","0",",0","","","","","","","-6.1",",0,14,","","","","","","","25.6",",0,29,","","","","","297.0",",0","","","","","","","","","","","","","","","8.75",",0","14.75",",,,0","2.75",",,,0","","","","","","","","","","","","","","","","","",""
"USW00023034","1926-02","31.3516","-100.495","584.0","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","","","3.0",",0","0",",0","0",",0","0",",0","","","","","0",",0","6",",0","0",",0","22",",0","0",",0","","","","","","","-2.8",",0,20,","","","","","0.0",",,0,28,+","29.4",",0,13,","","","","","160.3",",0","","","","","","","","","","","0.0",",,,0","","","12.72",",0","22.65",",,,0","2.78",",,,0","","","","","","","","","","","","","","","","","",""
"USW00023034","1926-03","31.3516","-100.495","584.0","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","","","1.8",",0","","","","","","","","","0",",0","0",",0","4",",0","0",",0","19",",0","0",",0","","","","","","","-3.3",",0,31,","","","0",",,0,31,+","","","27.8",",0,20,+","","","","","166.0",",0","","","","","","","","","","","","","0",",,,0","13.04",",0","20.50",",,,0","5.57",",,,0","","","","","","","","","","","","","","","","","",""
"USW00023034","1926-04","31.3516","-100.495","584.0","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","","","12.6",",0","","","","","","","","","0",",0","0",",0","1",",0","0",",0","22",",0","1",",0","","","","","","","-5.0",",0,01,","","","0",",,0,30,+","","","32.8",",0,24,","","","","","102.7",",0","","","","","","","","","","","","","0",",,,0","15.33",",0","23.74",",,,0","6.92",",,,0","","","","","","","","","","","","","","","","","",""
"USW00023034","1926-06","31.3516","-100.495","584.0","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","","","255.5","1,0","","","","","","","","","","","0","1,0","0","1,0","0","1,0","29","1,0","27","1,0","","","","","","","14.4","1,0,29,","","","","","","","40.0","1,0,16,","","","","","0.0","1,0","","","","","","","","","","","","","","","27.14","1,0","35.18","1,,,0","19.11","1,,,0","","","","","","","","","","","","","","","","","",""
"USW00023034","1926-07","31.3516","-100.495","584.0","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","","","269.6","3,0","","","","","","","","","","","0","3,0","0","3,0","0","3,0","28","3,0","27","3,0","","","","","","","12.2","3,0,15,","","","","","","","40.0","3,0,30,","0.0","0","","","0.0","3,0","","","","","","","","","","","","","","","27.96","3,0","35.90","3,,,0","20.02","3,,,0","","","","","","","","","","","","","","","","","",""
"USW00023034","1926-09","31.3516","-100.495","584.0","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","","","247.8",",0","","","","","","","","","","","0",",0","0",",0","0",",0","28",",0","26",",0","","","","","","","6.1",",0,26,","","","","","","","38.9",",0,24,+","","","","","17.2",",0","","","","","","","","","","","","","","","26.02",",0","34.22",",,,0","17.81",",,,0","","","","","","","","","","","","","","","","","",""
"USW00023034","1926-10","31.3516","-100.495","584.0","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","","","107.7","3,0","","","","","","","","","","","0","3,0","0","3,0","0","3,0","28","3,0","7","3,0","","","","","","","6.7","3,0,31,","","","","","","","38.9","3,0,13,","","","","","8.1","3,0","","","","","","","","","","","","","","","21.89","3,0","29.32","3,,,0","14.46","3,,,0","","","","","","","","","","","","","","","","","",""
"USW00023034","1926-11","31.3516","-100.495","584.0","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","","","","","0",",0","0",",0","0",",0","","","0",",0","","","","","","","","","","","","","","","","","","","","","0",",,0,30,+","0.0",",,0,30,+","","","","","","","","","","","","","","","","","","","0.0",",,,0","0",",,,0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00023034","1926-12","31.3516","-100.495","584.0","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","","","17.5",",0","","","","","","","","","","","0",",0","8",",0","1",",0","11",",0","0",",0","","","","","","","-7.8",",0,17,","","","","","","","29.4",",0,04,","","","","","305.5",",0","","","","","","","","","","","","","","","9.05",",0","15.46",",,,0","2.63",",,,0","","","","","","","","","","","","","","","","","",""
"USW00023034","1927-01","31.3516","-100.495","584.0","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","0.0","","0.0",",0","","","","","","","","","0",",0","0",",0","17",",0","0",",0","12",",0","0",",0","","","","","","","-9.4",",0,15,","","","0",",,0,31,+","","","30.6",",0,07,","","","","","307.5",",0","","","","","","","","","","","","","0",",,,0","8.41",",0","16.85",",,,0","-0.02",",,,0","","","","","","","","","","","","","","","","","",""
"USW00023034","1927-03","31.3516","-100.495","584.0","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","","","10.7","3,0","","","","","","","","","0",",0","0","3,0","7","3,0","0","3,0","20","3,0","0","3,0","","","","","","","-10.0","3,0,19,+","","","0",",,0,31,+","","","30.6","3,0,31,","","","","","147.0","3,0","","","","","","","","","","","","","0",",,,0","13.46","3,0","22.17","3,,,0","4.76","3,,,0","","","","","","","","","","","","","","","","","",""
"USW00023034","1927-05","31.3516","-100.495","584.0","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","","","204.0","3,0","","","","","","","","","","","0","3,0","0","3,0","0","2,0","28","2,0","18","2,0","","","","","","","8.3","3,0,10,","","","","","","","41.7","2,0,30,+","","","","","1.7","2,0","","","","","","","","","","","","","","","25.28","3,0","33.55","2,,,0","17.02","3,,,0","","","","","","","","","","","","","","","","","",""
"USW00023034","1927-06","31.3516","-100.495","584.0","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","","","251.9",",0","","","","","","","","","","","0",",0","0",",0","0",",0","30",",0","24",",0","","","","","","","15.6",",0,14,","","","","","","","41.1",",0,04,+","","","","","0.0",",0","","","","","","","","","","","","","","","26.73",",0","34.21",",,,0","19.25",",,,0","","","","","","","","","","","","","","","","","",""
"USW00023034","1927-08","31.3516","-100.495","584.0","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","","","","","","","","","","","","","0",",0","","","","","","","","","","","","","","","","","","","","","0",",,0,31,+","","","","","","","","","","","","","","","","","","","","","","","0",",,,0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00023034","1927-09","31.3516","-100.495","584.0","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","","","217.0",",0","","","","","","","","","","","0",",0","0",",0","0",",0","27",",0","20",",0","","","","","","","8.3",",0,28,","","","","","","","41.1",",0,02,+","","","","","11.6",",0","","","","","","","","","","","","","","","25.18",",0","32.41",",,,0","17.94",",,,0","","","","","","","","","","","","","","","","","",""
"USW00023034","1927-10","31.3516","-100.495","584.0","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","","","","","","","","","","","","","0",",0","","","","","","","","","","","","","","","","","","","","","0",",,0,31,+","","","","","","","","","","","","","","","","","","","","","","","0",",,,0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00023034","1928-04","31.3516","-100.495","584.0","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","","","64.2","3,0","","","","","","","","","","","0","3,0","4","3,0","0","2,0","20","2,0","7","2,0","","","","","","","-2.2","3,0,15,","","","","","","","36.7","2,0,30,","","","","","115.6","2,0","","","","","","","","","","","","","","","16.54","3,0","24.46","2,,,0","8.62","3,,,0","","","","","","","","","","","","","","","","","",""
"USW00023034","1928-05","31.3516","-100.495","584.0","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","","","149.1","2,0","","","","","","","","","","","0","2,0","0","2,0","0","1,0","30","1,0","14","1,0","","","","","","","6.1","2,0,22,","","","","","","","40.0","1,0,01,","","","","","4.4","1,0","","","","","","","","","","","","","","","23.36","2,0","30.74","1,,,0","15.99","2,,,0","","","","","","","","","","","","","","","","","",""
"USW00023034","1928-06","31.3516","-100.495","584.0","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","","","239.4","4,0","","","","","","","","","","","0","4,0","0","4,0","0","4,0","26","4,0","19","4,0","","","","","","","14.4","4,0,05,","","","","","","","42.2","4,0,09,","","","","","0.0","4,0","","","","","","","","","","","","","","","27.54","4,0","34.47","4,,,0","20.61","4,,,0","","","","","","","","","","","","","","","","","",""
"USW00023034","1928-07","31.3516","-100.495","584.0","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","","","302.2","2,0","","","","","","","","","","","0","2,0","0","2,0","0","2,0","29","2,0","25","2,0","","","","","","","19.4","2,0,23,+","","","","","","","39.4","2,0,16,+","0.0","0","","","0.0","2,0","","","","","","","","","","","","","","","28.75","2,0","35.27","2,,,0","22.23","2,,,0","","","","","","","","","","","","","","","","","",""
"USW00023034","1928-08","31.3516","-100.495","584.0","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","","","281.1","1,0","","","","","","","","","","","0","1,0","0","1,0","0","1,0","30","1,0","26","1,0","","","","","","","16.7","1,0,25,","","","","","","","38.9","1,0,30,","0.0","0","","","0.0","1,0","","","","","","","","","","","","","","","27.70","1,0","34.51","1,,,0","20.89","1,,,0","","","","","","","","","","","","","","","","","",""
"USW00023034","1928-09","31.3516","-100.495","584.0","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","","","153.9","2,0","","","","","","","","","","","0","2,0","0","2,0","0","2,0","24","2,0","17","2,0","","","","","","","11.1","2,0,24,","","","","","","","36.7","2,0,01,","8.5","0","","","8.5","2,0","","","","","","","","","","","","","","","23.53","2,0","30.18","2,,,0","16.88","2,,,0","","","","","","","","","","","","","","","","","",""
"USW00023034","1929-01","31.3516","-100.495","584.0","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","0.0","0","0.0","3,0","","","","","","","","","","","0","3,0","9","3,0","0","3,0","10","3,0","0","3,0","","","","","","","-10.0","3,0,26,","","","","","","","25.6","3,0,31,","","","","","255.6","3,0","","","","","","","","","","","","","","","9.20","3,0","18.16","3,,,0","0.25","3,,,0","","","","","","","","","","","","","","","","","",""
"USW00023034","1929-02","31.3516","-100.495","584.0","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","0.0","0","0.0",",0","","","","","","","","","","","0",",0","18",",0","2",",0","8",",0","0",",0","","","","","","","-11.1",",0,10,+","","","","","","","25.6",",0,19,+","","","","","330.8",",0","","","","","","","","","","","","","","","6.52",",0","14.62",",,,0","-1.59",",,,0","","","","","","","","","","","","","","","","","",""
"USW00023034","1929-03","31.3516","-100.495","584.0","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","19.8","0","19.8","3,0","","","","","","","","","","","0","3,0","0","3,0","0","3,0","15","3,0","2","3,0","","","","","","","0.6","3,0,02,","","","","","","","33.3","3,0,25,","","","","","117.6","3,0","","","","","","","","","","","","","","","14.84","3,0","22.25","3,,,0","7.43","3,,,0","","","","","","","","","","","","","","","","","",""
"USW00023034","1929-04","31.3516","-100.495","584.0","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","79.4","0","59.6","1,0","","","","","","","","","","","0","1,0","0","1,0","0","1,0","28","1,0","1","1,0","","","","","","","7.8","1,0,11,","","","","","","","32.2","1,0,14,","","","","","12.2","1,0","","","","","","","","","","","","","","","19.97","1,0","27.52","1,,,0","12.42","1,,,0","","","","","","","","","","","","","","","","","",""
"USW00023034","1929-05","31.3516","-100.495","584.0","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","196.1","0","116.7",",0","","","","","","","","","","","0",",0","0",",0","0",",0","31",",0","6",",0","","","","","","","6.1",",0,02,","","","","","","","37.2",",0,06,","","","","","4.4",",0","","","","","","","","","","","","","","","21.95",",0","29.25",",,,0","14.65",",,,0","","","","","","","","","","","","","","","","","",""
"USW00023034","1929-06","31.3516","-100.495","584.0","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","486.8","0","290.7",",0","","","","","","","","","","","0",",0","0",",0","0",",0","30",",0","28",",0","","","","","","","16.7",",0,02,+","","","","","","","40.6",",0,13,","","","","","0.0",",0","","","","","","","","","","","","","","","28.02",",0","35.52",",,,0","20.52",",,,0","","","","","","","","","","","","","","","","","",""
"USW00023034","1929-07","31.3516","-100.495","584.0","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","","","","","","","","","","","","","0",",0","","","","","","","","","","","","","","","","","","","","","0",",,0,31,+","","","","","","","","","","","","","","","","","","","","","","","0",",,,0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00023034","1929-08","31.3516","-100.495","584.0","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","","","368.2",",0","","","","","","","","","0",",0","0",",0","0",",0","0",",0","31",",0","31",",0","","","","","","","17.8",",0,30,","","","0",",,0,31,+","","","42.2",",0,14,+","","","","","0.0",",0","","","","","","","","","","","","","0",",,,0","30.21",",0","38.40",",,,0","22.03",",,,0","","","","","","","","","","","","","","","","","",""
"USW00023034","1929-09","31.3516","-100.495","584.0","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","","","170.3","2,0","","","","","","","","","","","0","2,0","0","2,0","0","2,0","27","2,0","16","2,0","","","","","","","12.8","2,0,23,","","","","","","","37.2","2,0,05,","","","","","1.9","2,0","","","","","","","","","","","","","","","24.34","2,0","31.32","2,,,0","17.37","2,,,0","","","","","","","","","","","","","","","","","",""
"USW00023034","1929-11","31.3516","-100.495","584.0","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","","","0.0",",0","","","","","","","","","","","0",",0","11",",0","0",",0","8",",0","0",",0","","","","","","","-5.0",",0,30,+","","","","","","","27.8",",0,12,","","","","","271.1",",0","","","","","","","","","","","","","","","9.30",",0","16.71",",,,0","1.88",",,,0","","","","","","","","","","","","","","","","","",""
"USW00023034","1930-03","31.3516","-100.495","584.0","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","","","2.5","3,0","","","","","","","","","","","0","3,0","4","3,0","0","3,0","21","3,0","0","3,0","","","","","","","-1.7","3,0,19,","","","","","","","31.1","3,0,23,","","","","","130.8","3,0","","","","","","","","","","","","","","","13.75","3,0","23.00","3,,,0","4.50","3,,,0","","","","","","","","","","","","","","","","","",""
"USW00023034","1930-04","31.3516","-100.495","584.0","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","","","112.0",",0","","","","","","","","","","","0",",0","0",",0","0",",0","30",",0","8",",0","","","","","","","8.9",",0,01,","","","","","","","36.7",",0,06,","","","","","2.5",",0","","","","","","","","","","","","","","","21.98",",0","30.28",",,,0","13.68",",,,0","","","","","","","","","","","","","","","","","",""
"USW00023034","1930-05","31.3516","-100.495","584.0","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","","","156.8","1,0","","","","","","","","","","","0","1,0","0","1,0","0","1,0","30","1,0","9","1,0","","","","","","","10.0","1,0,24,","","","","","","","35.6","1,0,23,+","","","","","1.7","1,0","","","","","","","","","","","","","","","23.50","1,0","30.17","1,,,0","16.83","1,,,0","","","","","","","","","","","","","","","","","",""
"USW00023034","1930-06","31.3516","-100.495","584.0","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","","","215.1","1,0","","","","","","","","","","","0","1,0","0","1,0","0","1,0","29","1,0","15","1,0","","","","","","","15.6","1,0,07,","","","","","","","38.3","1,0,29,+","","","","","0.0","1,0","","","","","","","","","","","","","","","25.75","1,0","32.01","1,,,0","19.49","1,,,0","","","","","","","","","","","","","","","","","",""
"USW00023034","1930-07","31.3516","-100.495","584.0","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","","","332.9",",0","","","","","","","","","","","0",",0","0",",0","0",",0","31",",0","30",",0","","","","","","","17.8",",0,22,+","","","","","","","38.9",",0,14,","0.0","0","","","0.0",",0","","","","","","","","","","","","","","","29.07",",0","35.98",",,,0","22.17",",,,0","","","","","","","","","","","","","","","","","",""
"USW00023034","1930-08","31.3516","-100.495","584.0","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","","","330.1",",0","","","","","","","","","","","0",",0","0",",0","0",",0","31",",0","28",",0","","","","","","","16.1",",0,06,","","","","","","","40.0",",0,20,+","0.0","0","","","0.0",",0","","","","","","","","","","","","","","","28.98",",0","36.39",",,,0","21.57",",,,0","","","","","","","","","","","","","","","","","",""
"USW00023034","1930-09","31.3516","-100.495","584.0","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","","","255.7",",0","","","","","","","","","","","0",",0","0",",0","0",",0","28",",0","25",",0","","","","","","","11.1",",0,28,","","","","","","","39.4",",0,13,+","8.9","0","","","8.9",",0","","","","","","","","","","","","","","","26.56",",0","34.04",",,,0","19.08",",,,0","","","","","","","","","","","","","","","","","",""
"USW00023034","1930-10","31.3516","-100.495","584.0","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","","","53.0",",0","","","","","","","","","","","0",",0","0",",0","0",",0","18",",0","0",",0","","","","","","","4.4",",0,31,","","","","","","","31.7",",0,10,","72.9","0","","","64.0",",0","","","","","","","","","","","","","","","17.98",",0","22.81",",,,0","13.15",",,,0","","","","","","","","","","","","","","","","","",""
"USW00023034","1930-11","31.3516","-100.495","584.0","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","","","0.0","2,0","","","","","","","","","","","0","1,0","2","1,0","0","1,0","7","1,0","0","1,0","","","","","","","-2.2","1,0,27,","","","","","","","26.1","1,0,19,","250.7","0","","","177.8","1,0","","","","","","","","","","","","","","","11.98","2,0","17.76","1,,,0","6.20","1,,,0","","","","","","","","","","","","","","","","","",""
"USW00023034","1930-12","31.3516","-100.495","584.0","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","","","0.0","4,0","","","","","","","","","","","0","4,0","13","4,0","0","4,0","0","4,0","0","4,0","","","","","","","-5.6","4,0,17,","","","","","","","20.6","4,0,15,","561.3","0","","","310.6","4,0","","","","","","","","","","","","","","","6.83","4,0","13.05","4,,,0","0.60","4,,,0","","","","","","","","","","","","","","","","","",""
"USW00023034","1931-01","31.3516","-100.495","584.0","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","0.0","0","0.0",",0","","","","","","","","","","","0",",0","12",",0","0",",0","0",",0","0",",0","","","","","","","-4.4",",0,14,","","","","","","","20.0",",0,05,","900.4","0","","","339.1",",0","","","","","","","","","","","","","","","7.39",",0","13.00",",,,0","1.79",",,,0","","","","","","","","","","","","","","","","","",""
"USW00023034","1931-02","31.3516","-100.495","584.0","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","0.0","0","0.0",",0","","","","","","","","","","","0",",0","1",",0","0",",0","3",",0","0",",0","","","","","","","0.0",",0,26,","","","","","","","22.2",",0,22,","1119.0","0","","","218.6",",0","","","","","","","","","","","","","","","10.53",",0","15.98",",,,0","5.07",",,,0","","","","","","","","","","","","","","","","","",""
"USW00023034","1931-03","31.3516","-100.495","584.0","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","0.3","0","0.3",",0","","","","","","","","","","","0",",0","9",",0","0",",0","13",",0","0",",0","","","","","","","-4.4",",0,27,+","","","","","","","28.3",",0,23,","1367.4","0","","","248.4",",0","","","","","","","","","","","","","","","10.33",",0","17.90",",,,0","2.76",",,,0","","","","","","","","","","","","","","","","","",""
"USW00023034","1931-04","31.3516","-100.495","584.0","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","15.4","0","15.1",",0","","","","","","","","","","","0",",0","2",",0","0",",0","17",",0","0",",0","","","","","","","-1.1",",0,01,","","","","","","","31.7",",0,03,","1472.1","0","","","104.7",",0","","","","","","","","","","","","","","","15.35",",0","22.15",",,,0","8.54",",,,0","","","","","","","","","","","","","","","","","",""
"USW00023034","1931-05","31.3516","-100.495","584.0","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","90.9","0","75.5","1,0","","","","","","","","","","","0","1,0","0","1,0","0","1,0","28","1,0","5","1,0","","","","","","","5.6","1,0,07,","","","","","","","33.9","1,0,19,","1486.2","0","","","14.1","1,0","","","","","","","","","","","","","","","20.38","1,0","27.40","1,,,0","13.36","1,,,0","","","","","","","","","","","","","","","","","",""
"USW00023034","1931-06","31.3516","-100.495","584.0","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","355.0","0","264.1","1,0","","","","","","","","","","","0","1,0","0","1,0","0","1,0","29","1,0","24","1,0","","","","","","","12.8","1,0,01,","","","","","","","39.4","1,0,13,","1486.2","0","","","0.0","1,0","","","","","","","","","","","","","","","27.44","1,0","34.18","1,,,0","20.70","1,,,0","","","","","","","","","","","","","","","","","",""
