"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HN02","HN02_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","HX02","HX02_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LN02","LN02_ATTRIBUTES","LX01","LX01_ATTRIBUTES","LX02","LX02_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MN02","MN02_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MX02","MX02_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00128784","1971-08","40.2233","-86.1086","271.3","TIPTON 5 SW, IN US","","","56.5","1,6","7",",6","4",",6","0",",6","","","","","0","1,6","0","1,6","0",",6","31",",6","0",",6","13","","6","","7.2","1,6,17,","","","","","24.9",",,6,11,","31.1",",6,11,","","","","","","","","","10.5",",6","","","","","","","","","","","","","","","","","","","","","","","","","67.9",",,,6","","","19.84","1,6","26.91",",,,6","12.78","1,,,6","",""
"USC00128784","1971-09","40.2233","-86.1086","271.3","TIPTON 5 SW, IN US","","","64.9","3,6","","","","","","","","","","","0","3,6","0","3,6","0","3,6","23","3,6","0","3,6","9","","3","","3.3","3,6,25,+","","","","","","","31.7","3,6,30,+","","","","","","","","","42.4","3,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.16","3,6","25.64","3,,,6","12.69","3,,,6","",""
"USC00128784","1971-10","40.2233","-86.1086","271.3","TIPTON 5 SW, IN US","","","17.6",",6","","","","","","","","","","","0",",6","2",",6","0",",6","19",",6","0",",6","10","","2","","0.0",",6,13,+","","","","","","","31.7",",6,01,","","","","","","","","","103.0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.58",",6","22.64",",,,6","8.52",",,,6","",""
"USC00128784","1971-11","40.2233","-86.1086","271.3","TIPTON 5 SW, IN US","","","0.0","2,6","","","","","","","","","","","0","2,6","15","2,6","0",",6","4",",6","0",",6","","","","","-8.9","2,6,09,+","","","","","","","22.8",",6,15,+","","","","","","","","","359.2",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.51","2,6","10.95",",,,6","0.07","2,,,6","",""
"USC00128784","1971-12","40.2233","-86.1086","271.3","TIPTON 5 SW, IN US","","","0.0","1,6","","","","","","","","","","","0","1,6","22","1,6","2",",6","0",",6","0",",6","4","","","","-13.3","1,6,19,+","","","","","","","17.8",",6,11,","","","","","","","","","472.1",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.52","1,6","7.01",",,,6","-1.98","1,,,6","",""
"USC00128784","1972-05","40.2233","-86.1086","271.3","TIPTON 5 SW, IN US","","","33.4",",6","","","","","","","","","","","0",",6","0",",6","0",",6","23",",6","0",",6","3","","2","","1.1",",6,10,","","","","","","","31.1",",6,26,","","","","","","","","","77.1",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.92",",6","23.98",",,,6","9.86",",,,6","",""
"USC00128784","1972-06","40.2233","-86.1086","271.3","TIPTON 5 SW, IN US","","","50.3","1,6","","","","","","","","","","","0","1,6","0","1,6","0",",6","24",",6","0",",6","1","","4","","3.3","1,6,11,","","","","","","","31.7",",6,05,","","","","","","","","","42.4",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.56","1,6","24.53",",,,6","12.60","1,,,6","",""
"USC00128784","1972-07","40.2233","-86.1086","271.3","TIPTON 5 SW, IN US","","","116.1","1,6","","","","","","","","","","","0","1,6","0","1,6","0",",6","31",",6","2",",6","8","","7","","8.3","1,6,06,","","","","","","","33.3",",6,21,","","","8.9","6","","","","","8.9",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.96","1,6","27.71",",,,6","16.22","1,,,6","",""
"USC00128784","1972-08","40.2233","-86.1086","271.3","TIPTON 5 SW, IN US","","","92.6","1,6","","","","","","","","","","","0","1,6","0","1,6","0",",6","31",",6","1",",6","11","","6","","6.1","1,6,10,","","","","","","","32.2",",6,19,","","","23.3","6","","","","","14.4",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.98","1,6","27.23",",,,6","14.74","1,,,6","",""
"USC00128784","1972-09","40.2233","-86.1086","271.3","TIPTON 5 SW, IN US","","","","","","","","","","","","","","","","","","","0",",6","23",",6","0",",6","8","","6","","","","","","","","","","30.6",",6,14,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.16",",,,6","","","",""
