"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00125656","1955-05","39.11667","-85.13333","302.1","MILAN WATERWORKS, IN US","","","41.4",",0","10",",0","7",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","25",",0","0",",0","1.7",",0,09,","0",",,0,31,+","0",",,0,31,+","38.9",",,0,13,","30.6",",0,04,","118.4","4,,,0","","","42.0",",0","121.3",",,,0","0",",,,0","18.32",",0","24.93",",,,0","11.70",",,,0","1548","1,,,0"
"USC00125656","1955-06","39.11667","-85.13333","302.1","MILAN WATERWORKS, IN US","","","61.0",",0","11",",0","7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","25",",0","0",",0","8.9",",0,15,+","0",",,0,30,+","0",",,0,30,+","15.2",",,0,12,","31.7",",0,21,","138.7","2,,,0","","","21.0",",0","70.1",",,,0","0",",,,0","19.67",",0","26.06",",,,0","13.27",",,,0","1372",",,,0"
"USC00125656","1955-07","39.11667","-85.13333","302.1","MILAN WATERWORKS, IN US","","","236.2",",0","11",",0","9",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","18",",0","16.1",",0,02,","0",",,0,31,+","0",",,0,31,+","63.5",",,0,24,","35.0",",0,27,","160.3","1,,,0","0.0","0","0.0",",0","175.2",",,,0","0",",,,0","25.95",",0","31.91",",,,0","19.99",",,,0","1119",",,,0"
"USC00125656","1955-08","39.11667","-85.13333","302.1","MILAN WATERWORKS, IN US","","","211.7",",0","7",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","15",",0","11.1",",0,25,","0",",,0,31,+","0",",,0,31,+","14.5",",,0,10,","36.1",",0,21,","150.8",",,,0","0.0","0","0.0",",0","24.0",",,,0","0",",,,0","25.16",",0","32.06",",,,0","18.26",",,,0","647","2,,,0"
"USC00125656","1955-09","39.11667","-85.13333","302.1","MILAN WATERWORKS, IN US","","","96.6","4,0","8",",0","5",",0","3",",0","0",",0","0",",0","0","4,0","0","4,0","0",",0","30",",0","9",",0","4.4","4,0,12,","0",",,0,30,+","0",",,0,30,+","39.9",",,0,23,","35.6",",0,09,","103.6","2,,,0","10.8","0","10.8",",0","126.9",",,,0","0",",,,0","21.61","4,0","29.32",",,,0","13.90","4,,,0","1223",",,,0"
"USC00125656","1955-10","39.11667","-85.13333","302.1","MILAN WATERWORKS, IN US","","","6.6","1,0","11",",0","8",",0","1",",0","0",",0","0",",0","0",",0","1",",0","0","1,0","16","1,0","0","1,0","-2.8",",0,25,","0",",,0,31,+","0",",,0,31,+","53.3",",,0,06,","26.1","1,0,04,","66.0","1,,,0","171.0","0","160.2","1,0","117.4",",,,0","0",",,,0","13.19","1,0","19.91","1,,,0","6.47",",,,0","1603",",,,0"
"USC00125656","1955-11","39.11667","-85.13333","302.1","MILAN WATERWORKS, IN US","","","1.4",",0","7",",0","7",",0","2",",0","1",",0","1",",0","0",",0","19",",0","2",",0","4",",0","0",",0","-14.4",",0,28,","76",",,0,19,","102",",,0,19,","29.0",",,0,02,","25.6",",0,13,","","","568.5","0","397.5",",0","122.1",",,,0","102",",,,0","5.13",",0","11.28",",,,0","-1.02",",,,0","2617",",,,0"
"USC00125656","1955-12","39.11667","-85.13333","302.1","MILAN WATERWORKS, IN US","","","0.0",",0","2",",0","1",",0","0",",0","1",",0","1",",0","0",",0","25",",0","5",",0","0",",0","0",",0","-16.1",",0,16,","25",",,0,15,","25",",,0,15,","12.7",",,0,02,","16.1",",0,04,","","","1130.0","0","561.5",",0","13.5",",,,0","25",",,,0","0.22",",0","5.53",",,,0","-5.09",",,,0","",""
"USC00125656","1956-01","39.11667","-85.13333","302.1","MILAN WATERWORKS, IN US","0.0","0","0.0",",0","8",",0","4",",0","0",",0","12",",0","4",",0","1",",0","29",",0","5",",0","0",",0","0",",0","-20.6",",0,26,","203",",,0,27,+","178",",,0,19,","20.1",",,0,30,","12.8",",0,06,","","","1750.2","0","620.2",",0","54.4",",,,0","348",",,,0","-1.67",",0","3.63",",,,0","-6.97",",,,0","",""
"USC00125656","1956-02","39.11667","-85.13333","302.1","MILAN WATERWORKS, IN US","0.0","0","0.0",",0","15",",0","11",",0","1",",0","0",",0","0",",0","0",",0","22",",0","0",",0","0",",0","0",",0","-8.3",",0,22,","0",",T,0,22,+","0",",T,0,28,+","28.2",",,0,18,","17.8",",0,25,","","","2189.5","0","439.3",",0","140.5",",,,0","0",",T,,0","3.19",",0","8.22",",,,0","-1.85",",,,0","",""
"USC00125656","1956-03","39.11667","-85.13333","302.1","MILAN WATERWORKS, IN US","0.8","0","0.8",",0","9",",0","8",",0","0",",0","1",",0","1",",0","0",",0","18",",0","0",",0","3",",0","0",",0","-9.4",",0,17,","76",",,0,16,","86",",,0,16,","25.1",",,0,07,","23.3",",0,06,+","59.7","4,,,0","2562.3","0","372.8",",0","78.2",",,,0","86",",,,0","6.33",",0","13.14",",,,0","-0.47",",,,0","3121","2,,,0"
"USC00125656","1956-04","39.11667","-85.13333","302.1","MILAN WATERWORKS, IN US","8.0","0","7.2",",0","12",",0","9",",0","0",",0","0",",0","0",",0","0",",0","7",",0","0",",0","8",",0","0",",0","-2.2",",0,19,","0",",T,0,08,+","0",",T,0,28,+","17.8",",,0,02,","27.8",",0,28,+","102.0",",,,0","2790.0","0","227.7",",0","80.5",",,,0","0",",T,,0","10.98",",0","17.52",",,,0","4.44",",,,0","3261",",,,0"
"USC00125656","1956-05","39.11667","-85.13333","302.1","MILAN WATERWORKS, IN US","71.4","0","63.4",",0","11",",0","10",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","0",",0","1.1",",0,08,","0",",,0,31,+","0",",,0,31,+","51.3",",,0,28,","31.1",",0,13,","128.0","1,,,0","2861.7","0","71.7",",0","172.4",",,,0","0",",,,0","18.06",",0","24.88",",,,0","11.25",",,,0","2208",",,,0"
"USC00125656","1956-06","39.11667","-85.13333","302.1","MILAN WATERWORKS, IN US","199.9","0","128.5","1,0","7",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","27","1,0","5","1,0","6.7",",0,02,","0",",,0,30,+","0",",,0,30,+","30.5",",,0,21,","33.3","1,0,12,","138.7","1,,,0","2877.8","0","16.1","1,0","85.1",",,,0","0",",,,0","22.25","1,0","28.79","1,,,0","15.71",",,,0","845","2,,,0"
