"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DSND","DSND_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES"
"GME00129143","1901-02","48.7144","9.2103","401.0","STUTTGART HOHENHEIM, GM","24","3,","400","3,,E,16,"
"GME00129143","1906-02","48.7144","9.2103","401.0","STUTTGART HOHENHEIM, GM","16","5,","130","5,,E,05,"
"GME00129143","1907-02","48.7144","9.2103","401.0","STUTTGART HOHENHEIM, GM","17","5,","100","5,,E,02,+"
"GME00129143","1914-01","48.7144","9.2103","401.0","STUTTGART HOHENHEIM, GM","19","2,","90","2,,E,03,"
"GME00129143","1929-01","48.7144","9.2103","401.0","STUTTGART HOHENHEIM, GM","16","2,","100","2,,E,27,"
"GME00129143","1929-02","48.7144","9.2103","401.0","STUTTGART HOHENHEIM, GM","25","2,","80","2,,E,28,+"
"GME00129143","1933-12","48.7144","9.2103","401.0","STUTTGART HOHENHEIM, GM","30","1,","150","1,,E,17,+"
"GME00129143","1936-08","48.7144","9.2103","401.0","STUTTGART HOHENHEIM, GM","0",",","0",",,E,31,+"
"GME00129143","1936-09","48.7144","9.2103","401.0","STUTTGART HOHENHEIM, GM","0",",","0",",,E,30,+"
"GME00129143","1936-10","48.7144","9.2103","401.0","STUTTGART HOHENHEIM, GM","0",",","0",",,E,31,+"
"GME00129143","1936-11","48.7144","9.2103","401.0","STUTTGART HOHENHEIM, GM","0",",","0",",,E,30,+"
"GME00129143","1936-12","48.7144","9.2103","401.0","STUTTGART HOHENHEIM, GM","0",",","20",",,E,09,+"
"GME00129143","1937-01","48.7144","9.2103","401.0","STUTTGART HOHENHEIM, GM","2",",","80",",,E,30,"
"GME00129143","1937-02","48.7144","9.2103","401.0","STUTTGART HOHENHEIM, GM","1",",","50",",,E,13,"
"GME00129143","1937-03","48.7144","9.2103","401.0","STUTTGART HOHENHEIM, GM","0",",","0",",,E,31,+"
"GME00129143","1937-04","48.7144","9.2103","401.0","STUTTGART HOHENHEIM, GM","0",",","0",",,E,30,+"
"GME00129143","1937-05","48.7144","9.2103","401.0","STUTTGART HOHENHEIM, GM","0",",","0",",,E,31,+"
"GME00129143","1937-06","48.7144","9.2103","401.0","STUTTGART HOHENHEIM, GM","0",",","0",",,E,30,+"
"GME00129143","1937-07","48.7144","9.2103","401.0","STUTTGART HOHENHEIM, GM","0",",","0",",,E,31,+"
"GME00129143","1937-08","48.7144","9.2103","401.0","STUTTGART HOHENHEIM, GM","0",",","0",",,E,31,+"
"GME00129143","1937-09","48.7144","9.2103","401.0","STUTTGART HOHENHEIM, GM","0",",","0",",,E,30,+"
"GME00129143","1937-10","48.7144","9.2103","401.0","STUTTGART HOHENHEIM, GM","0",",","0",",,E,31,+"
