"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00145321","1961-11","38.5817","-96.0188","337.7","MILLER 4 SSW, KS US","6",",6","5",",6","2",",6","1","4,6","1","4,6","","","","","","","","","","","25","4,,6,19,","64","4,,6,19,","36.8",",,6,02,","85.7",",,,6","64","4,,,6","",""
"USC00145321","1961-12","38.5817","-96.0188","337.7","MILLER 4 SSW, KS US","6",",6","3",",6","0",",6","0","3,6","2",",6","","","","","","","","","","","0","3,T,6,22,","102",",,6,09,","8.9",",,6,09,","22.8",",,,6","153",",,,6","",""
"USC00145321","1962-01","38.5817","-96.0188","337.7","MILLER 4 SSW, KS US","7",",6","5",",6","0",",6","26",",6","3","1,6","","","","","","","","","","","178",",,6,20,+","102","1,,6,19,","12.7",",,6,06,","44.8",",,,6","191","1,,,6","",""
"USC00145321","1962-02","38.5817","-96.0188","337.7","MILLER 4 SSW, KS US","6",",6","3",",6","0",",6","0",",6","0",",6","","","","","","","","","","","0",",T,6,25,","0",",T,6,25,","17.8",",,6,15,","32.1",",,,6","0",",T,,6","",""
"USC00145321","1962-03","38.5817","-96.0188","337.7","MILLER 4 SSW, KS US","4",",6","3",",6","2",",6","0",",6","0",",6","","","","","","","","","","","0",",,6,31,+","0",",,6,31,+","35.6",",,6,21,","69.3",",,,6","0",",,,6","",""
"USC00145321","1962-04","38.5817","-96.0188","337.7","MILLER 4 SSW, KS US","5",",6","4",",6","0",",6","0",",6","0",",6","","","","","","","","","","","0",",,6,30,+","0",",,6,30,+","11.9",",,6,22,","29.9",",,,6","0",",,,6","",""
"USC00145321","1962-05","38.5817","-96.0188","337.7","MILLER 4 SSW, KS US","5",",6","4",",6","3",",6","0",",6","0",",6","","","","","","","","","","","0",",T,6,08,","0",",T,6,08,","54.6",",,6,25,","157.2",",,,6","0",",T,,6","",""
"USC00145321","1962-06","38.5817","-96.0188","337.7","MILLER 4 SSW, KS US","9",",6","7",",6","1",",6","0",",6","0",",6","","","","","","","","","","","0",",,6,30,+","0",",,6,30,+","27.9",",,6,03,","90.4",",,,6","0",",,,6","",""
"USC00145321","1962-07","38.5817","-96.0188","337.7","MILLER 4 SSW, KS US","9",",6","8",",6","3",",6","0",",6","0",",6","","","","","","","","","","","0",",,6,31,+","0",",,6,31,+","31.8",",,6,13,","119.6",",,,6","0",",,,6","",""
"USC00145321","1962-08","38.5817","-96.0188","337.7","MILLER 4 SSW, KS US","3",",6","3",",6","2",",6","0",",6","0",",6","","","","","","","","","","","0",",,6,31,+","0",",,6,31,+","69.9",",,6,05,","143.6",",,,6","0",",,,6","",""
"USC00145321","1962-09","38.5817","-96.0188","337.7","MILLER 4 SSW, KS US","13",",6","11",",6","4",",6","0",",6","0",",6","","","","","","","","","","","0",",,6,30,+","0",",,6,30,+","35.6",",,6,22,+","196.9",",,,6","0",",,,6","",""
"USC00145321","1962-10","38.5817","-96.0188","337.7","MILLER 4 SSW, KS US","4",",6","4",",6","0",",6","0",",6","0",",6","","","","","","","","","","","0",",,6,31,+","0",",,6,31,+","24.1",",,6,06,","41.6",",,,6","0",",,,6","",""
"USC00145321","1962-11","38.5817","-96.0188","337.7","MILLER 4 SSW, KS US","3",",6","2",",6","0",",6","0",",6","0",",6","","","","","","","","","","","0",",,6,30,+","0",",,6,30,+","22.9",",,6,27,","33.6",",,,6","0",",,,6","",""
"USC00145321","1962-12","38.5817","-96.0188","337.7","MILLER 4 SSW, KS US","4",",6","2",",6","0",",6","0",",6","1",",6","","","","","","","","","","","0",",,6,31,+","76",",,6,25,","4.8",",,6,25,","10.2",",,,6","89",",,,6","",""
"USC00145321","1963-01","38.5817","-96.0188","337.7","MILLER 4 SSW, KS US","2",",6","2",",6","0",",6","14","1,6","0","1,6","","","","","","","","","","","51","1,,6,15,+","0","1,,6,31,+","14.0",",,6,05,","19.3",",,,6","0","1,,,6","",""
"USC00145321","1963-02","38.5817","-96.0188","337.7","MILLER 4 SSW, KS US","0",",6","0",",6","0",",6","0","1,6","0",",6","","","","","","","","","","","0","1,T,6,24,","0",",T,6,24,","0.0",",T,6,24,","0.0",",T,,6","0",",T,,6","",""
"USC00145321","1963-03","38.5817","-96.0188","337.7","MILLER 4 SSW, KS US","5",",6","3",",6","0",",6","0",",6","0",",6","","","","","","","","","","","0",",T,6,09,","0",",T,6,09,","22.9",",,6,04,","45.8",",,,6","0",",T,,6","",""
"USC00145321","1963-04","38.5817","-96.0188","337.7","MILLER 4 SSW, KS US","3",",6","1",",6","0",",6","0",",6","0",",6","","","","","","","","","","","0",",,6,30,+","0",",,6,30,+","22.9",",,6,27,","25.7",",,,6","0",",,,6","",""
"USC00145321","1963-05","38.5817","-96.0188","337.7","MILLER 4 SSW, KS US","9",",6","8",",6","0",",6","0",",6","0",",6","","","","","","","","","","","0",",,6,31,+","0",",,6,31,+","10.9",",,6,16,","52.9",",,,6","0",",,,6","",""
"USC00145321","1963-06","38.5817","-96.0188","337.7","MILLER 4 SSW, KS US","5",",6","5",",6","2",",6","0",",6","0",",6","","","","","","","","","","","0",",,6,30,+","0",",,6,30,+","43.2",",,6,15,","103.9",",,,6","0",",,,6","",""
"USC00145321","1963-07","38.5817","-96.0188","337.7","MILLER 4 SSW, KS US","8",",6","4",",6","2",",6","0",",6","0",",6","","","","","","","","","","","0",",,6,31,+","0",",,6,31,+","41.9",",,6,13,","91.9",",,,6","0",",,,6","",""
