"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES"
"USC00291028","1915-04","35.76667","-106.46667","2255.5","BLAND, NM US","11",",6","9",",6","2",",6","","","","","","","","","","","36.8",",,6,17,","","","127.9",",,,6","","","",""
"USC00291028","1915-05","35.76667","-106.46667","2255.5","BLAND, NM US","8",",6","4",",6","0",",6","1",",6","","","","","","","76",",,6,06,","15.7",",,6,06,","","","32.5",",,,6","76",",,,6","",""
"USC00291028","1915-06","35.76667","-106.46667","2255.5","BLAND, NM US","2",",6","1",",6","0",",6","0",",6","","","","","","","0",",,6,30,+","7.6",",,6,03,","","","8.4",",,,6","0",",,,6","",""
"USC00291028","1915-07","35.76667","-106.46667","2255.5","BLAND, NM US","6",",6","5",",6","2",",6","0",",6","","","","","","","0",",,6,31,+","50.8",",,6,24,+","","","133.9",",,,6","0",",,,6","",""
"USC00291028","1915-08","35.76667","-106.46667","2255.5","BLAND, NM US","6",",6","6",",6","0",",6","0",",6","","","","","","","0",",,6,31,+","19.1",",,6,03,","","","59.2",",,,6","0",",,,6","",""
"USC00291028","1915-09","35.76667","-106.46667","2255.5","BLAND, NM US","2",",6","2",",6","0",",6","0",",6","","","","","","","0",",,6,30,+","14.0",",,6,04,","","","17.8",",,,6","0",",,,6","",""
"USC00291028","1915-10","35.76667","-106.46667","2255.5","BLAND, NM US","1",",6","0",",6","0",",6","0",",6","","","","","","","0",",,6,31,+","1.3",",,6,15,","","","1.3",",,,6","0",",,,6","",""
"USC00291028","1915-11","35.76667","-106.46667","2255.5","BLAND, NM US","2","2,6","0","2,6","0","2,6","0",",6","","","","","","","13",",,6,06,","0.5","2,,6,05,","","","0.8","2,,,6","16",",,,6","",""
"USC00291028","1915-12","35.76667","-106.46667","2255.5","BLAND, NM US","5",",6","4",",6","0",",6","4",",6","","","","","","","305",",,6,27,","17.8",",,6,27,","","","33.1",",,,6","493",",,,6","",""
"USC00291028","1916-01","35.76667","-106.46667","2255.5","BLAND, NM US","7",",6","3",",6","2",",6","4",",6","","","","","","","711",",,6,28,","55.9",",,6,28,","","","118.0",",,,6","1345",",,,6","",""
"USC00291028","1916-02","35.76667","-106.46667","2255.5","BLAND, NM US","1",",6","0",",6","0",",6","0",",6","","","","","","","5",",,6,28,","0.3",",,6,28,","","","0.3",",,,6","5",",,,6","",""
"USC00291028","1916-03","35.76667","-106.46667","2255.5","BLAND, NM US","3",",6","2",",6","1",",6","2",",6","","","","","","","508",",,6,31,","39.4",",,6,31,","","","47.8",",,,6","589",",,,6","",""
"USC00291028","1916-08","35.76667","-106.46667","2255.5","BLAND, NM US","","","","","","","0",",6","","","","","","","0",",,6,31,+","","","","","","","0",",,,6","",""
"USC00291028","1916-09","35.76667","-106.46667","2255.5","BLAND, NM US","5",",6","3",",6","0",",6","0",",6","","","","","","","0",",,6,30,+","3.8",",,6,08,","","","11.7",",,,6","0",",,,6","",""
"USC00291028","1916-10","35.76667","-106.46667","2255.5","BLAND, NM US","8",",6","4",",6","1",",6","0",",6","","","","","","","0",",,6,31,+","50.8",",,6,13,","","","75.0",",,,6","0",",,,6","",""
"USC00291028","1916-11","35.76667","-106.46667","2255.5","BLAND, NM US","1",",6","0",",6","0",",6","0",",6","","","","","","","0",",T,6,08,","0.5",",,6,08,","","","0.5",",,,6","0",",T,,6","",""
"USC00291028","1916-12","35.76667","-106.46667","2255.5","BLAND, NM US","1",",6","0",",6","0",",6","1",",6","","","","","","","25",",,6,28,","1.8",",,6,28,","","","1.8",",,,6","25",",,,6","",""
"USC00291028","1917-01","35.76667","-106.46667","2255.5","BLAND, NM US","2",",6","2",",6","0",",6","1",",6","","","","","","","203",",,6,16,","14.0",",,6,16,","","","19.8",",,,6","203",",,,6","",""
