"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00232132","1905-11","37.95","-92.6",,"DECATURVILLE, MO US","","","0.0","1,6","2",",6","2",",6","0",",6","","","0","1,6","15","1,6","1","1,6","3","1,6","0","1,6","1","","-12.8","1,6,30,","","","13.7",",,6,05,","28.3","1,6,28,","","","295.5","1,6","16.5",",,,6","","","8.14","1,6","16.02","1,,,6","0.27","1,,,6"
"USC00232132","1905-12","37.95","-92.6",,"DECATURVILLE, MO US","","","0.0","3,6","4",",6","4",",6","0",",6","0",",6","0","3,6","26","3,6","1","2,6","0","2,6","0","2,6","","","-15.0","3,6,04,","0",",T,6,21,","10.2",",,6,22,","12.8","2,6,07,","","","486.3","2,6","30.5",",,,6","0",",T,,6","0.87","3,6","6.69","2,,,6","-4.96","3,,,6"
"USC00232132","1906-01","37.95","-92.6",,"DECATURVILLE, MO US","0.0","6","0.0","2,6","","","","","","","2",",6","0","2,6","25","2,6","2",",6","1",",6","0",",6","","","-16.7","2,6,23,","178",",,6,22,","","","21.1",",6,07,","","","460.2",",6","","","305",",,,6","2.58","2,6","9.14",",,,6","-3.98","2,,,6"
"USC00232132","1906-02","37.95","-92.6",,"DECATURVILLE, MO US","0.0","6","0.0","2,6","6",",6","6",",6","0",",6","1",",6","0","2,6","21","2,6","4",",6","0",",6","0",",6","","","-17.2","2,6,06,","102",",,6,05,","14.0",",,6,26,","20.6",",6,22,","","","422.8",",6","55.4",",,,6","102",",,,6","1.90","2,6","8.91",",,,6","-5.10","2,,,6"
"USC00232132","1906-03","37.95","-92.6",,"DECATURVILLE, MO US","0.0","6","0.0","4,6","9",",6","6",",6","0",",6","1",",6","0","1,6","27","1,6","4","3,6","0","3,6","0","3,6","","","-14.4","1,6,20,","51",",,6,19,","16.5",",,6,26,+","20.6","3,6,26,+","","","458.6","3,6","60.8",",,,6","51",",,,6","1.56","4,6","7.33","3,,,6","-4.21","1,,,6"
"USC00232132","1906-06","37.95","-92.6",,"DECATURVILLE, MO US","","","","","11",",6","10",",6","2",",6","","","","","","","","","","","","","","","","","","","48.3",",,6,30,","","","","","","","177.9",",,,6","","","","","","","",""
"USC00232132","1906-12","37.95","-92.6",,"DECATURVILLE, MO US","","","","","4","1,6","2","1,6","1","1,6","0",",6","","","","","","","","","","","","","","","0",",T,6,20,","25.9","1,,6,29,","","","","","","","38.7","1,,,6","0",",T,,6","","","","","",""
"USC00232132","1907-01","37.95","-92.6",,"DECATURVILLE, MO US","0.0","","0.0","4,6","12","1,6","9","1,6","2","1,6","0",",6","0","4,6","19","4,6","4",",6","2",",6","0",",6","","","-16.7","4,6,28,","5",",,6,27,","38.1","1,,6,19,","21.1",",6,07,+","","","422.7",",6","123.6","1,,,6","5",",,,6","2.46","4,6","7.78",",,,6","-2.86","4,,,6"
"USC00232132","1907-02","37.95","-92.6",,"DECATURVILLE, MO US","","","","","4",",6","3",",6","0",",6","1",",6","","","","","6","4,6","1","4,6","0","4,6","","","","","25",",,6,21,","21.6",",,6,26,","21.1","4,6,19,","","","","","27.4",",,,6","33",",,,6","","","7.58","4,,,6","",""
"USC00232132","1907-03","37.95","-92.6",,"DECATURVILLE, MO US","","","","","5",",6","5",",6","0",",6","","","","","","","0","5,6","11","5,6","4","5,6","","","","","","","22.9",",,6,09,","32.8","5,6,23,","","","","","46.5",",,,6","","","","","19.52","5,,,6","",""
"USC00232132","1907-04","37.95","-92.6",,"DECATURVILLE, MO US","","","","","4",",6","2",",6","0",",6","","","0","5,6","10","5,6","","","","","","","","","-6.1","5,6,13,","","","20.3",",,6,29,","","","","","","","28.7",",,,6","","","","","","","1.99","5,,,6"
"USC00232132","1907-06","37.95","-92.6",,"DECATURVILLE, MO US","","","95.2","4,6","9",",6","8",",6","1",",6","","","0","4,6","0","4,6","0","3,6","27","3,6","3","3,6","","","5.6","4,6,02,","","","27.9",",,6,10,","32.8","3,6,24,+","","","4.1","3,6","106.0",",,,6","","","21.87","4,6","29.28","3,,,6","14.47","4,,,6"
"USC00232132","1907-07","37.95","-92.6",,"DECATURVILLE, MO US","","","201.5","3,6","7",",6","7",",6","1",",6","","","0","3,6","0","3,6","0","3,6","28","3,6","21","3,6","","","12.8","3,6,12,","","","27.9",",,6,27,","38.3","3,6,23,","0.0","","0.0","3,6","66.2",",,,6","","","25.53","3,6","32.83","3,,,6","18.23","3,,,6"
