"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"MXN00021029","1966-03","19.6167","-97.6667","2475.9","COLONIA TEMEXTLA, MX","","","1",",m","0",",m","0",",m","","","","","","","","","","","","","0.8",",,m,08,","","","","","0.8",",,,m","","","","","",""
"MXN00021029","1966-04","19.6167","-97.6667","2475.9","COLONIA TEMEXTLA, MX","","","6",",m","5",",m","0",",m","","","","","","","","","","","","","12.4",",,m,25,","","","","","44.2",",,,m","","","","","",""
"MXN00021029","1966-05","19.6167","-97.6667","2475.9","COLONIA TEMEXTLA, MX","","","2",",m","2",",m","0",",m","","","","","","","","","","","","","6.4",",,m,03,","","","","","10.7",",,,m","","","","","",""
"MXN00021029","1966-06","19.6167","-97.6667","2475.9","COLONIA TEMEXTLA, MX","","","6",",m","6",",m","0",",m","","","","","","","","","","","","","19.8",",,m,28,","","","","","94.6",",,,m","","","","","",""
"MXN00021029","1966-07","19.6167","-97.6667","2475.9","COLONIA TEMEXTLA, MX","","","0",",m","0",",m","0",",m","","","","","","","","","","","","","0.0",",,m,31,+","","","","","0.0",",,,m","","","","","",""
"MXN00021029","1966-08","19.6167","-97.6667","2475.9","COLONIA TEMEXTLA, MX","","","9",",m","6",",m","0",",m","","","","","","","","","","","","","15.0",",,m,12,","","","","","53.1",",,,m","","","","","",""
"MXN00021029","1966-09","19.6167","-97.6667","2475.9","COLONIA TEMEXTLA, MX","","","4",",m","4",",m","0",",m","","","","","","","","","","","","","19.8",",,m,20,","","","","","48.5",",,,m","","","","","",""
"MXN00021029","1966-10","19.6167","-97.6667","2475.9","COLONIA TEMEXTLA, MX","","","6",",m","6",",m","0",",m","","","","","","","","","","","","","19.8",",,m,20,+","","","","","75.7",",,,m","","","","","",""
"MXN00021029","1966-11","19.6167","-97.6667","2475.9","COLONIA TEMEXTLA, MX","","","0",",m","0",",m","0",",m","","","","","","","","","","","","","0.0",",,m,30,+","","","","","0.0",",,,m","","","","","",""
"MXN00021029","1966-12","19.6167","-97.6667","2475.9","COLONIA TEMEXTLA, MX","","","0",",m","0",",m","0",",m","","","","","","","","","","","","","0.0",",,m,31,+","","","","","0.0",",,,m","","","","","",""
"MXN00021029","1967-01","19.6167","-97.6667","2475.9","COLONIA TEMEXTLA, MX","","","2",",m","2",",m","0",",m","","","","","","","","","","","","","6.9",",,m,10,","","","","","11.0",",,,m","","","","","",""
"MXN00021029","1967-02","19.6167","-97.6667","2475.9","COLONIA TEMEXTLA, MX","","","0",",m","0",",m","0",",m","","","","","","","","","","","","","0.0",",,m,28,+","","","","","0.0",",,,m","","","","","",""
"MXN00021029","1967-03","19.6167","-97.6667","2475.9","COLONIA TEMEXTLA, MX","","","1",",m","0",",m","0",",m","","","","","","","","","","","","","1.8",",,m,04,","","","","","1.8",",,,m","","","","","",""
"MXN00021029","1967-04","19.6167","-97.6667","2475.9","COLONIA TEMEXTLA, MX","","","3",",m","3",",m","0",",m","","","","","","","","","","","","","9.9",",,m,16,","","","","","27.7",",,,m","","","","","",""
"MXN00021029","1967-05","19.6167","-97.6667","2475.9","COLONIA TEMEXTLA, MX","","","3",",m","2",",m","0",",m","","","","","","","","","","","","","11.2",",,m,06,","","","","","23.1",",,,m","","","","","",""
"MXN00021029","1967-06","19.6167","-97.6667","2475.9","COLONIA TEMEXTLA, MX","","","6",",m","5",",m","0",",m","","","","","","","","","","","","","19.8",",,m,28,","","","","","64.5",",,,m","","","","","",""
"MXN00021029","1967-07","19.6167","-97.6667","2475.9","COLONIA TEMEXTLA, MX","","","6",",m","3",",m","0",",m","","","","","","","","","","","","","12.7",",,m,12,","","","","","29.4",",,,m","","","","","",""
"MXN00021029","1967-08","19.6167","-97.6667","2475.9","COLONIA TEMEXTLA, MX","","","7",",m","5",",m","0",",m","","","","","","","","","","","","","9.4",",,m,27,","","","","","35.5",",,,m","","","","","",""
"MXN00021029","1967-09","19.6167","-97.6667","2475.9","COLONIA TEMEXTLA, MX","","","11",",m","11",",m","0",",m","","","","","","","","","","","","","13.0",",,m,27,","","","","","90.7",",,,m","","","","","",""
"MXN00021029","1967-10","19.6167","-97.6667","2475.9","COLONIA TEMEXTLA, MX","","","4",",m","4",",m","0",",m","","","","","","","","","","","","","10.2",",,m,28,","","","","","23.1",",,,m","","","","","",""
"MXN00021029","1967-11","19.6167","-97.6667","2475.9","COLONIA TEMEXTLA, MX","","","0",",m","0",",m","0",",m","","","","","","","","","","","","","0.0",",,m,30,+","","","","","0.0",",,,m","","","","","",""
"MXN00021029","1968-01","19.6167","-97.6667","2475.9","COLONIA TEMEXTLA, MX","","","2",",m","2",",m","0",",m","","","","","","","","","","","","","5.8",",,m,23,","","","","","10.6",",,,m","","","","","",""
"MXN00021029","1968-02","19.6167","-97.6667","2475.9","COLONIA TEMEXTLA, MX","","","0","1,m","0","1,m","0","1,m","","","","","","","","","","","","","0.0","1,,m,29,+","","","","","0.0","1,,,m","","","","","",""
"MXN00021029","1968-03","19.6167","-97.6667","2475.9","COLONIA TEMEXTLA, MX","","","0",",m","0",",m","0",",m","","","","","","","","","","","","","0.0",",,m,31,+","","","","","0.0",",,,m","","","","","",""
"MXN00021029","1968-04","19.6167","-97.6667","2475.9","COLONIA TEMEXTLA, MX","","","8",",m","8",",m","0",",m","","","","","","","","","","","","","7.9",",,m,03,","","","","","34.8",",,,m","","","","","",""
"MXN00021029","1968-05","19.6167","-97.6667","2475.9","COLONIA TEMEXTLA, MX","","","9",",m","7",",m","0",",m","","","","","","","","","","","","","7.1",",,m,08,","","","","","33.2",",,,m","","","","","",""
"MXN00021029","1968-06","19.6167","-97.6667","2475.9","COLONIA TEMEXTLA, MX","","","10",",m","10",",m","0",",m","","","","","","","","","","","","","11.9",",,m,23,","","","","","67.1",",,,m","","","","","",""
"MXN00021029","1968-07","19.6167","-97.6667","2475.9","COLONIA TEMEXTLA, MX","","","5",",m","4",",m","0",",m","","","","","","","","","","","","","7.1",",,m,09,","","","","","20.3",",,,m","","","","","",""
"MXN00021029","1968-08","19.6167","-97.6667","2475.9","COLONIA TEMEXTLA, MX","","","0",",m","0",",m","0",",m","","","","","","","","","","","","","0.0",",,m,31,+","","","","","0.0",",,,m","","","","","",""
"MXN00021029","1968-09","19.6167","-97.6667","2475.9","COLONIA TEMEXTLA, MX","","","4",",m","4",",m","0",",m","","","","","","","","","","","","","8.1",",,m,28,","","","","","21.8",",,,m","","","","","",""
"MXN00021029","1968-10","19.6167","-97.6667","2475.9","COLONIA TEMEXTLA, MX","","","4",",m","4",",m","0",",m","","","","","","","","","","","","","12.2",",,m,07,","","","","","30.5",",,,m","","","","","",""
"MXN00021029","1968-11","19.6167","-97.6667","2475.9","COLONIA TEMEXTLA, MX","","","0",",m","0",",m","0",",m","","","","","","","","","","","","","0.0",",,m,30,+","","","","","0.0",",,,m","","","","","",""
"MXN00021029","1968-12","19.6167","-97.6667","2475.9","COLONIA TEMEXTLA, MX","","","1",",m","1",",m","0",",m","","","","","","","","","","","","","4.1",",,m,03,","","","","","4.1",",,,m","","","","","",""
"MXN00021029","1969-01","19.6167","-97.6667","2475.9","COLONIA TEMEXTLA, MX","","","1",",m","1",",m","0",",m","","","","","","","","","","","","","3.0",",,m,18,","","","","","3.0",",,,m","","","","","",""
"MXN00021029","1969-02","19.6167","-97.6667","2475.9","COLONIA TEMEXTLA, MX","","","2",",m","1",",m","0",",m","","","","","","","","","","","","","5.1",",,m,04,","","","","","7.1",",,,m","","","","","",""
"MXN00021029","1969-03","19.6167","-97.6667","2475.9","COLONIA TEMEXTLA, MX","","","8",",m","0",",m","0",",m","","","","","","","","","","","","","2.3",",,m,27,+","","","","","12.1",",,,m","","","","","",""
"MXN00021029","1969-04","19.6167","-97.6667","2475.9","COLONIA TEMEXTLA, MX","","","4",",m","2",",m","0",",m","","","","","","","","","","","","","6.4",",,m,10,+","","","","","17.1",",,,m","","","","","",""
"MXN00021029","1969-05","19.6167","-97.6667","2475.9","COLONIA TEMEXTLA, MX","","","2",",m","2",",m","0",",m","","","","","","","","","","","","","8.1",",,m,10,","","","","","12.9",",,,m","","","","","",""
"MXN00021029","1969-06","19.6167","-97.6667","2475.9","COLONIA TEMEXTLA, MX","","","3",",m","2",",m","0",",m","","","","","","","","","","","","","6.4",",,m,24,","","","","","11.5",",,,m","","","","","",""
"MXN00021029","1969-07","19.6167","-97.6667","2475.9","COLONIA TEMEXTLA, MX","","","4",",m","4",",m","0",",m","","","","","","","","","","","","","5.3",",,m,03,","","","","","15.9",",,,m","","","","","",""
"MXN00021029","1969-09","19.6167","-97.6667","2475.9","COLONIA TEMEXTLA, MX","","","11",",m","5",",m","0",",m","","","","","","","","","","","","","8.1",",,m,06,+","","","","","44.2",",,,m","","","","","",""
"MXN00021029","1969-10","19.6167","-97.6667","2475.9","COLONIA TEMEXTLA, MX","","","2",",m","2",",m","0",",m","","","","","","","","","","","","","19.8",",,m,11,","","","","","24.6",",,,m","","","","","",""
"MXN00021029","1969-11","19.6167","-97.6667","2475.9","COLONIA TEMEXTLA, MX","","","0",",m","0",",m","0",",m","","","","","","","","","","","","","0.0",",,m,30,+","","","","","0.0",",,,m","","","","","",""
"MXN00021029","1969-12","19.6167","-97.6667","2475.9","COLONIA TEMEXTLA, MX","","","0",",m","0",",m","0",",m","","","","","","","","","","","","","0.0",",,m,31,+","","","","","0.0",",,,m","","","","","",""
"MXN00021029","1970-01","19.6167","-97.6667","2475.9","COLONIA TEMEXTLA, MX","","","0",",m","0",",m","0",",m","","","","","","","","","","","","","0.0",",,m,31,+","","","","","0.0",",,,m","","","","","",""
"MXN00021029","1970-02","19.6167","-97.6667","2475.9","COLONIA TEMEXTLA, MX","","","2",",m","0",",m","0",",m","","","","","","","","","","","","","1.8",",,m,11,","","","","","2.6",",,,m","","","","","",""
"MXN00021029","1970-03","19.6167","-97.6667","2475.9","COLONIA TEMEXTLA, MX","","","0",",m","0",",m","0",",m","","","","","","","","","","","","","0.0",",,m,31,+","","","","","0.0",",,,m","","","","","",""
"MXN00021029","1970-04","19.6167","-97.6667","2475.9","COLONIA TEMEXTLA, MX","","","2",",m","1",",m","0",",m","","","","","","","","","","","","","5.8",",,m,09,","","","","","6.6",",,,m","","","","","",""
"MXN00021029","1970-05","19.6167","-97.6667","2475.9","COLONIA TEMEXTLA, MX","","","1",",m","1",",m","0",",m","","","","","","","","","","","","","3.0",",,m,14,","","","","","3.0",",,,m","","","","","",""
"MXN00021029","1970-06","19.6167","-97.6667","2475.9","COLONIA TEMEXTLA, MX","","","11",",m","9",",m","0",",m","","","","","","","","","","","","","10.2",",,m,11,","","","","","60.5",",,,m","","","","","",""
"MXN00021029","1970-07","19.6167","-97.6667","2475.9","COLONIA TEMEXTLA, MX","","","6",",m","5",",m","0",",m","","","","","","","","","","","","","9.9",",,m,24,","","","","","26.8",",,,m","","","","","",""
"MXN00021029","1971-01","19.6167","-97.6667","2475.9","COLONIA TEMEXTLA, MX","","","0",",m","0",",m","0",",m","","","","","","","","","","","","","0.0",",,m,31,+","","","","","0.0",",,,m","","","","","",""
"MXN00021029","1971-02","19.6167","-97.6667","2475.9","COLONIA TEMEXTLA, MX","","","0",",m","0",",m","0",",m","","","","","","","","","","","","","0.0",",,m,28,+","","","","","0.0",",,,m","","","","","",""
"MXN00021029","1971-03","19.6167","-97.6667","2475.9","COLONIA TEMEXTLA, MX","","","2",",m","1",",m","0",",m","","","","","","","","","","","","","2.8",",,m,29,","","","","","4.6",",,,m","","","","","",""
"MXN00021029","1971-04","19.6167","-97.6667","2475.9","COLONIA TEMEXTLA, MX","","","0",",m","0",",m","0",",m","","","","","","","","","","","","","0.0",",,m,30,+","","","","","0.0",",,,m","","","","","",""
"MXN00021029","1971-05","19.6167","-97.6667","2475.9","COLONIA TEMEXTLA, MX","","","8",",m","5",",m","0",",m","","","","","","","","","","","","","5.8",",,m,31,","","","","","26.7",",,,m","","","","","",""
"MXN00021029","1971-06","19.6167","-97.6667","2475.9","COLONIA TEMEXTLA, MX","","","9",",m","7",",m","0",",m","","","","","","","","","","","","","8.4",",,m,26,","","","","","44.1",",,,m","","","","","",""
"MXN00021029","1971-07","19.6167","-97.6667","2475.9","COLONIA TEMEXTLA, MX","","","7",",m","2",",m","0",",m","","","","","","","","","","","","","5.8",",,m,31,","","","","","19.0",",,,m","","","","","",""
"MXN00021029","1971-08","19.6167","-97.6667","2475.9","COLONIA TEMEXTLA, MX","","","3",",m","3",",m","0",",m","","","","","","","","","","","","","5.3",",,m,15,","","","","","13.4",",,,m","","","","","",""
"MXN00021029","1971-09","19.6167","-97.6667","2475.9","COLONIA TEMEXTLA, MX","","","6",",m","3",",m","0",",m","","","","","","","","","","","","","8.4",",,m,28,","","","","","24.8",",,,m","","","","","",""
"MXN00021029","1971-10","19.6167","-97.6667","2475.9","COLONIA TEMEXTLA, MX","","","9",",m","6",",m","0",",m","","","","","","","","","","","","","15.0",",,m,10,","","","","","51.6",",,,m","","","","","",""
"MXN00021029","1971-11","19.6167","-97.6667","2475.9","COLONIA TEMEXTLA, MX","","","3",",m","3",",m","0",",m","","","","","","","","","","","","","6.4",",,m,10,","","","","","15.6",",,,m","","","","","",""
"MXN00021029","1971-12","19.6167","-97.6667","2475.9","COLONIA TEMEXTLA, MX","","","3",",m","3",",m","0",",m","","","","","","","","","","","","","6.1",",,m,02,","","","","","12.2",",,,m","","","","","",""
"MXN00021029","1972-01","19.6167","-97.6667","2475.9","COLONIA TEMEXTLA, MX","","","1",",m","0",",m","0",",m","","","","","","","","","","","","","0.8",",,m,15,","","","","","0.8",",,,m","","","","","",""
"MXN00021029","1972-02","19.6167","-97.6667","2475.9","COLONIA TEMEXTLA, MX","","","2",",m","0",",m","0",",m","","","","","","","","","","","","","1.8",",,m,03,","","","","","3.1",",,,m","","","","","",""
"MXN00021029","1972-03","19.6167","-97.6667","2475.9","COLONIA TEMEXTLA, MX","","","4",",m","3",",m","1",",m","","","","","","","","","","","","","34.0",",,m,19,","","","","","43.9",",,,m","","","","","",""
"MXN00021029","1972-04","19.6167","-97.6667","2475.9","COLONIA TEMEXTLA, MX","","","2",",m","2",",m","1",",m","","","","","","","","","","","","","29.0",",,m,24,","","","","","39.2",",,,m","","","","","",""
"MXN00021029","1972-05","19.6167","-97.6667","2475.9","COLONIA TEMEXTLA, MX","","","12",",m","8",",m","1",",m","","","","","","","","","","","","","26.2",",,m,10,","","","","","81.2",",,,m","","","","","",""
"MXN00021029","1972-06","19.6167","-97.6667","2475.9","COLONIA TEMEXTLA, MX","","","11",",m","10",",m","1",",m","","","","","","","","","","","","","30.0",",,m,08,","","","","","107.4",",,,m","","","","","",""
"MXN00021029","1972-07","19.6167","-97.6667","2475.9","COLONIA TEMEXTLA, MX","","","12",",m","7",",m","1",",m","","","","","","","","","","","","","32.3",",,m,14,","","","","","96.3",",,,m","","","","","",""
"MXN00021029","1972-08","19.6167","-97.6667","2475.9","COLONIA TEMEXTLA, MX","","","9",",m","7",",m","1",",m","","","","","","","","","","","","","66.3",",,m,25,","","","","","107.1",",,,m","","","","","",""
"MXN00021029","1972-09","19.6167","-97.6667","2475.9","COLONIA TEMEXTLA, MX","","","10",",m","4",",m","1",",m","","","","","","","","","","","","","33.8",",,m,07,","","","","","60.0",",,,m","","","","","",""
"MXN00021029","1972-10","19.6167","-97.6667","2475.9","COLONIA TEMEXTLA, MX","","","3",",m","2",",m","0",",m","","","","","","","","","","","","","17.3",",,m,12,","","","","","25.0",",,,m","","","","","",""
"MXN00021029","1972-11","19.6167","-97.6667","2475.9","COLONIA TEMEXTLA, MX","","","5",",m","5",",m","0",",m","","","","","","","","","","","","","24.9",",,m,25,","","","","","39.1",",,,m","","","","","",""
"MXN00021029","1972-12","19.6167","-97.6667","2475.9","COLONIA TEMEXTLA, MX","","","1",",m","0",",m","0",",m","","","","","","","","","","","","","1.3",",,m,18,","","","","","1.3",",,,m","","","","","",""
"MXN00021029","1973-01","19.6167","-97.6667","2475.9","COLONIA TEMEXTLA, MX","","","0",",m","0",",m","0",",m","","","","","","","","","","","","","0.0",",,m,31,+","","","","","0.0",",,,m","","","","","",""
"MXN00021029","1973-02","19.6167","-97.6667","2475.9","COLONIA TEMEXTLA, MX","","","0",",m","0",",m","0",",m","","","","","","","","","","","","","0.0",",,m,28,+","","","","","0.0",",,,m","","","","","",""
