"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00235418","1894-03","39.405601","-91.245979","167.6","MCCUNE STATION, MO US","","","9",",6","5",",6","1",",6","0",",6","","","","","","","","","","","","","","","","","10",",,6,28,","53.6",",,6,05,","","","","","95.5",",,,6","10",",,,6","","","","","",""
"USC00235418","1894-04","39.405601","-91.245979","167.6","MCCUNE STATION, MO US","","","11",",6","7",",6","2",",6","","","","","","","","","","","","","","","","","","","","","38.1",",,6,17,","","","","","116.8",",,,6","","","","","","","",""
"USC00235418","1894-05","39.405601","-91.245979","167.6","MCCUNE STATION, MO US","","","8",",6","6",",6","2",",6","","","","","","","","","","","","","","","","","","","","","58.4",",,6,09,","","","","","126.2",",,,6","","","","","","","",""
"USC00235418","1894-06","39.405601","-91.245979","167.6","MCCUNE STATION, MO US","","","9",",6","6",",6","1",",6","","","","","","","","","","","","","","","1","","","","","","26.9",",,6,25,","","","","","83.7",",,,6","","","","","","","",""
"USC00235418","1894-07","39.405601","-91.245979","167.6","MCCUNE STATION, MO US","","","5",",6","3",",6","0",",6","","","","","","","","","","","","","","","","","","","","","20.3",",,6,31,","","","","","44.7",",,,6","","","","","","","",""
"USC00235418","1894-08","39.405601","-91.245979","167.6","MCCUNE STATION, MO US","179.4","5,6","","","","","","","","","0","2,6","0","2,6","0","5,6","26","5,6","17","5,6","2","","","","7.2","2,6,04,","","","","","39.4","5,6,09,","0.8","5,6","","","","","25.10","5,6","32.73","5,,,6","17.47","2,,,6"
"USC00235418","1894-09","39.405601","-91.245979","167.6","MCCUNE STATION, MO US","","","11",",6","9",",6","3",",6","","","","","","","","","","","","","","","","","","","","","39.6",",,6,14,","","","","","168.3",",,,6","","","","","","","",""
"USC00235418","1894-10","39.405601","-91.245979","167.6","MCCUNE STATION, MO US","","","7",",6","5",",6","0",",6","","","","","","","","","","","","","","","","","","","","","10.2",",,6,28,","","","","","36.6",",,,6","","","","","","","",""
"USC00235418","1894-11","39.405601","-91.245979","167.6","MCCUNE STATION, MO US","","","7","1,6","4","1,6","0","1,6","0",",6","","","","","","","","","","","","","","","","","0",",T,6,16,","25.1","1,,6,02,","","","","","72.8","1,,,6","0",",T,,6","","","","","",""
"USC00235418","1894-12","39.405601","-91.245979","167.6","MCCUNE STATION, MO US","","","4",",6","3",",6","0",",6","0",",6","","","","","","","","","","","","","","","","","0",",T,6,27,","21.3",",,6,10,","","","","","33.3",",,,6","0",",T,,6","","","","","",""
"USC00235418","1895-01","39.405601","-91.245979","167.6","MCCUNE STATION, MO US","","","5","3,6","2","3,6","0","3,6","2",",6","","","","","","","","","","","","","1","","","","229",",,6,25,","16.0","3,,6,25,","","","","","21.7","3,,,6","267",",,,6","","","","","",""
"USC00235418","1895-03","39.405601","-91.245979","167.6","MCCUNE STATION, MO US","","","5","1,6","5","1,6","1","1,6","4",",6","","","","","","","","","","","","","","","","","51",",,6,11,+","76.2","1,,6,30,","","","","","94.0","1,,,6","165",",,,6","","","","","",""
"USC00235418","1895-04","39.405601","-91.245979","167.6","MCCUNE STATION, MO US","","","7",",6","4",",6","0",",6","","","","","","","","","","","","","","","","","","","","","6.9",",,6,15,+","","","","","28.3",",,,6","","","","","","","",""
"USC00235418","1895-05","39.405601","-91.245979","167.6","MCCUNE STATION, MO US","","","13",",6","11",",6","3",",6","","","","","","","","","","","","","","","","","","","","","35.6",",,6,02,","","","","","143.4",",,,6","","","","","","","",""
"USC00235418","1895-06","39.405601","-91.245979","167.6","MCCUNE STATION, MO US","","","9",",6","7",",6","1",",6","","","","","","","","","","","","","","","","","","","","","26.7",",,6,16,","","","","","105.4",",,,6","","","","","","","",""
"USC00235418","1895-07","39.405601","-91.245979","167.6","MCCUNE STATION, MO US","","","14",",6","10",",6","3",",6","","","","","","","","","","","","","","","","","","","","","97.3",",,6,14,","","","","","337.7",",,,6","","","","","","","",""
"USC00235418","1895-08","39.405601","-91.245979","167.6","MCCUNE STATION, MO US","","","8","1,6","7","1,6","1","1,6","","","","","","","","","","","","","","","","","","","","","31.2","1,,6,26,","","","","","85.3","1,,,6","","","","","","","",""
"USC00235418","1895-09","39.405601","-91.245979","167.6","MCCUNE STATION, MO US","","","5",",6","5",",6","2",",6","","","","","","","","","","","","","","","","","","","","","30.5",",,6,06,","","","","","78.2",",,,6","","","","","","","",""
"USC00235418","1895-10","39.405601","-91.245979","167.6","MCCUNE STATION, MO US","","","2",",6","1",",6","0",",6","","","","","","","","","","","","","","","","","","","","","6.4",",,6,06,","","","","","7.2",",,,6","","","","","","","",""
"USC00235418","1895-11","39.405601","-91.245979","167.6","MCCUNE STATION, MO US","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","",""
"USC00235418","1895-12","39.405601","-91.245979","167.6","MCCUNE STATION, MO US","","","10",",6","6",",6","3",",6","1",",6","","","","","","","","","","","","","","","","","36",",,6,02,","74.9",",,6,19,","","","","","201.5",",,,6","36",",,,6","","","","","",""
"USC00235418","1896-01","39.405601","-91.245979","167.6","MCCUNE STATION, MO US","","","4",",6","2",",6","1",",6","1",",6","","","","","","","","","","","","","","","","","64",",,6,22,","56.6",",,6,22,","","","","","62.0",",,,6","64",",,,6","","","","","",""
"USC00235418","1896-02","39.405601","-91.245979","167.6","MCCUNE STATION, MO US","","","6",",6","6",",6","1",",6","4",",6","","","","","","","","","","","","","","","","","114",",,6,02,","25.4",",,6,12,","","","","","57.6",",,,6","284",",,,6","","","","","",""
"USC00235418","1896-03","39.405601","-91.245979","167.6","MCCUNE STATION, MO US","","","9",",6","6",",6","0",",6","3",",6","","","","","","","","","","","","","","","","","51",",,6,14,","10.2",",,6,22,","","","","","37.2",",,,6","140",",,,6","","","","","",""
"USC00235418","1896-04","39.405601","-91.245979","167.6","MCCUNE STATION, MO US","","","8",",6","7",",6","0",",6","","","","","","","","","","","","","","","","","","","","","18.3",",,6,29,","","","","","77.0",",,,6","","","","","","","",""
"USC00235418","1896-05","39.405601","-91.245979","167.6","MCCUNE STATION, MO US","","","11",",6","9",",6","3",",6","","","","","","","","","","","","","","","","","","","","","97.0",",,6,27,","","","","","245.0",",,,6","","","","","","","",""
"USC00235418","1896-06","39.405601","-91.245979","167.6","MCCUNE STATION, MO US","","","12",",6","8",",6","1",",6","","","","","","","","","","","","","","","","","","","","","63.5",",,6,07,","","","","","154.7",",,,6","","","","","","","",""
"USC00235418","1896-07","39.405601","-91.245979","167.6","MCCUNE STATION, MO US","","","12",",6","11",",6","2",",6","","","","","","","","","","","","","","","","","","","","","66.0",",,6,02,","","","","","249.6",",,,6","","","","","","","",""
"USC00235418","1896-08","39.405601","-91.245979","167.6","MCCUNE STATION, MO US","","","3",",6","3",",6","1",",6","","","","","","","","","","","","","","","","","","","","","25.4",",,6,12,","","","","","58.1",",,,6","","","","","","","",""
"USC00235418","1896-09","39.405601","-91.245979","167.6","MCCUNE STATION, MO US","","","14",",6","11",",6","0",",6","","","","","","","","","","","","","","","","","","","","","19.1",",,6,18,","","","","","84.7",",,,6","","","","","","","",""
"USC00235418","1896-10","39.405601","-91.245979","167.6","MCCUNE STATION, MO US","","","6",",6","6",",6","0",",6","","","","","","","","","","","","","","","","","","","","","15.5",",,6,29,","","","","","55.8",",,,6","","","","","","","",""
"USC00235418","1896-11","39.405601","-91.245979","167.6","MCCUNE STATION, MO US","","","6",",6","6",",6","0",",6","1",",6","","","","","","","","","","","","","","","","","38",",,6,05,","18.8",",,6,03,","","","","","46.4",",,,6","38",",,,6","","","","","",""
"USC00235418","1896-12","39.405601","-91.245979","167.6","MCCUNE STATION, MO US","","","5",",6","3",",6","0",",6","0",",6","","","","","","","","","","","","","","","","","13",",,6,18,","10.2",",,6,17,","","","","","18.5",",,,6","13",",,,6","","","","","",""
"USC00235418","1897-01","39.405601","-91.245979","167.6","MCCUNE STATION, MO US","","","8",",6","8",",6","3",",6","3",",6","","","","","","","","","","","","","","","","","51",",,6,26,+","60.2",",,6,02,","","","","","179.3",",,,6","140",",,,6","","","","","",""
"USC00235418","1897-02","39.405601","-91.245979","167.6","MCCUNE STATION, MO US","","","9",",6","7",",6","0",",6","4",",6","","","","","","","","","","","","","","","","","152",",,6,04,","15.2",",,6,04,","","","","","56.4",",,,6","343",",,,6","","","","","",""
"USC00235418","1897-03","39.405601","-91.245979","167.6","MCCUNE STATION, MO US","","","13",",6","10",",6","1",",6","0",",6","","","","","","","","","","","","","","","","","20",",,6,24,","41.9",",,6,04,","","","","","129.1",",,,6","20",",,,6","","","","","",""
"USC00235418","1897-04","39.405601","-91.245979","167.6","MCCUNE STATION, MO US","","","14",",6","10",",6","2",",6","","","","","","","","","","","","","","","","","","","","","50.8",",,6,01,","","","","","121.4",",,,6","","","","","","","",""
"USC00235418","1897-05","39.405601","-91.245979","167.6","MCCUNE STATION, MO US","","","7",",6","6",",6","2",",6","","","","","","","","","","","","","","","","","","","","","28.2",",,6,23,","","","","","77.3",",,,6","","","","","","","",""
"USC00235418","1897-06","39.405601","-91.245979","167.6","MCCUNE STATION, MO US","","","11",",6","8",",6","4",",6","","","","","","","","","","","","","","","","","","","","","50.8",",,6,28,","","","","","191.1",",,,6","","","","","","","",""
"USC00235418","1897-07","39.405601","-91.245979","167.6","MCCUNE STATION, MO US","","","7",",6","6",",6","5",",6","","","","","","","","","","","","","","","","","","","","","71.9",",,6,25,","","","","","253.3",",,,6","","","","","","","",""
"USC00235418","1897-08","39.405601","-91.245979","167.6","MCCUNE STATION, MO US","","","4",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","","","","","24.9",",,6,21,","","","","","37.6",",,,6","","","","","","","",""
"USC00235418","1897-09","39.405601","-91.245979","167.6","MCCUNE STATION, MO US","","","2",",6","1",",6","0",",6","","","","","","","","","","","","","","","","","","","","","18.8",",,6,16,","","","","","19.1",",,,6","","","","","","","",""
"USC00235418","1897-10","39.405601","-91.245979","167.6","MCCUNE STATION, MO US","","","3",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","","","","","12.7",",,6,10,","","","","","17.5",",,,6","","","","","","","",""
"USC00235418","1897-11","39.405601","-91.245979","167.6","MCCUNE STATION, MO US","","","8",",6","8",",6","0",",6","","","","","","","","","","","","","","","","","","","","","25.1",",,6,25,","","","","","90.6",",,,6","","","","","","","",""
"USC00235418","1897-12","39.405601","-91.245979","167.6","MCCUNE STATION, MO US","","","9",",6","8",",6","1",",6","4",",6","","","","","","","","","","","","","","","","","102",",,6,14,","28.2",",,6,14,","","","","","77.7",",,,6","254",",,,6","","","","","",""
"USC00235418","1898-01","39.405601","-91.245979","167.6","MCCUNE STATION, MO US","","","8","1,6","8","1,6","1","1,6","","","","","","","","","","","","","","","","","","","","","27.7","1,,6,11,","","","","","120.5","1,,,6","","","","","","","",""
"USC00235418","1898-02","39.405601","-91.245979","167.6","MCCUNE STATION, MO US","","","8",",6","3",",6","1",",6","0",",6","","","","","","","","","","","","","","","","","13",",,6,28,+","30.5",",,6,19,","","","","","50.4",",,,6","39",",,,6","","","","","",""
"USC00235418","1898-03","39.405601","-91.245979","167.6","MCCUNE STATION, MO US","","","12","1,6","10","1,6","1","1,6","","","","","","","","","","","","","","","","","","","","","36.1","1,,6,21,","","","","","136.0","1,,,6","","","","","","","",""
"USC00235418","1898-04","39.405601","-91.245979","167.6","MCCUNE STATION, MO US","","","9",",6","7",",6","1",",6","","","","","","","","","","","","","","","","","","","","","41.9",",,6,12,","","","","","121.1",",,,6","","","","","","","",""
"USC00235418","1898-05","39.405601","-91.245979","167.6","MCCUNE STATION, MO US","","","18",",6","16",",6","4",",6","","","","","","","","","","","","","","","","","","","","","27.9",",,6,19,","","","","","249.5",",,,6","","","","","","","",""
"USC00235418","1898-06","39.405601","-91.245979","167.6","MCCUNE STATION, MO US","","","13",",6","12",",6","2",",6","","","","","","","","","","","","","","","","","","","","","28.7",",,6,25,","","","","","165.1",",,,6","","","","","","","",""
"USC00235418","1898-07","39.405601","-91.245979","167.6","MCCUNE STATION, MO US","","","5",",6","5",",6","2",",6","","","","","","","","","","","","","","","","","","","","","113.0",",,6,07,","","","","","163.4",",,,6","","","","","","","",""
"USC00235418","1898-08","39.405601","-91.245979","167.6","MCCUNE STATION, MO US","","","8",",6","5",",6","0",",6","","","","","","","","","","","","","","","","","","","","","22.4",",,6,07,","","","","","59.5",",,,6","","","","","","","",""
"USC00235418","1898-09","39.405601","-91.245979","167.6","MCCUNE STATION, MO US","","","11",",6","11",",6","4",",6","","","","","","","","","","","","","","","","","","","","","35.6",",,6,25,","","","","","202.0",",,,6","","","","","","","",""
"USC00235418","1898-10","39.405601","-91.245979","167.6","MCCUNE STATION, MO US","","","10",",6","9",",6","0",",6","0",",6","","","","","","","","","","","","","","","","","0",",T,6,25,","22.1",",,6,17,","","","","","80.3",",,,6","0",",T,,6","","","","","",""
"USC00235418","1898-11","39.405601","-91.245979","167.6","MCCUNE STATION, MO US","","","9",",6","6",",6","1",",6","3",",6","","","","","","","","","","","","","","","","","25",",,6,25,+","31.2",",,6,08,","","","","","84.7",",,,6","75",",,,6","","","","","",""
"USC00235418","1898-12","39.405601","-91.245979","167.6","MCCUNE STATION, MO US","","","7",",6","4",",6","0",",6","","","","","","","","","","","","","","","","","","","","","12.2",",,6,22,","","","","","35.1",",,,6","","","","","","","",""
"USC00235418","1899-01","39.405601","-91.245979","167.6","MCCUNE STATION, MO US","","","8",",6","4",",6","0",",6","","","","","","","","","","","","","","","","","","","","","7.6",",,6,23,","","","","","27.0",",,,6","","","","","","","",""
"USC00235418","1899-02","39.405601","-91.245979","167.6","MCCUNE STATION, MO US","","","7",",6","4",",6","1",",6","2",",6","","","","","","","","","","","","","","","","","25",",,6,11,+","47.8",",,6,25,","","","","","68.4",",,,6","89",",,,6","","","","","",""
"USC00235418","1899-03","39.405601","-91.245979","167.6","MCCUNE STATION, MO US","","","12",",6","11",",6","1",",6","5",",6","","","","","","","","","","","","","","","","","152",",,6,04,","26.4",",,6,18,","","","","","97.1",",,,6","304",",,,6","","","","","",""
"USC00235418","1899-04","39.405601","-91.245979","167.6","MCCUNE STATION, MO US","","","11",",6","8",",6","0",",6","2",",6","","","","","","","","","","","","","","","","","102",",,6,03,+","22.4",",,6,23,","","","","","71.1",",,,6","204",",,,6","","","","","",""
"USC00235418","1899-05","39.405601","-91.245979","167.6","MCCUNE STATION, MO US","","","14",",6","13",",6","2",",6","","","","","","","","","","","","","","","","","","","","","82.6",",,6,20,","","","","","220.4",",,,6","","","","","","","",""
"USC00235418","1899-06","39.405601","-91.245979","167.6","MCCUNE STATION, MO US","","","9",",6","7",",6","0",",6","","","","","","","","","","","","","","","","","","","","","14.5",",,6,08,","","","","","65.4",",,,6","","","","","","","",""
"USC00235418","1899-07","39.405601","-91.245979","167.6","MCCUNE STATION, MO US","","","10",",6","8",",6","0",",6","","","","","","","","","","","","","","","","","","","","","15.2",",,6,31,","","","","","69.6",",,,6","","","","","","","",""
"USC00235418","1899-08","39.405601","-91.245979","167.6","MCCUNE STATION, MO US","","","7",",6","6",",6","1",",6","","","","","","","","","","","","","","","","","","","","","64.5",",,6,08,","","","","","119.1",",,,6","","","","","","","",""
"USC00235418","1899-09","39.405601","-91.245979","167.6","MCCUNE STATION, MO US","","","5",",6","5",",6","1",",6","","","","","","","","","","","","","","","","","","","","","60.7",",,6,17,","","","","","111.7",",,,6","","","","","","","",""
"USC00235418","1899-10","39.405601","-91.245979","167.6","MCCUNE STATION, MO US","","","6",",6","6",",6","1",",6","","","","","","","","","","","","","","","","","","","","","31.8",",,6,16,","","","","","76.7",",,,6","","","","","","","",""
"USC00235418","1899-11","39.405601","-91.245979","167.6","MCCUNE STATION, MO US","","","7",",6","6",",6","1",",6","","","","","","","","","","","","","","","","","","","","","25.7",",,6,21,","","","","","63.1",",,,6","","","","","","","",""
"USC00235418","1899-12","39.405601","-91.245979","167.6","MCCUNE STATION, MO US","","","11",",6","7",",6","0",",6","3",",6","","","","","","","","","","","","","","","","","127",",,6,14,","19.6",",,6,11,","","","","","57.5",",,,6","203",",,,6","","","","","",""
"USC00235418","1900-01","39.405601","-91.245979","167.6","MCCUNE STATION, MO US","","","5",",6","1",",6","1",",6","0",",6","","","","","","","","","","","","","","","","","13",",,6,01,","26.2",",,6,17,","","","","","32.4",",,,6","13",",,,6","","","","","",""
"USC00235418","1900-02","39.405601","-91.245979","167.6","MCCUNE STATION, MO US","","","9",",6","9",",6","3",",6","5",",6","","","","","","","","","","","","","","","","","381",",,6,28,","38.1",",,6,28,","","","","","145.6",",,,6","801",",,,6","","","","","",""
"USC00235418","1900-03","39.405601","-91.245979","167.6","MCCUNE STATION, MO US","","","6",",6","4",",6","0",",6","0",",6","","","","","","","","","","","","","","","","","13",",,6,15,","20.3",",,6,05,","","","","","31.2",",,,6","21",",,,6","","","","","",""
"USC00235418","1900-04","39.405601","-91.245979","167.6","MCCUNE STATION, MO US","","","8",",6","6",",6","0",",6","1",",6","","","","","","","","","","","","","","","","","64",",,6,11,","16.3",",,6,23,","","","","","62.6",",,,6","64",",,,6","","","","","",""
"USC00235418","1900-05","39.405601","-91.245979","167.6","MCCUNE STATION, MO US","","","12",",6","9",",6","1",",6","","","","","","","","","","","","","","","","","","","","","29.2",",,6,06,","","","","","104.4",",,,6","","","","","","","",""
"USC00235418","1900-06","39.405601","-91.245979","167.6","MCCUNE STATION, MO US","","","8",",6","7",",6","1",",6","","","","","","","","","","","","","","","","","","","","","28.7",",,6,24,","","","","","82.1",",,,6","","","","","","","",""
"USC00235418","1900-07","39.405601","-91.245979","167.6","MCCUNE STATION, MO US","","","7",",6","6",",6","0",",6","","","","","","","","","","","","","","","","","","","","","11.7",",,6,17,","","","","","39.2",",,,6","","","","","","","",""
"USC00235418","1900-08","39.405601","-91.245979","167.6","MCCUNE STATION, MO US","","","5",",6","4",",6","1",",6","","","","","","","","","","","","","","","","","","","","","26.9",",,6,13,","","","","","79.5",",,,6","","","","","","","",""
"USC00235418","1900-09","39.405601","-91.245979","167.6","MCCUNE STATION, MO US","","","9",",6","9",",6","1",",6","","","","","","","","","","","","","","","","","","","","","26.9",",,6,28,","","","","","97.2",",,,6","","","","","","","",""
"USC00235418","1900-10","39.405601","-91.245979","167.6","MCCUNE STATION, MO US","","","7",",6","6",",6","2",",6","","","","","","","","","","","","","","","","","","","","","34.0",",,6,29,","","","","","110.0",",,,6","","","","","","","",""
"USC00235418","1900-11","39.405601","-91.245979","167.6","MCCUNE STATION, MO US","","","7",",6","5",",6","0",",6","0",",6","","","","","","","","","","","","","","","","","13",",,6,24,","20.8",",,6,16,","","","","","37.2",",,,6","13",",,,6","","","","","",""
"USC00235418","1900-12","39.405601","-91.245979","167.6","MCCUNE STATION, MO US","","","4",",6","3",",6","0",",6","1",",6","","","","","","","","","","","","","","","","","25",",,6,31,","7.6",",,6,07,","","","","","13.6",",,,6","30",",,,6","","","","","",""
"USC00235418","1901-01","39.405601","-91.245979","167.6","MCCUNE STATION, MO US","","","6","2,6","4","2,6","1","2,6","1",",6","","","","","","","","","","","","","","","","","25",",,6,17,","52.1","2,,6,09,","","","","","62.2","2,,,6","25",",,,6","","","","","",""
"USC00235418","1901-02","39.405601","-91.245979","167.6","MCCUNE STATION, MO US","","","8",",6","7",",6","1",",6","5",",6","","","","","","","","","","","","","","","","","165",",,6,02,","26.2",",,6,03,","","","","","71.9",",,,6","330",",,,6","","","","","",""
"USC00235418","1901-03","39.405601","-91.245979","167.6","MCCUNE STATION, MO US","","","11",",6","10",",6","1",",6","5",",6","","","","","","","","","","","","","","","","","51",",,6,13,","47.0",",,6,10,","","","","","112.5",",,,6","190",",,,6","","","","","",""
"USC00235418","1901-04","39.405601","-91.245979","167.6","MCCUNE STATION, MO US","","","7",",6","7",",6","0",",6","1",",6","","","","","","","","","","","","","","","","","51",",,6,02,","17.8",",,6,02,","","","","","52.3",",,,6","51",",,,6","","","","","",""
"USC00235418","1901-05","39.405601","-91.245979","167.6","MCCUNE STATION, MO US","","","6",",6","5",",6","0",",6","","","","","","","","","","","","","","","","","","","","","5.8",",,6,05,","","","","","22.9",",,,6","","","","","","","",""
"USC00235418","1901-06","39.405601","-91.245979","167.6","MCCUNE STATION, MO US","","","7",",6","6",",6","1",",6","","","","","","","","","","","","","","","","","","","","","34.5",",,6,12,","","","","","68.9",",,,6","","","","","","","",""
"USC00235418","1901-07","39.405601","-91.245979","167.6","MCCUNE STATION, MO US","","","7",",6","5",",6","1",",6","","","","","","","","","","","","","","","","","","","","","26.2",",,6,29,","","","","","63.9",",,,6","","","","","","","",""
"USC00235418","1901-08","39.405601","-91.245979","167.6","MCCUNE STATION, MO US","","","3",",6","3",",6","0",",6","","","","","","","","","","","","","","","","","","","","","13.7",",,6,17,","","","","","28.1",",,,6","","","","","","","",""
"USC00235418","1901-09","39.405601","-91.245979","167.6","MCCUNE STATION, MO US","","","3",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","","","","","8.6",",,6,11,","","","","","13.9",",,,6","","","","","","","",""
"USC00235418","1901-10","39.405601","-91.245979","167.6","MCCUNE STATION, MO US","","","6",",6","3",",6","0",",6","","","","","","","","","","","","","","","","","","","","","21.6",",,6,12,","","","","","45.5",",,,6","","","","","","","",""
"USC00235418","1901-11","39.405601","-91.245979","167.6","MCCUNE STATION, MO US","","","4",",6","4",",6","0",",6","1",",6","","","","","","","","","","","","","","","","","25",",,6,05,","16.5",",,6,22,","","","","","36.8",",,,6","25",",,,6","","","","","",""
"USC00235418","1901-12","39.405601","-91.245979","167.6","MCCUNE STATION, MO US","","","11",",6","7",",6","1",",6","5",",6","","","","","","","","","","","","","","","","","76",",,6,18,+","27.2",",,6,08,","","","","","74.5",",,,6","313",",,,6","","","","","",""
"USC00235418","1902-01","39.405601","-91.245979","167.6","MCCUNE STATION, MO US","","","3",",6","3",",6","0",",6","3",",6","","","","","","","","","","","","","","","","","152",",,6,21,","15.2",",,6,21,","","","","","27.4",",,,6","274",",,,6","","","","","",""
"USC00235418","1902-02","39.405601","-91.245979","167.6","MCCUNE STATION, MO US","","","7",",6","2",",6","1",",6","0",",6","","","","","","","","","","","","","","","","","13",",,6,11,+","44.7",",,6,27,","","","","","54.3",",,,6","47",",,,6","","","","","",""
