"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES"
"FKM00088894","2014-10","-52.15","-60.6","361.0","MOUNT ALICE, FK","0","5,S","0","5,S","0","5,S","13.1","5,S,28,","6.18","5,,,S"
