"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HN02","HN02_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","HX02","HX02_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LN02","LN02_ATTRIBUTES","LX01","LX01_ATTRIBUTES","LX02","LX02_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MN02","MN02_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MX02","MX02_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00201802","1991-07","45.8269","-87.1589","242.0","CORNELL 5 SE, MI US","","","51.5","2,0","15",",0","9",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0","2,0","26","2,0","1","2,0","8","","6","","6.1",",0,26,","0",",,0,31,+","0",",,0,31,+","19.6",",,0,22,","33.3","2,0,18,","","","22.6","0","","","","","22.6","2,0","","","","","","","","","","","","","","","","","","","","","","","","","102.1",",,,0","0",",,,0","19.36","2,0","25.58","2,,,0","13.15",",,,0","",""
"USC00201802","1991-08","45.8269","-87.1589","242.0","CORNELL 5 SE, MI US","","","83.8",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","7",",0","8","","2","","5.6",",0,20,","0",",,0,31,+","0",",,0,31,+","10.4",",,0,30,","35.0",",0,30,+","","","52.5","0","","","","","29.9",",0","","","","","","","","","","","","","","","","","","","","","","","","","16.8",",,,0","0",",,,0","20.07",",0","27.53",",,,0","12.61",",,,0","",""
"USC00201802","1991-09","45.8269","-87.1589","242.0","CORNELL 5 SE, MI US","","","13.1","2,0","","","","","","","","","","","0","2,0","3","2,0","0","2,0","13","2,0","0","2,0","4","","2","","-2.8","2,0,29,","","","","","","","27.2","2,0,16,","","","214.5","0","","","","","162.0","2,0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.01","2,0","19.05","2,,,0","6.98","2,,,0","",""
"USC00201802","1991-10","45.8269","-87.1589","242.0","CORNELL 5 SE, MI US","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00201802","1991-11","45.8269","-87.1589","242.0","CORNELL 5 SE, MI US","","","0.0","1,0","11",",0","9",",0","0",",0","12",",0","3",",0","0",",0","27",",0","9","1,0","0","1,0","0","1,0","2","","","","-17.2",",0,07,","51",",,0,29,+","38",",,0,27,+","20.8",",,0,30,","11.7","1,0,20,","","","","","","","","","570.7","1,0","","","","","","","","","","","","","","","","","","","","","","","","","84.3",",,,0","132",",,,0","-1.41","1,0","3.18","1,,,0","-5.99",",,,0","",""
"USC00201802","1991-12","45.8269","-87.1589","242.0","CORNELL 5 SE, MI US","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00201802","1992-01","45.8269","-87.1589","242.0","CORNELL 5 SE, MI US","0.0","0","0.0","1,0","9",",0","5",",0","0",",0","26",",0","5",",0","8","1,0","30","1,0","18",",0","0",",0","0",",0","2","","","","-23.9","1,0,16,","152",",,0,31,","89",",,0,09,","6.1",",,0,09,","3.3",",0,04,","","","","","","","","","746.4",",0","","","","","","","","","","","","","","","","","","","","","","","","","27.0",",,,0","328",",,,0","-6.58","1,0","-2.77",",,,0","-10.38","1,,,0","",""
"USC00201802","1992-02","45.8269","-87.1589","242.0","CORNELL 5 SE, MI US","","","","","4","1,0","3","1,0","0","1,0","25","4,0","3","1,0","","","","","","","","","","","1","","","","","","279","4,,0,28,+","152","1,,0,25,","11.9","1,,0,25,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.5","1,,,0","226","1,,,0","","","","","","","",""
"USC00201802","1992-03","45.8269","-87.1589","242.0","CORNELL 5 SE, MI US","","","0.0","1,0","6","2,0","3","2,0","0","2,0","30","1,0","1","1,0","0","1,0","30","1,0","11","1,0","0","1,0","0","1,0","3","","","","-17.2","1,0,14,+","254","1,,0,10,+","25","1,,0,09,","6.6","2,,0,09,","8.9","1,0,31,","","","","","","","","","664.7","1,0","","","","","","","","","","","","","","","","","","","","","","","","","30.9",",a,,0","25","1,,,0","-3.83","1,0","1.42","1,,,0","-9.07","1,,,0","",""
"USC00201802","1992-04","45.8269","-87.1589","242.0","CORNELL 5 SE, MI US","","","0.0","3,0","8","1,0","6","1,0","0","1,0","7",",0","2",",0","0","3,0","21","3,0","1","3,0","0","3,0","0","3,0","4","","","","-9.4","3,0,13,","102",",,0,11,+","102",",,0,11,","18.5","1,,0,16,","17.8","3,0,30,","","","","","","","","","420.8","3,0","","","","","","","","","","","","","","","","","","","","","","","","","55.2","1,,,0","140",",,,0","2.75","3,0","7.70","3,,,0","-2.20","3,,,0","",""
