"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USW00003929","1962-09","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","665.9","X","50.3",",X","12",",X","8",",X","2",",X","0",",X","0",",X","0",",X","0",",X","0",",X","17",",X","1",",X","13","","7","","5.0",",X,20,","0",",,X,30,+","0",",,X,30,+","31.8",",,X,18,","33.3",",X,13,","62.1","X","61.8",",X","162.6",",,,X","0",",,,X","17.95",",X","22.80",",,,X","13.10",",,,X","","","","","68",",X","","","","","22.6",",X"
"USW00003929","1962-10","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","703.6","X","37.7",",X","9",",X","4",",X","0",",X","0",",X","0",",X","0",",X","3",",X","0",",X","14",",X","0",",X","11","","2","","-1.1",",X,25,","0",",,X,31,+","0",",,X,31,+","15.5",",,X,06,","30.0",",X,11,","199.4","X","137.3",",X","41.0",",,,X","0",",,,X","15.12",",X","20.29",",,,X","9.95",",,,X","","","","","360",",X","","","","","16.4",",X"
"USW00003929","1962-11","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","703.6","X","0.0",",X","7",",X","3",",X","0",",X","0",",X","0",",X","0",",X","9",",X","0",",X","1",",X","0",",X","11","","","","-4.4",",X,09,+","0",",,X,30,+","0",",T,X,19,+","9.4",",,X,26,","21.1",",X,13,","550.4","X","351.0",",X","27.5",",,,X","0",",T,,X","6.63",",X","11.54",",,,X","1.73",",,,X","","","","","203",",X","","","","","14.9",",X"
"USW00003929","1962-12","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","703.6","X","0.0",",X","9",",X","3",",X","0",",X","6",",X","2",",X","3",",X","25",",X","9",",X","0",",X","0",",X","10","","","","-21.1",",X,12,","102",",,X,27,+","58",",,X,24,","16.5",",,X,20,","18.9",",X,17,","1130.7","X","580.3",",X","31.5",",,,X","132",",,,X","-0.39",",X","4.37",",,,X","-5.15",",,,X","","","","","338",",X","","","","","17.0",",X"
"USW00003929","1963-01","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","0.0","X","0.0",",X","9",",X","1",",X","0",",X","19",",X","1",",X","11",",X","30",",X","22",",X","0",",X","0",",X","14","","","","-23.3",",X,23,","152",",,X,13,+","150",",,X,11,","14.7",",,X,11,","15.0",",X,09,","1929.4","X","798.7",",X","21.1",",,,X","192",",,,X","-7.43",",X","-2.62",",,,X","-12.25",",,,X","","","","","360",",X","","","","","18.0",",X"
"USW00003929","1963-02","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","0.0","X","0.0",",X","4",",X","1",",X","0",",X","1",",X","0",",X","0",",X","24",",X","7",",X","0",",X","0",",X","9","","","","-15.6",",X,21,","25",",,X,01,","18",",,X,10,","3.8",",,X,23,","17.8",",X,05,","2475.1","X","545.7",",X","6.4",",,,X","36",",,,X","-1.16",",X","4.48",",,,X","-6.79",",,,X","","","","","360",",X","","","","","19.0",",X"
"USW00003929","1963-03","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","0.0","X","0.0",",X","10",",X","4",",X","1",",X","0",",X","0",",X","0",",X","12",",X","0",",X","5",",X","0",",X","11","","3","","-8.3",",X,01,","0",",,X,31,+","0",",T,X,05,","35.3",",,X,04,","26.7",",X,28,","2784.7","X","309.6",",X","58.3",",,,X","0",",T,,X","8.35",",X","14.36",",,,X","2.33",",,,X","","","","","225",",X","","","","","20.6",",X"
"USW00003929","1963-04","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","10.0","X","10.0",",X","7",",X","2",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","12",",X","0",",X","5","","7","","0.6",",X,23,","0",",,X,30,+","0",",,X,30,+","12.4",",,X,27,","28.3",",X,17,","2931.6","X","146.9",",X","18.6",",,,X","0",",,,X","13.77",",X","19.63",",,,X","7.91",",,,X","","","","","270",",X","","","","","19.5",",X"
"USW00003929","1963-05","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","54.6","X","44.6",",X","11",",X","8",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","22",",X","0",",X","12","","8","","2.8",",X,01,","0",",,X,31,+","0",",,X,31,+","34.3",",,X,25,","30.0",",X,12,+","2989.3","X","57.7",",X","123.8",",,,X","0",",,,X","17.91",",X","23.04",",,,X","12.78",",,,X","","","","","315",",X","","","","","22.6",",X"
"USW00003929","1963-06","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","211.8","X","157.2",",X","8",",X","6",",X","2",",X","0",",X","0",",X","0",",X","0",",X","0",",X","30",",X","5",",X","8","","9","","13.3",",X,17,","0",",,X,30,+","0",",,X,30,+","58.2",",,X,15,","33.3",",X,07,","2989.3","X","0.0",",X","129.6",",,,X","0",",,,X","23.57",",X","28.56",",,,X","18.59",",,,X","","","","","68",",X","","","","","20.6",",X"
"USW00003929","1963-07","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","422.3","X","210.5",",X","5",",X","4",",X","2",",X","0",",X","0",",X","0",",X","0",",X","0",",X","31",",X","11",",X","5","","5","","13.9",",X,28,","0",",,X,31,+","0",",,X,31,+","105.7",",,X,12,","33.9",",X,23,+","0.0","X","0.0",",X","180.3",",,,X","0",",,,X","25.12",",X","30.32",",,,X","19.93",",,,X","","","","","23",",X","","","","","13.4",",X"
"USW00003929","1963-08","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","608.6","X","186.3",",X","6",",X","3",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","29",",X","10",",X","9","","7","","12.2",",X,15,","0",",,X,31,+","0",",,X,31,+","17.3",",,X,18,","35.6",",X,02,","2.3","X","2.3",",X","40.6",",,,X","0",",,,X","24.27",",X","29.57",",,,X","18.97",",,,X","","","","","23",",X","","","","","15.9",",X"
"USW00003929","1963-09","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","708.9","X","100.3",",X","5",",X","5",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","28",",X","2",",X","9","","5","","8.3",",X,30,+","0",",,X,30,+","0",",,X,30,+","16.3",",,X,25,","34.4",",X,02,","16.8","X","14.5",",X","49.3",",,,X","0",",,,X","21.20",",X","26.87",",,,X","15.52",",,,X","","","","","360",",X","","","","","18.5",",X"
"USW00003929","1963-10","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","791.6","X","82.7",",X","8",",X","6",",X","0",",X","0",",X","0",",X","0",",X","1",",X","0",",X","26",",X","6",",X","3","","6","","-0.6",",X,29,","0",",,X,31,+","0",",,X,31,+","12.2",",,X,18,","33.9",",X,10,+","55.4","X","38.6",",X","42.8",",,,X","0",",,,X","19.75",",X","26.53",",,,X","12.98",",,,X","","","","","180",",X","","","","","21.1",",X"
"USW00003929","1963-11","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","791.6","X","0.0",",X","5",",X","3",",X","1",",X","0",",X","0",",X","0",",X","13",",X","0",",X","3",",X","0",",X","10","","2","","-6.1",",X,14,","0",",,X,30,+","0",",T,X,22,","30.5",",,X,22,","22.8",",X,16,","366.8","X","311.4",",X","45.5",",,,X","0",",T,,X","7.95",",X","13.87",",,,X","2.03",",,,X","","","","","203",",X","","","","","20.0",",X"
"USW00003929","1963-12","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","791.6","X","0.0",",X","1",",X","1",",X","0",",X","14",",X","1",",X","7",",X","30",",X","18",",X","0",",X","0",",X","3","","","","-22.2",",X,22,","76",",,X,12,","81",",,X,11,","7.4",",,X,11,","18.9",",X,06,","1117.3","X","750.5",",X","7.4",",,,X","81",",,,X","-5.88",",X","-0.86",",,,X","-10.89",",,,X","","","","","293",",X","","","","","26.2",",X"
"USW00003929","1964-01","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","0.0","X","0.0",",X","4",",X","4",",X","0",",X","8",",X","2",",X","1",",X","26",",X","4",",X","0",",X","0",",X","6","","","","-20.0",",X,13,","152",",,X,14,+","97",",,X,12,","16.0",",,X,12,","20.0",",X,22,","1659.4","X","542.1",",X","32.5",",,,X","161",",,,X","0.85",",X","6.92",",,,X","-5.23",",,,X","","","","","20","1,X","","","","","18.5","1,X"
"USW00003929","1964-02","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","0.0","X","0.0",",X","6",",X","3",",X","0",",X","6",",X","2",",X","0",",X","27",",X","3",",X","0",",X","0",",X","12","","","","-12.8",",X,26,","152",",,X,16,","157",",,X,15,","13.2",",,X,15,","14.4",",X,02,","2188.8","X","529.4",",X","24.9",",,,X","203",",,,X","0.08",",X","5.49",",,,X","-5.33",",,,X","","","","","190","1,X","","","","","19.5","1,X"
"USW00003929","1964-03","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","0.0","X","0.0",",X","10",",X","8",",X","1",",X","2",",X","1",",X","0",",X","22",",X","2",",X","0",",X","0",",X","6","","6","","-12.8",",X,26,","102",",,X,05,","91",",,X,04,","25.9",",,X,19,","20.6",",X,13,+","2638.1","X","449.3",",X","69.3",",,,X","114",",,,X","3.84",",X","9.85",",,,X","-2.16",",,,X","","","","","","","","","","","",""
"USW00003929","1964-04","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","7.8","X","7.8","2,X","17",",X","11",",X","2",",X","0",",X","0",",X","0","1,X","2","1,X","0","1,X","13","1,X","0","1,X","14","","16","","0.0","1,X,09,+","0",",,X,30,+","0",",,X,30,+","55.1",",,X,04,","30.0","1,X,16,","2768.7","X","130.6","1,X","166.6",",,,X","0",",,,X","13.80","2,X","19.84","1,,,X","7.76","1,,,X","","","","","260",",X","","","","","24.2",",X"
"USW00003929","1964-05","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","96.5","X","88.7",",X","9",",X","5",",X","2",",X","0",",X","0",",X","0",",X","0",",X","0",",X","23",",X","1",",X","8","","5","","7.8",",X,13,","0",",,X,31,+","0",",,X,31,+","85.9",",,X,26,","32.8",",X,26,","2805.2","X","36.5",",X","164.5",",,,X","0",",,,X","20.02",",X","25.54",",,,X","14.49",",,,X","","","","","30","3,X","","","","","30.3","3,X"
"USW00003929","1964-06","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","216.5","X","120.0",",X","12",",X","9",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","26",",X","1",",X","10","","9","","8.9",",X,01,","0",",,X,30,+","0",",,X,30,+","31.2",",,X,22,","32.2",",X,22,","2820.8","X","15.6",",X","137.5",",,,X","0",",,,X","21.81",",X","26.55",",,,X","17.07",",,,X","","","","","140","2,X","","","","","25.2","2,X"
"USW00003929","1964-07","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","455.2","X","238.7",",X","8",",X","6",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","31",",X","15",",X","6","","11","","11.1",",X,13,","0",",,X,31,+","0",",,X,31,+","28.7",",,X,11,","39.4",",X,22,","0.3","X","0.3",",X","76.5",",,,X","0",",,,X","26.02",",X","31.63",",,,X","20.42",",,,X","","","","","","","","","","","",""
"USW00003929","1964-08","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","606.8","X","151.6",",X","9",",X","7",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","29",",X","8",",X","10","","10","","10.0",",X,12,","0",",,X,31,+","0",",,X,31,+","47.2",",,X,31,","39.4",",X,03,","6.1","X","5.8",",X","104.2",",,,X","0",",,,X","23.04",",X","28.64",",,,X","17.44",",,,X","","","","","","","","","","","",""
"USW00003929","1964-09","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","685.5","X","78.7",",X","8",",X","6",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","25",",X","0",",X","10","","7","","5.0",",X,28,","0",",,X,30,+","0",",,X,30,+","14.5",",,X,04,","31.1",",X,03,+","42.1","X","36.0",",X","50.9",",,,X","0",",,,X","19.76",",X","24.87",",,,X","14.64",",,,X","","","","","180",",X","","","","","17.5",",X"
"USW00003929","1964-10","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","685.8","X","0.3",",X","3",",X","0",",X","0",",X","0",",X","0",",X","0",",X","3",",X","0",",X","12",",X","0",",X","8","","","","-2.8",",X,20,","0",",,X,31,+","0",",,X,31,+","2.3",",,X,11,","26.1",",X,17,","224.5","X","182.4",",X","4.6",",,,X","0",",,,X","12.46",",X","19.25",",,,X","5.67",",,,X","","","","","190",",X","","","","","18.0",",X"
"USW00003929","1964-11","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","687.8","X","2.0",",X","9",",X","7",",X","1",",X","0",",","","","0",",X","13",",X","3",",X","8",",X","0",",X","12","","3","","-15.6",",X,30,","0",",,X,30,+","","","91.7",",,X,15,","26.7",",X,14,+","535.4","X","310.9",",X","131.6",",,,X","","","8.04",",X","13.18",",,,X","2.89",",,,X","","","","","190",",X","","","","","22.1",",X"
"USW00003929","1964-12","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","687.8","X","0.0","2,X","6",",X","4",",X","0",",X","6",",X","1",",X","2","1,X","26","1,X","8","1,X","0","1,X","0","1,X","15","","1","","-20.0","1,X,18,","76",",,X,08,+","51",",,X,03,","20.6",",,X,10,","15.0","1,X,23,","1096.2","X","560.8","1,X","37.2",",,,X","51",",,,X","-1.15","2,X","3.66","1,,,X","-5.96","1,,,X","","","","","180","1,X","","","","","21.1","1,X"
"USW00003929","1965-01","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","0.0","X","0.0",",X","10",",X","4",",X","2",",X","3",",X","0",",X","2",",X","27",",X","6",",X","0",",X","0",",X","12","","1","","-19.4",",X,30,","25",",,X,31,+","20",",,X,26,","41.9",",,X,01,","20.0",",X,07,","1701.0","X","604.8",",X","86.1",",,,X","48",",,,X","-1.18",",X","4.34",",,,X","-6.69",",,,X","","","","","310",",X","","","","","17.0",",X"
"USW00003929","1965-02","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","0.0","X","0.0",",X","6",",X","4",",X","0",",X","5",",X","1",",X","1",",X","23",",X","8",",X","0",",X","0",",X","6","","1","","-17.8",",X,25,","152",",,X,26,+","163",",,X,23,","16.3",",,X,23,","17.8",",X,20,","2236.3","X","535.3",",X","28.5",",,,X","173",",,,X","-0.79",",X","4.84",",,,X","-6.41",",,,X","","","","","200",",X","","","","","18.5",",X"
"USW00003929","1965-03","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","0.0","X","0.0","2,X","13",",X","5",",X","0",",X","12",",X","4",",X","0","1,X","27","1,X","8","1,X","0","1,X","0","1,X","8","","3","","-12.2","1,X,25,+","127",",,X,06,","56",",,X,01,","15.2",",,X,16,","18.9","1,X,16,","2764.8","X","528.5","1,X","44.5",",,,X","197",",,,X","0.18","2,X","5.43","1,,,X","-5.07","1,,,X","","","","","300",",X","","","","","20.0",",X"
"USW00003929","1965-04","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","22.3","X","22.3","2,X","7",",X","4",",X","0",",X","0",",X","0",",X","0","1,X","1","1,X","0","1,X","13","1,X","0","1,X","9","","8","","-0.6","1,X,28,","0",",,X,30,+","0",",,X,30,+","16.3",",,X,03,","31.7","1,X,22,","2897.0","X","132.2","1,X","50.0",",,,X","0",",,,X","14.39","2,X","20.68","1,,,X","8.11","1,,,X","","","","","250",",X","","","","","21.1",",X"
"USW00003929","1965-05","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","106.5","X","84.2",",X","7",",X","3",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","28",",X","0",",X","1","","6","","6.7",",X,29,","0",",,X,31,+","0",",,X,31,+","22.6",",,X,19,","30.0",",X,07,","2915.0","X","18.0",",X","55.8",",,,X","0",",,,X","20.47",",X","25.93",",,,X","15.00",",,,X","","","","","240","1,X","","","","","22.1","1,X"
"USW00003929","1965-06","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","218.7","X","112.2",",X","14",",X","11",",X","3",",X","0",",X","0",",X","0",",X","0",",X","0",",X","30",",X","0",",X","4","","16","","12.2",",X,17,","0",",,X,30,+","0",",,X,30,+","64.8",",,X,04,","31.1",",X,29,","2916.4","X","1.4",",X","185.2",",,,X","0",",,,X","22.03",",X","26.61",",,,X","17.45",",,,X","","","","","160","1,X","","","","","22.6","1,X"
"USW00003929","1965-07","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","383.5","X","164.8",",X","12",",X","9",",X","3",",X","0",",X","0",",X","0",",X","0",",X","0",",X","31",",X","4",",X","5","","10","","14.4",",X,29,","0",",,X,31,+","0",",,X,31,+","39.9",",,X,01,","33.3",",X,23,","0.0","X","0.0",",X","171.1",",,,X","0",",,,X","23.65",",X","28.19",",,,X","19.11",",,,X","","","","","300","3,X","","","","","21.6","3,X"
"USW00003929","1965-08","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","542.3","X","158.8",",X","11",",X","9",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","31",",X","6",",X","5","","13","","12.8",",X,29,+","0",",,X,31,+","0",",,X,31,+","20.8",",,X,18,","33.9",",X,26,","0.3","X","0.3",",X","115.1",",,,X","0",",,,X","23.45",",X","28.80",",,,X","18.10",",,,X","","","","","190","2,X","","","","","23.6","2,X"
"USW00003929","1965-09","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","619.2","X","76.9",",X","10",",X","7",",X","2",",X","0",",X","0",",X","0",",X","0",",X","0",",X","24",",X","1",",X","12","","11","","3.3",",X,24,","0",",,X,30,+","0",",,X,30,+","106.9",",,X,20,","32.2",",X,08,","39.5","X","39.2",",X","237.0",",,,X","0",",,,X","19.59",",X","24.70",",,,X","14.48",",,,X","","","","","220","1,X","","","","","20.6","1,X"
"USW00003929","1965-10","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","628.5","X","9.3",",X","4",",X","3",",X","0",",X","0",",X","0",",X","0",",X","1",",X","0",",X","14",",X","0",",X","4","","3","","-1.7",",X,24,","0",",,X,31,+","0",",,X,31,+","24.4",",,X,14,","30.0",",X,10,","173.1","X","133.6",",X","53.8",",,,X","0",",,,X","14.32",",X","20.36",",,,X","8.28",",,,X","","","","","300","1,X","","","","","16.4","1,X"
"USW00003929","1965-11","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","628.5","X","0.0",",X","2",",X","1",",X","0",",X","0",",X","0",",X","0",",X","9",",X","0",",X","3",",X","0",",X","10","","1","","-11.7",",X,30,","0",",,X,30,+","0",",T,X,26,","6.9",",,X,11,","23.9",",X,02,","474.7","X","301.6",",X","8.2",",,,X","0",",T,,X","8.28",",X","14.07",",,,X","2.49",",,,X","","","","","290","4,X","","","","","15.9","4,X"
"USW00003929","1965-12","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","628.5","X","0.0","4,X","7",",X","3",",X","1",",X","3",",X","1",",X","0","2,X","19","2,X","4","2,X","0","2,X","0","2,X","11","","","","-8.3","2,X,27,","25",",,X,17,+","25",",,X,24,","28.4",",,X,24,","20.0","2,X,11,","846.9","X","372.2","2,X","55.8",",,,X","43",",,,X","4.91","4,X","9.87","2,,,X","-0.04","2,,,X","","","","","190","2,X","","","","","20.6","2,X"
"USW00003929","1966-01","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","0.0","X","0.0",",X","2",",X","1",",X","0",",X","0",",X","0","3,X","3",",X","29",",X","15",",X","0",",X","0",",X","4","","1","","-24.4",",X,29,","0",",,X,31,+","0","3,T,X,25,+","6.1",",,X,12,","12.8",",X,01,","1532.0","X","685.1",",X","6.4",",,,X","0","3,T,,X","-3.77",",X","1.34",",,,X","-8.87",",,,X","","","","","200","3,X","","","","","20.0","3,X"
"USW00003929","1966-02","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","0.0","X","0.0",",X","5",",X","3",",X","0",",X","7",",X","1",",X","0",",X","23",",X","9",",X","0",",X","0",",X","10","","","","-16.7",",X,02,","76",",,X,04,+","41",",,X,01,","10.4",",,X,08,","17.2",",X,08,","2065.0","X","533.0",",X","20.0",",,,X","61",",,,X","-0.70",",X","4.39",",,,X","-5.80",",,,X","","","","","160",",X","","","","","17.0",",X"
"USW00003929","1966-03","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","1.9","X","1.9","2,X","6",",X","3",",X","0",",X","1",",X","1","1,X","0","1,X","12","1,X","2","1,X","8","1,X","0","1,X","7","","4","","-12.2","1,X,07,","25",",,X,05,","43","1,,X,27,","17.8",",,X,11,","28.9","1,X,31,","2359.9","X","294.9","1,X","34.6",",,,X","63","1,,,X","8.30","2,X","15.10","1,,,X","1.50","1,,,X","","","","","300","1,X","","","","","21.1","1,X"
"USW00003929","1966-04","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","1.9","X","0.0",",X","12",",X","4",",X","1",",X","0",",X","0",",X","0",",X","6",",X","0",",X","6",",X","0",",X","14","","7","","-3.3",",X,21,","0",",,X,30,+","0",",T,X,04,","32.0",",,X,11,","26.7",",X,17,","2604.6","X","244.7",",X","71.9",",,,X","0",",T,,X","10.18",",X","15.97",",,,X","4.39",",,,X","","","","","180","2,X","","","","","18.0","2,X"
"USW00003929","1966-05","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","40.6","X","38.7",",X","7",",X","4",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","23",",X","0",",X","7","","6","","2.2",",X,10,","0",",,X,31,+","0",",,X,31,+","11.7",",,X,20,","31.1",",X,07,","2685.8","X","81.2",",X","30.8",",,,X","0",",,,X","16.96",",X","23.51",",,,X","10.41",",,,X","","","","","270","5,X","","","","","23.6","5,X"
"USW00003929","1966-06","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","141.0","X","100.4",",X","10",",X","8",",X","2",",X","0",",X","0",",X","0",",X","0",",X","0",",X","29",",X","2",",X","7","","13","","8.3",",X,10,","0",",,X,30,+","0",",,X,30,+","54.4",",,X,08,","32.8",",X,29,","2693.6","X","7.8",",X","163.1",",,,X","0",",,,X","21.42",",X","26.73",",,,X","16.11",",,,X","","","","","160","3,X","","","","","17.5","3,X"
"USW00003929","1966-07","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","393.3","X","252.3",",X","5",",X","4",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","31",",X","14",",X","12","","4","","17.8",",X,31,+","0",",,X,31,+","0",",,X,31,+","32.5",",,X,07,","36.1",",X,18,","0.0","X","0.0",",X","41.8",",,,X","0",",,,X","26.47",",X","31.61",",,,X","21.33",",,,X","","","","","360","2,X","","","","","17.0","2,X"
"USW00003929","1966-08","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","507.5","X","114.2",",X","8",",X","7",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","30",",X","2",",X","12","","10","","8.9",",X,23,","0",",,X,31,+","0",",,X,31,+","54.4",",,X,18,","32.8",",X,06,","8.6","X","8.6",",X","119.1",",,,X","0",",,,X","21.74",",X","26.91",",,,X","16.57",",,,X","","","","","40",",X","","","","","22.6",",X"
"USW00003929","1966-09","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","539.5","X","32.0",",X","7",",X","4",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","19",",X","0",",X","14","","6","","6.1",",X,30,","0",",,X,30,+","0",",,X,30,+","43.2",",,X,18,","30.0",",X,05,","68.3","X","59.7",",X","70.9",",,,X","0",",,,X","17.41",",X","22.46",",,,X","12.36",",,,X","","","","","360","3,X","","","","","12.9","3,X"
"USW00003929","1966-10","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","544.6","X","5.1",",X","5",",X","1",",X","0",",X","0",",X","0",",X","0",",X","2",",X","0",",X","14",",X","0",",X","3","","2","","-3.3",",X,16,","0",",,X,31,+","0",",,X,31,+","2.5",",,X,17,","28.3",",X,14,","253.3","X","185.0",",X","7.5",",,,X","0",",,,X","12.53",",X","19.15",",,,X","5.91",",,,X","","","","","180","1,X","","","","","19.0","1,X"
"USW00003929","1966-11","38.84389","-94.56028","321.9","KANSAS CITY RICHARDS GEBAUR AIRPORT, MO US","","","544.6","X","0.0",",X","3",",X","2",",X","0",",X","0",",X","0",",X","0",",X","15",",X","1",",X","6",",X","0",",X","9","","2","","-8.9",",X,02,","0",",,X,30,+","0",",T,X,01,","13.2",",,X,04,","24.4",",X,08,","581.7","X","328.4",",X","23.1",",,,X","0",",T,,X","7.39",",X","13.20",",,,X","1.57",",,,X","","","","","340","2,X","","","","","20.0","2,X"
