"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"AYM00089664","1957-02","-77.8833","166.7333","24.1","MCMURDO SOUND NAF, AY","","","0.0","X","0.0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","1",",X","28",",X","28",",X","0",",X","0",",X","","","","","","","-19.4",",X,28,","0",",T,X,28,+","0",",T,X,27,+","0.0",",T,X,27,+","0.0",",X,06,+","1413.8","X","739.9",",X","0.0",",T,,X","0",",T,,X","-8.09",",X","-5.26",",,,X","-10.93",",,,X","158",",X","19.0",",X"
"AYM00089664","1957-03","-77.8833","166.7333","24.1","MCMURDO SOUND NAF, AY","","","0.0","X","0.0",",X","4",",X","3",",X","0",",X","4",",X","3",",X","24",",X","31",",X","31",",X","0",",X","0",",X","","","","","","","-28.3",",X,24,","76",",,X,13,","64",",,X,13,","6.4",",,X,13,","-7.2",",X,10,","2521.2","X","1107.4",",X","14.0",",,,X","140",",,,X","-17.39",",X","-14.52",",,,X","-20.26",",,,X","180",",X","26.7",",X"
"AYM00089664","1957-04","-77.8833","166.7333","24.1","MCMURDO SOUND NAF, AY","","","0.0","X","0.0",",X","4",",X","2",",X","0",",X","4",",X","2",",X","28",",X","30",",X","30",",X","0",",X","0",",X","1","","","","","","-36.1",",X,08,","51",",,X,23,+","25",",,X,22,+","2.5",",,X,22,+","-11.1",",X,25,","3794.7","X","1273.5",",X","6.8",",,,X","68",",,,X","-24.12",",X","-19.68",",,,X","-28.55",",,,X","68",",X","21.1",",X"
"AYM00089664","1957-05","-77.8833","166.7333","24.1","MCMURDO SOUND NAF, AY","","","0.0","X","0.0",",X","5",",X","5",",X","0",",X","16",",X","5",",X","31",",X","31",",X","31",",X","0",",X","0",",X","","","","","","","-37.8",",X,23,","152",",,X,16,","229",",,X,14,","22.9",",,X,14,","-10.0",",X,16,","5112.6","X","1317.9",",X","55.9",",,,X","559",",,,X","-24.18",",X","-19.25",",,,X","-29.11",",,,X","180",",X","42.7",",X"
"AYM00089664","1957-06","-77.8833","166.7333","24.1","MCMURDO SOUND NAF, AY","","","0.0","X","0.0",",X","9",",X","3",",X","0",",X","28","2,X","3","1,X","24",",X","30",",X","30",",X","0",",X","0",",X","","","","","","","-38.9",",X,06,","178","2,,X,20,","53","1,,X,14,","5.3",",,X,14,","-10.6",",X,20,","6384.7","X","1272.1",",X","14.8",",,,X","135","1,,,X","-24.07",",X","-20.49",",,,X","-27.65",",,,X","180","1,X","43.2","1,X"
"AYM00089664","1957-07","-77.8833","166.7333","24.1","MCMURDO SOUND NAF, AY","","","0.0","X","0.0",",X","7",",X","1",",X","0",",X","31",",X","1",",X","31",",X","31",",X","31",",X","0",",X","0",",X","","","","","","","-40.0",",X,31,+","203",",,X,22,","28",",,X,22,","2.8",",,X,22,","-17.8",",X,16,+","7809.9","X","1425.2",",X","8.5",",,,X","85",",,,X","-27.64",",X","-23.48",",,,X","-31.80",",,,X","180",",X","29.3",",X"
"AYM00089664","1957-08","-77.8833","166.7333","24.1","MCMURDO SOUND NAF, AY","","","0.0","X","0.0",",X","7",",X","5",",X","0",",X","31",",X","5",",X","31",",X","31",",X","31",",X","0",",X","0",",X","2","","","","","","-41.1",",X,02,","229",",,X,31,+","76",",,X,04,","7.6",",,X,04,","-7.8",",X,05,","9171.5","X","1361.6",",X","26.7",",,,X","267",",,,X","-25.59",",X","-19.96",",,,X","-31.22",",,,X","225",",X","32.9",",X"
"AYM00089664","1957-09","-77.8833","166.7333","24.1","MCMURDO SOUND NAF, AY","","","0.0","X","0.0",",X","9",",X","4",",X","0",",X","30",",X","4",",X","27",",X","30",",X","30",",X","0",",X","0",",X","4","","","","","","-40.0",",X,05,+","305",",,X,20,","71",",,X,19,","7.1",",,X,19,","-9.4",",X,22,","10387.4","X","1215.9",",X","24.1",",,,X","241",",,,X","-22.20",",X","-17.11",",,,X","-27.29",",,,X","180",",X","37.0",",X"
"AYM00089664","1957-10","-77.8833","166.7333","24.1","MCMURDO SOUND NAF, AY","","","0.0","X","0.0",",X","3",",X","1",",X","0",",X","31",",X","1",",X","28",",X","31",",X","31",",X","0",",X","0",",X","4","","","","","","-33.3",",X,04,","203",",,X,10,+","64",",,X,08,","6.4",",,X,08,","-8.9",",X,29,","11591.2","X","1203.8",",X","7.4",",,,X","74",",,,X","-20.50",",X","-17.16",",,,X","-23.84",",,,X","203",",X","37.0",",X"
"AYM00089664","1957-11","-77.8833","166.7333","24.1","MCMURDO SOUND NAF, AY","","","0.0","X","0.0",",X","4",",X","2",",X","0",",X","30",",X","2",",X","0",",X","30",",X","29",",X","0",",X","0",",X","","","","","","","-15.6",",X,11,+","178",",,X,11,+","25",",,X,23,+","2.5",",,X,23,+","2.8",",X,30,","12386.5","X","795.3",",X","6.3",",,,X","63",",,,X","-8.18",",X","-5.24",",,,X","-11.11",",,,X","180","1,X","28.8","1,X"
"AYM00089664","1957-12","-77.8833","166.7333","24.1","MCMURDO SOUND NAF, AY","","","0.0","X","0.0",",X","2",",X","1",",X","0",",X","31",",X","1",",X","0",",X","31",",X","20",",X","0",",X","0",",X","6","","","","","","-13.9",",X,04,","102",",,X,17,","51",",,X,17,","5.1",",,X,17,","3.9",",X,23,+","13046.1","X","659.6",",X","5.6",",,,X","56",",,,X","-2.94",",X","-0.60",",,,X","-5.28",",,,X","158",",X","21.6",",X"
"AYM00089664","1958-01","-77.8833","166.7333","24.1","MCMURDO SOUND NAF, AY","","","0.0","X","0.0",",X","0",",X","0",",X","0",",X","3",",X","0",",X","0",",X","31",",X","14",",X","0",",X","0",",X","2","","","","","","-9.4",",X,15,","25",",,X,03,+","0",",T,X,30,+","0.0",",T,X,30,+","3.3",",X,23,+","639.9","X","639.9",",X","0.0",",T,,X","0",",T,,X","-2.31",",X","0.53",",,,X","-5.15",",,,X","180",",X","22.1",",X"
"AYM00089664","1958-02","-77.8833","166.7333","24.1","MCMURDO SOUND NAF, AY","","","0.0","X","0.0",",X","0",",X","0",",X","0",",X","1",",X","0",",X","0",",X","28",",X","22",",X","0",",X","0",",X","","","","","","","-16.1",",X,26,","25",",,X,08,","0",",T,X,27,+","0.0",",T,X,27,+","3.9",",X,04,","1320.6","X","680.7",",X","0.0",",T,,X","0",",T,,X","-5.98",",X","-3.60",",,,X","-8.35",",,,X","90","5,X","15.9","5,X"
"AYM00089664","1958-03","-77.8833","166.7333","24.1","MCMURDO SOUND NAF, AY","","","0.0","X","0.0",",X","1",",X","1",",X","0",",X","1",",X","1",",X","23",",X","31",",X","31",",X","0",",X","0",",X","7","","","","","","-29.4",",X,18,+","25",",,X,31,","25",",,X,31,","2.5",",,X,31,","-3.9",",X,03,+","2473.3","X","1152.7",",X","2.5",",,,X","25",",,,X","-18.85",",X","-15.86",",,,X","-21.84",",,,X","180",",X","21.6",",X"
"AYM00089664","1958-04","-77.8833","166.7333","24.1","MCMURDO SOUND NAF, AY","","","0.0","X","0.0",",X","1",",X","1",",X","0",",X","1",",X","1",",X","28",",X","30",",X","30",",X","0",",X","0",",X","2","","","","","","-31.1",",X,17,+","102",",,X,01,","102",",,X,01,","10.2",",,X,01,","-9.4",",X,06,+","3648.1","X","1174.8",",X","10.2",",,,X","102",",,,X","-20.83",",X","-17.76",",,,X","-23.89",",,,X","90",",X","25.7",",X"
"AYM00089664","1958-05","-77.8833","166.7333","24.1","MCMURDO SOUND NAF, AY","","","0.0","X","0.0",",X","0",",X","0",",X","0",",X","5","4,X","0","2,X","31",",X","31",",X","31",",X","0",",X","0",",X","1","","","","","","-38.3",",X,24,","76","4,,X,31,+","0","2,T,X,29,+","0.0",",T,X,29,+","-13.3",",X,17,","5003.6","X","1355.5",",X","0.0",",T,,X","0","2,T,,X","-25.39",",X","-21.77",",,,X","-29.01",",,,X","113",",X","29.8",",X"
"AYM00089664","1958-06","-77.8833","166.7333","24.1","MCMURDO SOUND NAF, AY","","","0.0","X","0.0",",X","0",",X","0",",X","0",",X","26","4,X","0","2,X","30",",X","30",",X","30",",X","0",",X","0",",X","","","","","","","-38.3",",X,20,","102","4,,X,14,+","0","2,T,X,30,+","0.0",",T,X,30,+","-14.4",",X,30,","6345.9","X","1342.3",",X","0.0",",T,,X","0","2,T,,X","-26.41",",X","-22.95",",,,X","-29.87",",,,X","135",",X","37.5",",X"
"AYM00089664","1958-07","-77.8833","166.7333","24.1","MCMURDO SOUND NAF, AY","","","0.0","X","0.0",",X","2",",X","1",",X","0",",X","31",",X","1",",X","31",",X","31",",X","31",",X","0",",X","0",",X","","","","","","","-43.3",",X,15,","102",",,X,30,+","25",",,X,17,","2.5",",,X,17,","-16.1",",X,01,","7890.7","X","1544.8",",X","3.8",",,,X","38",",,,X","-31.50",",X","-27.56",",,,X","-35.44",",,,X","158",",X","25.7",",X"
"AYM00089664","1958-08","-77.8833","166.7333","24.1","MCMURDO SOUND NAF, AY","","","0.0","X","0.0",",X","1",",X","0",",X","0",",X","31",",X","0",",X","31",",X","31",",X","31",",X","0",",X","0",",X","2","","","","","","-44.4",",X,09,","25",",,X,31,+","13",",,X,17,","1.3",",,X,17,","-10.0",",X,17,+","9389.0","X","1498.3",",X","1.3",",,,X","13",",,,X","-30.00",",X","-25.45",",,,X","-34.54",",,,X","90","2,X","28.8","2,X"
"AYM00089664","1958-09","-77.8833","166.7333","24.1","MCMURDO SOUND NAF, AY","","","0.0","X","0.0",",X","2",",X","1",",X","0",",X","28","2,X","1","1,X","30",",X","30",",X","30",",X","0",",X","0",",X","1","","","","","","-40.6",",X,02,","152","2,,X,23,+","25","1,,X,25,","2.5",",,X,25,","-14.4",",X,04,","10743.5","X","1354.5",",X","3.8",",,,X","38","1,,,X","-26.82",",X","-22.86",",,,X","-30.77",",,,X","180",",X","41.1",",X"
"AYM00089664","1958-10","-77.8833","166.7333","24.1","MCMURDO SOUND NAF, AY","","","0.0","X","0.0",",X","1",",X","0",",X","0",",X","26",",X","0",",X","27",",X","31",",X","31",",X","0",",X","0",",X","5","","","","","","-32.2",",X,01,","51",",,X,01,","13",",,X,09,","1.3",",,X,09,","-7.8",",X,05,","11913.3","X","1169.8",",X","1.3",",,,X","13",",,,X","-19.40",",X","-15.43",",,,X","-23.38",",,,X","180","4,X","31.9","4,X"
"AYM00089664","1958-11","-77.8833","166.7333","24.1","MCMURDO SOUND NAF, AY","","","0.0","X","0.0",",X","6",",X","4",",X","0",",X","11",",X","4",",X","2",",X","30",",X","30",",X","0",",X","0",",X","2","","","","","","-19.4",",X,02,","25",",,X,29,+","38",",,X,29,","3.8",",,X,29,","0.0",",X,23,","12730.4","X","817.1",",X","14.1",",,,X","141",",,,X","-8.91",",X","-5.81",",,,X","-12.00",",,,X","180",",X","20.6",",X"
"AYM00089664","1958-12","-77.8833","166.7333","24.1","MCMURDO SOUND NAF, AY","","","0.0","X","0.0",",X","3",",X","3",",X","0",",X","4",",X","3",",X","0",",X","31",",X","30",",X","0",",X","0",",X","2","","","","","","-12.8",",X,08,+","51",",,X,17,","53",",,X,03,","5.3",",,X,03,","0.6",",X,15,","13485.7","X","755.3",",X","13.2",",,,X","132",",,,X","-6.03",",X","-4.16",",,,X","-7.90",",,,X","180",",X","23.6",",X"
"AYM00089664","1959-01","-77.8833","166.7333","24.1","MCMURDO SOUND NAF, AY","","","0.0","X","0.0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","31",",X","22",",X","0",",X","0",",X","4","","","","","","-10.6",",X,24,","0",",T,X,31,","0",",T,X,31,","0.0",",T,X,31,","3.9",",X,07,","654.3","X","654.3",",X","0.0",",T,,X","0",",T,,X","-2.77",",X","-0.36",",,,X","-5.18",",,,X","113",",X","18.0",",X"
"AYM00089664","1959-02","-77.8833","166.7333","24.1","MCMURDO SOUND NAF, AY","","","0.0","X","0.0",",X","2",",X","0",",X","0",",X","1",",X","0",",X","3",",X","28",",X","28",",X","0",",X","0",",X","","","","","","","-20.6",",X,28,","25",",,X,19,","5",",,X,24,","0.5",",,X,24,","-1.1",",X,08,","1439.2","X","784.9",",X","0.8",",,,X","8",",,,X","-9.70",",X","-7.32",",,,X","-12.08",",,,X","180",",X","22.6",",X"
"AYM00089664","1959-03","-77.8833","166.7333","24.1","MCMURDO SOUND NAF, AY","","","0.0","X","0.0",",X","5",",X","1",",X","0",",X","2","2,X","1","1,X","25",",X","31",",X","31",",X","0",",X","0",",X","7","","","","","","-26.1",",X,30,","25","2,,X,26,+","28","1,,X,18,","2.8",",,X,18,","-6.7",",X,16,","2534.9","X","1095.7",",X","6.1",",,,X","51","1,,,X","-17.01",",X","-13.90",",,,X","-20.12",",,,X","135",",X","25.7",",X"
"AYM00089664","1959-04","-77.8833","166.7333","24.1","MCMURDO SOUND NAF, AY","","","0.0","X","0.0",",X","9",",X","0",",X","0",",X","11",",X","0",",X","27",",X","30",",X","30",",X","0",",X","0",",X","7","","","","","","-33.3",",X,27,","25",",,X,30,+","23",",,X,15,","2.3",",,X,15,","-5.6",",X,05,","3696.7","X","1161.8",",X","10.3",",,,X","103",",,,X","-20.39",",X","-17.12",",,,X","-23.67",",,,X","180",",X","28.3",",X"
"AYM00089664","1959-05","-77.8833","166.7333","24.1","MCMURDO SOUND NAF, AY","","","0.0","X","0.0",",X","5",",X","1",",X","0",",X","31",",X","1",",X","29",",X","31",",X","31",",X","0",",X","0",",X","1","","","","","","-38.3",",X,13,","25",",,X,31,+","25",",,X,29,","2.5",",,X,29,","-7.8",",X,23,","5053.1","X","1356.4",",X","7.2",",,,X","62",",,,X","-25.42",",X","-22.41",",,,X","-28.43",",,,X","158",",X","29.3",",X"
"AYM00089664","1959-06","-77.8833","166.7333","24.1","MCMURDO SOUND NAF, AY","","","0.0","X","0.0",",X","5",",X","1",",X","0",",X","28",",X","1",",X","30",",X","30",",X","30",",X","0",",X","0",",X","3","","","","","","-33.9",",X,11,","51",",,X,22,+","33",",,X,09,","3.3",",,X,09,","-11.1",",X,17,","6314.0","X","1260.9",",X","7.7",",,,X","77",",,,X","-23.70",",X","-20.40",",,,X","-26.99",",,,X","135",",X","37.0",",X"
"AYM00089664","1959-07","-77.8833","166.7333","24.1","MCMURDO SOUND NAF, AY","","","0.0","X","0.0",",X","8",",X","1",",X","0",",X","31",",X","1",",X","28",",X","31",",X","31",",X","0",",X","0",",X","2","","","","","","-40.0",",X,25,","51",",,X,06,","41",",,X,05,","4.1",",,X,05,","-5.0",",X,31,","7619.2","X","1305.2",",X","10.4",",,,X","104",",,,X","-23.77",",X","-20.07",",,,X","-27.46",",,,X","180",",X","35.5",",X"
"AYM00089664","1959-08","-77.8833","166.7333","24.1","MCMURDO SOUND NAF, AY","","","0.0","X","0.0",",X","6",",X","0",",X","0",",X","31",",X","0",",X","31",",X","31",",X","31",",X","0",",X","0",",X","8","","","","","","-46.7",",X,19,","51",",,X,30,","23",",,X,31,","2.3",",,X,31,","-12.2",",X,01,","9148.2","X","1529.0",",X","5.9",",,,X","59",",,,X","-30.99",",X","-26.90",",,,X","-35.08",",,,X","135",",X","26.2",",X"
"AYM00089664","1959-09","-77.8833","166.7333","24.1","MCMURDO SOUND NAF, AY","","","0.0","X","0.0",",X","7",",X","3",",X","0",",X","30",",X","3",",X","30",",X","30",",X","30",",X","0",",X","0",",X","5","","","","","","-36.1",",X,18,+","25",",,X,30,+","41",",,X,11,","4.1",",,X,11,","-15.6",",X,11,","10460.7","X","1312.5",",X","13.5",",,,X","135",",,,X","-25.42",",X","-21.55",",,,X","-29.28",",,,X","158","2,X","35.0","2,X"
"AYM00089664","1959-10","-77.8833","166.7333","24.1","MCMURDO SOUND NAF, AY","","","0.0","X","0.0",",X","5",",X","0",",X","0",",X","24",",X","0",",X","30",",X","31",",X","31",",X","0",",X","0",",X","9","","","","","","-35.6",",X,11,+","25",",,X,31,+","3",",,X,23,+","0.3",",,X,23,+","-9.4",",X,20,","11802.5","X","1341.8",",X","1.5",",,,X","15",",,,X","-24.95",",X","-21.49",",,,X","-28.41",",,,X","158",",X","29.8",",X"
"AYM00089664","1959-11","-77.8833","166.7333","24.1","MCMURDO SOUND NAF, AY","","","0.0","X","0.0",",X","3",",X","0",",X","0",",X","1",",X","0",",X","10",",X","30",",X","30",",X","0",",X","0",",X","1","","","","","","-28.3",",X,01,","25",",,X,19,","13",",,X,19,","1.5",",,X,19,","-0.6",",X,30,","12703.5","X","901.0",",X","2.6",",,,X","21",",,,X","-11.70",",X","-8.47",",,,X","-14.93",",,,X","68",",X","27.8",",X"
"AYM00089664","1959-12","-77.8833","166.7333","24.1","MCMURDO SOUND NAF, AY","","","0.0","X","0.0",",X","4",",X","0",",X","0",",X","1","2,X","0","1,X","0",",X","31",",X","21",",X","0",",X","0",",X","2","","","","","","-11.7",",X,05,+","25","2,,X,04,","13","1,,X,27,","1.3",",,X,27,","2.8",",X,20,","13357.3","X","653.8",",X","2.9",",,,X","21","1,,,X","-2.76",",X","-0.62",",,,X","-4.89",",,,X","135",",X","25.7",",X"
"AYM00089664","1960-01","-77.8833","166.7333","24.1","MCMURDO SOUND NAF, AY","","","0.0","X","0.0",",X","6",",X","3",",X","1",",X","3",",X","3",",X","0",",X","31",",X","30",",X","0",",X","0",",X","5","","","","","","-15.6",",X,19,","203",",,X,21,","330",",,X,21,","33.0",",,X,21,","0.6",",X,29,","756.3","X","756.3",",X","45.3",",,,X","453",",,,X","-6.06",",X","-3.67",",,,X","-8.46",",,,X","135",",X","24.2",",X"
"AYM00089664","1960-02","-77.8833","166.7333","24.1","MCMURDO SOUND NAF, AY","","","0.0","X","0.0",",X","3",",X","1",",X","0",",X","3",",X","1",",X","7",",X","29",",X","29",",X","0",",X","0",",X","3","","","","","","-21.7",",X,15,","102",",,X,25,","127",",,X,25,","12.7",",,X,25,","-1.7",",X,02,","1610.7","X","854.4",",X","13.8",",,,X","138",",,,X","-11.13",",X","-8.22",",,,X","-14.03",",,,X","113",",X","26.2",",X"
"AYM00089664","1960-03","-77.8833","166.7333","24.1","MCMURDO SOUND NAF, AY","","","0.0","X","0.0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","29",",X","31",",X","31",",X","0",",X","0",",X","5","","","","","","-34.4",",X,31,","0",",T,X,31,+","0",",T,X,30,+","0.0",",T,X,30,+","-8.3",",X,05,","2826.9","X","1216.2",",X","0.0",",T,,X","0",",T,,X","-20.90",",X","-18.00",",,,X","-23.80",",,,X","68",",X","25.7",",X"
"AYM00089664","1960-04","-77.8833","166.7333","24.1","MCMURDO SOUND NAF, AY","","","0.0","X","0.0",",X","2",",X","1",",X","0",",X","12",",X","1",",X","30",",X","30",",X","30",",X","0",",X","0",",X","","","","","","","-33.9",",X,01,","25",",,X,30,+","25",",,X,25,","2.5",",,X,25,","-14.4",",X,29,","4087.1","X","1260.2",",X","3.8",",,,X","38",",,,X","-23.67",",X","-20.83",",,,X","-26.52",",,,X","135",",X","27.2",",X"
"AYM00089664","1960-05","-77.8833","166.7333","24.1","MCMURDO SOUND NAF, AY","","","0.0","X","0.0",",X","0",",X","0",",X","0",",X","23",",X","0",",X","31",",X","31",",X","31",",X","0",",X","0",",X","","","","","","","-31.7",",X,27,+","25",",,X,23,+","0",",T,X,30,+","0.0",",T,X,30,+","-12.8",",X,19,","5321.0","X","1233.9",",X","0.0",",T,,X","0",",T,,X","-21.47",",X","-18.30",",,,X","-24.65",",,,X","180",",X","33.9",",X"
"AYM00089664","1960-06","-77.8833","166.7333","24.1","MCMURDO SOUND NAF, AY","","","0.0","X","0.0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","30",",X","30",",X","30",",X","0",",X","0",",X","4","","","","","","-39.4",",X,30,","0",",T,X,30,+","0",",T,X,28,+","0.0",",T,X,28,+","-8.9",",X,25,","6607.9","X","1286.9",",X","0.0",",T,,X","0",",T,,X","-24.57",",X","-21.09",",,,X","-28.04",",,,X","180",",X","38.6",",X"
"AYM00089664","1960-07","-77.8833","166.7333","24.1","MCMURDO SOUND NAF, AY","","","0.0","X","0.0",",X","1",",X","0",",X","0",",X","1",",X","0",",X","31",",X","31",",X","31",",X","0",",X","0",",X","2","","","","","","-50.6",",X,08,","25",",,X,30,","13",",,X,30,","1.3",",,X,30,","-12.8",",X,30,","8060.1","X","1452.2",",X","1.3",",,,X","13",",,,X","-28.51",",X","-24.06",",,,X","-32.96",",,,X","180",",X","36.0",",X"
