"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USC00313565","1957-12","36.0963","-81.8311","1609.3","GRANDFATHER MOUNTAIN, NC US","","","0.0","5,0","11",",0","5",",0","2",",0","","","","","2","5,0","18","5,0","3","2,0","0","2,0","0","2,0","11","","","","-28.3","5,0,12,","","","","","57.4",",,0,20,","10.6","2,0,27,","","","473.6","2,0","124.4",",,,0","","","0.27","5,0","4.62","2,,,0","-4.08","5,,,0","",""
"USC00313565","1958-01","36.0963","-81.8311","1609.3","GRANDFATHER MOUNTAIN, NC US","","","","","8","5,0","8","5,0","1","5,0","17",",","","","","","","","","","","","","","11","","","","","","305",",,0,31,+","","","25.4","5,,0,24,","","","","","","","87.6","5,,,0","","","","","","","","","",""
"USC00313565","1958-02","36.0963","-81.8311","1609.3","GRANDFATHER MOUNTAIN, NC US","","","","","","","","","","","25","3,","","","","","","","","","","","","","12","","","","","","610","3,,0,04,+","","","","","","","","","","","","","","","","","","","","","",""
"USC00313565","1958-03","36.0963","-81.8311","1609.3","GRANDFATHER MOUNTAIN, NC US","","","","","14",",0","12",",0","1",",0","","","","","","","","","","","","","","","21","","","","","","","","","","33.0",",,0,18,","","","","","","","134.0",",,,0","","","","","","","","","",""
"USC00313565","1958-04","36.0963","-81.8311","1609.3","GRANDFATHER MOUNTAIN, NC US","","","","","16",",0","13",",0","1",",0","","","","","","","","","0","1,0","2","1,0","0","1,0","14","","","","","","","","","","49.5",",,0,22,","21.1","1,0,25,+","","","","","177.6",",,,0","","","","","12.19","1,,,0","","","",""
"USC00313565","1958-05","36.0963","-81.8311","1609.3","GRANDFATHER MOUNTAIN, NC US","","","0.0","5,0","14",",0","10",",0","2",",0","0",",0","0","1,0","0","5,0","0","5,0","0","2,0","3","2,0","0","2,0","18","","2","","5.6","5,0,21,+","0",",,0,31,+","0","1,,0,31,+","31.5",",,0,25,","21.7","2,0,23,+","","","124.7","2,0","108.7",",,,0","0","1,,,0","13.20","5,0","17.47","2,,,0","8.93","5,,,0","",""
"USC00313565","1958-06","36.0963","-81.8311","1609.3","GRANDFATHER MOUNTAIN, NC US","","","3.9","1,0","11",",0","10",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","13",",0","0",",0","12","","","","5.6","1,0,17,","0",",,0,30,+","0",",,0,30,+","20.1",",,0,02,","24.4",",0,14,","","","81.2",",0","76.0",",,,0","0",",,,0","15.63","1,0","20.14",",,,0","11.11","1,,,0","",""
"USC00313565","1958-07","36.0963","-81.8311","1609.3","GRANDFATHER MOUNTAIN, NC US","","","8.5",",0","17",",0","12",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","21",",0","0",",0","19","","1","","8.3",",0,19,","0",",,0,31,+","0",",,0,31,+","24.1",",,0,07,","25.0",",0,04,","30.0","0","30.0",",0","129.2",",,,0","0",",,,0","17.64",",0","21.76",",,,0","13.52",",,,0","",""
"USC00313565","1958-08","36.0963","-81.8311","1609.3","GRANDFATHER MOUNTAIN, NC US","","","1.4","3,0","16",",0","14",",0","1",",0","0",",0","0",",0","0","1,0","0","1,0","0","3,0","19","3,0","0","3,0","19","","","","7.8","1,0,28,","0",",,0,31,+","0",",,0,31,+","25.4",",,0,12,","23.3","3,0,11,","75.3","0","45.3","3,0","141.5",",,,0","0",",,,0","16.81","3,0","20.58","3,,,0","13.05","1,,,0","",""
"USC00313565","1958-09","36.0963","-81.8311","1609.3","GRANDFATHER MOUNTAIN, NC US","","","0.8","4,0","8",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0","4,0","8","4,0","0","4,0","9","","","","2.8",",0,29,","0",",,0,30,+","0",",,0,30,+","21.3",",,0,21,","23.3","4,0,17,+","188.5","0","113.2","4,0","41.6",",,,0","0",",,,0","14.09","4,0","18.58","4,,,0","9.61",",,,0","",""
"USC00313565","1958-10","36.0963","-81.8311","1609.3","GRANDFATHER MOUNTAIN, NC US","","","0.0","2,0","9",",0","8",",0","1",",0","0",",0","0",",0","0","2,0","5","2,0","0",",0","1",",0","0",",0","12","","2","","-3.9","2,0,27,","0",",,0,31,+","0",",T,0,27,","31.5",",,0,16,","21.1",",0,09,","453.0","0","264.5",",0","100.0",",,,0","0",",T,,0","8.89","2,0","12.91",",,,0","4.88","2,,,0","",""
"USC00313565","1958-11","36.0963","-81.8311","1609.3","GRANDFATHER MOUNTAIN, NC US","","","","","9","1,0","5","1,0","0","1,0","0","3,0","0","1,0","","","","","","","","","","","7","","","","","","0","3,,0,30,+","0","1,,0,30,+","16.0","1,,0,01,","","","","","","","41.2","1,,,0","0","1,,,0","","","","","","","",""
"USC00313565","1958-12","36.0963","-81.8311","1609.3","GRANDFATHER MOUNTAIN, NC US","","","","","8",",0","4",",0","1",",0","9",",0","0","2,0","","","","","","","","","","","8","","","","","","127",",,0,15,+","0","2,T,0,15,","87.9",",,0,28,","","","","","","","124.4",",,,0","0","2,T,,0","","","","","","","",""
"USC00313565","1959-01","36.0963","-81.8311","1609.3","GRANDFATHER MOUNTAIN, NC US","","","","","12",",0","9",",0","1",",0","9",",0","1","2,0","","","","","7","1,0","0","1,0","0","1,0","16","","","","","","102",",,0,18,+","66","2,,0,09,","39.4",",,0,22,","11.1","1,0,30,+","","","","","99.9",",,,0","66","2,,,0","","","2.34","1,,,0","","","",""
"USC00313565","1959-02","36.0963","-81.8311","1609.3","GRANDFATHER MOUNTAIN, NC US","","","0.0","2,0","12",",0","10",",0","0",",0","0",",0","1",",0","0","2,0","22","2,0","4",",0","0",",0","0",",0","14","","","","-15.6","2,0,20,","0",",T,0,20,+","25",",,0,03,","20.1",",,0,13,","13.9",",0,14,","","","464.0",",0","76.4",",,,0","25",",,,0","0.33","2,0","5.10",",,,0","-4.43","2,,,0","",""
"USC00313565","1959-03","36.0963","-81.8311","1609.3","GRANDFATHER MOUNTAIN, NC US","","","0.0","4,0","15",",0","11",",0","2",",0","5",",0","","","0","4,0","19","4,0","4","1,0","0","1,0","0","1,0","12","","","","-13.3","4,0,07,","102",",,0,14,+","","","38.1",",,0,27,","18.9","1,0,25,","","","446.1","1,0","139.4",",,,0","","","1.71","4,0","6.67","1,,,0","-3.25","4,,,0","",""
"USC00313565","1959-04","36.0963","-81.8311","1609.3","GRANDFATHER MOUNTAIN, NC US","","","0.0","2,0","14",",0","12",",0","2",",0","0",",0","0","2,0","0","2,0","9","2,0","0","1,0","2","1,0","0","1,0","14","","","","-6.1","2,0,04,+","0",",T,0,13,+","0","2,,0,30,+","33.0",",,0,02,","22.2","1,0,08,","","","255.7","1,0","173.3",",,,0","0","2,,,0","9.21","2,0","14.66","1,,,0","3.76","2,,,0","",""
"USC00313565","1959-05","36.0963","-81.8311","1609.3","GRANDFATHER MOUNTAIN, NC US","","","0.0",",0","18",",0","14",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","6",",0","0",",0","14","","2","","0.6",",0,16,","0",",,0,31,+","0",",,0,31,+","27.9",",,0,20,","21.7",",0,24,+","","","147.4",",0","148.2",",,,0","0",",,,0","13.58",",0","17.86",",,,0","9.29",",,,0","",""
"USC00313565","1959-06","36.0963","-81.8311","1609.3","GRANDFATHER MOUNTAIN, NC US","","","4.8",",0","6",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","13",",0","0",",0","6","","","","2.2",",0,14,","0",",,0,30,+","0",",,0,30,+","39.1",",,0,01,","25.6",",0,30,","","","101.6",",0","72.7",",,,0","0",",,,0","15.11",",0","19.66",",,,0","10.56",",,,0","",""
"USC00313565","1959-07","36.0963","-81.8311","1609.3","GRANDFATHER MOUNTAIN, NC US","","","2.0","1,0","22",",0","15",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","15","1,0","0","1,0","16","","","","9.4",",0,05,","0",",,0,31,+","0",",,0,31,+","40.4",",,0,19,","22.8","1,0,26,+","46.8","0","46.8","1,0","204.0",",,,0","0",",,,0","16.91","1,0","20.52","1,,,0","13.30",",,,0","",""
"USC00313565","1959-08","36.0963","-81.8311","1609.3","GRANDFATHER MOUNTAIN, NC US","","","11.1",",0","15",",0","12",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","20",",0","0",",0","10","","","","11.1",",0,10,+","0",",,0,31,+","0",",,0,31,+","48.8",",,0,26,","24.4",",0,23,","68.9","0","22.1",",0","161.1",",,,0","0",",,,0","17.98",",0","21.65",",,,0","14.31",",,,0","",""
"USC00313565","1959-09","36.0963","-81.8311","1609.3","GRANDFATHER MOUNTAIN, NC US","","","0.0","2,0","11",",0","7",",0","3",",0","0",",0","0",",0","0","1,0","0","1,0","0","1,0","6","1,0","0","1,0","12","","1","","3.9","1,0,19,","0",",,0,30,+","0",",,0,30,+","140.2",",,0,30,","22.2","1,0,03,","175.9","0","107.0","1,0","301.3",",,,0","0",",,,0","14.48","2,0","18.34","1,,,0","10.63","1,,,0","",""
"USC00313565","1959-10","36.0963","-81.8311","1609.3","GRANDFATHER MOUNTAIN, NC US","","","0.0","2,0","15",",0","12",",0","2",",0","0",",0","0",",0","0","1,0","8","1,0","0","1,0","3","1,0","0","1,0","20","","","","-3.9","1,0,26,","0",",,0,31,+","0",",T,0,25,","31.2",",,0,09,","22.8","1,0,04,","426.1","0","250.2","1,0","196.7",",,,0","0",",T,,0","9.65","2,0","14.13","1,,,0","5.18","1,,,0","",""
"USC00313565","1959-11","36.0963","-81.8311","1609.3","GRANDFATHER MOUNTAIN, NC US","","","","","11",",0","9",",0","0",",0","3",",0","0","3,0","","","","","1","4,0","0","4,0","0","4,0","13","","","","","","102",",,0,29,","0","3,T,0,25,","21.6",",,0,24,","14.4","4,0,06,+","","","","","61.4",",,,0","0","3,T,,0","","","9.13","4,,,0","","","",""
"USC00313565","1959-12","36.0963","-81.8311","1609.3","GRANDFATHER MOUNTAIN, NC US","","","","","9",",0","9",",0","1",",0","9",",0","0","5,0","","","","","5","3,0","0","3,0","0","3,0","16","","1","","","","203",",,0,07,","0","5,T,0,31,+","35.6",",,0,19,","11.7","3,0,04,","","","","","134.8",",,,0","0","5,T,,0","","","4.74","3,,,0","","","",""
"USC00313565","1960-01","36.0963","-81.8311","1609.3","GRANDFATHER MOUNTAIN, NC US","0.0","0","0.0","5,0","17",",0","14",",0","0",",0","6",",0","1",",0","2","5,0","20","5,0","10","2,0","0","2,0","0","2,0","22","","","","-20.6","5,0,22,","102",",,0,06,","102",",,0,06,","16.5",",,0,03,","11.7","2,0,14,","","","519.2","2,0","104.9",",,,0","110",",,,0","-1.53","5,0","2.39","2,,,0","-5.44","5,,,0","",""
"USC00313565","1960-02","36.0963","-81.8311","1609.3","GRANDFATHER MOUNTAIN, NC US","","","","","13",",0","10",",0","3",",0","17",",0","","","","","","","","","","","","","12","","","","","","406",",,0,22,+","","","72.6",",,0,13,","","","","","","","209.4",",,,0","","","","","","","","","",""
"USC00313565","1960-03","36.0963","-81.8311","1609.3","GRANDFATHER MOUNTAIN, NC US","","","","","","","","","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00313565","1960-04","36.0963","-81.8311","1609.3","GRANDFATHER MOUNTAIN, NC US","","","0.0","2,0","11",",0","9",",0","1",",0","2",",0","0",",0","0","2,0","5","2,0","0",",0","5",",0","0",",0","8","","","","-11.7","2,0,11,","25",",,0,02,+","0",",T,0,09,","29.7",",,0,03,","23.9",",0,24,","","","237.7",",0","97.3",",,,0","0",",T,,0","9.75","2,0","15.20",",,,0","4.29","2,,,0","",""
"USC00313565","1960-05","36.0963","-81.8311","1609.3","GRANDFATHER MOUNTAIN, NC US","","","0.0","2,0","10",",0","7",",0","2",",0","0","3,0","0","3,0","0",",0","7",",0","0","2,0","9","2,0","0","2,0","9","","2","","-5.6",",0,09,","0","3,,0,31,+","0","3,,0,31,+","86.4",",,0,27,","25.0","2,0,17,","","","226.6","2,0","187.1",",,,0","0","3,,,0","10.36","2,0","15.89","2,,,0","4.84",",,,0","",""
"USC00313565","1960-06","36.0963","-81.8311","1609.3","GRANDFATHER MOUNTAIN, NC US","","","0.5","2,0","14",",0","10",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0","2,0","9","2,0","0","2,0","16","","2","","6.1",",0,10,","0",",,0,30,+","0",",,0,30,+","43.2",",,0,21,","23.3","2,0,24,+","","","79.9","2,0","157.9",",,,0","0",",,,0","15.53","2,0","19.99","2,,,0","11.07",",,,0","",""
"USC00313565","1960-07","36.0963","-81.8311","1609.3","GRANDFATHER MOUNTAIN, NC US","","","1.0","2,0","13",",0","8",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0","2,0","12","2,0","0","2,0","20","","3","","10.6",",0,15,","0",",,0,31,+","0",",,0,31,+","40.6",",,0,26,","23.3","2,0,31,+","50.9","0","50.9","2,0","147.5",",,,0","0",",,,0","16.66","2,0","20.22","2,,,0","13.09",",,,0","",""
"USC00313565","1960-08","36.0963","-81.8311","1609.3","GRANDFATHER MOUNTAIN, NC US","","","7.6","2,0","19",",0","15",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0","2,0","16","2,0","0","2,0","21","","1","","8.9",",0,26,","0",",,0,31,+","0",",,0,31,+","40.4",",,0,05,","25.6","2,0,04,","82.4","0","31.5","2,0","209.8",",,,0","0",",,,0","17.50","2,0","21.33","2,,,0","13.67",",,,0","",""
"USC00313565","1960-09","36.0963","-81.8311","1609.3","GRANDFATHER MOUNTAIN, NC US","","","3.1","1,0","16",",0","12",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","6","1,0","0","1,0","20","","","","3.9",",0,14,","0",",,0,30,+","0",",,0,30,+","33.0",",,0,11,","23.9","1,0,06,+","200.0","0","117.6","1,0","163.9",",,,0","0",",,,0","14.42","1,0","18.25","1,,,0","10.59",",,,0","",""
