"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES"
"PPM00092044","1997-02","-2.05","147.417","4.0","MOMOTE W.O., PP","18","5,S","13","5,S","2","5,S","","","","","","","73.9","5,,S,10,","","","222.9","5,,,S","",""
"PPM00092044","2000-07","-2.05","147.417","4.0","MOMOTE W.O., PP","25","2,S","21","2,S","3","2,S","","","","","","","80.0","2,,S,19,","","","342.9","2,,,S","",""
"PPM00092044","2000-09","-2.05","147.417","4.0","MOMOTE W.O., PP","18","4,S","10","4,S","1","4,S","","","","","","","71.9","4,,S,30,","","","146.4","4,,,S","",""
"PPM00092044","2000-12","-2.05","147.417","4.0","MOMOTE W.O., PP","22","2,S","18","2,S","1","2,S","","","","","","","51.1","2,,S,03,","","","195.5","2,,,S","",""
"PPM00092044","2001-01","-2.05","147.417","4.0","MOMOTE W.O., PP","21","4,S","12","4,S","1","4,S","","","","","","","39.1","4,,S,05,","","","145.7","4,,,S","",""
"PPM00092044","2001-06","-2.05","147.417","4.0","MOMOTE W.O., PP","20","5,S","14","5,S","1","5,S","","","","","","","34.0","5,,S,05,","","","150.1","5,,,S","",""
"PPM00092044","2001-07","-2.05","147.417","4.0","MOMOTE W.O., PP","22","5,S","18","5,S","6","5,S","","","","","","","63.0","5,,S,19,","","","377.4","5,,,S","",""
"PPM00092044","2001-09","-2.05","147.417","4.0","MOMOTE W.O., PP","22","3,S","13","3,S","3","3,S","","","","","","","43.9","3,,S,09,","","","230.1","3,,,S","",""
"PPM00092044","2002-02","-2.05","147.417","4.0","MOMOTE W.O., PP","18","4,S","10","4,S","2","4,S","","","","","","","32.0","4,,S,15,","","","145.5","4,,,S","",""
"PPM00092044","2002-03","-2.05","147.417","4.0","MOMOTE W.O., PP","21","2,S","15","2,S","5","2,S","","","","","","","80.0","2,,S,18,","","","346.3","2,,,S","",""
"PPM00092044","2002-06","-2.05","147.417","4.0","MOMOTE W.O., PP","19","3,S","12","3,S","1","3,S","","","","","","","52.1","3,,S,05,","","","156.6","3,,,S","",""
"PPM00092044","2002-12","-2.05","147.417","4.0","MOMOTE W.O., PP","19","1,S","15","1,S","4","1,S","","","","","","","39.9","1,,S,04,+","","","234.2","1,,,S","",""
"PPM00092044","2003-01","-2.05","147.417","4.0","MOMOTE W.O., PP","20",",S","15",",S","3",",S","","","","","","","42.9",",,S,05,","","","262.8",",,,S","",""
"PPM00092044","2003-02","-2.05","147.417","4.0","MOMOTE W.O., PP","17",",S","11",",S","1",",S","","","","","","","47.0",",,S,21,","","","182.2",",,,S","",""
"PPM00092044","2003-03","-2.05","147.417","4.0","MOMOTE W.O., PP","22","2,S","15","2,S","5","2,S","","","","","","","52.1","2,,S,20,","","","332.2","2,,,S","",""
"PPM00092044","2004-03","-2.05","147.417","4.0","MOMOTE W.O., PP","","","","","","","0","2,S","29","2,S","10","2,S","","","32.8","2,S,27,+","","","31.44","2,,,S"
"PPM00092044","2004-04","-2.05","147.417","4.0","MOMOTE W.O., PP","","","","","","","0",",S","30",",S","1",",S","","","33.1",",S,05,","","","31.25",",,,S"
"PPM00092044","2004-05","-2.05","147.417","4.0","MOMOTE W.O., PP","","","","","","","0","2,S","29","2,S","1","2,S","","","32.4","2,S,08,","","","31.13","2,,,S"
