"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HN02","HN02_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","HX02","HX02_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LN02","LN02_ATTRIBUTES","LX01","LX01_ATTRIBUTES","LX02","LX02_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MN02","MN02_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MX02","MX02_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00201484","1900-07","46.35","-86.93333","268.2","CHATHAM EXPERIMENT F, MI US","","","","","13",",6","9",",6","0",",6","","","0",",6","","","","","","","","","","","","","","","","","","","0",",,6,31,+","19.8",",,6,17,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82.1",",,,6","0",",,,6","","","","","",""
"USC00201484","1900-08","46.35","-86.93333","268.2","CHATHAM EXPERIMENT F, MI US","","","109.6","2,6","10",",6","8",",6","0",",6","","","0",",6","0","1,6","0","1,6","0","1,6","29","1,6","5","1,6","","","","","5.6","1,6,29,","","","0",",,6,31,+","24.9",",,6,08,","35.6","1,6,05,","","","","","","","8.9","1,6","","","","","","","","","","","","","","","","","","","","","79.2",",,,6","0",",,,6","21.69","2,6","27.15","1,,,6","16.23","1,,,6"
"USC00201484","1900-09","46.35","-86.93333","268.2","CHATHAM EXPERIMENT F, MI US","","","11.4","4,6","19",",6","17",",6","3",",6","","","0",",6","0","2,6","0","2,6","0","2,6","7","2,6","0","2,6","","","","","4.4","2,6,18,+","","","0",",,6,30,+","58.4",",,6,11,","30.6","2,6,01,","","","","","","","98.7","2,6","","","","","","","","","","","","","","","","","","","","","224.3",",,,6","0",",,,6","14.69","4,6","18.80","2,,,6","10.58","2,,,6"
"USC00201484","1900-10","46.35","-86.93333","268.2","CHATHAM EXPERIMENT F, MI US","","","2.0",",6","11",",6","7",",6","0",",6","","","0",",6","0",",6","4",",6","0",",6","5",",6","0",",6","","","","","-4.4",",6,17,","","","0",",,6,31,+","17.0",",,6,28,","25.6",",6,14,+","","","","","","","195.0",",6","","","","","","","","","","","","","","","","","","","","","49.2",",,,6","0",",,,6","12.11",",6","16.33",",,,6","7.89",",,,6"
"USC00201484","1900-11","46.35","-86.93333","268.2","CHATHAM EXPERIMENT F, MI US","","","0.0",",6","19",",6","8",",6","1",",6","","","","","0",",6","28",",6","8",",6","0",",6","0",",6","","","","","-10.0",",6,16,","","","","","41.9",",,6,13,","14.4",",6,03,","","","","","","","544.4",",6","","","","","","","","","","","","","","","","","","","","","87.9",",,,6","","","0.19",",6","3.87",",,,6","-3.50",",,,6"
"USC00201484","1900-12","46.35","-86.93333","268.2","CHATHAM EXPERIMENT F, MI US","","","","","8","1,6","8","1,6","0","1,6","","","","","","","","","","","","","","","","","","","","","","","","","20.3","1,,6,30,+","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82.5","1,,,6","","","","","","","",""
"USC00201484","1901-01","46.35","-86.93333","268.2","CHATHAM EXPERIMENT F, MI US","","","","","","","","","","","31",",0","","","","","","","24","2,0","0","2,0","0","2,0","","","","","","","914",",,0,29,","","","","","1.7","2,0,15,+","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-4.13","2,,,0","",""
"USC00201484","1901-02","46.35","-86.93333","268.2","CHATHAM EXPERIMENT F, MI US","","","","","","","","","","","26","2,0","","","","","","","23","4,0","0","4,0","0","4,0","","","","","","","889","2,,0,11,+","","","","","2.8","4,0,28,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-5.46","4,,,0","",""
"USC00201484","1901-03","46.35","-86.93333","268.2","CHATHAM EXPERIMENT F, MI US","","","0.0","4,0","","","","","","","31",",0","","","1","4,0","27","4,0","18",",0","0",",0","0",",0","1","","","","-17.8","4,0,06,","1118",",,0,21,","","","","","7.2",",0,22,","","","","","","","639.3",",0","","","","","","","","","","","","","","","","","","","","","","","","","-5.17","4,0","-0.18",",,,0","-10.15","4,,,0"
"USC00201484","1901-04","46.35","-86.93333","268.2","CHATHAM EXPERIMENT F, MI US","","","0.0","5,0","","","","","","","","","","","0","3,0","20","3,0","0","3,0","4","3,0","0","3,0","","","1","","-16.1","3,0,01,","","","","","","","23.9","3,0,29,","","","","","","","334.4","3,0","","","","","","","","","","","","","","","","","","","","","","","","","4.95","5,0","11.91","3,,,0","-2.01","3,,,0"
