"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"TUM00017270","1964-10","37.094","38.847","452.0","SANLIURFA, TU","","","","","","","","","","","0","4,S","0","4,S","","","","","","","8.9","4,S,06,","","","","","","","","","","","","","","","14.26","4,,,S"
"TUM00017270","1964-11","37.094","38.847","452.0","SANLIURFA, TU","","","","","","","","","","","0","3,S","5","3,S","","","","","","","0.0","3,S,29,+","","","","","","","","","","","","","","","7.22","3,,,S"
"TUM00017270","1965-09","37.094","38.847","452.0","SANLIURFA, TU","","","","","","","","","","","","","","","0","4,S","26","4,S","22","4,S","","","","","37.8","4,S,14,+","","","","","","","","","35.24","4,,,S","",""
"TUM00017270","1965-12","37.094","38.847","452.0","SANLIURFA, TU","","","","","","","","","","","","","","","0","5,S","0","5,S","0","5,S","","","","","20.0","5,S,09,","","","","","","","","","12.08","5,,,S","",""
"TUM00017270","1966-01","37.094","38.847","452.0","SANLIURFA, TU","","","","","","","","","","","0","4,S","1","4,S","","","","","","","0.0","4,S,15,","","","","","","","","","","","","","","","5.07","4,,,S"
"TUM00017270","1966-04","37.094","38.847","452.0","SANLIURFA, TU","","","","","","","","","","","","","","","0","3,S","16","3,S","0","3,S","","","","","31.1","3,S,30,","","","","","","","","","22.64","3,,,S","",""
"TUM00017270","1966-05","37.094","38.847","452.0","SANLIURFA, TU","","","","","1","5,S","0","5,S","0","5,S","0","4,S","0","4,S","0","3,S","26","3,S","6","3,S","8.9","4,S,06,+","0.3","5,,S,20,","33.9","3,S,31,","","","","","0.3","5,,,S","21.39","6,S","28.36","3,,,S","14.43","4,,,S"
"TUM00017270","1966-06","37.094","38.847","452.0","SANLIURFA, TU","","","245.2","4,S","0","4,S","0","4,S","0","4,S","0","3,S","0","3,S","0","1,S","29","1,S","27","1,S","12.2","3,S,14,","0.0","4,,S,30,+","38.9","1,S,08,","","","0.0","1,S","0.0","4,,,S","27.83","4,S","34.81","1,,,S","20.86","3,,,S"
"TUM00017270","1966-07","37.094","38.847","452.0","SANLIURFA, TU","","","","","","","","","","","","","","","0","5,S","26","5,S","26","5,S","","","","","42.2","5,S,29,+","","","","","","","","","39.18","5,,,S","",""
"TUM00017270","1966-08","37.094","38.847","452.0","SANLIURFA, TU","","","346.4","5,S","0","4,S","0","4,S","0","4,S","0","3,S","0","3,S","0","2,S","29","2,S","29","2,S","21.1","3,S,30,","0.0","4,,S,31,+","42.2","2,S,19,+","","","0.0","2,S","0.0","4,,,S","31.57","5,S","38.89","2,,,S","24.24","3,,,S"
"TUM00017270","1966-09","37.094","38.847","452.0","SANLIURFA, TU","","","","","","","","","","","","","","","0","5,S","25","5,S","16","5,S","","","","","38.9","5,S,05,","","","","","","","","","32.51","5,,,S","",""
"TUM00017270","1966-10","37.094","38.847","452.0","SANLIURFA, TU","","","","","","","","","","","","","","","0","1,S","29","1,S","2","1,S","","","","","32.2","1,S,06,+","","","","","","","","","27.74","1,,,S","",""
"TUM00017270","1966-11","37.094","38.847","452.0","SANLIURFA, TU","","","","","8","4,S","2","4,S","1","4,S","0","5,S","0","5,S","0","3,S","17","3,S","0","3,S","7.8","5,S,27,","30.0","4,,S,10,","27.8","3,S,05,+","","","","","44.1","4,,,S","16.90","6,S","21.91","3,,,S","11.89","5,,,S"
"TUM00017270","1966-12","37.094","38.847","452.0","SANLIURFA, TU","","","","","","","","","","","0","3,S","1","3,S","","","","","","","0.0","3,S,23,","","","","","","","","","","","","","","","5.16","3,,,S"
"TUM00017270","1967-02","37.094","38.847","452.0","SANLIURFA, TU","","","","","","","","","","","0","5,S","15","5,S","2","4,S","0","4,S","0","4,S","-10.0","5,S,02,","","","12.8","4,S,28,","","","","","","","2.67","8,S","6.25","4,,,S","-0.92","5,,,S"
"TUM00017270","1967-03","37.094","38.847","452.0","SANLIURFA, TU","","","0.0","3,S","15","2,S","9","2,S","0","2,S","0","1,S","1","1,S","0","2,S","0","2,S","0","2,S","0.0","1,S,31,","21.1","2,,S,26,","18.9","2,S,31,","","","262.5","2,S","90.5","2,,,S","8.89","3,S","13.81","2,,,S","3.96","1,,,S"
"TUM00017270","1967-04","37.094","38.847","452.0","SANLIURFA, TU","","","","","9","4,S","5","4,S","0","4,S","","","","","0","3,S","14","3,S","0","3,S","","","8.9","4,,S,20,","25.0","3,S,12,","","","","","33.6","4,,,S","","","20.41","3,,,S","",""
"TUM00017270","1967-05","37.094","38.847","452.0","SANLIURFA, TU","","","56.8","1,S","10","3,S","4","3,S","1","3,S","0","1,S","0","1,S","0",",S","27",",S","2",",S","10.0","1,S,15,+","59.9","3,,S,14,","32.8",",S,22,","","","17.2",",S","90.4","3,,,S","19.63","1,S","25.38",",,,S","13.88","1,,,S"
"TUM00017270","1967-06","37.094","38.847","452.0","SANLIURFA, TU","","","176.0","3,S","1","3,S","1","3,S","0","3,S","0",",S","0",",S","0","3,S","27","3,S","16","3,S","10.0",",S,05,","7.9","3,,S,22,","37.8","3,S,14,","","","1.7","3,S","7.9","3,,,S","24.89","3,S","31.85","3,,,S","17.92",",,,S"
"TUM00017270","1967-07","37.094","38.847","452.0","SANLIURFA, TU","","","298.9","5,S","1","4,S","0","4,S","0","4,S","0","2,S","0","2,S","0","3,S","28","3,S","28","3,S","17.8","2,S,27,+","1.0","4,,S,20,","40.0","3,S,15,+","0.0","S","0.0","3,S","1.0","4,,,S","29.72","5,S","36.57","3,,,S","22.87","2,,,S"
"TUM00017270","1967-08","37.094","38.847","452.0","SANLIURFA, TU","","","","","","","","","","","","","","","0","2,S","29","2,S","29","2,S","","","","","40.0","2,S,15,+","","","","","","","","","37.33","2,,,S","",""
"TUM00017270","1967-09","37.094","38.847","452.0","SANLIURFA, TU","","","","","","","","","","","0","3,S","0","3,S","0","5,S","25","5,S","16","5,S","16.1","3,S,28,+","","","36.1","5,S,14,","","","","","","","25.21","6,S","31.98","5,,,S","18.44","3,,,S"
"TUM00017270","1968-03","37.094","38.847","452.0","SANLIURFA, TU","","","","","","","","","","","0","5,S","0","5,S","","","","","","","1.1","5,S,22,+","","","","","","","","","","","","","","","5.39","5,,,S"
"TUM00017270","1968-05","37.094","38.847","452.0","SANLIURFA, TU","","","","","","","","","","","","","","","0","4,S","27","4,S","5","4,S","","","","","33.9","4,S,25,","","","","","","","","","28.76","4,,,S","",""
"TUM00017270","1968-11","37.094","38.847","452.0","SANLIURFA, TU","","","","","","","","","","","","","","","0","3,S","8","3,S","0","3,S","","","","","22.2","3,S,22,+","","","","","","","","","18.68","3,,,S","",""
"TUM00017270","1968-12","37.094","38.847","452.0","SANLIURFA, TU","","","","","","","","","","","0","2,S","0","2,S","","","","","","","2.2","2,S,21,+","","","","","","","","","","","","","","","5.51","2,,,S"
"TUM00017270","1973-06","37.094","38.847","452.0","SANLIURFA, TU","","","","","","","","","","","0","4,S","0","4,S","","","","","","","12.0","4,S,03,","","","","","","","","","","","","","","","18.85","4,,,S"
"TUM00017270","1973-11","37.094","38.847","452.0","SANLIURFA, TU","","","","","","","","","","","","","","","0","5,S","0","5,S","0","5,S","","","","","21.0","5,S,10,+","","","","","","","","","15.16","5,,,S","",""
"TUM00017270","1998-08","37.094","38.847","452.0","SANLIURFA, TU","","","393.0","5,S","","","","","","","0","2,S","0","2,S","0","4,S","27","4,S","27","4,S","22.6","2,S,18,","","","43.0","4,S,28,","","","0.0","4,S","","","33.58","5,S","40.90","4,,,S","26.26","2,,,S"
"TUM00017270","1998-09","37.094","38.847","452.0","SANLIURFA, TU","","","","","","","","","","","","","","","0","2,S","28","2,S","21","2,S","","","","","39.6","2,S,01,","","","","","","","","","34.21","2,,,S","",""
"TUM00017270","1998-10","37.094","38.847","452.0","SANLIURFA, TU","","","","","","","","","","","","","","","0","4,S","27","4,S","8","4,S","","","","","34.1","4,S,06,","","","","","","","","","29.64","4,,,S","",""
"TUM00017270","1998-12","37.094","38.847","452.0","SANLIURFA, TU","","","","","","","","","","","","","","","0","4,S","0","4,S","0","4,S","","","","","18.5","4,S,04,","","","","","","","","","14.11","4,,,S","",""
"TUM00017270","1999-01","37.094","38.847","452.0","SANLIURFA, TU","","","","","8","4,S","3","4,S","0","4,S","","","","","0","3,S","0","3,S","0","3,S","","","17.8","4,,S,19,","16.4","3,S,31,","","","","","40.1","4,,,S","","","13.52","3,,,S","",""
