"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00293300","1895-05","35.9","-105.03333","2098.5","FORT UNION, NM US","","","2.6","2,6","7","1,6","6","1,6","2","1,6","","","0",",6","2",",6","0","2,6","14","2,6","0","2,6","","","","","0.0",",6,17,+","","","29.7","1,,6,22,","30.6","2,6,09,","","","160.3","2,6","84.8","1,,,6","","","12.98","2,6","20.58","2,,,6","5.37",",,,6"
"USC00293300","1895-06","35.9","-105.03333","2098.5","FORT UNION, NM US","","","4.8",",6","8",",6","3",",6","0",",6","","","0",",6","0",",6","0",",6","27",",6","0",",6","","","","","3.9",",6,04,","","","15.2",",,6,27,","30.6",",6,14,","","","49.2",",6","33.2",",,,6","","","16.85",",6","24.57",",,,6","9.13",",,,6"
"USC00293300","1895-07","35.9","-105.03333","2098.5","FORT UNION, NM US","","","32.3",",6","11",",6","10",",6","2",",6","","","0",",6","0",",6","0",",6","26",",6","0",",6","","","","","6.7",",6,12,","","","64.5",",,6,10,","31.7",",6,06,","32.4","6","32.4",",6","180.8",",,,6","","","18.33",",6","25.56",",,,6","11.10",",,,6"
"USC00293300","1895-08","35.9","-105.03333","2098.5","FORT UNION, NM US","","","16.0",",6","16",",6","7",",6","0",",6","","","0",",6","0",",6","0",",6","30",",6","0",",6","","","","","7.8",",6,29,","","","22.1",",,6,07,","28.9",",6,08,","51.6","6","19.2",",6","69.1",",,,6","","","18.23",",6","24.97",",,,6","11.49",",,,6"
"USC00293300","1895-10","35.9","-105.03333","2098.5","FORT UNION, NM US","","","0.0",",6","4","1,6","3","1,6","0","1,6","0",",6","0",",6","20",",6","0",",6","8",",6","0",",6","","","","","-6.7",",6,30,","0",",T,6,22,","12.4","1,,6,04,","23.9",",6,01,","","","276.9",",6","29.7","1,,,6","0",",T,,6","9.40",",6","18.23",",,,6","0.57",",,,6"
"USC00293300","1895-11","35.9","-105.03333","2098.5","FORT UNION, NM US","","","0.0","5,6","2",",6","2",",6","0",",6","2",",6","0","4,6","19","4,6","1","2,6","2","2,6","0","2,6","","","","","-14.4","4,6,25,","102",",,6,22,","6.4",",,6,22,","24.4","2,6,02,","","","347.0","2,6","9.7",",,,6","140",",,,6","4.35","5,6","12.85","2,,,6","-4.15","4,,,6"
"USC00293300","1895-12","35.9","-105.03333","2098.5","FORT UNION, NM US","","","0.0","1,6","2",",6","1",",6","0",",6","1",",6","0","1,6","30","1,6","0",",6","0",",6","0",",6","","","","","-17.2","1,6,31,","152",",,6,18,","9.4",",,6,18,","18.3",",6,14,+","","","551.2",",6","10.2",",,,6","165",",,,6","-0.04","1,6","9.75",",,,6","-9.83","1,,,6"
"USC00293300","1896-01","35.9","-105.03333","2098.5","FORT UNION, NM US","","","","","","","","","","","0",",6","","","","","0","3,6","0","3,6","0","3,6","","","","","","","0",",T,6,28,+","","","18.3","3,6,09,","","","","","","","0",",T,,6","","","12.03","3,,,6","",""
"USC00293300","1896-10","35.9","-105.03333","2098.5","FORT UNION, NM US","","","0.0",",6","3",",6","3",",6","2",",6","","","0",",6","10",",6","0",",6","9",",6","0",",6","","","","","-6.7",",6,31,","","","41.9",",,6,13,","30.6",",6,01,","","","281.1",",6","89.4",",,,6","","","9.27",",6","16.83",",,,6","1.71",",,,6"
"USC00293300","1896-11","35.9","-105.03333","2098.5","FORT UNION, NM US","","","0.0",",6","0",",6","0",",6","0",",6","0",",6","1",",6","25",",6","3",",6","7",",6","0",",6","","","","","-17.8",",6,29,","0",",T,6,26,","0.0",",T,6,26,","23.3",",6,17,","","","435.2",",6","0.0",",T,,6","0",",T,,6","3.83",",6","13.93",",,,6","-6.28",",,,6"
