"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00251390","1921-01","41.0","-98.61667","609.9","CAIRO, NE US","1",",6","1",",6","0",",6","1",",6","","","","","","","","","","","","","102",",,6,26,","10.2",",,6,26,","","","10.2",",,,6","102",",,,6","","","",""
"USC00251390","1921-02","41.0","-98.61667","609.9","CAIRO, NE US","2",",6","2",",6","0",",6","2",",6","","","","","","","","","","","","","76",",,6,06,","7.6",",,6,06,","","","10.1",",,,6","101",",,,6","","","",""
"USC00251390","1921-03","41.0","-98.61667","609.9","CAIRO, NE US","1",",6","1",",6","0",",6","0",",6","","","","","","","","","","","","","0",",T,6,08,","10.2",",,6,26,","","","10.2",",,,6","0",",T,,6","","","",""
"USC00251390","1921-04","41.0","-98.61667","609.9","CAIRO, NE US","6",",6","6",",6","1",",6","0",",6","","","","","","","","","","","","","0",",,6,30,+","25.4",",,6,06,","","","92.7",",,,6","0",",,,6","","","",""
"USC00251390","1921-05","41.0","-98.61667","609.9","CAIRO, NE US","8",",6","8",",6","3",",6","0",",6","","","","","","","","","","","","","0",",,6,31,+","114.3",",,6,18,","","","267.5",",,,6","0",",,,6","","","",""
"USC00251390","1921-06","41.0","-98.61667","609.9","CAIRO, NE US","2",",6","2",",6","0",",6","0",",6","","","","","","","","","","","","","0",",,6,30,+","15.2",",,6,07,","","","27.9",",,,6","0",",,,6","","","",""
"USC00251390","1921-07","41.0","-98.61667","609.9","CAIRO, NE US","4",",6","3",",6","1",",6","0",",6","","","","","","","","","","","","","0",",,6,31,+","47.8",",,6,17,","","","85.7",",,,6","0",",,,6","","","",""
"USC00251390","1921-08","41.0","-98.61667","609.9","CAIRO, NE US","5",",6","5",",6","0",",6","0",",6","","","","","","","","","","","","","0",",,6,31,+","11.4",",,6,15,","","","31.7",",,,6","0",",,,6","","","",""
"USC00251390","1921-09","41.0","-98.61667","609.9","CAIRO, NE US","5",",6","5",",6","0",",6","0",",6","","","","","","","","","","","","","0",",,6,30,+","13.5",",,6,19,","","","43.8",",,,6","0",",,,6","","","",""
"USC00251390","1921-10","41.0","-98.61667","609.9","CAIRO, NE US","2",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","9.4",",,6,25,","","","15.5",",,,6","","","","","",""
"USC00251390","1921-11","41.0","-98.61667","609.9","CAIRO, NE US","0",",6","0",",6","0",",6","0",",6","","","","","","","","","","","","","0",",T,6,17,","0.0",",T,6,17,","","","0.0",",T,,6","0",",T,,6","","","",""
"USC00251390","1921-12","41.0","-98.61667","609.9","CAIRO, NE US","2",",6","0",",6","0",",6","0",",6","","","","","","","","","","","","","3",",,6,21,","0.8",",,6,16,","","","1.1",",,,6","3",",,,6","","","",""
"USC00251390","1922-01","41.0","-98.61667","609.9","CAIRO, NE US","4",",6","2",",6","0",",6","1",",6","","","","","","","","","","","","","25",",,6,26,","5.1",",,6,26,","","","10.9",",,,6","51",",,,6","","","",""
"USC00251390","1922-02","41.0","-98.61667","609.9","CAIRO, NE US","1",",6","0",",6","0",",6","0",",6","","","","","","","","","","","","","0",",T,6,10,","0.3",",,6,10,","","","0.3",",,,6","0",",T,,6","","","",""
"USC00251390","1922-03","41.0","-98.61667","609.9","CAIRO, NE US","4",",6","3",",6","1",",6","1",",6","","","","","","","","","","","","","203",",,6,19,","28.4",",,6,19,","","","40.6",",,,6","203",",,,6","","","",""
"USC00251390","1922-04","41.0","-98.61667","609.9","CAIRO, NE US","4",",6","4",",6","0",",6","0",",6","","","","","","","","","","","","","0",",,6,30,+","16.5",",,6,11,","","","52.9",",,,6","0",",,,6","","","",""
"USC00251390","1922-05","41.0","-98.61667","609.9","CAIRO, NE US","8",",6","7",",6","3",",6","0",",6","","","","","","","","","","","","","0",",,6,31,+","60.5",",,6,21,","","","157.1",",,,6","0",",,,6","","","",""
"USC00251390","1922-06","41.0","-98.61667","609.9","CAIRO, NE US","2",",6","1",",6","0",",6","0",",6","","","","","","","","","","","","","0",",,6,30,+","11.9",",,6,30,","","","13.2",",,,6","0",",,,6","","","",""
"USC00251390","1922-07","41.0","-98.61667","609.9","CAIRO, NE US","10",",6","9",",6","0",",6","0",",6","","","","","","","","","","","","","0",",,6,31,+","20.1",",,6,26,","","","69.0",",,,6","0",",,,6","","","",""
"USC00251390","1922-08","41.0","-98.61667","609.9","CAIRO, NE US","2",",6","2",",6","1",",6","0",",6","","","","","","","","","","","","","0",",,6,31,+","45.2",",,6,06,","","","47.7",",,,6","0",",,,6","","","",""
"USC00251390","1922-09","41.0","-98.61667","609.9","CAIRO, NE US","2",",6","2",",6","0",",6","0",",6","","","","","","","","","","","","","0",",,6,30,+","16.5",",,6,18,","","","20.3",",,,6","0",",,,6","","","",""
"USC00251390","1922-10","41.0","-98.61667","609.9","CAIRO, NE US","2",",6","2",",6","0",",6","0",",6","","","","","","","","","","","","","0",",,6,31,+","21.6",",,6,29,","","","25.9",",,,6","0",",,,6","","","",""
"USC00251390","1922-11","41.0","-98.61667","609.9","CAIRO, NE US","4",",6","3",",6","0",",6","1",",6","","","","","","","","","","","","","102",",,6,13,","17.8",",,6,04,","","","44.0",",,,6","102",",,,6","","","",""
"USC00251390","1922-12","41.0","-98.61667","609.9","CAIRO, NE US","0",",6","0",",6","0",",6","0",",6","","","","","","","","","","","","","0",",T,6,08,","0.0",",T,6,08,","","","0.0",",T,,6","0",",T,,6","","","",""
"USC00251390","1923-01","41.0","-98.61667","609.9","CAIRO, NE US","3",",6","3",",6","0",",6","3",",6","","","","","","","","","","","","","51",",,6,25,+","3.8",",,6,25,+","","","10.4",",,,6","140",",,,6","","","",""
"USC00251390","1923-02","41.0","-98.61667","609.9","CAIRO, NE US","0",",6","0",",6","0",",6","0",",6","","","","","","","","","","","","","0",",T,6,02,","0.0",",T,6,02,","","","0.0",",T,,6","0",",T,,6","","","",""
"USC00251390","1923-03","41.0","-98.61667","609.9","CAIRO, NE US","4",",6","4",",6","0",",6","4",",6","","","","","","","","","","","","","89",",,6,03,","8.9",",,6,03,","","","25.4",",,,6","254",",,,6","","","",""
"USC00251390","1923-04","41.0","-98.61667","609.9","CAIRO, NE US","7",",6","5",",6","1",",6","0",",6","","","","","","","","","","","","","13",",,6,04,+","57.2",",,6,26,","","","98.9",",,,6","26",",,,6","","","",""
"USC00251390","1923-05","41.0","-98.61667","609.9","CAIRO, NE US","11",",6","11",",6","2",",6","","","","","","","","","","","","","","","","","111.0",",,6,23,","","","237.7",",,,6","","","","","",""
"USC00251390","1923-06","41.0","-98.61667","609.9","CAIRO, NE US","11",",6","10",",6","1",",6","0",",6","","","","","","","","","","","","","0",",,6,30,+","31.8",",,6,06,","","","133.8",",,,6","0",",,,6","","","",""
"USC00251390","1923-07","41.0","-98.61667","609.9","CAIRO, NE US","4",",6","4",",6","0",",6","0",",6","","","","","","","","","","","","","0",",,6,31,+","11.4",",,6,12,","","","26.3",",,,6","0",",,,6","","","",""
"USC00251390","1923-08","41.0","-98.61667","609.9","CAIRO, NE US","9",",6","6",",6","0",",6","0",",6","","","","","","","","","","","","","0",",,6,31,+","19.1",",,6,31,","","","60.3",",,,6","0",",,,6","","","",""
"USC00251390","1923-09","41.0","-98.61667","609.9","CAIRO, NE US","9",",6","5",",6","1",",6","0",",6","","","","","","","","","","","","","0",",,6,30,+","104.1",",,6,28,","","","171.9",",,,6","0",",,,6","","","",""
"USC00251390","1923-10","41.0","-98.61667","609.9","CAIRO, NE US","4",",6","3",",6","0",",6","1",",6","","","","","","","","","","","","","102",",,6,29,","10.2",",,6,29,","","","19.4",",,,6","102",",,,6","","","",""
"USC00251390","1923-11","41.0","-98.61667","609.9","CAIRO, NE US","2",",6","1",",6","0",",6","","","","","","","","","","","","","","","","","11.9",",,6,12,","","","12.2",",,,6","","","","","",""
"USC00251390","1923-12","41.0","-98.61667","609.9","CAIRO, NE US","3",",6","2",",6","0",",6","1",",6","","","","","","","","","","","","","76",",,6,29,","7.6",",,6,29,","","","10.7",",,,6","76",",,,6","","","",""
"USC00251390","1924-01","41.0","-98.61667","609.9","CAIRO, NE US","3",",6","3",",6","0",",6","3",",6","","","","","","","","","","","","","76",",,6,12,","7.6",",,6,12,","","","12.6",",,,6","126",",,,6","","","",""
"USC00251390","1924-02","41.0","-98.61667","609.9","CAIRO, NE US","5",",6","5",",6","0",",6","5",",6","","","","","","","","","","","","","76",",,6,23,","7.6",",,6,23,","","","21.5",",,,6","215",",,,6","","","",""
"USC00251390","1924-03","41.0","-98.61667","609.9","CAIRO, NE US","8",",6","6",",6","0",",6","3",",6","","","","","","","","","","","","","178",",,6,17,","24.1",",,6,17,","","","51.5",",,,6","274",",,,6","","","",""
"USC00251390","1924-04","41.0","-98.61667","609.9","CAIRO, NE US","4",",6","1",",6","0",",6","0",",6","","","","","","","","","","","","","0",",,6,30,+","2.5",",,6,29,","","","6.1",",,,6","0",",,,6","","","",""
"USC00251390","1924-05","41.0","-98.61667","609.9","CAIRO, NE US","8",",6","7",",6","0",",6","0",",6","","","","","","","","","","","","","0",",T,6,09,","17.3",",,6,22,","","","62.7",",,,6","0",",T,,6","","","",""
"USC00251390","1924-06","41.0","-98.61667","609.9","CAIRO, NE US","13",",6","10",",6","1",",6","0",",6","","","","","","","","","","","","","0",",,6,30,+","27.2",",,6,17,","","","113.8",",,,6","0",",,,6","","","",""
"USC00251390","1924-07","41.0","-98.61667","609.9","CAIRO, NE US","9",",6","8",",6","2",",6","0",",6","","","","","","","","","","","","","0",",,6,31,+","109.7",",,6,18,","","","219.9",",,,6","0",",,,6","","","",""
"USC00251390","1924-08","41.0","-98.61667","609.9","CAIRO, NE US","4",",6","2",",6","1",",6","0",",6","","","","","","","","","","","","","0",",,6,31,+","27.9",",,6,11,","","","47.2",",,,6","0",",,,6","","","",""
"USC00251390","1924-09","41.0","-98.61667","609.9","CAIRO, NE US","3",",6","3",",6","0",",6","0",",6","","","","","","","","","","","","","0",",,6,30,+","23.9",",,6,01,","","","45.5",",,,6","0",",,,6","","","",""
"USC00251390","1924-10","41.0","-98.61667","609.9","CAIRO, NE US","3",",6","3",",6","0",",6","0",",6","","","","","","","","","","","","","0",",,6,31,+","5.1",",,6,08,","","","11.9",",,,6","0",",,,6","","","",""
"USC00251390","1924-11","41.0","-98.61667","609.9","CAIRO, NE US","1",",6","0",",6","0",",6","0",",6","","","","","","","","","","","","","0",",T,6,07,","1.3",",,6,07,","","","1.3",",,,6","0",",T,,6","","","",""
"USC00251390","1924-12","41.0","-98.61667","609.9","CAIRO, NE US","6",",6","5",",6","1",",6","6",",6","","","","","","","","","","","","","508",",,6,04,","58.4",",,6,04,","","","90.8",",,,6","877",",,,6","","","",""
"USC00251390","1925-01","41.0","-98.61667","609.9","CAIRO, NE US","2",",6","0",",6","0",",6","0",",6","","","","","","","","","","","","","5",",,6,31,+","0.5",",,6,31,+","","","1.0",",,,6","10",",,,6","","","",""
"USC00251390","1925-02","41.0","-98.61667","609.9","CAIRO, NE US","2",",6","1",",6","0",",6","1",",6","","","","","","","","","","","","","25",",,6,08,","21.6",",,6,22,","","","23.6",",,,6","25",",,,6","","","",""
"USC00251390","1925-03","41.0","-98.61667","609.9","CAIRO, NE US","4",",6","2",",6","0",",6","1",",6","","","","","","","","","","","","","178",",,6,13,","13.2",",,6,13,","","","19.3",",,,6","191",",,,6","","","",""
"USC00251390","1925-04","41.0","-98.61667","609.9","CAIRO, NE US","7",",6","6",",6","1",",6","0",",6","","","","","","","","","","","","","0",",,6,30,+","33.3",",,6,02,","","","81.6",",,,6","0",",,,6","","","",""
"USC00251390","1925-05","41.0","-98.61667","609.9","CAIRO, NE US","6",",6","4",",6","0",",6","","","","","","","","","","","","","","","","","15.0",",,6,08,","","","31.7",",,,6","","","","","",""
"USC00251390","1925-06","41.0","-98.61667","609.9","CAIRO, NE US","10",",6","7",",6","1",",6","0",",6","","","","","","","","","","","","","0",",,6,30,+","30.5",",,6,07,","","","111.1",",,,6","0",",,,6","","","",""
"USC00251390","1925-07","41.0","-98.61667","609.9","CAIRO, NE US","7",",6","6",",6","0",",6","0",",6","","","","","","","","","","","","","0",",,6,31,+","22.1",",,6,25,","","","51.0",",,,6","0",",,,6","","","",""
"USC00251390","1925-08","41.0","-98.61667","609.9","CAIRO, NE US","8",",6","7",",6","0",",6","0",",6","","","","","","","","","","","","","0",",,6,31,+","23.6",",,6,11,","","","88.0",",,,6","0",",,,6","","","",""
"USC00251390","1925-09","41.0","-98.61667","609.9","CAIRO, NE US","4",",6","4",",6","0",",6","0",",6","","","","","","","","","","","","","0",",,6,30,+","15.2",",,6,26,","","","34.5",",,,6","0",",,,6","","","",""
"USC00251390","1925-10","41.0","-98.61667","609.9","CAIRO, NE US","9",",6","5",",6","0",",6","1",",6","","","","","","","","","","","","","152",",,6,29,","11.7",",,6,06,","","","47.5",",,,6","165",",,,6","","","",""
"USC00251390","1925-11","41.0","-98.61667","609.9","CAIRO, NE US","1",",6","0",",6","0",",6","0",",6","","","","","","","","","","","","","0",",,6,30,+","1.3",",,6,03,","","","1.3",",,,6","0",",,,6","","","",""
"USC00251390","1925-12","41.0","-98.61667","609.9","CAIRO, NE US","3",",6","2",",6","0",",6","1",",6","","","","","","","","","","","","","178",",,6,15,","16.5",",,6,15,","","","20.3",",,,6","196",",,,6","","","",""
"USC00251390","1926-01","41.0","-98.61667","609.9","CAIRO, NE US","7",",6","5",",6","0",",6","3",",6","","","","","","","","","","","","","102",",,6,31,","10.2",",,6,31,","","","32.2",",,,6","191",",,,6","","","",""
"USC00251390","1926-02","41.0","-98.61667","609.9","CAIRO, NE US","3",",6","1",",6","0",",6","1",",6","","","","","","","","","","","","","102",",,6,18,","8.1",",,6,18,","","","10.1",",,,6","128",",,,6","","","",""
"USC00251390","1926-03","41.0","-98.61667","609.9","CAIRO, NE US","4",",6","1",",6","0",",6","2",",6","","","","","","","","","","","","","38",",,6,07,","11.4",",,6,07,","","","15.0",",,,6","63",",,,6","","","",""
"USC00251390","1926-04","41.0","-98.61667","609.9","CAIRO, NE US","3",",6","2",",6","0",",6","1",",6","","","","","","","","","","","","","25",",,6,10,","5.1",",,6,10,","","","9.7",",,,6","25",",,,6","","","",""
"USC00251390","1926-05","41.0","-98.61667","609.9","CAIRO, NE US","6",",6","5",",6","0",",6","0",",6","","","","","","","","","","","","","0",",,6,31,+","10.2",",,6,27,","","","29.5",",,,6","0",",,,6","","","",""
"USC00251390","1926-06","41.0","-98.61667","609.9","CAIRO, NE US","7",",6","5",",6","0",",6","0",",6","","","","","","","","","","","","","0",",,6,30,+","17.8",",,6,13,","","","48.8",",,,6","0",",,,6","","","",""
"USC00251390","1926-07","41.0","-98.61667","609.9","CAIRO, NE US","9",",6","8",",6","0",",6","0",",6","","","","","","","","","","","","","0",",,6,31,+","19.8",",,6,05,","","","56.6",",,,6","0",",,,6","","","",""
"USC00251390","1926-08","41.0","-98.61667","609.9","CAIRO, NE US","6",",6","5",",6","2",",6","0",",6","","","","","","","","","","","","","0",",,6,31,+","31.8",",,6,22,","","","115.1",",,,6","0",",,,6","","","",""
"USC00251390","1926-09","41.0","-98.61667","609.9","CAIRO, NE US","10",",6","7",",6","0",",6","0",",6","","","","","","","","","","","","","0",",,6,30,+","17.3",",,6,15,","","","69.4",",,,6","0",",,,6","","","",""
"USC00251390","1926-10","41.0","-98.61667","609.9","CAIRO, NE US","4",",6","4",",6","1",",6","0",",6","","","","","","","","","","","","","0",",,6,31,+","60.2",",,6,09,","","","84.9",",,,6","0",",,,6","","","",""
"USC00251390","1926-11","41.0","-98.61667","609.9","CAIRO, NE US","6",",6","3",",6","0",",6","0",",6","","","","","","","","","","","","","13",",,6,20,","23.4",",,6,14,","","","39.7",",,,6","18",",,,6","","","",""
"USC00251390","1926-12","41.0","-98.61667","609.9","CAIRO, NE US","6",",6","2",",6","0",",6","2",",6","","","","","","","","","","","","","76",",,6,09,","7.6",",,6,07,","","","14.7",",,,6","150",",,,6","","","",""
"USC00251390","1927-01","41.0","-98.61667","609.9","CAIRO, NE US","3",",6","1",",6","0",",6","1",",6","","","","","","","","","","","","","51",",,6,26,","5.1",",,6,26,","","","7.7",",,,6","77",",,,6","","","",""
"USC00251390","1927-02","41.0","-98.61667","609.9","CAIRO, NE US","3",",6","3",",6","0",",6","2",",6","","","","","","","","","","","","","152",",,6,14,","15.2",",,6,14,","","","24.1",",,,6","203",",,,6","","","",""
"USC00251390","1927-03","41.0","-98.61667","609.9","CAIRO, NE US","8",",6","6",",6","1",",6","2",",6","","","","","","","","","","","","","152",",,6,20,","41.7",",,6,31,","","","104.5",",,,6","177",",,,6","","","",""
"USC00251390","1927-04","41.0","-98.61667","609.9","CAIRO, NE US","11",",6","10",",6","2",",6","0",",6","","","","","","","","","","","","","0",",T,6,20,+","31.8",",,6,14,","","","135.0",",,,6","0",",T,,6","","","",""
"USC00251390","1927-05","41.0","-98.61667","609.9","CAIRO, NE US","3",",6","2",",6","1",",6","0",",6","","","","","","","","","","","","","0",",,6,31,+","32.8",",,6,27,","","","54.7",",,,6","0",",,,6","","","",""
"USC00251390","1927-06","41.0","-98.61667","609.9","CAIRO, NE US","9",",6","9",",6","0",",6","0",",6","","","","","","","","","","","","","0",",,6,30,+","22.4",",,6,16,","","","114.0",",,,6","0",",,,6","","","",""
"USC00251390","1927-07","41.0","-98.61667","609.9","CAIRO, NE US","4",",6","3",",6","0",",6","0",",6","","","","","","","","","","","","","0",",,6,31,+","8.9",",,6,15,","","","19.5",",,,6","0",",,,6","","","",""
"USC00251390","1927-08","41.0","-98.61667","609.9","CAIRO, NE US","6",",6","2",",6","0",",6","0",",6","","","","","","","","","","","","","0",",,6,31,+","24.1",",,6,02,","","","36.8",",,,6","0",",,,6","","","",""
"USC00251390","1927-09","41.0","-98.61667","609.9","CAIRO, NE US","6",",6","4",",6","1",",6","0",",6","","","","","","","","","","","","","0",",,6,30,+","30.5",",,6,06,","","","64.8",",,,6","0",",,,6","","","",""
"USC00251390","1927-10","41.0","-98.61667","609.9","CAIRO, NE US","0",",6","0",",6","0",",6","0",",6","","","","","","","","","","","","","0",",,6,31,+","0.0",",,6,31,+","","","0.0",",,,6","0",",,,6","","","",""
"USC00251390","1927-11","41.0","-98.61667","609.9","CAIRO, NE US","3",",6","0",",6","0",",6","0",",6","","","","","","","","","","","","","20",",,6,17,","2.0",",,6,17,","","","3.8",",,,6","33",",,,6","","","",""
"USC00251390","1927-12","41.0","-98.61667","609.9","CAIRO, NE US","","","","","","","1",",6","","","","","","","","","","","","","38",",,6,07,","","","","","","","38",",,,6","","","",""
"USC00251390","1928-01","41.0","-98.61667","609.9","CAIRO, NE US","4",",6","1",",6","0",",6","1",",6","","","","","","","","","","","","","30",",,6,02,","3.0",",,6,02,","","","4.6",",,,6","30",",,,6","","","",""
"USC00251390","1928-02","41.0","-98.61667","609.9","CAIRO, NE US","4",",6","3",",6","0",",6","1",",6","","","","","","","","","","","","","25",",,6,13,","12.4",",,6,07,","","","24.3",",,,6","25",",,,6","","","",""
"USC00251390","1928-03","41.0","-98.61667","609.9","CAIRO, NE US","4",",6","2",",6","0",",6","0",",6","","","","","","","","","","","","","0",",T,6,18,","10.7",",,6,08,","","","16.6",",,,6","0",",T,,6","","","",""
"USC00251390","1928-04","41.0","-98.61667","609.9","CAIRO, NE US","0",",6","0",",6","0",",6","0",",6","","","","","","","","","","","","","0",",T,6,08,","0.0",",T,6,11,+","","","0.0",",T,,6","0",",T,,6","","","",""
"USC00251390","1928-05","41.0","-98.61667","609.9","CAIRO, NE US","10",",6","8",",6","1",",6","0",",6","","","","","","","","","","","","","0",",,6,31,+","43.2",",,6,03,","","","106.2",",,,6","0",",,,6","","","",""
"USC00251390","1928-06","41.0","-98.61667","609.9","CAIRO, NE US","12",",6","10",",6","0",",6","0",",6","","","","","","","","","","","","","0",",,6,30,+","23.4",",,6,02,","","","105.5",",,,6","0",",,,6","","","",""
"USC00251390","1928-07","41.0","-98.61667","609.9","CAIRO, NE US","10",",6","6",",6","1",",6","0",",6","","","","","","","","","","","","","0",",,6,31,+","29.0",",,6,03,","","","64.0",",,,6","0",",,,6","","","",""
"USC00251390","1928-08","41.0","-98.61667","609.9","CAIRO, NE US","1",",6","1",",6","1",",6","0",",6","","","","","","","","","","","","","0",",,6,31,+","25.7",",,6,23,","","","25.7",",,,6","0",",,,6","","","",""
"USC00251390","1928-09","41.0","-98.61667","609.9","CAIRO, NE US","4",",6","3",",6","0",",6","0",",6","","","","","","","","","","","","","0",",,6,30,+","14.2",",,6,11,","","","24.4",",,,6","0",",,,6","","","",""
"USC00251390","1928-10","41.0","-98.61667","609.9","CAIRO, NE US","8",",6","6",",6","0",",6","1",",6","","","","","","","","","","","","","51",",,6,29,","23.4",",,6,30,","","","73.3",",,,6","51",",,,6","","","",""
"USC00251390","1928-11","41.0","-98.61667","609.9","CAIRO, NE US","5",",6","3",",6","2",",6","2",",6","","","","","","","","","","","","","305",",,6,30,","31.8",",,6,01,","","","71.2",",,,6","384",",,,6","","","",""
"USC00251390","1928-12","41.0","-98.61667","609.9","CAIRO, NE US","2",",6","1",",6","0",",6","1",",6","","","","","","","","","","","","","25",",,6,29,","2.5",",,6,29,","","","3.5",",,,6","38",",,,6","","","",""
"USC00251390","1929-01","41.0","-98.61667","609.9","CAIRO, NE US","1",",6","0",",6","0",",6","0",",6","","","","","","","","","","","","","13",",,6,30,","1.3",",,6,30,","","","1.3",",,,6","13",",,,6","","","",""
"USC00251390","1929-02","41.0","-98.61667","609.9","CAIRO, NE US","6",",6","2",",6","0",",6","2",",6","","","","","","","","","","","","","102",",,6,25,","8.9",",,6,25,","","","20.6",",,,6","219",",,,6","","","",""
"USC00251390","1929-03","41.0","-98.61667","609.9","CAIRO, NE US","3",",6","0",",6","0",",6","0",",6","","","","","","","","","","","","","5",",,6,31,","1.5",",,6,31,","","","2.8",",,,6","5",",,,6","","","",""
"USC00251390","1929-04","41.0","-98.61667","609.9","CAIRO, NE US","10",",6","5",",6","0",",6","0",",6","","","","","","","","","","","","","0",",,6,30,+","13.5",",,6,20,","","","42.3",",,,6","0",",,,6","","","",""
"USC00251390","1929-05","41.0","-98.61667","609.9","CAIRO, NE US","7",",6","4",",6","0",",6","0",",6","","","","","","","","","","","","","0",",,6,31,+","9.7",",,6,06,","","","36.3",",,,6","0",",,,6","","","",""
"USC00251390","1929-06","41.0","-98.61667","609.9","CAIRO, NE US","10",",6","6",",6","1",",6","0",",6","","","","","","","","","","","","","0",",,6,30,+","25.4",",,6,06,","","","76.1",",,,6","0",",,,6","","","",""
"USC00251390","1929-07","41.0","-98.61667","609.9","CAIRO, NE US","5",",6","4",",6","1",",6","0",",6","","","","","","","","","","","","","0",",,6,31,+","33.0",",,6,06,","","","62.7",",,,6","0",",,,6","","","",""
"USC00251390","1929-08","41.0","-98.61667","609.9","CAIRO, NE US","3",",6","2",",6","1",",6","0",",6","","","","","","","","","","","","","0",",,6,31,+","27.9",",,6,10,","","","40.3",",,,6","0",",,,6","","","",""
"USC00251390","1929-09","41.0","-98.61667","609.9","CAIRO, NE US","9",",6","5",",6","0",",6","0",",6","","","","","","","","","","","","","0",",,6,30,+","19.1",",,6,09,","","","57.6",",,,6","0",",,,6","","","",""
"USC00251390","1929-10","41.0","-98.61667","609.9","CAIRO, NE US","9",",6","6",",6","0",",6","0",",6","","","","","","","","","","","","","13",",,6,31,","23.9",",,6,04,","","","91.5",",,,6","13",",,,6","","","",""
"USC00251390","1929-11","41.0","-98.61667","609.9","CAIRO, NE US","4",",6","2",",6","0",",6","0",",6","","","","","","","","","","","","","20",",,6,21,","11.4",",,6,10,","","","18.2",",,,6","20",",,,6","","","",""
"USC00251390","1929-12","41.0","-98.61667","609.9","CAIRO, NE US","0",",6","0",",6","0",",6","0",",6","","","","","","","","","","","","","0",",,6,31,+","0.0",",,6,31,+","","","0.0",",,,6","0",",,,6","","","",""
"USC00251390","1930-01","41.0","-98.61667","609.9","CAIRO, NE US","6",",6","4",",6","0",",6","4",",6","","","","","","","","","","","","","51",",,6,17,+","5.1",",,6,17,+","","","19.1",",,,6","191",",,,6","","","",""
"USC00251390","1930-02","41.0","-98.61667","609.9","CAIRO, NE US","1",",6","1",",6","0",",6","","","","","","","","","","","","","","","","","5.6",",,6,28,","","","5.6",",,,6","","","","","",""
"USC00251390","1930-03","41.0","-98.61667","609.9","CAIRO, NE US","2",",6","2",",6","0",",6","1",",6","","","","","","","","","","","","","25",",,6,07,","4.6",",,6,17,","","","7.1",",,,6","38",",,,6","","","",""
"USC00251390","1930-04","41.0","-98.61667","609.9","CAIRO, NE US","10",",6","10",",6","3",",6","0",",6","","","","","","","","","","","","","0",",,6,30,+","39.9",",,6,17,","","","191.7",",,,6","0",",,,6","","","",""
"USC00251390","1930-05","41.0","-98.61667","609.9","CAIRO, NE US","11",",6","11",",6","2",",6","0",",6","","","","","","","","","","","","","0",",,6,31,+","35.3",",,6,09,","","","149.2",",,,6","0",",,,6","","","",""
"USC00251390","1930-06","41.0","-98.61667","609.9","CAIRO, NE US","7",",6","7",",6","3",",6","0",",6","","","","","","","","","","","","","0",",,6,30,+","53.3",",,6,04,","","","128.7",",,,6","0",",,,6","","","",""
"USC00251390","1930-07","41.0","-98.61667","609.9","CAIRO, NE US","4",",6","3",",6","0",",6","0",",6","","","","","","","","","","","","","0",",,6,31,+","17.8",",,6,03,","","","33.5",",,,6","0",",,,6","","","",""
"USC00251390","1930-08","41.0","-98.61667","609.9","CAIRO, NE US","10",",6","9",",6","3",",6","0",",6","","","","","","","","","","","","","0",",,6,31,+","48.3",",,6,06,","","","179.9",",,,6","0",",,,6","","","",""
"USC00251390","1930-09","41.0","-98.61667","609.9","CAIRO, NE US","5",",6","4",",6","0",",6","0",",6","","","","","","","","","","","","","0",",,6,30,+","16.0",",,6,27,","","","29.7",",,,6","0",",,,6","","","",""
"USC00251390","1930-10","41.0","-98.61667","609.9","CAIRO, NE US","6",",6","6",",6","1",",6","0",",6","","","","","","","","","","","","","0",",T,6,16,","26.2",",,6,05,","","","59.8",",,,6","0",",T,,6","","","",""
"USC00251390","1930-11","41.0","-98.61667","609.9","CAIRO, NE US","5",",6","5",",6","0",",6","1",",6","","","","","","","","","","","","","30",",,6,16,","24.1",",,6,20,","","","54.6",",,,6","35",",,,6","","","",""
"USC00251390","1930-12","41.0","-98.61667","609.9","CAIRO, NE US","1",",6","0",",6","0",",6","1",",6","","","","","","","","","","","","","25",",,6,18,","1.8",",,6,18,","","","1.8",",,,6","25",",,,6","","","",""
"USC00251390","1931-01","41.0","-98.61667","609.9","CAIRO, NE US","2",",6","1",",6","0",",6","1",",6","","","","","","","","","","","","","64",",,6,18,","4.8",",,6,18,","","","5.6",",,,6","64",",,,6","","","",""
"USC00251390","1931-02","41.0","-98.61667","609.9","CAIRO, NE US","2",",6","2",",6","0",",6","0",",6","","","","","","","","","","","","","0",",,6,28,+","12.4",",,6,22,","","","16.2",",,,6","0",",,,6","","","",""
