"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"AUM00011389","2007-11","48.183","15.617","273.0","ST POELTEN LANDHAUS, AU","","","","","","","","","","","","","2","3,S","0","3,S","0","3,S","","","","","11.8","3,S,03,","","","","","","","","","5.18","3,,,S","",""
"AUM00011389","2008-01","48.183","15.617","273.0","ST POELTEN LANDHAUS, AU","","","","","","","","","","","","","3","3,S","0","3,S","0","3,S","","","","","12.4","3,S,20,","","","","","","","","","4.89","3,,,S","",""
"AUM00011389","2008-02","48.183","15.617","273.0","ST POELTEN LANDHAUS, AU","","","","","","","","","","","","","2",",S","0",",S","0",",S","","","","","18.2",",S,24,","","","","","","","","","8.15",",,,S","",""
"AUM00011389","2008-03","48.183","15.617","273.0","ST POELTEN LANDHAUS, AU","","","","","","","","","","","","","0","4,S","0","4,S","0","4,S","","","","","19.1","4,S,31,","","","","","","","","","10.19","4,,,S","",""
"AUM00011389","2008-04","48.183","15.617","273.0","ST POELTEN LANDHAUS, AU","","","","","","","","","0","5,S","2","5,S","0","3,S","4","3,S","0","3,S","-0.4","5,S,08,","","","24.6","3,S,11,","","","","","","","10.17","7,S","15.14","3,,,S","5.20","5,,,S"
"AUM00011389","2008-05","48.183","15.617","273.0","ST POELTEN LANDHAUS, AU","17.5","3,S","","","","","","","0","3,S","0","3,S","0","1,S","17","1,S","0","1,S","5.3","3,S,08,","","","30.0","1,S,30,","","","88.0","1,S","","","15.66","3,S","21.56","1,,,S","9.77","3,,,S"
"AUM00011389","2008-06","48.183","15.617","273.0","ST POELTEN LANDHAUS, AU","68.1","3,S","","","","","","","0","3,S","0","3,S","0",",S","24",",S","1",",S","7.3","3,S,14,","","","33.2",",S,22,","","","14.1",",S","","","20.06","3,S","24.87",",,,S","15.25","3,,,S"
"AUM00011389","2008-07","48.183","15.617","273.0","ST POELTEN LANDHAUS, AU","","","","","","","","","","","","","0",",S","24",",S","0",",S","","","","","31.5",",S,11,","","","","","","","","","24.44",",,,S","",""
"AUM00011389","2008-08","48.183","15.617","273.0","ST POELTEN LANDHAUS, AU","","","","","","","","","","","","","0","1,S","28","1,S","0","1,S","","","","","31.2","1,S,01,","","","","","","","","","25.45","1,,,S","",""
"AUM00011389","2008-09","48.183","15.617","273.0","ST POELTEN LANDHAUS, AU","","","","","","","","","","","","","0",",S","12",",S","0",",S","","","","","29.9",",S,06,","","","","","","","","","18.44",",,,S","",""
