"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"USW00053862","1998-03","30.07194","-83.57361","13.7","PERRY FOLEY AIRPORT, FL US","","","","","22.9",",M","","","","","","","0",",M","5",",M","0",",M","19",",M","0",",M","-3.9",",M,13,","","","30.0",",M,30,","","","133.4",",M","","","14.77",",M","21.80",",,,M","7.73",",,,M","","","","","","","","","",""
"USW00053862","1998-04","30.07194","-83.57361","13.7","PERRY FOLEY AIRPORT, FL US","3.6",",W","","","53.9",",W","6",",W","2",",W","0",",W","0",",W","0",",W","0",",W","30",",W","0",",W","3.9",",W,12,","10.4",",,W,19,","30.0",",W,07,","","","30.0",",W","20.0",",,,W","19.13",",W","25.87",",,,W","12.39",",,,W","","","190",",W","190",",W","11.6",",W","16.1",",W"
"USW00053862","1998-05","30.07194","-83.57361","13.7","PERRY FOLEY AIRPORT, FL US","2.9",",W","","","189.4",",W","8",",W","1",",W","0",",W","0",",W","0",",W","0",",W","31",",W","12",",W","11.1",",W,06,+","4.8",",,W,27,","35.6",",W,14,","","","0.0",",W","7.1",",,,W","24.44",",W","31.39",",,,W","17.49",",,,W","","","220",",W","160",",W","12.5",",W","15.2",",W"
"USW00053862","1998-06","30.07194","-83.57361","13.7","PERRY FOLEY AIRPORT, FL US","3.5","3,W","","","266.8","3,W","6","1,W","3","1,W","1","1,W","0","3,W","0","3,W","0","3,W","27","3,W","26","3,W","17.2","3,W,26,+","50.3","1,,W,27,","37.2","3,W,23,+","","","0.0","3,W","60.3","1,,,W","28.21","3,W","34.69","3,,,W","21.73","3,,,W","","","320","2,W","310",",W","14.3","2,W","19.7",",W"
"USW00053862","1998-07","30.07194","-83.57361","13.7","PERRY FOLEY AIRPORT, FL US","","","","","","","9","3,W","6","3,W","3","3,W","","","","","","","","","","","","","60.2","3,,W,13,","","","","","","","147.4","3,,,W","","","","","","","","","","","270","1,W","","","13.0","1,W"
"USW00053862","1998-08","30.07194","-83.57361","13.7","PERRY FOLEY AIRPORT, FL US","2.0","3,W","","","260.9","3,W","17",",W","10",",W","1",",W","0","3,W","0","3,W","0","3,W","28","3,W","25","3,W","20.0","3,W,24,+","38.6",",,W,18,","35.0","3,W,31,+","","","0.0","3,W","110.6",",,,W","27.65","3,W","33.23","3,,,W","22.07","3,,,W","","","240","3,W","240",",W","11.2","3,W","15.2",",W"
"USW00053862","1998-09","30.07194","-83.57361","13.7","PERRY FOLEY AIRPORT, FL US","2.9",",W","","","232.2",",W","17",",W","10",",W","4",",W","0",",W","0",",W","0",",W","30",",W","8",",W","16.7",",W,13,","93.0",",,W,30,","34.4",",W,26,","","","0.0",",W","348.2",",,,W","26.07",",W","30.14",",,,W","22.00",",,,W","","","200",",W","180",",W","15.2",",W","21.9",",W"
"USW00053862","1998-10","30.07194","-83.57361","13.7","PERRY FOLEY AIRPORT, FL US","2.0",",W","","","119.8",",W","14",",W","0",",W","0",",W","0",",W","0",",W","0",",W","31",",W","2",",W","6.1",",W,26,","2.0",",,W,05,+","32.8",",W,02,","","","6.1",",W","7.8",",,,W","22.00",",W","29.03",",,,W","14.97",",,,W","","","20",",W","20",",W","9.8",",W","12.5",",W"
"USW00053862","1998-11","30.07194","-83.57361","13.7","PERRY FOLEY AIRPORT, FL US","1.9","3,W","","","46.7","3,W","","","","","","","0","3,W","0","3,W","0","3,W","24","3,W","0","3,W","0.6","3,W,07,","","","29.4","3,W,01,","","","33.6","3,W","","","18.82","3,W","25.47","3,,,W","12.17","3,,,W","","","150","3,W","170",",W","8.9","3,W","11.6",",W"
"USW00053862","1998-12","30.07194","-83.57361","13.7","PERRY FOLEY AIRPORT, FL US","2.4",",W","","","16.6",",W","","","","","","","0",",W","5",",W","0",",W","18",",W","0",",W","-3.9",",W,18,","","","27.8",",W,06,","","","112.8",",W","","","15.23",",W","21.73",",,,W","8.73",",,,W","","","170",",W","170",",W","10.3",",W","13.9",",W"
"USW00053862","1999-01","30.07194","-83.57361","13.7","PERRY FOLEY AIRPORT, FL US","2.6",",W","9.1","W","9.1",",W","","","","","","","0",",W","9",",W","0",",W","19",",W","0",",W","-8.3",",W,06,","","","30.0",",W,27,","","","173.8",",W","","","13.02",",W","21.16",",,,W","4.88",",,,W","","","170",",W","160",",W","12.5",",W","16.5",",W"
"USW00053862","1999-02","30.07194","-83.57361","13.7","PERRY FOLEY AIRPORT, FL US","2.7",",W","24.1","W","15.0",",W","","","","","","","0",",W","5",",W","0",",W","18",",W","0",",W","-3.3",",W,23,+","","","27.2",",W,11,+","","","122.8",",W","","","14.48",",W","21.74",",,,W","7.22",",,,W","","","210",",W","220",",W","16.1",",W","19.2",",W"
"USW00053862","1999-03","30.07194","-83.57361","13.7","PERRY FOLEY AIRPORT, FL US","3.0",",W","28.3","W","4.2",",W","","","","","","","0",",W","1",",W","0",",W","26",",W","0",",W","-1.1",",W,05,","","","27.2",",W,31,+","","","117.6",",W","","","14.67",",W","22.93",",,,W","6.42",",,,W","","","240",",W","160",",W","12.5",",W","16.1",",W"
