"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00232043","1935-04","38.06667","-91.4","305.1","CUBA, MO US","5",",6","5",",6","3",",6","","","","","","","","","","","","","","","","","","","","","","","","","51.1",",,6,05,","","","133.9",",,,6","","","","","",""
"USC00232043","1935-06","38.06667","-91.4","305.1","CUBA, MO US","8",",6","8",",6","5",",6","","","0",",6","","","","","","","","","","","","","","","","","","","0",",,6,30,+","81.8",",,6,26,","","","308.5",",,,6","0",",,,6","","","",""
"USC00232043","1935-07","38.06667","-91.4","305.1","CUBA, MO US","5",",6","5",",6","2",",6","","","0",",6","","","","","","","","","","","","","","","","","","","0",",,6,31,+","36.8",",,6,24,","","","118.1",",,,6","0",",,,6","","","",""
"USC00232043","1935-08","38.06667","-91.4","305.1","CUBA, MO US","3",",6","3",",6","2",",6","","","0",",6","","","","","","","","","","","","","","","","","","","0",",,6,31,+","27.9",",,6,04,","","","78.5",",,,6","0",",,,6","","","",""
"USC00232043","1935-09","38.06667","-91.4","305.1","CUBA, MO US","5",",6","5",",6","2",",6","","","","","","","","","","","","","","","","","","","","","","","","","33.0",",,6,26,","","","105.2",",,,6","","","","","",""
"USC00232043","1935-10","38.06667","-91.4","305.1","CUBA, MO US","3",",6","3",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","","","32.3",",,6,28,","","","64.1",",,,6","","","","","",""
"USC00232043","1935-11","38.06667","-91.4","305.1","CUBA, MO US","5",",6","5",",6","2",",6","","","","","","","","","","","","","","","","","","","","","","","","","39.4",",,6,03,","","","123.3",",,,6","","","","","",""
"USC00232043","1935-12","38.06667","-91.4","305.1","CUBA, MO US","5",",6","1",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","18.5",",,6,07,","","","23.8",",,,6","","","","","",""
"USC00232043","1936-01","38.06667","-91.4","305.1","CUBA, MO US","7",",6","3",",6","0",",6","","","3",",6","","","","","","","","","","","","","","","","","","","64",",,6,23,","4.8",",,6,02,","","","19.0",",,,6","140",",,,6","","","",""
"USC00232043","1936-02","38.06667","-91.4","305.1","CUBA, MO US","5",",6","3",",6","0",",6","","","1",",6","","","","","","","","","","","","","","","","","","","51",",,6,18,","20.6",",,6,13,","","","41.7",",,,6","64",",,,6","","","",""
