"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"USW00094051","2007-09","47.32583","-106.9475","811.4","JORDAN AIRPORT, MT US","3.7",",W","392.4","W","23.8",",W","8",",W","3",",W","0",",W","","","","","0",",W","7",",W","0",",W","18",",W","4",",W","-3.8",",W,14,","","","","","5.6",",,W,08,","38.3",",W,04,","155.6","W","143.0",",W","17.1",",,,W","","","14.36",",W","23.64",",,,W","5.07",",,,W","","","30",",W","320",",W","13.0",",W","15.7",",W"
"USW00094051","2007-10","47.32583","-106.9475","811.4","JORDAN AIRPORT, MT US","3.8",",W","392.4","W","0.0",",W","6",",W","4",",W","0",",W","","","","","0",",W","17",",W","0",",W","5",",W","0",",W","-10.5",",W,27,","","","","","16.3",",,W,06,","27.2",",W,24,","481.6","W","326.0",",W","38.9",",,,W","","","7.82",",W","16.11",",,,W","-0.47",",,,W","","","290",",W","340",",W","13.4",",W","17.0",",W"
"USW00094051","2007-11","47.32583","-106.9475","811.4","JORDAN AIRPORT, MT US","3.8",",W","392.4","W","0.0",",W","6",",W","2",",W","0",",W","","","","","3",",W","26",",W","7",",W","0",",W","0",",W","-22.1",",W,30,","","","","","24.9",",,W,20,","20.0",",W,10,","1023.8","W","542.2",",W","29.9",",,,W","","","0.26",",W","7.76",",,,W","-7.24",",,,W","","","290",",W","300",",W","17.9",",W","24.6",",W"
"USW00094051","2007-12","47.32583","-106.9475","811.4","JORDAN AIRPORT, MT US","2.9",",W","392.4","W","0.0","1,W","6",",W","0",",W","0",",W","","","","","7",",W","31",",W","13","1,W","0","1,W","0","1,W","-27.1",",W,02,","","","","","1.0",",,W,24,+","12.2","1,W,20,","1756.9","W","733.1","1,W","3.7",",,,W","","","-6.03","1,W","1.48","1,,,W","-13.55",",,,W","","","290",",W","280",",W","15.7",",W","20.1",",W"
"USW00094051","2008-01","47.32583","-106.9475","811.4","JORDAN AIRPORT, MT US","3.4","1,W","0.0","W","0.0",",W","7",",W","0",",W","0",",W","","","","","14",",W","31",",W","13",",W","0",",W","0",",W","-33.2",",W,29,","","","","","1.8",",,W,19,+","13.9",",W,04,","2614.4","W","857.5",",W","6.1",",,,W","","","-9.33",",W","-0.14",",,,W","-18.52",",,,W","","","320",",W","320",",W","16.1",",W","20.1",",W"
"USW00094051","2008-02","47.32583","-106.9475","811.4","JORDAN AIRPORT, MT US","2.9",",W","0.0","W","0.0",",W","7",",W","2",",W","0",",W","","","","","8",",W","29",",W","13",",W","0",",W","0",",W","-22.7",",W,09,+","","","","","6.9",",,W,16,","11.1",",W,29,","3345.7","W","731.3",",W","18.3",",,,W","","","-6.88",",W","0.24",",,,W","-14.01",",,,W","","","340",",W","350",",W","17.4",",W","21.0",",W"
"USW00094051","2008-03","47.32583","-106.9475","811.4","JORDAN AIRPORT, MT US","3.5",",W","0.0","W","0.0",",W","9",",W","1",",W","0",",W","","","","","0",",W","31",",W","1",",W","0",",W","0",",W","-13.2",",W,07,+","","","","","6.1",",,W,20,","18.9",",W,11,","3889.9","W","544.2",",W","13.1",",,,W","","","0.78",",W","8.00",",,,W","-6.44",",,,W","","","290",",W","280",",W","21.5",",W","29.5",",W"
"USW00094051","2008-04","47.32583","-106.9475","811.4","JORDAN AIRPORT, MT US","4.1",",W","0.0","W","0.0",",W","9",",W","2",",W","0",",W","","","","","0",",W","27",",W","1",",W","4",",W","0",",W","-13.2",",W,21,","","","","","8.1",",,W,05,","27.8",",W,14,","4301.1","W","411.2",",W","18.3",",,,W","","","4.63",",W","13.02",",,,W","-3.77",",,,W","","","270",",W","270",",W","15.7",",W","20.1",",W"
"USW00094051","2008-05","47.32583","-106.9475","811.4","JORDAN AIRPORT, MT US","4.3",",W","0.0","W","0.0",",W","10",",W","6",",W","0",",W","","","","","0",",W","2",",W","0",",W","11",",W","0",",W","-3.2",",W,03,","","","","","15.5",",,W,24,","30.6",",W,18,","4513.2","W","212.1",",W","54.9",",,,W","","","11.49",",W","18.05",",,,W","4.93",",,,W","","","320",",W","310",",W","15.7",",W","22.8",",W"
"USW00094051","2008-06","47.32583","-106.9475","811.4","JORDAN AIRPORT, MT US","3.6",",W","10.4","W","10.4",",W","9",",W","6",",W","0",",W","","","","","0",",W","0",",W","0",",W","19",",W","1",",W","2.8",",W,11,","","","","","17.3",",,W,02,","35.0",",W,30,","4613.1","W","99.9",",W","59.6",",,,W","","","15.35",",W","23.13",",,,W","7.57",",,,W","","","320",",W","310",",W","16.1",",W","20.1",",W"
"USW00094051","2008-07","47.32583","-106.9475","811.4","JORDAN AIRPORT, MT US","3.7",",W","109.0","W","98.6",",W","5",",W","3",",W","0",",W","","","","","0",",W","0",",W","0",",W","31",",W","12",",W","5.0",",W,13,","","","","","4.6",",,W,24,","37.8",",W,22,","5.0","W","5.0",",W","11.3",",,,W","","","21.35",",W","30.97",",,,W","11.74",",,,W","","","280",",W","280",",W","18.3",",W","24.1",",W"
"USW00094051","2008-08","47.32583","-106.9475","811.4","JORDAN AIRPORT, MT US","3.9",",W","206.8","W","97.8",",W","7",",W","5",",W","0",",W","","","","","0",",W","0",",W","0",",W","29",",W","13",",W","4.4",",W,23,","","","","","13.2",",,W,09,","39.4",",W,25,","23.0","W","18.0",",W","36.1",",,,W","","","20.91",",W","30.28",",,,W","11.54",",,,W","","","320",",W","280",",W","17.9",",W","24.6",",W"
"USW00094051","2008-09","47.32583","-106.9475","811.4","JORDAN AIRPORT, MT US","3.0",",W","207.9","W","1.1",",W","8",",W","4",",W","0",",W","","","","","0",",W","4",",W","0",",W","18",",W","2",",W","-2.1",",W,08,","","","","","10.2",",,W,01,","32.8",",W,20,","180.0","W","157.0",",W","25.4",",,,W","","","13.14",",W","22.62",",,,W","3.66",",,,W","","","280",",W","280",",W","14.8",",W","19.7",",W"
"USW00094051","2008-10","47.32583","-106.9475","811.4","JORDAN AIRPORT, MT US","3.5",",W","209.3","W","1.4",",W","8",",W","4",",W","0",",W","","","","","0",",W","24",",W","1",",W","8",",W","0",",W","-9.3",",W,27,","","","","","7.9",",,W,05,","28.3",",W,02,","534.0","W","354.0",",W","31.8",",,,W","","","6.96",",W","15.21",",,,W","-1.30",",,,W","","","320",",W","320",",W","16.5",",W","20.6",",W"
"USW00094051","2008-11","47.32583","-106.9475","811.4","JORDAN AIRPORT, MT US","3.7",",W","209.3","W","0.0",",W","8",",W","2",",W","0",",W","","","","","0",",W","28",",W","2",",W","3",",W","0",",W","-12.7",",W,24,+","","","","","14.2",",,W,12,","22.8",",W,01,","1031.5","W","497.5",",W","29.8",",,,W","","","1.75",",W","8.39",",,,W","-4.89",",,,W","","","320",",W","320",",W","19.2",",W","23.7",",W"
"USW00094051","2008-12","47.32583","-106.9475","811.4","JORDAN AIRPORT, MT US","3.7",",W","209.3","W","0.0",",W","8",",W","1",",W","0",",W","","","","","16",",W","31",",W","19",",W","0",",W","0",",W","-35.5",",W,15,","","","","","2.5",",,W,13,","11.7",",W,01,","1968.7","W","937.2",",W","9.0",",,,W","","","-11.90",",W","-5.30",",,,W","-18.50",",,,W","","","320",",W","310",",W","18.3",",W","21.9",",W"
"USW00094051","2009-01","47.32583","-106.9475","811.4","JORDAN AIRPORT, MT US","4.1",",W","0.0","W","0.0","2,W","8",",W","1",",W","0",",W","","","","","7","2,W","29","2,W","12","2,W","0","2,W","0","2,W","-27.1","2,W,26,","","","","","5.1",",,W,07,","6.1","2,W,30,","2721.8","W","753.1","2,W","12.4",",,,W","","","-7.64","2,W","-1.23","2,,,W","-14.04","2,,,W","","","320",",W","320",",W","21.5",",W","24.1",",W"
"USW00094051","2009-02","47.32583","-106.9475","811.4","JORDAN AIRPORT, MT US","2.9",",W","0.0","W","0.0",",W","3",",W","0",",W","0",",W","","","","","2",",W","28",",W","14",",W","0",",W","0",",W","-25.5",",W,28,","","","","","1.0",",,W,26,","8.9",",W,23,","3385.6","W","663.8",",W","1.8",",,,W","","","-5.38",",W","0.36",",,,W","-11.11",",,,W","","","320",",W","320",",W","14.8",",W","17.9",",W"
"USW00094051","2009-03","47.32583","-106.9475","811.4","JORDAN AIRPORT, MT US","3.9","1,W","0.0","W","0.0",",W","4",",W","2",",W","0",",W","","","","","3",",W","29",",W","6",",W","0",",W","0",",W","-23.8",",W,11,","","","","","3.3",",,W,29,+","20.6",",W,21,","3989.6","W","604.0",",W","7.2",",,,W","","","-1.15",",W","5.13",",,,W","-7.43",",,,W","","","340",",W","60",",W","14.8",",W","19.2",",W"
"USW00094051","2009-04","47.32583","-106.9475","811.4","JORDAN AIRPORT, MT US","4.2",",W","0.0","W","0.0",",W","12",",W","5",",W","0",",W","","","","","0",",W","21",",W","0",",W","3",",W","0",",W","-7.7",",W,05,","","","","","22.9",",,W,29,","25.6",",W,22,","4371.3","W","381.7",",W","49.0",",,,W","","","5.61",",W","12.60",",,,W","-1.38",",,,W","","","280",",W","280",",W","19.7",",W","23.7",",W"
"USW00094051","2009-05","47.32583","-106.9475","811.4","JORDAN AIRPORT, MT US","4.2",",W","0.8","W","0.8",",W","7",",W","4",",W","0",",W","","","","","0",",W","8",",W","0",",W","14",",W","0",",W","-3.2",",W,02,","","","","","15.2",",,W,04,","31.1",",W,30,","4589.5","W","218.2",",W","28.7",",,,W","","","11.32",",W","19.82",",,,W","2.82",",,,W","","","310",",W","310",",W","18.3",",W","21.9",",W"
"USW00094051","2009-06","47.32583","-106.9475","811.4","JORDAN AIRPORT, MT US","3.1",",W","20.2","W","19.4",",W","9",",W","6",",W","0",",W","","","","","0",",W","4",",W","0",",W","21",",W","4",",W","-0.5",",W,10,+","","","","","13.0",",,W,16,","36.7",",W,25,","4701.8","W","112.3",",W","48.8",",,,W","","","15.24",",W","23.47",",,,W","7.00",",,,W","","","240",",W","250",",W","15.7",",W","21.5",",W"
"USW00094051","2009-07","47.32583","-106.9475","811.4","JORDAN AIRPORT, MT US","3.5",",W","92.4","W","72.2",",W","12",",W","3",",W","0",",W","","","","","0",",W","0",",W","0",",W","31",",W","8",",W","3.9",",W,30,","","","","","17.5",",,W,06,","37.2",",W,23,","17.0","W","17.0",",W","39.8",",,,W","","","20.11",",W","29.08",",,,W","11.15",",,,W","","","310",",W","280","1,W","20.1",",W","31.7","1,W"
"USW00094051","2009-08","47.32583","-106.9475","811.4","JORDAN AIRPORT, MT US","3.7","1,W","146.2","W","53.8","1,W","9","1,W","5","1,W","0","1,W","","","","","0","1,W","0","1,W","0","1,W","29","1,W","6","1,W","3.9","1,W,01,","","","","","16.0","1,,W,04,","36.1","1,W,12,","36.4","W","19.4","1,W","34.8","1,,,W","","","19.48","1,W","27.77","1,,,W","11.19","1,,,W","","","310","1,W","320","1,W","21.0","1,W","25.9","1,W"
"USW00094051","2009-09","47.32583","-106.9475","811.4","JORDAN AIRPORT, MT US","3.8",",W","187.8","W","41.6",",W","4",",W","3",",W","0",",W","","","","","0",",W","3",",W","0",",W","26",",W","8",",W","-4.3",",W,28,","","","","","9.7",",,W,30,","35.6",",W,19,+","114.1","W","77.7",",W","19.1",",,,W","","","17.13",",W","27.31",",,,W","6.95",",,,W","","","300",",W","300",",W","17.4",",W","21.9",",W"
"USW00094051","2009-10","47.32583","-106.9475","811.4","JORDAN AIRPORT, MT US","4.1",",W","187.8","W","0.0",",W","11",",W","3",",W","0",",W","","","","","0",",W","17",",W","4",",W","1",",W","0",",W","-7.7",",W,11,","","","","","24.1",",,W,19,","23.9",",W,17,","552.8","W","438.7",",W","42.5",",,,W","","","4.18",",W","9.31",",,,W","-0.95",",,,W","","","320",",W","320",",W","16.5",",W","20.1",",W"
"USW00094051","2009-11","47.32583","-106.9475","811.4","JORDAN AIRPORT, MT US","","","","","","","1","4,W","0","4,W","0","4,W","","","","","","","","","","","","","","","","","","","","","1.3","4,,W,11,","","","","","","","1.3","4,,,W","","","","","","","","","","","","","","","","","",""
"USW00094051","2009-12","47.32583","-106.9475","811.4","JORDAN AIRPORT, MT US","2.8",",W","","","0.0",",W","14",",W","3",",W","0",",W","","","","","21",",W","31",",W","25",",W","0",",W","0",",W","-39.9",",W,14,","","","","","5.6",",,W,21,","3.9",",W,19,+","","","1032.2",",W","18.9",",,,W","","","-14.96",",W","-7.80",",,,W","-22.13",",,,W","","","320",",W","320",",W","14.8",",W","17.9",",W"
"USW00094051","2010-01","47.32583","-106.9475","811.4","JORDAN AIRPORT, MT US","3.0",",W","0.0","W","0.0",",W","6",",W","1",",W","0",",W","","","","","13",",W","31",",W","18",",W","0",",W","0",",W","-37.7",",W,07,","","","","","5.1",",,W,05,","7.8",",W,15,+","","","881.1",",W","10.0",",,,W","","","-10.09",",W","-3.54",",,,W","-16.64",",,,W","","","310",",W","310",",W","16.5",",W","19.7",",W"
"USW00094051","2010-02","47.32583","-106.9475","811.4","JORDAN AIRPORT, MT US","2.0",",W","0.0","W","0.0",",W","5",",W","3",",W","0",",W","","","","","16",",W","28",",W","23",",W","0",",W","0",",W","-32.7",",W,08,","","","","","4.6",",,W,04,","3.3",",W,25,+","","","840.1",",W","11.5",",,,W","","","-11.67",",W","-4.01",",,,W","-19.33",",,,W","","","310",",W","310",",W","13.9",",W","16.5",",W"
"USW00094051","2010-03","47.32583","-106.9475","811.4","JORDAN AIRPORT, MT US","3.0",",W","0.0","W","0.0",",W","3",",W","0",",W","0",",W","","","","","0",",W","28",",W","2",",W","1",",W","0",",W","-14.3",",W,01,","","","","","1.5",",,W,22,","21.1",",W,29,","","","502.6",",W","3.8",",,,W","","","2.12",",W","9.03",",,,W","-4.79",",,,W","","","320",",W","260",",W","13.9",",W","18.3",",W"
"USW00094051","2010-04","47.32583","-106.9475","811.4","JORDAN AIRPORT, MT US","5.2",",W","0.0","W","0.0",",W","6",",W","3",",W","0",",W","","","","","0",",W","17",",W","0",",W","6",",W","0",",W","-8.2",",W,05,","","","","","12.2",",,W,30,","23.3",",W,22,","","","344.8",",W","20.9",",,,W","","","6.84",",W","14.76",",,,W","-1.08",",,,W","","","300",",W","300",",W","21.0",",W","25.0",",W"
"USW00094051","2010-05","47.32583","-106.9475","811.4","JORDAN AIRPORT, MT US","4.7",",W","2.5","W","2.5",",W","14",",W","7",",W","2",",W","","","","","0",",W","7",",W","0",",W","10",",W","0",",W","-4.9",",W,08,","","","","","27.4",",,W,24,","30.0",",W,18,","","","262.6",",W","95.1",",,,W","","","9.94",",W","16.99",",,,W","2.90",",,,W","","","270",",W","270",",W","23.3",",W","30.9",",W"
"USW00094051","2010-06","47.32583","-106.9475","811.4","JORDAN AIRPORT, MT US","3.7",",W","26.2","W","23.7",",W","13",",W","9",",W","1",",W","","","","","0",",W","0",",W","0",",W","25",",W","1",",W","3.9",",W,13,+","","","","","29.5",",,W,16,","36.1",",W,29,","","","77.5",",W","93.7",",,,W","","","16.54",",W","23.66",",,,W","9.42",",,,W","","","270",",W","270",",W","17.9",",W","23.7",",W"
"USW00094051","2010-07","47.32583","-106.9475","811.4","JORDAN AIRPORT, MT US","3.3",",W","101.7","W","75.5",",W","10",",W","3",",W","0",",W","","","","","0",",W","0",",W","0",",W","30",",W","10",",W","6.7",",W,07,","","","","","10.2",",,W,23,+","35.6",",W,31,+","14.4","W","14.4",",W","29.4",",,,W","","","20.30",",W","28.88",",,,W","11.73",",,,W","","","270",",W","270",",W","17.0",",W","23.3",",W"
"USW00094051","2010-08","47.32583","-106.9475","811.4","JORDAN AIRPORT, MT US","3.4",",W","191.1","W","89.4",",W","10",",W","7",",W","1",",W","","","","","0",",W","0",",W","0",",W","28",",W","14",",W","6.1",",W,24,","","","","","33.0",",,W,30,","40.0",",W,21,","35.5","W","21.1",",W","62.5",",,,W","","","20.54",",W","29.52",",,,W","11.56",",,,W","","","200",",W","200",",W","22.8",",W","26.8",",W"
"USW00094051","2010-09","47.32583","-106.9475","811.4","JORDAN AIRPORT, MT US","3.5",",W","196.4","W","5.3",",W","12",",W","4",",W","0",",W","","","","","0",",W","0",",W","0",",W","13",",W","1",",W","0.6",",W,17,","","","","","18.0",",,W,05,","32.8",",W,26,","182.0","W","146.5",",W","60.5",",,,W","","","13.63",",W","20.67",",,,W","6.58",",,,W","","","350",",W","280",",W","14.3",",W","17.9",",W"
"USW00094051","2010-10","47.32583","-106.9475","811.4","JORDAN AIRPORT, MT US","3.2",",W","196.4","W","0.0",",W","4",",W","2",",W","0",",W","","","","","0",",W","18",",W","0",",W","11",",W","0",",W","-8.8",",W,28,","","","","","8.4",",,W,09,","30.0",",W,03,","462.1","W","280.1",",W","15.0",",,,W","","","9.30",",W","18.22",",,,W","0.37",",,,W","","","310",",W","210",",W","15.7",",W","21.5",",W"
"USW00094051","2010-11","47.32583","-106.9475","811.4","JORDAN AIRPORT, MT US","3.6",",W","196.4","W","0.0",",W","9",",W","2",",W","0",",W","","","","","7",",W","28",",W","12",",W","3",",W","0",",W","-29.9",",W,23,","","","","","16.8",",,W,16,","23.9",",W,06,","1122.3","W","660.2",",W","27.9",",,,W","","","-3.67",",W","3.25",",,,W","-10.60",",,,W","","","320",",W","330",",W","14.3",",W","17.0",",W"
"USW00094051","2010-12","47.32583","-106.9475","811.4","JORDAN AIRPORT, MT US","2.6",",W","196.4","W","0.0",",W","7",",W","3",",W","0",",W","","","","","17",",W","31",",W","22",",W","0",",W","0",",W","-32.1",",W,31,","","","","","5.6",",,W,03,","6.1",",W,14,+","2029.5","W","907.2",",W","16.0",",,,W","","","-10.93",",W","-4.06",",,,W","-17.80",",,,W","","","340",",W","330",",W","13.9",",W","16.5",",W"
"USW00094051","2011-01","47.32583","-106.9475","811.4","JORDAN AIRPORT, MT US","4.0",",W","0.0","W","0.0",",W","14",",W","5",",W","0",",W","","","","","13",",W","31",",W","19",",W","0",",W","0",",W","-37.1",",W,31,","","","","","7.9",",,W,15,","5.6",",W,06,","2919.7","W","890.2",",W","29.3",",,,W","","","-10.38",",W","-4.04",",,,W","-16.73",",,,W","","","340",",W","340",",W","16.1",",W","18.3",",W"
"USW00094051","2011-02","47.32583","-106.9475","811.4","JORDAN AIRPORT, MT US","4.1",",W","0.0","W","0.0",",W","8",",W","2",",W","0",",W","","","","","14",",W","28",",W","17",",W","0",",W","0",",W","-39.9",",W,01,","","","","","5.6",",,W,20,","8.3",",W,15,","3743.3","W","823.6",",W","11.6",",,,W","","","-11.08",",W","-4.36",",,,W","-17.80",",,,W","","","270",",W","270",",W","19.2",",W","24.1",",W"
"USW00094051","2011-03","47.32583","-106.9475","811.4","JORDAN AIRPORT, MT US","3.5",",W","0.0","W","0.0",",W","9",",W","2",",W","0",",W","","","","","9",",W","29",",W","13",",W","0",",W","0",",W","-22.7",",W,04,","","","","","4.8",",,W,22,","17.8",",W,15,","4424.2","W","680.9",",W","14.2",",,,W","","","-3.63",",W","1.65",",,,W","-8.92",",,,W","","","320",",W","310",",W","14.3",",W","17.0",",W"
"USW00094051","2011-04","47.32583","-106.9475","811.4","JORDAN AIRPORT, MT US","4.3",",W","0.0","W","0.0",",W","9",",W","5",",W","0",",W","","","","","0",",W","23",",W","0",",W","1",",W","0",",W","-6.6",",W,20,","","","","","5.8",",,W,14,","21.1",",W,11,","4815.5","W","391.3",",W","23.2",",,,W","","","5.29",",W","11.68",",,,W","-1.10",",,,W","","","330",",W","330",",W","20.1",",W","25.9",",W"
"USW00094051","2011-05","47.32583","-106.9475","811.4","JORDAN AIRPORT, MT US","4.7",",W","0.0","W","0.0",",W","15",",W","9",",W","2",",W","","","","","0",",W","2",",W","0",",W","2",",W","0",",W","-3.8",",W,02,","","","","","35.6",",,W,09,","21.7",",W,05,","5064.4","W","248.9",",W","176.5",",,,W","","","10.30",",W","15.53",",,,W","5.08",",,,W","","","360",",W","280",",W","16.1",",W","19.2",",W"
"USW00094051","2011-06","47.32583","-106.9475","811.4","JORDAN AIRPORT, MT US","3.8",",W","18.0","W","18.0",",W","14",",W","6",",W","0",",W","","","","","0",",W","0",",W","0",",W","22",",W","1",",W","5.6",",W,08,+","","","","","9.1",",,W,09,","35.6",",W,29,","5156.0","W","91.6",",W","46.7",",,,W","","","15.88",",W","22.63",",,,W","9.13",",,,W","","","270",",W","260",",W","16.5",",W","23.3",",W"
"USW00094051","2011-07","47.32583","-106.9475","811.4","JORDAN AIRPORT, MT US","3.4",",W","143.2","W","125.2",",W","8",",W","4",",W","1",",W","","","","","0",",W","0",",W","0",",W","31",",W","12",",W","6.1",",W,09,","","","","","44.5",",,W,14,","37.8",",W,31,","1.1","W","1.1",",W","62.7",",,,W","","","22.34",",W","31.30",",,,W","13.37",",,,W","","","10",",W","360",",W","20.1",",W","25.0",",W"
"USW00094051","2011-08","47.32583","-106.9475","811.4","JORDAN AIRPORT, MT US","3.4",",W","246.3","W","103.1",",W","5",",W","1",",W","0",",W","","","","","0",",W","0",",W","0",",W","31",",W","15",",W","6.1",",W,20,","","","","","2.8",",,W,11,","36.7",",W,22,","5.3","W","4.2",",W","7.1",",,,W","","","21.52",",W","31.01",",,,W","12.04",",,,W","","","340",",W","330",",W","17.0",",W","21.0",",W"
"USW00094051","2011-09","47.32583","-106.9475","811.4","JORDAN AIRPORT, MT US","3.1",",W","258.9","W","12.6",",W","3",",W","0",",W","0",",W","","","","","0",",W","3",",W","0",",W","23",",W","9",",W","-1.6",",W,21,","","","","","1.5",",,W,19,","33.9",",W,25,+","98.7","W","93.4",",W","2.6",",,,W","","","15.64",",W","26.37",",,,W","4.90",",,,W","","","320",",W","320",",W","18.3",",W","22.8",",W"
"USW00094051","2011-10","47.32583","-106.9475","811.4","JORDAN AIRPORT, MT US","3.5",",W","265.0","W","6.1",",W","5",",W","2",",W","1",",W","0",",W","0","4,W","0",",W","16",",W","0",",W","6",",W","1",",W","-6.6",",W,28,","0",",,W,31,+","0","4,,W,31,+","26.2",",,W,07,","33.3",",W,01,","382.6","W","283.9",",W","31.4",",,,W","0","4,,,W","9.37",",W","17.28",",,,W","1.46",",,,W","","","300",",W","300",",W","16.5",",W","20.6",",W"
"USW00094051","2011-11","47.32583","-106.9475","811.4","JORDAN AIRPORT, MT US","3.5",",W","265.0","W","0.0",",W","3",",W","3",",W","0",",W","0","1,W","0","3,W","3",",W","28",",W","1",",W","0",",W","0",",W","-22.7",",W,20,","0","1,,W,30,+","0","3,,W,30,+","3.8",",,W,19,","19.4",",W,23,","941.6","W","559.0",",W","9.3",",,,W","0","3,,,W","-0.30",",W","7.88",",,,W","-8.48",",,,W","","","230",",W","220",",W","15.7",",W","19.2",",W"
"USW00094051","2011-12","47.32583","-106.9475","811.4","JORDAN AIRPORT, MT US","","","","","","","5","5,W","0","5,W","0","5,W","","","","","","","","","","","","","","","","","","","","","2.0","5,,W,21,","","","","","","","5.0","5,,,W","","","","","","","","","","","","","","","","","",""
"USW00094051","2012-01","47.32583","-106.9475","811.4","JORDAN AIRPORT, MT US","3.9",",W","0.0","W","0.0",",W","5",",W","1",",W","0",",W","0",",W","0","5,W","7",",W","29",",W","7",",W","0",",W","0",",W","-26.6",",W,18,","0",",,W,31,+","0","5,,W,31,+","5.6",",,W,19,","18.3",",W,05,","","","686.1",",W","9.5",",,,W","0","5,,,W","-3.80",",W","3.30",",,,W","-10.90",",,,W","","","290",",W","290",",W","19.2",",W","26.8",",W"
"USW00094051","2012-02","47.32583","-106.9475","811.4","JORDAN AIRPORT, MT US","3.1","1,W","0.0","W","0.0","1,W","5","1,W","2","1,W","0","1,W","0","1,W","","","4","1,W","28","1,W","8","1,W","0","1,W","0","1,W","-24.9","1,W,11,","0","1,,W,29,+","","","5.6","1,,W,22,","10.6","1,W,18,+","","","636.6","1,W","10.7","1,,,W","","","-4.40","1,W","3.11","1,,,W","-11.91","1,,,W","","","310","1,W","310","4,W","14.3","1,W","17.9","4,W"
"USW00094051","2012-03","47.32583","-106.9475","811.4","JORDAN AIRPORT, MT US","4.5",",W","0.0","W","0.0",",W","3",",W","1",",W","0",",W","0","1,W","0","3,W","0",",W","23",",W","1",",W","7",",W","0",",W","-9.9",",W,07,+","0","1,,W,31,+","0","3,,W,31,+","3.0",",,W,19,","23.9",",W,22,","","","375.9",",W","4.3",",,,W","0","3,,,W","6.21",",W","14.45",",,,W","-2.04",",,,W","","","230",",W","300",",W","16.5",",W","21.5",",W"
"USW00094051","2012-04","47.32583","-106.9475","811.4","JORDAN AIRPORT, MT US","4.7",",W","1.7","W","1.7",",W","5",",W","3",",W","0",",W","0",",W","0","5,W","0",",W","17",",W","0",",W","7",",W","1",",W","-8.2",",W,10,+","0",",,W,30,+","0","5,,W,30,+","7.9",",,W,27,","32.2",",W,23,","","","310.0",",W","18.9",",,,W","0","5,,,W","8.06",",W","16.22",",,,W","-0.11",",,,W","","","310",",W","300",",W","15.7",",W","20.6",",W"
"USW00094051","2012-05","47.32583","-106.9475","811.4","JORDAN AIRPORT, MT US","4.5",",W","5.6","W","3.9",",W","10",",W","3",",W","0",",W","0","1,W","","","0",",W","11",",W","0",",W","13",",W","1",",W","-3.8",",W,11,","0","1,,W,31,+","","","16.5",",,W,26,","32.2",",W,16,","","","226.3",",W","43.4",",,,W","","","11.16",",W","19.82",",,,W","2.50",",,,W","","","290",",W","280",",W","19.2",",W","23.7",",W"
"USW00094051","2012-06","47.32583","-106.9475","811.4","JORDAN AIRPORT, MT US","4.6",",W","61.1","W","55.5",",W","9",",W","4",",W","0",",W","0",",W","0","5,W","0",",W","0",",W","0",",W","27",",W","7",",W","3.3",",W,16,","0",",,W,30,+","0","5,,W,30,+","13.0",",,W,02,","40.0",",W,26,","","","43.4",",W","34.4",",,,W","0","5,,,W","18.74",",W","27.54",",,,W","9.94",",,,W","","","320",",W","230",",W","16.5",",W","21.0",",W"
"USW00094051","2012-07","47.32583","-106.9475","811.4","JORDAN AIRPORT, MT US","3.8",",W","274.1","W","213.0",",W","10",",W","4",",W","0",",W","0","1,W","0","1,W","0",",W","0",",W","0",",W","31",",W","23",",W","10.0",",W,04,","0","1,,W,31,+","0","1,,W,31,+","7.4",",,W,01,","41.1",",W,03,","0.0","W","0.0",",W","22.2",",,,W","0","1,,,W","25.20",",W","34.70",",,,W","15.71",",,,W","","","310",",W","310",",W","21.9",",W","26.4",",W"
"USW00094051","2012-08","47.32583","-106.9475","811.4","JORDAN AIRPORT, MT US","3.4",",W","378.2","W","104.1",",W","4",",W","0",",W","0",",W","0",",W","0","1,W","0",",W","0",",W","0",",W","29",",W","17",",W","2.2",",W,16,","0",",,W,31,+","0","1,,W,31,+","1.5",",,W,03,","38.3",",W,28,+","18.6","W","18.6",",W","2.6",",,,W","0","1,,,W","21.09",",W","31.74",",,,W","10.44",",,,W","","","350",",W","350",",W","15.7",",W","20.1",",W"
