"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"ZAM00067663","1984-06","-14.45","28.467","1207.0","KABWE MILLIKEN, ZA","0","3,S","0","3,S","","","","","","","5.3","3,S,18,","","","","","9.59","3,,,S"
"ZAM00067663","1985-08","-14.45","28.467","1207.0","KABWE MILLIKEN, ZA","","","","","0","5,S","25","5,S","0","5,S","","","28.6","5,S,08,","25.47","5,,,S","",""
