"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USR0000OBLM","1995-07","45.595","-118.235","1653.5","BLACK MOUNTAIN OREGON, OR US","9.1",",U","0",",U","0",",U","0",",U","15",",U","0",",U","3.3",",U,30,","27.2",",U,28,","114.6","","114.6",",U","14.93",",U","20.15",",,,U","9.70",",,,U"
"USR0000OBLM","1995-08","45.595","-118.235","1653.5","BLACK MOUNTAIN OREGON, OR US","5.8",",U","0",",U","0",",U","0",",U","14",",U","0",",U","2.2",",U,18,+","26.1",",U,31,","270.0","","155.4",",U","13.51",",U","18.99",",,,U","8.02",",,,U"
"USR0000OBLM","1995-09","45.595","-118.235","1653.5","BLACK MOUNTAIN OREGON, OR US","15.5",",U","0",",U","0",",U","0",",U","10",",U","0",",U","2.2",",U,30,","27.8",",U,02,","426.6","","156.6",",U","13.63",",U","18.02",",,,U","9.23",",,,U"
"USR0000OBLM","1995-10","45.595","-118.235","1653.5","BLACK MOUNTAIN OREGON, OR US","0.0",",U","0",",U","14",",U","4",",U","0",",U","0",",U","-7.2",",U,31,","20.6",",U,15,","866.0","","439.4",",U","4.16",",U","7.32",",,,U","1.00",",,,U"
"USR0000OBLM","1996-08","45.595","-118.235","1653.5","BLACK MOUNTAIN OREGON, OR US","50.7",",U","0",",U","0",",U","0",",U","20",",U","0",",U","3.3",",U,05,+","30.6",",U,25,+","","","99.7",",U","16.75",",U","22.14",",,,U","11.36",",,,U"
"USR0000OBLM","1996-09","45.595","-118.235","1653.5","BLACK MOUNTAIN OREGON, OR US","6.7",",U","0",",U","1",",U","0",",U","6",",U","0",",U","-1.1",",U,22,","29.4",",U,11,","","","245.4",",U","10.37",",U","15.06",",,,U","5.69",",,,U"
"USR0000OBLM","1996-10","45.595","-118.235","1653.5","BLACK MOUNTAIN OREGON, OR US","3.6",",U","0",",U","18",",U","3",",U","3",",U","0",",U","-6.1",",U,21,+","27.8",",U,09,","","","392.5",",U","5.79",",U","9.65",",,,U","1.92",",,,U"
"USR0000OBLM","1997-07","45.595","-118.235","1653.5","BLACK MOUNTAIN OREGON, OR US","8.1","4,U","0","3,U","0","3,U","0","3,U","13","3,U","0","3,U","2.2","3,U,10,","27.2","3,U,21,","108.2","U","108.2","3,U","14.79","4,U","20.21","3,,,U","9.36","3,,,U"
"USR0000OBLM","1997-08","45.595","-118.235","1653.5","BLACK MOUNTAIN OREGON, OR US","19.1",",U","0",",U","0",",U","0",",U","20",",U","0",",U","6.7",",U,27,+","28.3",",U,05,","177.1","U","68.9",",U","16.73",",U","21.63",",,,U","11.83",",,,U"
"USR0000OBLM","1997-10","45.595","-118.235","1653.5","BLACK MOUNTAIN OREGON, OR US","0.0",",U","0",",U","11",",U","0",",U","1",",U","0",",U","-4.4",",U,24,","21.1",",U,16,","","","410.4",",U","5.09",",U","8.62",",,,U","1.57",",,,U"
"USR0000OBLM","1997-11","45.595","-118.235","1653.5","BLACK MOUNTAIN OREGON, OR US","0.0",",U","0",",U","19",",U","1",",U","0",",U","0",",U","-3.3",",U,30,+","14.4",",U,06,+","","","467.5",",U","2.75",",U","5.46",",,,U","0.04",",,,U"
"USR0000OBLM","1998-07","45.595","-118.235","1653.5","BLACK MOUNTAIN OREGON, OR US","30.2",",U","0",",U","0",",U","0",",U","22",",U","0",",U","6.7",",U,13,+","30.0",",U,29,","48.0","U","48.0",",U","17.76",",U","22.12",",,,U","13.39",",,,U"
"USR0000OBLM","1998-08","45.595","-118.235","1653.5","BLACK MOUNTAIN OREGON, OR US","36.8",",U","0",",U","0",",U","0",",U","22",",U","1",",U","3.9",",U,17,","32.2",",U,28,","116.2","U","68.2",",U","17.32",",U","22.58",",,,U","12.06",",,,U"
"USR0000OBLM","1998-09","45.595","-118.235","1653.5","BLACK MOUNTAIN OREGON, OR US","42.4",",U","0",",U","0",",U","0",",U","13",",U","1",",U","3.9",",U,26,+","32.2",",U,03,","246.1","U","129.9",",U","15.42",",U","20.28",",,,U","10.55",",,,U"
"USR0000OBLM","1998-10","45.595","-118.235","1653.5","BLACK MOUNTAIN OREGON, OR US","0.0","2,U","0","1,U","12","1,U","1","1,U","1","1,U","0","1,U","-3.9","1,U,29,","21.1","1,U,21,","604.5","U","358.4","1,U","6.17","2,U","10.67","1,,,U","1.66","1,,,U"
"USR0000OBLM","1998-11","45.595","-118.235","1653.5","BLACK MOUNTAIN OREGON, OR US","0.0",",U","0",",U","26",",U","8",",U","0",",U","0",",U","-6.1",",U,10,","8.3",",U,14,","1150.1","U","545.6",",U","0.15",",U","2.44",",,,U","-2.15",",,,U"
