"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES"
"IN009100200","1901-01","17.35","76.85","458.0","GULBARGA, IN","1",",I","0",",I","0",",I","","","","","","","1.0",",,I,08,","","","1.0",",,,I","",""
"IN009100200","1901-02","17.35","76.85","458.0","GULBARGA, IN","3",",I","2",",I","0",",I","","","","","","","7.6",",,I,21,","","","10.9",",,,I","",""
"IN009100200","1901-03","17.35","76.85","458.0","GULBARGA, IN","1",",I","1",",I","0",",I","","","","","","","3.0",",,I,25,","","","3.0",",,,I","",""
"IN009100200","1901-04","17.35","76.85","458.0","GULBARGA, IN","7",",I","3",",I","0",",I","","","","","","","10.9",",,I,28,","","","27.2",",,,I","",""
"IN009100200","1901-05","17.35","76.85","458.0","GULBARGA, IN","5",",I","2",",I","0",",I","","","","","","","18.0",",,I,04,","","","29.7",",,,I","",""
"IN009100200","1901-06","17.35","76.85","458.0","GULBARGA, IN","7",",I","7",",I","1",",I","","","","","","","54.9",",,I,16,","","","123.7",",,,I","",""
"IN009100200","1901-07","17.35","76.85","458.0","GULBARGA, IN","19",",I","9",",I","0",",I","","","","","","","18.5",",,I,02,","","","115.1",",,,I","",""
"IN009100200","1901-08","17.35","76.85","458.0","GULBARGA, IN","15",",I","11",",I","0",",I","","","","","","","20.3",",,I,11,","","","92.1",",,,I","",""
"IN009100200","1901-09","17.35","76.85","458.0","GULBARGA, IN","9",",I","8",",I","0",",I","","","","","","","20.8",",,I,24,","","","96.3",",,,I","",""
"IN009100200","1901-10","17.35","76.85","458.0","GULBARGA, IN","4",",I","3",",I","0",",I","","","","","","","15.2",",,I,22,","","","25.6",",,,I","",""
"IN009100200","1901-11","17.35","76.85","458.0","GULBARGA, IN","1",",I","0",",I","0",",I","","","","","","","0.8",",,I,08,","","","0.8",",,,I","",""
"IN009100200","1901-12","17.35","76.85","458.0","GULBARGA, IN","0",",I","0",",I","0",",I","","","","","","","0.0",",,I,31,+","","","0.0",",,,I","",""
"IN009100200","1902-01","17.35","76.85","458.0","GULBARGA, IN","0",",I","0",",I","0",",I","","","","","","","0.0",",,I,31,+","","","0.0",",,,I","",""
"IN009100200","1902-02","17.35","76.85","458.0","GULBARGA, IN","0",",I","0",",I","0",",I","","","","","","","0.0",",,I,28,+","","","0.0",",,,I","",""
"IN009100200","1902-03","17.35","76.85","458.0","GULBARGA, IN","0",",I","0",",I","0",",I","","","","","","","0.0",",,I,31,+","","","0.0",",,,I","",""
"IN009100200","1902-04","17.35","76.85","458.0","GULBARGA, IN","3",",I","2",",I","0",",I","","","","","","","12.2",",,I,02,","","","23.7",",,,I","",""
"IN009100200","1902-05","17.35","76.85","458.0","GULBARGA, IN","4",",I","1",",I","0",",I","","","","","","","3.0",",,I,02,","","","6.8",",,,I","",""
"IN009100200","1902-06","17.35","76.85","458.0","GULBARGA, IN","12",",I","9",",I","1",",I","","","","","","","29.5",",,I,21,","","","108.7",",,,I","",""
