"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES"
"USC00076102","2014-05","38.8204","-75.203","1.2","MILTON, DE US","1","","",""
"USC00076102","2014-06","38.8204","-75.203","1.2","MILTON, DE US","1","","",""
"USC00076102","2014-07","38.8204","-75.203","1.2","MILTON, DE US","1","","1",""
"USC00076102","2015-01","38.8204","-75.203","1.2","MILTON, DE US","1","","",""
