"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES"
"USC00415973","1948-06","26.2","-98.31667","39.9","MISSION PUMPING STATION, TX US","2",",0","1",",0","1",",0","","","40.4",",,0,29,","40.9",",,,0"
"USC00415973","1948-07","26.2","-98.31667","39.9","MISSION PUMPING STATION, TX US","6",",0","3",",0","1",",0","","","28.2",",,0,02,","55.4",",,,0"
"USC00415973","1948-08","26.2","-98.31667","39.9","MISSION PUMPING STATION, TX US","3",",0","2",",0","0",",0","","","16.5",",,0,28,","23.9",",,,0"
"USC00415973","1948-09","26.2","-98.31667","39.9","MISSION PUMPING STATION, TX US","9",",0","8",",0","3",",0","","","43.7",",,0,10,","191.5",",,,0"
"USC00415973","1948-10","26.2","-98.31667","39.9","MISSION PUMPING STATION, TX US","5",",0","3",",0","1",",0","","","28.7",",,0,17,","55.4",",,,0"
"USC00415973","1948-11","26.2","-98.31667","39.9","MISSION PUMPING STATION, TX US","3",",0","0",",0","0",",0","","","1.5",",,0,13,","2.8",",,,0"
"USC00415973","1948-12","26.2","-98.31667","39.9","MISSION PUMPING STATION, TX US","0",",0","0",",0","0",",0","","","0.0",",,0,31,+","0.0",",,,0"
"USC00415973","1949-01","26.2","-98.31667","39.9","MISSION PUMPING STATION, TX US","11",",0","3",",0","0",",0","","","3.6",",,0,17,","18.4",",,,0"
"USC00415973","1949-02","26.2","-98.31667","39.9","MISSION PUMPING STATION, TX US","12",",0","5",",0","0",",0","","","22.6",",,0,26,","63.4",",,,0"
"USC00415973","1949-03","26.2","-98.31667","39.9","MISSION PUMPING STATION, TX US","2",",0","1",",0","0",",0","","","6.4",",,0,01,","7.4",",,,0"
"USC00415973","1949-05","26.2","-98.31667","39.9","MISSION PUMPING STATION, TX US","3",",0","2",",0","0",",0","","","22.1",",,0,07,","38.9",",,,0"
"USC00415973","1949-06","26.2","-98.31667","39.9","MISSION PUMPING STATION, TX US","1",",0","1",",0","0",",0","","","17.3",",,0,09,","17.3",",,,0"
"USC00415973","1949-07","26.2","-98.31667","39.9","MISSION PUMPING STATION, TX US","2",",0","2",",0","0",",0","","","7.1",",,0,24,","11.7",",,,0"
"USC00415973","1949-08","26.2","-98.31667","39.9","MISSION PUMPING STATION, TX US","2",",0","0",",0","0",",0","","","1.3",",,0,27,+","2.6",",,,0"
"USC00415973","1949-09","26.2","-98.31667","39.9","MISSION PUMPING STATION, TX US","7",",0","5",",0","0",",0","","","20.3",",,0,23,","44.2",",,,0"
"USC00415973","1949-10","26.2","-98.31667","39.9","MISSION PUMPING STATION, TX US","6",",0","3",",0","1",",0","","","73.7",",,0,29,","83.1",",,,0"
"USC00415973","1949-11","26.2","-98.31667","39.9","MISSION PUMPING STATION, TX US","1",",0","0",",0","0",",0","","","1.0",",,0,21,","1.0",",,,0"
"USC00415973","1949-12","26.2","-98.31667","39.9","MISSION PUMPING STATION, TX US","9",",0","2",",0","0",",0","1","","4.1",",,0,30,","11.7",",,,0"
"USC00415973","1950-01","26.2","-98.31667","39.9","MISSION PUMPING STATION, TX US","2",",0","0",",0","0",",0","","","1.0",",,0,14,","1.8",",,,0"
"USC00415973","1950-02","26.2","-98.31667","39.9","MISSION PUMPING STATION, TX US","3",",0","1",",0","1",",0","","","50.5",",,0,12,","53.1",",,,0"
"USC00415973","1950-03","26.2","-98.31667","39.9","MISSION PUMPING STATION, TX US","6",",0","2",",0","0",",0","","","9.9",",,0,05,","16.9",",,,0"
"USC00415973","1950-04","26.2","-98.31667","39.9","MISSION PUMPING STATION, TX US","2",",0","2",",0","1",",0","","","50.3",",,0,15,","59.2",",,,0"
