"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"BR00D8-0390","1944-10","-22.117","-51.383","450.0","PRESIDENTE PRUDENTE, BR","7",",I","5",",I","3",",I","","","","","","","65.5",",,I,28,","163.4",",,,I","",""
"BR00D8-0390","1944-11","-22.117","-51.383","450.0","PRESIDENTE PRUDENTE, BR","10",",I","6",",I","3",",I","","","","","","","68.0",",,I,30,","187.3",",,,I","",""
"BR00D8-0390","1944-12","-22.117","-51.383","450.0","PRESIDENTE PRUDENTE, BR","7",",I","2",",I","0",",I","","","","","","","9.0",",,I,01,","16.8",",,,I","",""
"BR00D8-0390","1945-01","-22.117","-51.383","450.0","PRESIDENTE PRUDENTE, BR","12",",I","7",",I","4",",I","","","","","","","51.8",",,I,18,","180.3",",,,I","",""
"BR00D8-0390","1945-02","-22.117","-51.383","450.0","PRESIDENTE PRUDENTE, BR","14",",I","13",",I","2",",I","","","","","","","33.5",",,I,27,","177.6",",,,I","",""
"BR00D8-0390","1945-03","-22.117","-51.383","450.0","PRESIDENTE PRUDENTE, BR","3",",I","2",",I","2",",I","","","","","","","74.5",",,I,24,","103.6",",,,I","",""
"BR00D8-0390","1945-04","-22.117","-51.383","450.0","PRESIDENTE PRUDENTE, BR","6",",I","5",",I","1",",I","","","","","","","27.0",",,I,11,","79.4",",,,I","",""
"BR00D8-0390","1945-05","-22.117","-51.383","450.0","PRESIDENTE PRUDENTE, BR","4",",I","3",",I","0",",I","","","","","","","23.3",",,I,11,","36.3",",,,I","",""
"BR00D8-0390","1945-06","-22.117","-51.383","450.0","PRESIDENTE PRUDENTE, BR","9",",I","7",",I","4",",I","","","","","","","40.8",",,I,23,","179.7",",,,I","",""
"BR00D8-0390","1945-07","-22.117","-51.383","450.0","PRESIDENTE PRUDENTE, BR","4",",I","2",",I","1",",I","","","","","","","47.3",",,I,05,","57.9",",,,I","",""
"BR00D8-0390","1945-08","-22.117","-51.383","450.0","PRESIDENTE PRUDENTE, BR","2",",I","1",",I","0",",I","","","","","","","2.7",",,I,20,","4.8",",,,I","",""
"BR00D8-0390","1945-09","-22.117","-51.383","450.0","PRESIDENTE PRUDENTE, BR","6",",I","3",",I","0",",I","","","","","","","25.2",",,I,16,","51.0",",,,I","",""
"BR00D8-0390","1945-10","-22.117","-51.383","450.0","PRESIDENTE PRUDENTE, BR","6",",I","5",",I","1",",I","","","","","","","27.5",",,I,25,","65.9",",,,I","",""
"BR00D8-0390","1945-11","-22.117","-51.383","450.0","PRESIDENTE PRUDENTE, BR","7",",I","5",",I","1",",I","","","","","","","29.5",",,I,14,","47.7",",,,I","",""
"BR00D8-0390","1945-12","-22.117","-51.383","450.0","PRESIDENTE PRUDENTE, BR","9",",I","8",",I","4",",I","","","","","","","81.0",",,I,15,","262.3",",,,I","",""
"BR00D8-0390","1946-01","-22.117","-51.383","450.0","PRESIDENTE PRUDENTE, BR","19",",I","16",",I","9",",I","","","","","","","80.0",",,I,28,","578.8",",,,I","",""
"BR00D8-0390","1946-02","-22.117","-51.383","450.0","PRESIDENTE PRUDENTE, BR","18",",I","17",",I","9",",I","","","","","","","100.0",",,I,19,","660.4",",,,I","",""
"BR00D8-0390","1946-03","-22.117","-51.383","450.0","PRESIDENTE PRUDENTE, BR","9",",I","8",",I","7",",I","","","","","","","80.0",",,I,10,+","358.6",",,,I","",""
"BR00D8-0390","1946-04","-22.117","-51.383","450.0","PRESIDENTE PRUDENTE, BR","1",",I","1",",I","1",",I","","","","","","","68.0",",,I,01,","68.0",",,,I","",""
"BR00D8-0390","1946-05","-22.117","-51.383","450.0","PRESIDENTE PRUDENTE, BR","5",",I","3",",I","1",",I","","","","","","","80.0",",,I,31,","96.5",",,,I","",""
"BR00D8-0390","1946-06","-22.117","-51.383","450.0","PRESIDENTE PRUDENTE, BR","2",",I","2",",I","1",",I","","","","","","","46.0",",,I,01,","51.0",",,,I","",""
"BR00D8-0390","1946-07","-22.117","-51.383","450.0","PRESIDENTE PRUDENTE, BR","6",",I","5",",I","2",",I","","","","","","","34.0",",,I,11,","97.0",",,,I","",""
"BR00D8-0390","1946-08","-22.117","-51.383","450.0","PRESIDENTE PRUDENTE, BR","1",",I","1",",I","0",",I","","","","","","","4.0",",,I,06,","4.0",",,,I","",""
"BR00D8-0390","1946-09","-22.117","-51.383","450.0","PRESIDENTE PRUDENTE, BR","5",",I","5",",I","0",",I","","","","","","","13.0",",,I,23,","34.0",",,,I","",""
"BR00D8-0390","1946-10","-22.117","-51.383","450.0","PRESIDENTE PRUDENTE, BR","7",",I","6",",I","2",",I","","","","","","","86.0",",,I,13,","181.0",",,,I","",""
"BR00D8-0390","1946-11","-22.117","-51.383","450.0","PRESIDENTE PRUDENTE, BR","6",",I","4",",I","1",",I","","","","","","","38.0",",,I,04,","70.0",",,,I","",""
"BR00D8-0390","1946-12","-22.117","-51.383","450.0","PRESIDENTE PRUDENTE, BR","9",",I","9",",I","2",",I","","","","","","","35.0",",,I,24,","151.0",",,,I","",""
"BR00D8-0390","1947-01","-22.117","-51.383","450.0","PRESIDENTE PRUDENTE, BR","13",",I","13",",I","1",",I","","","","","","","29.0",",,I,16,","145.0",",,,I","",""
"BR00D8-0390","1947-02","-22.117","-51.383","450.0","PRESIDENTE PRUDENTE, BR","9","4,I","9","4,I","2","4,I","","","","","","","59.3","4,,I,17,","193.8","4,,,I","",""
"BR00D8-0390","1947-03","-22.117","-51.383","450.0","PRESIDENTE PRUDENTE, BR","8",",I","8",",I","0",",I","","","","","","","22.0",",,I,05,","75.7",",,,I","",""
"BR00D8-0390","1947-04","-22.117","-51.383","450.0","PRESIDENTE PRUDENTE, BR","5",",I","3",",I","0",",I","","","","","","","17.5",",,I,29,","26.0",",,,I","",""
"BR00D8-0390","1947-05","-22.117","-51.383","450.0","PRESIDENTE PRUDENTE, BR","5",",I","5",",I","2",",I","","","","","","","80.0",",,I,02,","136.5",",,,I","",""
"BR00D8-0390","1947-07","-22.117","-51.383","450.0","PRESIDENTE PRUDENTE, BR","6","1,I","4","1,I","0","1,I","","","","","","","17.3","1,,I,08,","43.8","1,,,I","",""
"BR00D8-0390","1947-08","-22.117","-51.383","450.0","PRESIDENTE PRUDENTE, BR","6",",I","4",",I","1",",I","","","","","","","35.0",",,I,30,","63.6",",,,I","",""
"BR00D8-0390","1947-09","-22.117","-51.383","450.0","PRESIDENTE PRUDENTE, BR","7",",I","5",",I","1",",I","","","","","","","47.2",",,I,08,","117.2",",,,I","",""
"BR00D8-0390","1947-10","-22.117","-51.383","450.0","PRESIDENTE PRUDENTE, BR","5",",I","3",",I","1",",I","","","","","","","54.0",",,I,07,","86.2",",,,I","",""
"BR00D8-0390","1947-11","-22.117","-51.383","450.0","PRESIDENTE PRUDENTE, BR","2",",I","2",",I","0",",I","","","","","","","6.5",",,I,25,","9.5",",,,I","",""
"BR00D8-0390","1947-12","-22.117","-51.383","450.0","PRESIDENTE PRUDENTE, BR","7",",I","7",",I","2",",I","","","","","","","39.0",",,I,10,","114.0",",,,I","",""
"BR00D8-0390","1948-01","-22.117","-51.383","450.0","PRESIDENTE PRUDENTE, BR","16",",I","15",",I","2",",I","","","","","","","50.0",",,I,15,","239.7",",,,I","",""
"BR00D8-0390","1948-02","-22.117","-51.383","450.0","PRESIDENTE PRUDENTE, BR","12",",I","12",",I","4",",I","","","","","","","116.0",",,I,20,","309.8",",,,I","",""
"BR00D8-0390","1948-03","-22.117","-51.383","450.0","PRESIDENTE PRUDENTE, BR","3",",I","3",",I","1",",I","","","","","","","42.0",",,I,16,","60.0",",,,I","",""
"BR00D8-0390","1948-04","-22.117","-51.383","450.0","PRESIDENTE PRUDENTE, BR","1",",I","1",",I","0",",I","","","","","","","18.0",",,I,08,","18.0",",,,I","",""
"BR00D8-0390","1948-05","-22.117","-51.383","450.0","PRESIDENTE PRUDENTE, BR","2",",I","1",",I","1",",I","","","","","","","35.0",",,I,28,","37.0",",,,I","",""
"BR00D8-0390","1948-06","-22.117","-51.383","450.0","PRESIDENTE PRUDENTE, BR","0",",I","0",",I","0",",I","","","","","","","0.0",",,I,30,+","0.0",",,,I","",""
"BR00D8-0390","1948-07","-22.117","-51.383","450.0","PRESIDENTE PRUDENTE, BR","4",",I","4",",I","0",",I","","","","","","","23.0",",,I,14,","53.0",",,,I","",""
"BR00D8-0390","1948-08","-22.117","-51.383","450.0","PRESIDENTE PRUDENTE, BR","2",",I","2",",I","0",",I","","","","","","","4.0",",,I,26,","6.5",",,,I","",""
"BR00D8-0390","1948-09","-22.117","-51.383","450.0","PRESIDENTE PRUDENTE, BR","4",",I","4",",I","0",",I","","","","","","","23.0",",,I,18,","45.5",",,,I","",""
"BR00D8-0390","1948-10","-22.117","-51.383","450.0","PRESIDENTE PRUDENTE, BR","3","1,I","3","1,I","0","1,I","","","","","","","15.0","1,,I,14,","24.5","1,,,I","",""
"BR00D8-0390","1948-11","-22.117","-51.383","450.0","PRESIDENTE PRUDENTE, BR","2",",I","2",",I","1",",I","","","","","","","35.0",",,I,09,","41.0",",,,I","",""
"BR00D8-0390","1948-12","-22.117","-51.383","450.0","PRESIDENTE PRUDENTE, BR","4",",I","3",",I","1",",I","","","","","","","60.0",",,I,09,","68.5",",,,I","",""
"BR00D8-0390","1949-01","-22.117","-51.383","450.0","PRESIDENTE PRUDENTE, BR","3",",I","3",",I","1",",I","","","","","","","25.5",",,I,11,","38.5",",,,I","",""
"BR00D8-0390","1949-02","-22.117","-51.383","450.0","PRESIDENTE PRUDENTE, BR","6",",I","6",",I","1",",I","","","","","","","40.0",",,I,22,","123.0",",,,I","",""
"BR00D8-0390","1949-03","-22.117","-51.383","450.0","PRESIDENTE PRUDENTE, BR","6",",I","6",",I","3",",I","","","","","","","30.0",",,I,09,","113.0",",,,I","",""
"BR00D8-0390","1949-04","-22.117","-51.383","450.0","PRESIDENTE PRUDENTE, BR","3",",I","3",",I","0",",I","","","","","","","20.0",",,I,24,","50.5",",,,I","",""
"BR00D8-0390","1949-05","-22.117","-51.383","450.0","PRESIDENTE PRUDENTE, BR","1",",I","1",",I","0",",I","","","","","","","14.5",",,I,04,","14.5",",,,I","",""
"BR00D8-0390","1949-06","-22.117","-51.383","450.0","PRESIDENTE PRUDENTE, BR","1",",I","1",",I","1",",I","","","","","","","46.0",",,I,10,","46.0",",,,I","",""
"BR00D8-0390","1949-07","-22.117","-51.383","450.0","PRESIDENTE PRUDENTE, BR","0",",I","0",",I","0",",I","","","","","","","0.0",",,I,31,+","0.0",",,,I","",""
"BR00D8-0390","1949-08","-22.117","-51.383","450.0","PRESIDENTE PRUDENTE, BR","2",",I","1",",I","0",",I","","","","","","","4.0",",,I,21,","5.0",",,,I","",""
"BR00D8-0390","1949-09","-22.117","-51.383","450.0","PRESIDENTE PRUDENTE, BR","4",",I","2",",I","0",",I","","","","","","","5.0",",,I,16,","9.5",",,,I","",""
"BR00D8-0390","1949-10","-22.117","-51.383","450.0","PRESIDENTE PRUDENTE, BR","4",",I","4",",I","0",",I","","","","","","","12.5",",,I,07,","32.5",",,,I","",""
"BR00D8-0390","1949-11","-22.117","-51.383","450.0","PRESIDENTE PRUDENTE, BR","4",",I","4",",I","0",",I","","","","","","","17.5",",,I,30,","57.0",",,,I","",""
"BR00D8-0390","1949-12","-22.117","-51.383","450.0","PRESIDENTE PRUDENTE, BR","10",",I","9",",I","4",",I","","","","","","","53.0",",,I,01,","197.5",",,,I","",""
"BR00D8-0390","1950-01","-22.117","-51.383","450.0","PRESIDENTE PRUDENTE, BR","7",",I","7",",I","1",",I","","","","","","","30.0",",,I,02,","92.0",",,,I","",""
"BR00D8-0390","1950-02","-22.117","-51.383","450.0","PRESIDENTE PRUDENTE, BR","7",",I","7",",I","3",",I","","","","","","","90.0",",,I,15,","248.5",",,,I","",""
"BR00D8-0390","1950-03","-22.117","-51.383","450.0","PRESIDENTE PRUDENTE, BR","8",",I","7",",I","2",",I","","","","","","","41.0",",,I,02,","139.7",",,,I","",""
"BR00D8-0390","1950-04","-22.117","-51.383","450.0","PRESIDENTE PRUDENTE, BR","3",",I","3",",I","0",",I","","","","","","","17.5",",,I,26,","44.5",",,,I","",""
"BR00D8-0390","1950-05","-22.117","-51.383","450.0","PRESIDENTE PRUDENTE, BR","1",",I","1",",I","0",",I","","","","","","","23.0",",,I,03,","23.0",",,,I","",""
"BR00D8-0390","1950-06","-22.117","-51.383","450.0","PRESIDENTE PRUDENTE, BR","0","1,I","0","1,I","0","1,I","","","","","","","0.0","1,,I,30,+","0.0","1,,,I","",""
"BR00D8-0390","1950-07","-22.117","-51.383","450.0","PRESIDENTE PRUDENTE, BR","1",",I","1",",I","0",",I","","","","","","","17.0",",,I,08,","17.0",",,,I","",""
"BR00D8-0390","1950-08","-22.117","-51.383","450.0","PRESIDENTE PRUDENTE, BR","0",",I","0",",I","0",",I","","","","","","","0.0",",,I,31,+","0.0",",,,I","",""
"BR00D8-0390","1950-09","-22.117","-51.383","450.0","PRESIDENTE PRUDENTE, BR","2",",I","2",",I","0",",I","","","","","","","10.0",",,I,22,","14.0",",,,I","",""
"BR00D8-0390","1950-10","-22.117","-51.383","450.0","PRESIDENTE PRUDENTE, BR","10",",I","9",",I","3",",I","","","","","","","70.0",",,I,16,","203.4",",,,I","",""
"BR00D8-0390","1950-11","-22.117","-51.383","450.0","PRESIDENTE PRUDENTE, BR","6",",I","3",",I","1",",I","","","","","","","30.0",",,I,27,","51.4",",,,I","",""
"BR00D8-0390","1950-12","-22.117","-51.383","450.0","PRESIDENTE PRUDENTE, BR","4",",I","4",",I","1",",I","","","","","","","37.0",",,I,04,","72.0",",,,I","",""
"BR00D8-0390","1951-01","-22.117","-51.383","450.0","PRESIDENTE PRUDENTE, BR","13","4,I","12","4,I","4","4,I","","","","","","","55.0","4,,I,30,","252.0","4,,,I","",""
"BR00D8-0390","1951-02","-22.117","-51.383","450.0","PRESIDENTE PRUDENTE, BR","12",",I","9",",I","1",",I","","","","","","","36.0",",,I,16,","105.0",",,,I","",""
"BR00D8-0390","1951-03","-22.117","-51.383","450.0","PRESIDENTE PRUDENTE, BR","15",",I","12",",I","3",",I","","","","","","","97.0",",,I,05,","286.7",",,,I","",""
"BR00D8-0390","1951-04","-22.117","-51.383","450.0","PRESIDENTE PRUDENTE, BR","1",",I","1",",I","0",",I","","","","","","","12.0",",,I,01,","12.0",",,,I","",""
