"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00202393","1911-04","42.7","-84.46667","271.0","EAST LANSING EXPERIM, MI US","0.0","0","0.0",",0","15",",0","6",",0","0",",0","","","0",",0","0",",0","14",",0","1",",0","4",",0","0",",0","","","-12.2",",0,01,","","","13",",,0,01,","20.1",",,0,04,","23.9",",0,27,","","","3623.7","0","344.9",",0","53.7",",,,0","13",",,,0","6.84",",0","12.59",",,,0","1.08",",,,0","",""
"USC00202393","1911-05","42.7","-84.46667","271.0","EAST LANSING EXPERIM, MI US","69.2","0","69.2",",0","8",",0","6",",0","1",",0","","","0",",0","0",",0","5",",0","0",",0","25",",0","3",",0","","","-2.8",",0,03,","","","0",",T,0,02,","31.0",",,0,20,","33.9",",0,27,","","","3719.0","0","95.3",",0","67.9",",,,0","0",",T,,0","17.49",",0","24.54",",,,0","10.45",",,,0","",""
"USC00202393","1911-07","42.7","-84.46667","271.0","EAST LANSING EXPERIM, MI US","","","","","7","4,0","5","4,0","0","4,0","","","0","4,0","","","","","","","","","","","","","","","","","0","4,,0,31,+","8.9","4,,0,16,","","","","","","","","","23.7","4,,,0","0","4,,,0","","","","","","","",""
"USC00202393","1911-08","42.7","-84.46667","271.0","EAST LANSING EXPERIM, MI US","","","82.0","1,0","9","1,0","6","1,0","0","1,0","","","0","1,0","0","1,0","0","1,0","0","1,0","28","1,0","4","1,0","","","4.4","1,0,30,","","","0","1,,0,31,+","11.9","1,,0,15,","33.9","1,0,06,","","","","","26.0","1,0","37.6","1,,,0","0","1,,,0","20.20","1,0","26.87","1,,,0","13.52","1,,,0","",""
"USC00202393","1911-09","42.7","-84.46667","271.0","EAST LANSING EXPERIM, MI US","","","18.1",",0","13",",0","9",",0","2",",0","","","0",",0","0",",0","0",",0","0",",0","20",",0","0",",0","","","3.3",",0,28,","","","0",",,0,30,+","31.0",",,0,28,","31.7",",0,01,","","","","","76.2",",0","128.3",",,,0","0",",,,0","16.40",",0","22.60",",,,0","10.19",",,,0","",""
"USC00202393","1911-10","42.7","-84.46667","271.0","EAST LANSING EXPERIM, MI US","","","0.0",",0","14",",0","10",",0","1",",0","","","0",",0","0",",0","6",",0","0",",0","1",",0","0",",0","","","-3.3",",0,28,+","","","8",",,0,27,","48.5",",,0,01,","21.7",",0,16,","","","","","292.0",",0","127.1",",,,0","8",",,,0","8.91",",0","13.68",",,,0","4.15",",,,0","",""
"USC00202393","1911-11","42.7","-84.46667","271.0","EAST LANSING EXPERIM, MI US","","","0.0",",0","16",",0","7",",0","0",",0","","","3",",0","0",",0","24",",0","6",",0","0",",0","0",",0","","","-11.1",",0,16,+","","","91",",,0,13,","19.3",",,0,17,","20.0",",0,11,","","","","","520.1",",0","86.8",",,,0","209",",,,0","1.00",",0","4.80",",,,0","-2.81",",,,0","",""
"USC00202393","1911-12","42.7","-84.46667","271.0","EAST LANSING EXPERIM, MI US","","","0.0",",0","14",",0","7",",0","0",",0","11",",0","3",",0","0",",0","25",",0","6",",0","0",",0","0",",0","","","-14.4",",0,04,","102",",,Z,16,","102",",,0,16,","11.2",",,0,30,","13.9",",0,10,","","","","","583.8",",0","40.3",",,,0","257",",,,0","-0.50",",0","2.90",",,,0","-3.90",",,,0","",""
"USC00202393","1912-01","42.7","-84.46667","271.0","EAST LANSING EXPERIM, MI US","","","","","13",",0","2",",0","0",",0","","","1",",0","","","","","30",",0","0",",0","0",",0","","","","","","","94",",,0,08,","7.9",",,0,08,","1.7",",0,18,","","","","","","","20.5",",,,0","256",",,,0","","","-8.54",",,,0","","","",""
"USC00202393","1912-02","42.7","-84.46667","271.0","EAST LANSING EXPERIM, MI US","","","","","14","1,0","3","1,0","1","1,0","","","5","1,0","","","","","19","1,0","0","1,0","0","1,0","","","","","","","234","1,,0,21,","26.7","1,,0,21,","7.8","1,0,24,","","","","","","","51.5","1,,,0","618","1,,,0","","","-4.15","1,,,0","","","",""
"USC00202393","1912-03","42.7","-84.46667","271.0","EAST LANSING EXPERIM, MI US","","","","","8",",0","6",",0","0",",0","","","4",",0","","","","","15",",0","0",",0","0",",0","","","","","","","292",",,0,15,","18.8",",,0,15,","10.0",",0,19,","","","","","","","48.8",",,,0","528",",,,0","","","0.27",",,,0","","","",""
"USC00202393","1912-04","42.7","-84.46667","271.0","EAST LANSING EXPERIM, MI US","","","0.0",",0","13",",0","9",",0","0",",0","","","0",",0","0",",0","14",",0","1",",0","5",",0","0",",0","","","-5.6",",0,03,","","","0",",T,0,19,+","23.4",",,0,28,","22.2",",0,26,+","","","","","323.9",",0","79.2",",,,0","0",",T,,0","7.54",",0","13.37",",,,0","1.71",",,,0","",""
"USC00202393","1912-05","42.7","-84.46667","271.0","EAST LANSING EXPERIM, MI US","","","12.7",",0","15",",0","12",",0","1",",0","","","0",",0","0",",0","0",",0","0",",0","17",",0","0",",0","","","2.8",",0,19,+","","","0",",,0,31,+","40.6",",,0,11,","29.4",",0,23,","","","","","139.8",",0","167.1",",,,0","0",",,,0","14.23",",0","20.28",",,,0","8.19",",,,0","",""
"USC00202393","1912-06","42.7","-84.46667","271.0","EAST LANSING EXPERIM, MI US","","","27.8",",0","7",",0","3",",0","0",",0","","","0",",0","0",",0","0",",0","0",",0","22",",0","0",",0","","","4.4",",0,08,","","","0",",,0,30,+","14.5",",,0,03,","31.7",",0,29,+","","","","","59.4",",0","24.7",",,,0","0",",,,0","17.28",",0","24.06",",,,0","10.50",",,,0","",""
"USC00202393","1912-07","42.7","-84.46667","271.0","EAST LANSING EXPERIM, MI US","","","99.8",",0","14",",0","9",",0","1",",0","","","0",",0","0",",0","0",",0","0",",0","26",",0","1",",0","","","6.1",",0,19,+","","","0",",,0,31,+","39.6",",,0,24,","32.2",",0,09,","","","20.3","0","20.3",",0","128.7",",,,0","0",",,,0","20.90",",0","26.77",",,,0","15.02",",,,0","",""
"USC00202393","1912-08","42.7","-84.46667","271.0","EAST LANSING EXPERIM, MI US","","","51.0","1,0","14",",0","8",",0","0",",0","","","0","1,0","0","1,0","0","1,0","0","1,0","23","1,0","0","1,0","","","7.8","1,0,03,","","","0","1,,0,31,+","12.7",",,0,19,","31.1","1,0,25,","","","64.5","0","44.2","1,0","55.8",",,,0","0","1,,,0","18.56","1,0","23.84","1,,,0","13.28","1,,,0","",""
"USC00202393","1912-09","42.7","-84.46667","271.0","EAST LANSING EXPERIM, MI US","","","59.4","2,0","13",",0","7",",0","0",",0","","","0",",0","0","1,0","1","1,0","0","1,0","20","1,0","4","1,0","","","0.0","1,0,27,","","","0",",,0,30,+","19.8",",,0,17,+","33.3","1,0,09,","","","150.3","0","85.8","1,0","84.5",",,,0","0",",,,0","17.26","2,0","23.14","1,,,0","11.38","1,,,0","",""
"USC00202393","1912-10","42.7","-84.46667","271.0","EAST LANSING EXPERIM, MI US","","","1.4","1,0","9","1,0","8","1,0","0","1,0","","","0","1,0","0","1,0","7","1,0","0","1,0","4","1,0","0","1,0","","","-1.7","1,0,31,+","","","0","1,,0,31,+","19.3","1,,0,11,","26.7","1,0,06,","","","398.0","0","247.7","1,0","81.3","1,,,0","0","1,,,0","10.13","1,0","16.42","1,,,0","3.83","1,,,0","",""
"USC00202393","1912-11","42.7","-84.46667","271.0","EAST LANSING EXPERIM, MI US","","","0.0",",0","11",",0","6",",0","1",",0","","","3",",0","0",",0","19",",0","2",",0","0",",0","0",",0","","","-7.2",",0,28,","","","56",",,0,01,","25.9",",,0,06,","19.4",",0,11,","","","837.3","0","439.3",",0","65.1",",,,0","158",",,,0","3.69",",0","7.86",",,,0","-0.48",",,,0","",""
"USC00202393","1912-12","42.7","-84.46667","271.0","EAST LANSING EXPERIM, MI US","","","0.0",",0","16",",0","4",",0","0",",0","","","0",",0","0",",0","26",",0","8",",0","0",",0","0",",0","","","-12.8",",0,12,+","","","20",",,0,20,","8.4",",,0,05,","13.9",",0,05,","","","1425.6","0","588.3",",0","30.6",",,,0","55",",,,0","-0.64",",0","3.39",",,,0","-4.68",",,,0","",""
"USC00202393","1913-01","42.7","-84.46667","271.0","EAST LANSING EXPERIM, MI US","0.0","0","0.0",",0","17",",0","8",",0","0",",0","","","3",",0","0",",0","29",",0","14",",0","0",",0","0",",0","","","-17.2",",0,13,+","","","147",",,0,07,","24.1",",,0,20,","11.1",",0,17,","","","2093.8","0","668.2",",0","78.8",",,,0","476",",,,0","-3.22",",0","1.24",",,,0","-7.69",",,,0","",""
"USC00202393","1913-02","42.7","-84.46667","271.0","EAST LANSING EXPERIM, MI US","0.0","0","0.0","2,0","15",",0","4",",0","0",",0","","","3",",0","0","2,0","25","2,0","20",",0","0",",0","0",",0","","","-17.2","2,0,04,","","","135",",,0,21,","18.5",",,0,21,","13.9",",0,19,","","","2728.8","0","635.0",",0","42.2",",,,0","270",",,,0","-6.36","2,0","-2.26",",,,0","-10.45","2,,,0","",""
"USC00202393","1913-05","42.7","-84.46667","271.0","EAST LANSING EXPERIM, MI US","","","8.3","1,0","14","1,0","7","1,0","0","1,0","","","0","1,0","0","1,0","2","1,0","0","1,0","10","1,0","0","1,0","","","-2.8","1,0,10,","","","0","1,,0,31,+","12.2","1,,0,30,","28.3","1,0,02,","","","","","160.5","1,0","56.6","1,,,0","0","1,,,0","13.26","1,0","19.30","1,,,0","7.22","1,,,0","",""
"USC00202393","1913-06","42.7","-84.46667","271.0","EAST LANSING EXPERIM, MI US","","","98.1",",0","6",",0","3",",0","0",",0","","","0","1,0","0",",0","0",",0","0",",0","27",",0","9",",0","","","1.1",",0,10,+","","","0","1,,0,30,+","13.5",",,0,20,","36.7",",0,30,","","","","","54.4",",0","25.6",",,,0","0","1,,,0","19.79",",0","27.52",",,,0","12.05",",,,0","",""
"USC00202393","1913-07","42.7","-84.46667","271.0","EAST LANSING EXPERIM, MI US","","","112.4",",0","10",",0","7",",0","1",",0","","","0",",0","0",",0","0",",0","0",",0","30",",0","7",",0","","","6.7",",0,07,","","","0",",,0,31,+","27.7",",,0,16,","34.4",",0,29,+","","","12.2","0","12.2",",0","72.5",",,,0","0",",,,0","21.57",",0","28.39",",,,0","14.75",",,,0","",""
"USC00202393","1913-09","42.7","-84.46667","271.0","EAST LANSING EXPERIM, MI US","","","34.7",",0","9",",0","4",",0","0",",0","","","0",",0","0",",0","0",",0","0",",0","18",",0","3",",0","","","1.7",",0,23,+","","","0",",,0,30,+","11.9",",,0,20,","36.1",",0,02,","","","","","101.3",",0","38.9",",,,0","0",",,,0","16.11",",0","22.96",",,,0","9.27",",,,0","",""
"USC00202393","1913-10","42.7","-84.46667","271.0","EAST LANSING EXPERIM, MI US","","","10.6",",0","16",",0","11",",0","0",",0","","","3",",0","0",",0","9",",0","0",",0","9",",0","0",",0","","","-2.8",",0,26,","","","86",",,0,30,","16.3",",,0,11,","28.9",",0,07,","","","","","264.8",",0","83.3",",,,0","157",",,,0","10.13",",0","14.98",",,,0","5.29",",,,0","",""
"USC00202393","1913-11","42.7","-84.46667","271.0","EAST LANSING EXPERIM, MI US","","","0.0",",0","16",",0","7",",0","0",",0","","","2",",0","0",",0","16",",0","2",",0","0",",0","0",",0","","","-6.7",",0,10,","","","130",",,0,10,","13.2",",,0,19,","20.6",",0,21,","","","","","388.2",",0","60.5",",,,0","158",",,,0","5.39",",0","9.46",",,,0","1.32",",,,0","",""
"USC00202393","1913-12","42.7","-84.46667","271.0","EAST LANSING EXPERIM, MI US","","","0.0","2,0","7",",0","1",",0","0",",0","","","1",",0","0","2,0","24","2,0","8",",0","0",",0","0",",0","","","-10.6","2,0,22,","","","102",",,0,23,","8.9",",,0,23,","12.8",",0,02,+","","","","","510.0",",0","14.2",",,,0","124",",,,0","0.45","2,0","3.95",",,,0","-3.05","2,,,0","",""
"USC00202393","1914-01","42.7","-84.46667","271.0","EAST LANSING EXPERIM, MI US","0.0","0","0.0","1,0","17",",0","7",",0","1",",0","","","8",",0","0","1,0","28","1,0","14",",0","0",",0","0",",0","","","-17.2","1,0,14,","","","267",",,0,31,","27.2",",,0,31,","12.2",",0,29,","","","","","621.9",",0","75.8",",,,0","641",",,,0","-2.59","1,0","0.84",",,,0","-6.01","1,,,0","",""
"USC00202393","1914-02","42.7","-84.46667","271.0","EAST LANSING EXPERIM, MI US","","","","","10",",0","1",",0","0",",0","","","4",",0","","","","","23",",0","0",",0","0",",0","","","","","","","102",",,0,06,","11.4",",,0,06,","6.7",",0,27,","","","","","","","20.2",",,,0","234",",,,0","","","-4.73",",,,0","","","",""
"USC00202393","1914-03","42.7","-84.46667","271.0","EAST LANSING EXPERIM, MI US","","","0.0","1,0","10","1,0","4","1,0","0","1,0","","","2",",0","0","1,0","21","1,0","12","1,0","0","1,0","0","1,0","","","-15.0","1,0,02,","","","25",",,0,18,+","14.7","1,,0,27,","17.8","1,0,26,","","","","","564.9","1,0","38.7","1,,,0","61",",,,0","-0.50","1,0","4.32","1,,,0","-5.31","1,,,0","",""
"USC00202393","1914-04","42.7","-84.46667","271.0","EAST LANSING EXPERIM, MI US","","","4.7","2,0","13","2,0","7","2,0","0","2,0","","","1","2,0","0","2,0","13","2,0","1","2,0","5","2,0","0","2,0","","","-8.9","2,0,09,","","","76","2,,0,06,","21.6","2,,0,27,","28.9","2,0,18,","","","","","317.8","2,0","73.5","2,,,0","105","2,,,0","7.15","2,0","12.76","2,,,0","1.55","2,,,0","",""
"USC00202393","1914-05","42.7","-84.46667","271.0","EAST LANSING EXPERIM, MI US","","","19.3","1,0","10","1,0","7","1,0","2","1,0","","","0","1,0","0","1,0","1","1,0","0","1,0","16","1,0","0","1,0","","","-1.1","1,0,01,","","","0","1,,0,31,+","38.9","1,,0,11,","30.6","1,0,25,","","","","","135.9","1,0","117.8","1,,,0","0","1,,,0","14.44","1,0","21.14","1,,,0","7.74","1,,,0","",""
"USC00202393","1914-06","42.7","-84.46667","271.0","EAST LANSING EXPERIM, MI US","","","63.1",",0","10",",0","7",",0","2",",0","","","0",",0","0",",0","0",",0","0",",0","25",",0","2",",0","","","2.8",",0,20,","","","0",",,0,30,+","31.2",",,0,21,","33.3",",0,08,","","","","","45.9",",0","104.5",",,,0","0",",,,0","18.91",",0","25.31",",,,0","12.50",",,,0","",""
"USC00202393","1914-07","42.7","-84.46667","271.0","EAST LANSING EXPERIM, MI US","","","112.5",",0","5",",0","3",",0","1",",0","","","0",",0","0",",0","0",",0","0",",0","30",",0","7",",0","","","7.8",",0,30,","","","0",",,0,31,+","26.4",",,0,13,","35.0",",0,22,","","","9.0","0","9.0",",0","41.9",",,,0","0",",,,0","21.67",",0","28.37",",,,0","14.98",",,,0","",""
"USC00202393","1914-10","42.7","-84.46667","271.0","EAST LANSING EXPERIM, MI US","","","10.6",",0","11",",0","3",",0","1",",0","","","0",",0","0",",0","4",",0","0",",0","13",",0","0",",0","","","-5.0",",0,27,","","","0",",T,0,26,","45.5",",,0,16,","27.2",",0,07,","","","","","191.1",",0","71.5",",,,0","0",",T,,0","12.51",",0","18.53",",,,0","6.49",",,,0","",""
"USC00202393","1914-11","42.7","-84.46667","271.0","EAST LANSING EXPERIM, MI US","","","0.0",",0","13",",0","3",",0","0",",0","","","1",",0","0",",0","18",",0","3",",0","0",",0","0",",0","","","-11.7",",0,19,","","","48",",,0,19,","10.9",",,0,03,","18.3",",0,03,","","","","","455.2",",0","35.7",",,,0","89",",,,0","3.16",",0","8.36",",,,0","-2.04",",,,0","",""
"USC00202393","1914-12","42.7","-84.46667","271.0","EAST LANSING EXPERIM, MI US","","","0.0","2,0","20",",0","6",",0","0",",0","","","5",",0","1","2,0","27","2,0","21",",0","0",",0","0",",0","","","-17.8","2,0,24,","","","102",",,0,29,","11.7",",,0,29,","15.0",",0,01,","","","","","677.5",",0","40.0",",,,0","367",",,,0","-5.26","2,0","-2.04",",,,0","-8.49","2,,,0","",""
"USC00202393","1915-01","42.7","-84.46667","271.0","EAST LANSING EXPERIM, MI US","","","","","15",",0","5",",0","0",",0","","","3",",0","","","","","18",",0","0",",0","0",",0","","","","","","","51",",,0,22,","10.7",",,0,31,","5.6",",0,17,","","","","","","","39.4",",,,0","166",",,,0","","","-2.22",",,,0","","","",""
"USC00202393","1915-02","42.7","-84.46667","271.0","EAST LANSING EXPERIM, MI US","","","0.0",",0","14",",0","3",",0","0",",0","","","1",",0","0",",0","24",",0","12",",0","0",",0","0",",0","","","-12.8",",0,10,","","","41",",,0,07,","16.3",",,0,01,","15.0",",0,23,","","","","","554.5",",0","53.3",",,,0","88",",,,0","-1.47",",0","2.36",",,,0","-5.30",",,,0","",""
"USC00202393","1915-04","42.7","-84.46667","271.0","EAST LANSING EXPERIM, MI US","","","22.6",",0","9",",0","3",",0","0",",0","","","0",",0","0",",0","9",",0","0",",0","10",",0","0",",0","","","-6.1",",0,03,","","","0",",T,0,02,+","10.9",",,0,11,","31.1",",0,26,","","","","","247.0",",0","25.4",",,,0","0",",T,,0","10.85",",0","17.20",",,,0","4.50",",,,0","",""
"USC00202393","1915-05","42.7","-84.46667","271.0","EAST LANSING EXPERIM, MI US","","","0.0",",0","14",",0","9",",0","0",",0","","","0",",0","0",",0","3",",0","0",",0","5",",0","0",",0","","","-1.1",",0,27,+","","","10",",,0,18,","12.7",",,0,16,","26.7",",0,12,","","","","","232.7",",0","69.6",",,,0","10",",,,0","10.83",",0","16.84",",,,0","4.82",",,,0","",""
"USC00202393","1915-07","42.7","-84.46667","271.0","EAST LANSING EXPERIM, MI US","","","61.6","2,0","14","2,0","10","2,0","1","2,0","","","0","2,0","0","2,0","0","2,0","0","2,0","27","2,0","0","2,0","","","8.3","2,0,06,","","","0","2,,0,31,+","41.4","2,,0,07,","30.6","2,0,16,","","","16.9","0","16.9","2,0","112.3","2,,,0","0","2,,,0","19.87","2,0","25.36","2,,,0","14.39","2,,,0","",""
"USC00202393","1915-08","42.7","-84.46667","271.0","EAST LANSING EXPERIM, MI US","","","32.8",",0","13",",0","7",",0","2",",0","","","0",",0","0",",0","0",",0","0",",0","20",",0","0",",0","","","3.3",",0,27,","","","0",",,0,31,+","41.4",",,0,16,","30.0",",0,01,","","","76.6","0","59.7",",0","117.7",",,,0","0",",,,0","17.46",",0","22.95",",,,0","11.98",",,,0","",""
"USC00202393","1915-09","42.7","-84.46667","271.0","EAST LANSING EXPERIM, MI US","","","42.2","1,0","11",",0","9",",0","2",",0","","","0",",0","0","1,0","0","1,0","0",",0","20",",0","0",",0","","","0.6","1,0,29,","","","0",",,0,30,+","36.8",",,0,05,","31.7",",0,14,","","","143.3","0","66.7",",0","166.4",",,,0","0",",,,0","17.42","1,0","23.19",",,,0","11.65","1,,,0","",""
"USC00202393","1915-10","42.7","-84.46667","271.0","EAST LANSING EXPERIM, MI US","","","0.0",",0","8",",0","3",",0","0",",0","","","0",",0","0",",0","4",",0","0",",0","2",",0","0",",0","","","-2.2",",0,24,+","","","0",",T,0,09,","7.6",",,0,18,","24.4",",0,03,","","","382.7","0","239.4",",0","17.8",",,,0","0",",T,,0","10.61",",0","16.24",",,,0","4.98",",,,0","",""
"USC00202393","1915-11","42.7","-84.46667","271.0","EAST LANSING EXPERIM, MI US","","","0.0",",0","13",",0","6",",0","0",",0","","","2",",0","0",",0","20",",0","3",",0","1",",0","0",",0","","","-5.6",",0,30,","","","91",",,0,29,","15.2",",,0,11,","21.7",",0,08,","","","803.4","0","420.7",",0","56.7",",,,0","193",",,,0","4.31",",0","8.59",",,,0","0.03",",,,0","",""
"USC00202393","1915-12","42.7","-84.46667","271.0","EAST LANSING EXPERIM, MI US","","","0.0","1,0","14","1,0","4","1,0","0","1,0","","","2","1,0","0","1,0","29","1,0","21","1,0","0","1,0","0","1,0","","","-13.3","1,0,28,","","","142","1,,0,25,","8.1","1,,0,24,","3.9","1,0,23,","","","1472.1","0","668.7","1,0","25.3","1,,,0","272","1,,,0","-3.96","1,0","-0.50","1,,,0","-7.42","1,,,0","",""
"USC00202393","1916-01","42.7","-84.46667","271.0","EAST LANSING EXPERIM, MI US","0.0","0","0.0","3,0","20",",0","5",",0","0",",0","","","0",",0","0","3,0","22","3,0","13",",0","0",",0","0",",0","","","-17.2","3,0,13,","","","23",",,0,13,","21.1",",,0,12,","16.1",",0,27,","","","2020.8","0","548.7",",0","79.2",",,,0","93",",,,0","-1.83","3,0","1.83",",,,0","-5.49","3,,,0","",""
"USC00202393","1916-02","42.7","-84.46667","271.0","EAST LANSING EXPERIM, MI US","0.0","0","0.0","4,0","18","1,0","3","1,0","0","1,0","","","2","1,0","1","4,0","25","4,0","21","1,0","0","1,0","0","1,0","","","-17.8","4,0,07,","","","58","1,,0,05,","2.8","1,,0,11,+","6.1","1,0,22,+","","","2638.2","0","617.4","1,0","17.4","1,,,0","179","1,,,0","-6.52","4,0","-2.82","1,,,0","-10.22","4,,,0","",""
"USC00202393","1916-03","42.7","-84.46667","271.0","EAST LANSING EXPERIM, MI US","0.0","0","0.0","2,0","18",",0","7",",0","0",",0","","","6",",0","0","2,0","24","2,0","16",",0","0",",0","0",",0","","","-16.7","2,0,03,","","","259",",,0,22,","22.4",",,0,27,","19.4",",0,25,","","","3252.3","0","614.1",",0","78.8",",,,0","489",",,,0","-2.90","2,0","1.97",",,,0","-7.77","2,,,0","",""
