"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00362029","1941-05","40.41667","-76.93333","396.8","DAUPHIN 3 N, PA US","8",",6","5",",6","0",",6","","","","","","","","","","","","","","","","","","","14.5",",,6,28,","37.2",",,,6","","","",""
"USC00362029","1941-06","40.41667","-76.93333","396.8","DAUPHIN 3 N, PA US","13",",6","8",",6","1",",6","","","","","","","","","2","","","","","","","","","","38.1",",,6,05,","89.2",",,,6","","","",""
"USC00362029","1941-07","40.41667","-76.93333","396.8","DAUPHIN 3 N, PA US","8",",6","7",",6","1",",6","","","","","","","","","","","","","","","","","","","26.4",",,6,04,","67.0",",,,6","","","",""
"USC00362029","1941-08","40.41667","-76.93333","396.8","DAUPHIN 3 N, PA US","10",",6","7",",6","0",",6","","","","","","","","","1","","","","","","","","","","18.0",",,6,16,","53.7",",,,6","","","",""
"USC00362029","1941-09","40.41667","-76.93333","396.8","DAUPHIN 3 N, PA US","4",",6","3",",6","1",",6","","","","","","","","","","","","","","","","","","","30.7",",,6,11,","48.5",",,,6","","","",""
"USC00362029","1941-10","40.41667","-76.93333","396.8","DAUPHIN 3 N, PA US","11",",6","6",",6","0",",6","","","","","","","","","","","","","","","","","","","7.9",",,6,16,+","39.7",",,,6","","","",""
"USC00362029","1941-11","40.41667","-76.93333","396.8","DAUPHIN 3 N, PA US","6",",6","5",",6","1",",6","","","0",",6","","","","","","","","","","","","","0",",T,6,23,+","32.8",",,6,02,","71.9",",,,6","0",",T,,6","",""
"USC00362029","1941-12","40.41667","-76.93333","396.8","DAUPHIN 3 N, PA US","8",",6","6",",6","2",",6","","","0",",6","","","","","","","","","","","","","10",",,6,13,","36.6",",,6,14,","97.4",",,,6","13",",,,6","",""
"USC00362029","1942-01","40.41667","-76.93333","396.8","DAUPHIN 3 N, PA US","6",",6","5",",6","0",",6","","","3",",6","","","","","","","","","","","","","193",",,6,04,","15.2",",,6,04,","42.2",",,,6","336",",,,6","",""
"USC00362029","1942-03","40.41667","-76.93333","396.8","DAUPHIN 3 N, PA US","","","","","","","3","4,","","","","","","","","","","","","","305","4,,6,30,","","","","","","","","","",""
