"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"ID000097724","1960-06","-3.7","128.083","12.0","AMBON PATTIMURA, ID","26","1,I","24","1,I","12","1,I","","","","","","","","","","","","","72.9","1,,I,13,","","","648.9","1,,,I","","","","","",""
"ID000097724","1960-07","-3.7","128.083","12.0","AMBON PATTIMURA, ID","30",",I","28",",I","13",",I","","","","","","","","","","","","","91.9",",,I,29,","","","780.8",",,,I","","","","","",""
"ID000097724","1961-04","-3.7","128.083","12.0","AMBON PATTIMURA, ID","18","4,I","13","4,I","3","4,I","","","","","","","","","","","","","52.1","4,,I,24,","","","223.4","4,,,I","","","","","",""
"ID000097724","1961-06","-3.7","128.083","12.0","AMBON PATTIMURA, ID","27",",I","24",",I","10",",I","","","","","","","","","","","","","87.1",",,I,25,","","","688.4",",,,I","","","","","",""
"ID000097724","1961-07","-3.7","128.083","12.0","AMBON PATTIMURA, ID","25","3,I","16","3,I","4","3,I","","","","","","","","","","","","","67.1","3,,I,07,","","","358.0","3,,,I","","","","","",""
"ID000097724","1963-03","-3.7","128.083","12.0","AMBON PATTIMURA, ID","22","4,I","14","4,I","3","4,I","","","","","","","","","","","","","36.1","4,,I,25,+","","","224.9","4,,,I","","","","","",""
"ID000097724","1963-05","-3.7","128.083","12.0","AMBON PATTIMURA, ID","22","5,I","19","5,I","9","5,I","","","","","","","","","","","","","81.0","5,,I,06,","","","500.7","5,,,I","","","","","",""
"ID000097724","1963-07","-3.7","128.083","12.0","AMBON PATTIMURA, ID","24","3,I","18","3,I","3","3,I","","","","","","","","","","","","","59.9","3,,I,31,","","","292.0","3,,,I","","","","","",""
"ID000097724","1964-05","-3.7","128.083","12.0","AMBON PATTIMURA, ID","20","3,I","14","3,I","2","3,I","","","","","","","","","","","","","51.1","3,,I,02,","","","194.4","3,,,I","","","","","",""
"ID000097724","1964-07","-3.7","128.083","12.0","AMBON PATTIMURA, ID","27",",I","23",",I","4",",I","","","","","","","","","","","","","49.0",",,I,21,","","","420.4",",,,I","","","","","",""
"ID000097724","1964-08","-3.7","128.083","12.0","AMBON PATTIMURA, ID","23","4,I","20","4,I","7","4,I","","","","","","","","","","","","","78.0","4,,I,01,","","","484.3","4,,,I","","","","","",""
