"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USC00143686","1994-11","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","673.2","0","0.0","1,0","10",",0","9",",0","1",",0","0",",0","0",",0","0","1,0","5","1,0","0",",0","1",",0","0",",0","","","","","-4.4","1,0,30,","0",",,0,30,+","0",",,0,30,+","35.6",",,0,20,","22.8",",0,04,","","","471.6","0","304.3",",0","95.0",",,,0","0",",,,0","7.83","1,0","12.44",",,,0","3.21","1,,,0","","","",""
"USC00143686","1994-12","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","673.2","0","0.0",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","25",",0","3",",0","0",",0","0",",0","","","","","-12.8",",0,11,","0",",,0,31,+","0",",,0,31,+","24.1",",,0,07,","16.1",",0,03,+","","","963.5","0","491.9",",0","36.2",",,,0","0",",,,0","2.46",",0","7.25",",,,0","-2.33",",,,0","","","",""
"USC00143686","1995-01","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","0.0","0","0.0","1,0","7",",0","5",",0","0",",0","10",",0","3",",0","1","1,0","27","1,0","6",",0","0",",0","0",",0","","","","","-18.3","1,0,05,","51",",,0,09,+","51",",,0,01,","11.9",",,0,28,","12.8",",0,17,","","","1576.4","0","612.9",",0","27.4",",,,0","127",",,,0","-1.94","1,0","3.49",",,,0","-7.37","1,,,0","","","",""
"USC00143686","1995-02","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","0.0","0","0.0","2,0","3",",0","2",",0","0",",0","0","1,0","0","1,0","0","2,0","19","2,0","4",",0","2",",0","0",",0","","","","","-13.3","2,0,12,","0","1,,0,28,+","0","1,T,0,14,+","7.1",",,0,03,","24.4",",0,26,","","","1973.3","0","396.9",",0","10.2",",,,0","0","1,T,,0","2.79","2,0","9.08",",,,0","-3.51","2,,,0","","","",""
"USC00143686","1995-03","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","0.0","0","0.0",",0","6",",0","4",",0","0",",0","1",",0","0",",0","0",",0","11",",0","4",",0","10",",0","0",",0","","","","","-15.0",",0,08,","25",",,0,02,","13",",,0,02,","5.1",",,0,07,","28.9",",0,23,","","","2308.6","0","335.3",",0","15.3",",,,0","13",",,,0","7.52",",0","13.71",",,,0","1.32",",,,0","","","",""
"USC00143686","1995-04","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","1.6","0","1.6",",0","12",",0","8",",0","1",",0","0",",0","0",",0","0",",0","2",",0","0",",0","7",",0","0",",0","","","","","-1.1",",0,05,+","0",",,0,30,+","0",",,0,30,+","48.8",",,0,17,","28.3",",0,09,","","","2521.1","0","212.5",",0","122.8",",,,0","0",",,,0","11.30",",0","17.61",",,,0","4.99",",,,0","","","",""
"USC00143686","1995-05","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","10.8","0","9.2",",0","18",",0","14",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","14",",0","0",",0","","","","","2.8",",0,02,","0",",,0,31,+","0",",,0,31,+","91.4",",,0,17,","27.8",",0,17,","","","2638.5","0","117.4",",0","351.8",",,,0","0",",,,0","14.84",",0","19.36",",,,0","10.32",",,,0","","","",""
"USC00143686","1995-06","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","118.5","0","107.7","1,0","11",",0","9",",0","1",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","29",",0","1",",0","","","","","11.7","1,0,11,","0",",,0,30,+","0",",,0,30,+","35.3",",,0,09,","32.2",",0,22,","","","2641.1","0","2.6",",0","124.4",",,,0","0",",,,0","21.91","1,0","26.98",",,,0","16.85","1,,,0","","","",""
"USC00143686","1995-07","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","351.3","0","232.8",",0","6",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","15",",0","","","","","12.8",",0,01,","0",",,0,31,+","0",",,0,31,+","42.9",",,0,20,","37.8",",0,13,+","","","0.0","0","0.0",",0","55.5",",,,0","0",",,,0","25.84",",0","31.76",",,,0","19.93",",,,0","","","",""
"USC00143686","1995-08","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","614.3","0","263.0",",0","8",",0","7",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","21",",0","","","","","17.8",",0,20,","0",",,0,31,+","0",",,0,31,+","54.1",",,0,01,","36.1",",0,31,+","","","0.0","0","0.0",",0","130.4",",,,0","0",",,,0","26.82",",0","32.56",",,,0","21.08",",,,0","","","",""
"USC00143686","1995-09","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","696.5","0","82.2","1,0","10",",0","6",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","22",",0","3",",0","","","","","1.1","1,0,23,","0",",,0,30,+","0",",,0,30,+","13.7",",,0,19,","33.3",",0,05,","","","51.9","0","51.9",",0","37.7",",,,0","0",",,,0","19.27","1,0","25.25",",,,0","13.29","1,,,0","","","",""
"USC00143686","1995-10","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","713.4","0","16.9",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","18",",0","1",",0","","","","","0.6",",0,22,+","0",",,0,31,+","0",",,0,31,+","4.8",",,0,31,","32.2",",0,12,","","","171.3","0","119.4",",0","6.8",",,,0","0",",,,0","15.03",",0","22.36",",,,0","7.69",",,,0","","","",""
"USC00143686","1995-11","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","713.4","0","0.0","2,0","6",",0","2",",0","0",",0","1",",0","1",",0","0","2,0","19","2,0","2","1,0","1","1,0","0","1,0","","","","","-10.6","2,0,29,+","25",",,0,11,","25",",,0,11,","16.0",",,0,02,","22.8","1,0,20,","","","559.3","0","388.0","1,0","23.9",",,,0","25",",,,0","4.22","2,0","10.60","1,,,0","-2.16","2,,,0","","","",""
"USC00143686","1995-12","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","713.4","0","0.0",",0","5",",0","3",",0","0",",0","9","1,0","3",",0","2",",0","27",",0","10",",0","1",",0","0",",0","","","","","-17.8",",0,10,+","76","1,,0,11,+","51",",,0,09,","14.0",",,0,19,","21.1",",0,01,","","","1114.5","0","555.2",",0","24.7",",,,0","114",",,,0","0.42",",0","5.20",",,,0","-4.36",",,,0","","","",""
"USC00143686","1996-01","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","0.0","0","0.0","1,0","8",",0","2",",0","0",",0","12","3,0","2","2,0","5","1,0","28","1,0","11",",0","1",",0","0",",0","","","","","-20.6","1,0,20,","102","3,,0,20,+","89","2,,0,19,","16.0",",,0,18,","21.1",",0,14,","","","1770.9","0","656.4",",0","35.1",",,,0","156","2,,,0","-3.56","1,0","2.06",",,,0","-9.19","1,,,0","","","",""
"USC00143686","1996-02","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","0.0","0","0.0",",0","2",",0","1",",0","0",",0","3",",0","1",",0","5",",0","19",",0","6",",0","1",",0","0",",0","","","","","-24.4",",0,04,+","25",",,0,03,+","25",",,0,01,","5.3",",,0,27,","23.9",",0,26,","","","2271.0","0","500.1",",0","6.1",",,,0","25",",,,0","1.09",",0","7.79",",,,0","-5.61",",,,0","","","",""
"USC00143686","1996-03","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","0.0","0","0.0",",0","8",",0","3",",0","0",",0","0",",0","0",",0","2",",0","23",",0","5",",0","2",",0","0",",0","","","","","-17.8",",0,09,+","0",",T,0,29,+","0",",T,0,29,+","22.4",",,0,31,","23.3",",0,14,","","","2748.9","0","477.9",",0","54.7",",,,0","0",",T,,0","2.92",",0","9.37",",,,0","-3.54",",,,0","","","",""
"USC00143686","1996-04","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","7.2","0","7.2",",0","6",",0","5",",0","1",",0","0",",0","0",",0","0",",0","5",",0","0",",0","11",",0","0",",0","","","","","-5.0",",0,06,","0",",T,0,15,","0",",T,0,15,","38.1",",,0,28,","30.0",",0,12,","","","2967.2","0","218.3",",0","62.8",",,,0","0",",T,,0","11.30",",0","18.54",",,,0","4.05",",,,0","","","",""
"USC00143686","1996-05","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","70.3","0","63.1",",0","13",",0","11",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","20",",0","1",",0","","","","","3.3",",0,01,","0",",,0,31,+","0",",,0,31,+","58.2",",,0,04,","32.8",",0,24,","","","3026.7","0","59.5",",0","170.7",",,,0","0",",,,0","18.45",",0","23.54",",,,0","13.35",",,,0","","","",""
"USC00143686","1996-06","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","221.6","0","151.3",",0","9",",0","7",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","7",",0","","","","","10.0",",0,04,","0",",,0,30,+","0",",,0,30,+","46.7",",,0,06,","33.3",",0,23,","","","3033.7","0","7.0",",0","176.8",",,,0","0",",,,0","23.14",",0","28.45",",,,0","17.83",",,,0","","","",""
"USC00143686","1996-07","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","388.3","0","166.7","2,0","14",",0","11",",0","3",",0","0",",0","0",",0","0","2,0","0","2,0","0",",0","30",",0","8",",0","","","","","13.9","2,0,10,","0",",,0,31,+","0",",,0,31,+","45.7",",,0,05,","35.0",",0,20,","","","0.8","0","0.8",",0","185.1",",,,0","0",",,,0","24.07","2,0","29.27",",,,0","18.87","2,,,0","","","",""
"USC00143686","1996-08","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","556.3","0","168.0",",0","9",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","4",",0","","","","","15.6",",0,25,+","0",",,0,31,+","0",",,0,31,+","33.8",",,0,01,","35.0",",0,07,","","","0.8","0","0.0",",0","92.0",",,,0","0",",,,0","23.75",",0","28.89",",,,0","18.61",",,,0","","","",""
"USC00143686","1996-09","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","614.4","0","58.1",",0","11",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","21",",0","0",",0","","","","","5.6",",0,28,","0",",,0,30,+","0",",,0,30,+","51.1",",,0,16,","31.7",",0,12,","","","48.5","0","47.7",",0","101.4",",,,0","0",",,,0","18.68",",0","24.28",",,,0","13.08",",,,0","","","",""
"USC00143686","1996-10","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","626.3","0","11.9",",0","10",",0","5",",0","1",",0","0",",0","1",",0","0",",0","2",",0","0",",0","17",",0","0",",0","","","","","-1.1",",0,31,","0",",T,0,23,","152",",,0,23,","26.9",",,0,22,","27.8",",0,14,","","","207.4","0","158.9",",0","92.7",",,,0","152",",,,0","13.59",",0","19.92",",,,0","7.26",",,,0","","","",""
"USC00143686","1996-11","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","626.3","0","0.0",",0","9",",0","5",",0","1",",0","0",",0","0",",0","0",",0","20",",0","2",",0","0",",0","0",",0","","","","","-10.0",",0,27,+","0",",,0,30,+","0",",,0,30,+","46.2",",,0,17,","18.9",",0,07,","","","662.6","0","455.2",",0","91.0",",,,0","0",",,,0","3.16",",0","7.67",",,,0","-1.35",",,,0","","","",""
"USC00143686","1996-12","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","626.3","0","0.0",",0","2",",0","1",",0","0",",0","2","3,0","1","3,0","0",",0","28",",0","7",",0","0",",0","0",",0","","","","","-16.1",",0,19,","127","3,,0,01,","127","3,,0,01,","5.6",",,0,01,","19.4",",0,11,","","","1244.6","0","582.0",",0","6.1",",,,0","127","3,,,0","-0.44",",0","5.11",",,,0","-5.99",",,,0","","","",""
"USC00143686","1997-01","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","0.0","0","0.0","3,0","7",",0","4",",0","0",",0","17",",0","3",",0","8","3,0","25","3,0","12",",0","0",",0","0",",0","","","","","-23.3","3,0,29,+","102",",,0,29,+","102",",,0,28,","6.6",",,0,24,","20.6",",0,04,","","","1907.6","0","663.0",",0","20.1",",,,0","237",",,,0","-4.71","3,0","2.16",",,,0","-11.58","3,,,0","","","",""
"USC00143686","1997-02","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","0.0","0","0.0",",0","8",",0","5",",0","1",",0","6","2,0","3","2,0","0",",0","23",",0","5",",0","0",",0","0",",0","","","","","-6.7",",0,14,+","25","2,,0,22,+","51","2,,0,21,+","73.4",",,0,21,","19.4",",0,18,","","","2366.8","0","459.2",",0","112.4",",,,0","127","2,,,0","1.93",",0","6.45",",,,0","-2.59",",,,0","","","",""
"USC00143686","1997-03","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","0.0","0","0.0",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","12",",0","0",",0","5",",0","0",",0","","","","","-7.2",",0,15,+","0",",,0,31,+","0",",,0,31,+","18.3",",,0,25,","28.9",",0,22,","","","2698.3","0","331.5",",0","27.4",",,,0","0",",,,0","7.64",",0","14.78",",,,0","0.50",",,,0","","","",""
"USC00143686","1997-04","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","0.0","0","0.0","1,0","13",",0","7",",0","1",",0","0",",0","0",",0","0","1,0","8","1,0","0",",0","6",",0","0",",0","","","","","-5.6","1,0,09,","0",",T,0,10,","0",",T,0,10,","50.8",",,0,11,","27.8",",0,19,","","","2944.6","0","246.3",",0","97.2",",,,0","0",",T,,0","9.87","1,0","15.78",",,,0","3.97","1,,,0","","","",""
"USC00143686","1997-05","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","8.9","0","8.9","1,0","12",",0","8",",0","4",",0","0",",0","0",",0","0","1,0","0","1,0","0","1,0","19","1,0","0","1,0","","","","","2.8","1,0,01,","0",",,0,31,+","0",",,0,31,+","61.5",",,0,19,","31.1","1,0,19,","","","3047.9","0","103.3","1,0","261.9",",,,0","0",",,,0","15.19","1,0","22.30","1,,,0","8.08","1,,,0","","","",""
"USC00143686","1997-06","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","132.7","0","123.8",",0","6",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","1",",0","","","","","12.2",",0,05,+","0",",,0,30,+","0",",,0,30,+","61.0",",,0,16,","32.8",",0,21,","","","3048.5","0","0.6",",0","102.4",",,,0","0",",,,0","22.44",",0","27.90",",,,0","16.98",",,,0","","","",""
"USC00143686","1997-07","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","349.6","0","216.9","2,0","8",",0","6",",0","1",",0","0",",0","0",",0","0","2,0","0","2,0","0",",0","30",",0","12",",0","","","","","11.1","2,0,05,","0",",,0,31,+","0",",,0,31,+","29.2",",,0,12,","36.1",",0,28,","","","1.7","0","1.7",",0","74.9",",,,0","0",",,,0","25.57","2,0","30.92",",,,0","20.22","2,,,0","","","",""
"USC00143686","1997-08","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","525.6","0","176.0","1,0","9",",0","7",",0","2",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","31",",0","9",",0","","","","","12.8","1,0,07,","0",",,0,31,+","0",",,0,31,+","65.0",",,0,19,","35.6",",0,05,","","","1.7","0","0.0",",0","119.9",",,,0","0",",,,0","24.16","1,0","29.92",",,,0","18.41","1,,,0","","","",""
"USC00143686","1997-09","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","620.5","0","94.9",",0","9",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","2",",0","","","","","10.6",",0,21,+","0",",,0,30,+","0",",,0,30,+","46.2",",,0,23,","33.3",",0,17,+","","","15.5","0","13.8",",0","106.6",",,,0","0",",,,0","21.04",",0","26.98",",,,0","15.10",",,,0","","","",""
"USC00143686","1997-10","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","656.0","0","35.5",",0","8",",0","6",",0","2",",0","0",",0","0",",0","0",",0","2",",0","0",",0","13",",0","0",",0","","","","","-3.9",",0,27,","0",",,0,31,+","0",",,0,31,+","32.3",",,0,26,","31.7",",0,04,","","","175.4","0","159.9",",0","90.2",",,,0","0",",,,0","14.32",",0","20.21",",,,0","8.43",",,,0","","","",""
"USC00143686","1997-11","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","656.0","0","0.0",",0","5",",0","3",",0","3",",0","0",",0","0",",0","0",",0","14",",0","1",",0","1",",0","0",",0","","","","","-7.8",",0,16,","0",",,0,30,+","0",",,0,30,+","30.5",",,0,28,","22.8",",0,01,","","","569.3","0","393.9",",0","83.9",",,,0","0",",,,0","5.20",",0","9.86",",,,0","0.55",",,,0","","","",""
"USC00143686","1997-12","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","656.0","0","0.0","1,0","10",",0","4",",0","0",",0","11","5,0","3",",0","0",",0","26",",0","4","1,0","0","1,0","0","1,0","","","","","-7.2",",0,13,+","102","5,,0,08,","102",",,0,08,","18.5",",,0,24,","15.6","1,0,19,","","","1088.1","0","518.8","1,0","63.4",",,,0","216",",,,0","1.09","1,0","4.57","1,,,0","-2.39",",,,0","","","",""
"USC00143686","1998-01","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","0.0","0","0.0",",0","7",",0","2",",0","0",",0","0",",0","0","1,0","0",",0","29",",0","10",",0","0",",0","0",",0","","","","","-13.9",",0,15,+","0",",T,0,20,+","8","1,,0,19,+","13.2",",,0,04,","17.2",",0,04,","","","1651.9","0","563.8",",0","19.5",",,,0","16","1,,,0","0.15",",0","4.82",",,,0","-4.53",",,,0","","","",""
"USC00143686","1998-02","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","0.0","0","0.0","1,0","7",",0","4",",0","0",",0","0",",0","0",",0","0","1,0","15","1,0","0",",0","0",",0","0",",0","","","","","-5.0","1,0,05,","0",",T,0,12,+","0",",T,0,12,+","11.7",",,0,26,","18.9",",0,26,","","","2029.7","0","377.8",",0","29.6",",,,0","0",",T,,0","4.40","1,0","9.04",",,,0","-0.24","1,,,0","","","",""
"USC00143686","1998-03","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","3.3","0","3.3",",0","10",",0","6",",0","1",",0","5","3,0","3","1,0","2",",0","21",",0","4",",0","5",",0","0",",0","","","","","-18.9",",0,12,","51","3,,0,09,","76","1,,0,20,","31.0",",,0,08,","24.4",",0,30,+","","","2491.8","0","462.1",",0","99.8",",,,0","186","1,,,0","3.53",",0","7.99",",,,0","-0.93",",,,0","","","",""
"USC00143686","1998-04","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","5.8","0","2.5",",0","13",",0","8",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","8",",0","0",",0","","","","","1.7",",0,05,+","0",",,0,30,+","0",",,0,30,+","27.2",",,0,15,","28.9",",0,26,","","","2695.1","0","203.3",",0","91.1",",,,0","0",",,,0","11.64",",0","17.07",",,,0","6.21",",,,0","","","",""
"USC00143686","1998-05","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","111.4","0","105.6",",0","6",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","2",",0","","","","","8.9",",0,04,+","0",",,0,31,+","0",",,0,31,+","16.5",",,0,06,","33.9",",0,31,","","","2715.7","0","20.6",",0","63.8",",,,0","0",",,,0","21.07",",0","27.19",",,,0","14.96",",,,0","","","",""
"USC00143686","1998-06","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","269.5","0","158.1",",0","14",",0","8",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","11",",0","","","","","8.3",",0,06,+","0",",,0,30,+","0",",,0,30,+","30.5",",,0,09,","35.0",",0,29,","","","2735.1","0","19.4",",0","154.4",",,,0","0",",,,0","22.96",",0","28.88",",,,0","17.03",",,,0","","","",""
"USC00143686","1998-07","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","518.8","0","249.3",",0","11",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","13",",0","","","","","16.7",",0,31,","0",",,0,31,+","0",",,0,31,+","29.7",",,0,30,","38.9",",0,21,","","","0.0","0","0.0",",0","98.0",",,,0","0",",,,0","26.38",",0","31.49",",,,0","21.26",",,,0","","","",""
"USC00143686","1998-08","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","751.4","0","232.6",",0","7",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","15",",0","","","","","16.7",",0,01,","0",",,0,31,+","0",",,0,31,+","17.5",",,0,04,","37.2",",0,28,","","","0.0","0","0.0",",0","45.6",",,,0","0",",,,0","25.84",",0","31.63",",,,0","20.04",",,,0","","","",""
"USC00143686","1998-09","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","917.5","0","166.1",",0","9",",0","9",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","10",",0","","","","","11.1",",0,24,+","0",",,0,30,+","0",",,0,30,+","107.4",",,0,14,","37.8",",0,07,+","","","2.2","0","2.2",",0","193.8",",,,0","0",",,,0","23.80",",0","30.15",",,,0","17.44",",,,0","","","",""
"USC00143686","1998-10","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","927.0","0","9.5",",0","10",",0","9",",0","1",",0","","","0",",0","0",",0","0",",0","0",",0","16",",0","0",",0","","","","","4.4",",0,24,+","","","0",",,0,31,+","56.4",",,0,05,","26.7",",0,28,","","","104.5","0","102.3",",0","121.3",",,,0","0",",,,0","15.34",",0","21.25",",,,0","9.42",",,,0","","","",""
"USC00143686","1998-11","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","927.0","0","0.0",",0","9",",0","6",",0","3",",0","0",",0","0",",0","0",",0","2",",0","0",",0","3",",0","0",",0","","","","","-0.6",",0,21,","0",",,0,30,+","0",",,0,30,+","75.2",",,0,01,","21.7",",0,30,","","","379.0","0","274.5",",0","193.7",",,,0","0",",,,0","9.19",",0","14.21",",,,0","4.16",",,,0","","","",""
"USC00143686","1998-12","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","927.0","0","0.0",",0","3",",0","3",",0","1",",0","0",",0","0",",0","0",",0","24",",0","7",",0","1",",0","0",",0","","","","","-16.7",",0,23,+","0",",T,0,30,+","0",",T,0,30,+","30.7",",,0,07,","21.1",",0,06,","","","879.0","0","500.0",",0","38.8",",,,0","0",",T,,0","2.20",",0","7.65",",,,0","-3.24",",,,0","","","",""
"USC00143686","1999-01","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","0.0","0","0.0",",0","7",",0","4",",0","1",",0","7",",0","0","1,0","2",",0","28",",0","10",",0","0",",0","0",",0","","","","","-17.8",",0,09,+","25",",,0,09,+","8","1,,0,07,+","27.7",",,0,31,","16.1",",0,27,","","","1504.6","0","625.6",",0","43.3",",,,0","24","1,,,0","-1.85",",0","3.03",",,,0","-6.73",",,,0","","","",""
"USC00143686","1999-02","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","0.0","0","0.0",",0","8",",0","4",",0","0",",0","1","3,0","1",",0","0",",0","14",",0","0",",0","2",",0","0",",0","","","","","-5.6",",0,13,","25","3,,0,23,","38",",,0,23,","13.0",",,0,07,","23.9",",0,11,","","","1862.3","0","357.7",",0","36.4",",,,0","38",",,,0","5.56",",0","10.61",",,,0","0.50",",,,0","","","",""
"USC00143686","1999-03","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","0.0","0","0.0",",0","6",",0","4",",0","0",",0","1",",0","1",",0","0",",0","15",",0","0",",0","3",",0","0",",0","","","","","-5.0",",0,10,","25",",,0,13,","51",",,0,13,","18.0",",,0,08,","22.8",",0,31,+","","","2235.7","0","373.4",",0","38.1",",,,0","51",",,,0","6.29",",0","12.37",",,,0","0.21",",,,0","","","",""
"USC00143686","1999-04","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","3.7","0","3.7",",0","15",",0","9",",0","2",",0","0",",0","0",",0","0",",0","1",",0","0",",0","12",",0","0",",0","","","","","-0.6",",0,18,","0",",,0,30,+","0",",,0,30,+","44.7",",,0,27,","27.8",",0,21,","","","2407.9","0","172.2",",0","171.4",",,,0","0",",,,0","12.72",",0","18.36",",,,0","7.07",",,,0","","","",""
"USC00143686","1999-05","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","26.0","0","22.3","1,0","10",",0","10",",0","2",",0","0",",0","0",",0","0","1,0","0","1,0","0","1,0","21","1,0","0","1,0","","","","","8.9","1,0,13,+","0",",,0,31,+","0",",,0,31,+","53.8",",,0,17,","29.4","1,0,10,","","","2451.3","0","43.4","1,0","181.3",",,,0","0",",,,0","17.63","1,0","23.11","1,,,0","12.15","1,,,0","","","",""
"USC00143686","1999-06","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","153.3","0","127.3",",0","15",",0","10",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","1",",0","","","","","10.6",",0,18,+","0",",,0,30,+","0",",,0,30,+","56.4",",,0,28,","32.2",",0,27,","","","2458.7","0","7.4",",0","166.8",",,,0","0",",,,0","22.33",",0","27.38",",,,0","17.28",",,,0","","","",""
"USC00143686","1999-07","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","425.4","0","272.1",",0","3",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","17",",0","","","","","14.4",",0,12,","0",",,0,31,+","0",",,0,31,+","15.0",",,0,31,","39.4",",0,30,","","","0.0","0","0.0",",0","26.9",",,,0","0",",,,0","27.11",",0","32.60",",,,0","21.62",",,,0","","","",""
"USC00143686","1999-08","38.6645","-94.8901","307.8","HILLSDALE LAKE, KS US","","","620.8","0","195.4","1,0","8",",0","6",",0","3",",0","0",",0","0",",0","0","1,0","0","1,0","0","1,0","30","1,0","9","1,0","","","","","14.4","1,0,14,","0",",,0,31,+","0",",,0,31,+","51.1",",,0,08,","36.7","1,0,18,","","","0.0","0","0.0","1,0","135.3",",,,0","0",",,,0","24.85","1,0","30.56","1,,,0","19.13","1,,,0","","","",""
