"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00146340","1973-04","37.1861","-97.5086","370.3","PERTH, KS US","7","4,6","6","4,6","0","4,6","","","","","","","","","","","","","","","","","","","","","","","","","23.4","4,,6,18,","","","103.4","4,,,6","","","","","","","",""
"USC00146340","1973-05","37.1861","-97.5086","370.3","PERTH, KS US","3",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","7.6",",,6,07,","","","15.2",",,,6","","","","","","","",""
"USC00146340","1973-07","37.1861","-97.5086","370.3","PERTH, KS US","4",",6","2",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","","","58.4",",,6,26,","","","79.8",",,,6","","","","","","","",""
"USC00146340","1973-08","37.1861","-97.5086","370.3","PERTH, KS US","1",",6","1",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","8.9",",,6,13,","","","8.9",",,,6","","","","","","","",""
"USC00146340","1973-09","37.1861","-97.5086","370.3","PERTH, KS US","7","1,6","7","1,6","4","1,6","","","","","","","","","","","","","","","","","","","","","","","","","61.0","1,,6,21,","","","170.9","1,,,6","","","","","","","",""
"USC00146340","1973-10","37.1861","-97.5086","370.3","PERTH, KS US","3","1,6","3","1,6","2","1,6","","","","","","","","","","","","","","","","","","","","","","","","","63.5","1,,6,11,","","","125.7","1,,,6","","","","","","","",""
"USC00146340","1973-12","37.1861","-97.5086","370.3","PERTH, KS US","3",",6","1",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","12.7",",,6,30,","","","15.0",",,,6","","","","","","","",""
"USC00146340","1979-03","37.1861","-97.5086","370.3","PERTH, KS US","4",",6","4",",6","2",",6","","","","","0","3,6","11","3,6","0","3,6","4","3,6","0","3,6","","","","","-3.9","3,6,04,","","","","","38.1",",,6,22,+","26.7","3,6,29,","104.7",",,,6","","","8.75","6,6","15.06","3,,,6","2.44","3,,,6"
"USC00146340","1986-06","37.1861","-97.5086","370.3","PERTH, KS US","9",",6","7",",6","2",",6","","","","","","","","","","","","","","","","","","","","","","","","","48.3",",,6,30,","","","144.1",",,,6","","","","","","","",""
"USC00146340","1987-04","37.1861","-97.5086","370.3","PERTH, KS US","4",",6","4",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","10.2",",,6,14,","","","20.8",",,,6","","","","","","","",""
"USC00146340","1987-06","37.1861","-97.5086","370.3","PERTH, KS US","5","1,6","5","1,6","0","1,6","","","","","","","","","","","","","","","","","","","","","","","","","14.2","1,,6,10,+","","","47.2","1,,,6","","","","","","","",""
"USC00146340","1988-02","37.1861","-97.5086","370.3","PERTH, KS US","1",",6","0",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","1.3",",,6,03,","","","1.3",",,,6","","","","","","","",""
"USC00146340","1988-04","37.1861","-97.5086","370.3","PERTH, KS US","4",",6","3",",6","2",",6","","","","","","","","","","","","","","","","","","","","","","","","","33.8",",,6,17,","","","68.1",",,,6","","","","","","","",""
"USC00146340","1992-11","37.1861","-97.5086","370.3","PERTH, KS US","8","1,6","8","1,6","1","1,6","","","","","","","","","","","","","","","","","","","","","","","","","38.1","1,,6,19,","","","111.0","1,,,6","","","","","","","",""
"USC00146340","1992-12","37.1861","-97.5086","370.3","PERTH, KS US","5",",6","5",",6","0",",6","","","1",",6","","","","","","","","","","","1","","","","","","","","76",",,6,06,","20.3",",,6,14,","","","47.5",",,,6","76",",,,6","","","","","",""
"USC00146340","1993-01","37.1861","-97.5086","370.3","PERTH, KS US","6",",6","6",",6","0",",6","","","1",",6","","","","","","","","","","","","","","","","","","","102",",,6,09,","14.7",",,6,09,","","","56.9",",,,6","102",",,,6","","","","","",""
"USC00146340","1993-02","37.1861","-97.5086","370.3","PERTH, KS US","6",",6","5",",6","0",",6","","","2",",6","","","","","","","","","","","","","","","","","","","102",",,6,15,","12.7",",,6,11,","","","35.6",",,,6","178",",,,6","","","","","",""
"USC00146340","1993-03","37.1861","-97.5086","370.3","PERTH, KS US","4",",6","4",",6","0",",6","","","","","","","","","","","","","","","1","","","","","","","","","","16.0",",,6,30,","","","39.4",",,,6","","","","","","","",""
"USC00146340","1993-04","37.1861","-97.5086","370.3","PERTH, KS US","7",",6","5",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","24.9",",,6,29,","","","61.1",",,,6","","","","","","","",""
"USC00146340","1993-05","37.1861","-97.5086","370.3","PERTH, KS US","15",",6","12",",6","7",",6","","","","","","","","","","","","","","","","","4","","","","","","","","53.6",",,6,09,","","","298.3",",,,6","","","","","","","",""
"USC00146340","1993-06","37.1861","-97.5086","370.3","PERTH, KS US","12",",6","9",",6","3",",6","","","","","","","","","","","","","","","","","7","","","","","","","","50.8",",,6,12,","","","186.1",",,,6","","","","","","","",""
"USC00146340","1993-07","37.1861","-97.5086","370.3","PERTH, KS US","3",",6","3",",6","2",",6","","","","","","","","","","","","","","","","","","","","","","","","","93.5",",,6,12,","","","148.9",",,,6","","","","","","","",""
"USC00146340","1993-08","37.1861","-97.5086","370.3","PERTH, KS US","2",",6","2",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","","","32.5",",,6,06,","","","39.4",",,,6","","","","","","","",""
"USC00146340","1993-09","37.1861","-97.5086","370.3","PERTH, KS US","4",",6","4",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","18.3",",,6,03,","","","49.0",",,,6","","","","","","","",""
"USC00146340","1993-10","37.1861","-97.5086","370.3","PERTH, KS US","1",",6","1",",6","0",",6","","","","","","","","","","","","","","","1","","","","","","","","","","2.5",",,6,17,","","","2.5",",,,6","","","","","","","",""
"USC00146340","1993-11","37.1861","-97.5086","370.3","PERTH, KS US","3",",6","3",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","11.2",",,6,14,","","","24.4",",,,6","","","","","","","",""
"USC00146340","1993-12","37.1861","-97.5086","370.3","PERTH, KS US","2",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","8.9",",,6,05,","","","15.3",",,,6","","","","","","","",""
"USC00146340","1994-01","37.1861","-97.5086","370.3","PERTH, KS US","2","1,6","0","1,6","0","1,6","","","","","","","","","","","","","","","","","","","","","","","","","1.3","1,,6,27,","","","2.1","1,,,6","","","","","","","",""
"USC00146340","1994-02","37.1861","-97.5086","370.3","PERTH, KS US","2",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","11.2",",,6,23,","","","19.3",",,,6","","","","","","","",""
"USC00146340","1994-03","37.1861","-97.5086","370.3","PERTH, KS US","2",",6","1",",6","0",",6","","","0",",6","","","","","","","","","","","","","","","","","","","0",",,6,31,+","24.1",",,6,27,","","","25.9",",,,6","0",",,,6","","","","","",""
"USC00146340","1994-04","37.1861","-97.5086","370.3","PERTH, KS US","9",",6","8",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","","","88.9",",,6,28,","","","177.2",",,,6","","","","","","","",""
"USC00146340","1994-05","37.1861","-97.5086","370.3","PERTH, KS US","2",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","20.6",",,6,29,","","","30.5",",,,6","","","","","","","",""
"USC00146340","1994-06","37.1861","-97.5086","370.3","PERTH, KS US","3",",6","3",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","22.9",",,6,05,","","","41.4",",,,6","","","","","","","",""
"USC00146340","1994-07","37.1861","-97.5086","370.3","PERTH, KS US","8",",6","8",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","22.1",",,6,21,","","","113.7",",,,6","","","","","","","",""
"USC00146340","1994-08","37.1861","-97.5086","370.3","PERTH, KS US","3",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","24.9",",,6,20,","","","32.8",",,,6","","","","","","","",""
"USC00146340","1994-09","37.1861","-97.5086","370.3","PERTH, KS US","3",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","23.4",",,6,01,","","","37.9",",,,6","","","","","","","",""
"USC00146340","1994-10","37.1861","-97.5086","370.3","PERTH, KS US","10",",6","6",",6","3",",6","","","","","","","","","","","","","","","","","","","","","","","","","42.4",",,6,31,","","","120.9",",,,6","","","","","","","",""
