"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"BOM00026774","1881-01","54.3","30.933","205.0","GORKI, BO","","","8",",I","0",",I","0",",I","","","","","","","","","","","","","","","","","2.1",",,I,20,","","","","","","","7.0",",,,I","","","","","",""
"BOM00026774","1881-02","54.3","30.933","205.0","GORKI, BO","","","9",",I","5",",I","0",",I","","","","","","","","","","","","","","","","","7.1",",,I,09,","","","","","","","30.6",",,,I","","","","","",""
"BOM00026774","1881-03","54.3","30.933","205.0","GORKI, BO","","","9",",I","2",",I","0",",I","","","","","","","","","","","","","","","","","4.3",",,I,10,","","","","","","","13.3",",,,I","","","","","",""
"BOM00026774","1881-04","54.3","30.933","205.0","GORKI, BO","","","5",",I","2",",I","0",",I","","","","","","","","","","","","","","","","","11.4",",,I,03,","","","","","","","19.2",",,,I","","","","","",""
"BOM00026774","1881-05","54.3","30.933","205.0","GORKI, BO","","","5",",I","2",",I","0",",I","","","","","","","","","","","","","","","","","5.9",",,I,22,","","","","","","","11.4",",,,I","","","","","",""
"BOM00026774","1881-06","54.3","30.933","205.0","GORKI, BO","","","10",",I","7",",I","0",",I","","","","","","","","","","","","","","","","","23.0",",,I,10,","","","","","","","66.9",",,,I","","","","","",""
"BOM00026774","1881-07","54.3","30.933","205.0","GORKI, BO","","","13",",I","5",",I","0",",I","","","","","","","","","","","","","","","","","18.3",",,I,10,","","","","","","","51.5",",,,I","","","","","",""
"BOM00026774","1881-08","54.3","30.933","205.0","GORKI, BO","","","11",",I","8",",I","1",",I","","","","","","","","","","","","","","","","","26.9",",,I,20,","","","","","","","108.9",",,,I","","","","","",""
"BOM00026774","1881-09","54.3","30.933","205.0","GORKI, BO","","","2",",I","1",",I","0",",I","","","","","","","","","","","","","","","","","16.9",",,I,20,","","","","","","","17.6",",,,I","","","","","",""
"BOM00026774","1881-10","54.3","30.933","205.0","GORKI, BO","","","7",",I","3",",I","0",",I","","","","","","","","","","","","","","","","","25.3",",,I,16,","","","","","","","40.4",",,,I","","","","","",""
"BOM00026774","1881-11","54.3","30.933","205.0","GORKI, BO","","","8",",I","3",",I","0",",I","","","","","","","","","","","","","","","","","5.0",",,I,01,","","","","","","","19.1",",,,I","","","","","",""
"BOM00026774","1881-12","54.3","30.933","205.0","GORKI, BO","","","11",",I","3",",I","0",",I","","","","","","","","","","","","","","","","","8.0",",,I,22,","","","","","","","25.1",",,,I","","","","","",""
"BOM00026774","1882-01","54.3","30.933","205.0","GORKI, BO","","","5",",I","1",",I","0",",I","","","","","","","","","","","","","","","","","6.4",",,I,23,","","","","","","","11.8",",,,I","","","","","",""
"BOM00026774","1882-02","54.3","30.933","205.0","GORKI, BO","","","13",",I","5",",I","0",",I","","","","","","","","","","","","","","","","","3.8",",,I,09,","","","","","","","27.8",",,,I","","","","","",""
"BOM00026774","1882-03","54.3","30.933","205.0","GORKI, BO","","","11",",I","1",",I","0",",I","","","","","","","","","","","","","","","","","2.8",",,I,19,","","","","","","","14.6",",,,I","","","","","",""
"BOM00026774","1882-04","54.3","30.933","205.0","GORKI, BO","","","4",",I","2",",I","0",",I","","","","","","","","","","","","","","","","","6.0",",,I,21,","","","","","","","14.1",",,,I","","","","","",""
"BOM00026774","1882-05","54.3","30.933","205.0","GORKI, BO","","","7",",I","2",",I","0",",I","","","","","","","","","","","","","","","","","10.0",",,I,31,","","","","","","","19.9",",,,I","","","","","",""
"BOM00026774","1882-06","54.3","30.933","205.0","GORKI, BO","","","7",",I","2",",I","0",",I","","","","","","","","","","","","","","","","","8.0",",,I,21,","","","","","","","22.0",",,,I","","","","","",""
"BOM00026774","1882-07","54.3","30.933","205.0","GORKI, BO","","","10",",I","8",",I","1",",I","","","","","","","","","","","","","","","","","30.8",",,I,10,","","","","","","","113.3",",,,I","","","","","",""
"BOM00026774","1882-08","54.3","30.933","205.0","GORKI, BO","","","15",",I","8",",I","0",",I","","","","","","","","","","","","","","","","","19.6",",,I,10,","","","","","","","91.4",",,,I","","","","","",""
"BOM00026774","1882-09","54.3","30.933","205.0","GORKI, BO","","","5",",I","3",",I","0",",I","","","","","","","","","","","","","","","","","7.3",",,I,30,","","","","","","","20.1",",,,I","","","","","",""
"BOM00026774","1882-10","54.3","30.933","205.0","GORKI, BO","","","5",",I","4",",I","0",",I","","","","","","","","","","","","","","","","","7.7",",,I,02,","","","","","","","24.5",",,,I","","","","","",""
"BOM00026774","1882-11","54.3","30.933","205.0","GORKI, BO","","","15",",I","10",",I","0",",I","","","","","","","","","","","","","","","","","12.5",",,I,02,","","","","","","","58.4",",,,I","","","","","",""
"BOM00026774","1882-12","54.3","30.933","205.0","GORKI, BO","","","11",",I","3",",I","0",",I","","","","","","","","","","","","","","","","","7.8",",,I,25,","","","","","","","30.1",",,,I","","","","","",""
"BOM00026774","1883-01","54.3","30.933","205.0","GORKI, BO","","","6",",I","3",",I","0",",I","","","","","","","","","","","","","","","","","9.0",",,I,31,","","","","","","","20.6",",,,I","","","","","",""
"BOM00026774","1883-02","54.3","30.933","205.0","GORKI, BO","","","9",",I","1",",I","0",",I","","","","","","","","","","","","","","","","","4.0",",,I,25,","","","","","","","11.4",",,,I","","","","","",""
"BOM00026774","1883-03","54.3","30.933","205.0","GORKI, BO","","","8",",I","5",",I","0",",I","","","","","","","","","","","","","","","","","12.8",",,I,29,","","","","","","","33.0",",,,I","","","","","",""
"BOM00026774","1883-04","54.3","30.933","205.0","GORKI, BO","","","8",",I","4",",I","0",",I","","","","","","","","","","","","","","","","","8.5",",,I,03,","","","","","","","24.8",",,,I","","","","","",""
"BOM00026774","1883-05","54.3","30.933","205.0","GORKI, BO","","","17",",I","9",",I","0",",I","","","","","","","","","","","","","","","","","11.4",",,I,26,","","","","","","","76.4",",,,I","","","","","",""
"BOM00026774","1883-06","54.3","30.933","205.0","GORKI, BO","","","10",",I","7",",I","0",",I","","","","","","","","","","","","","","","","","24.5",",,I,13,","","","","","","","86.5",",,,I","","","","","",""
"BOM00026774","1883-07","54.3","30.933","205.0","GORKI, BO","","","16",",I","7",",I","0",",I","","","","","","","","","","","","","","","","","20.0",",,I,29,","","","","","","","76.1",",,,I","","","","","",""
"BOM00026774","1883-08","54.3","30.933","205.0","GORKI, BO","","","14",",I","10",",I","0",",I","","","","","","","","","","","","","","","","","18.7",",,I,09,","","","","","","","66.6",",,,I","","","","","",""
