"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USW00012960","1969-06","29.98","-95.36","29.0","HOUSTON INTERCONTINENTAL AIRPORT, TX US","","","","","250.6",",0","3",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","21",",0","20","","3","","1","","13.3",",0,05,","0",",,0,30,+","0",",,0,30,+","32.3",",,0,04,","37.2",",0,30,","","","1.1",",0","38.4",",,,0","77.7",",X","0",",,,0","26.65",",0","32.72",",,,0","20.58",",,,0","19656",",X","170",",X","","","","","180","3,X","9.4",",X","","","","","12.9","3,X"
"USW00012960","1969-07","29.98","-95.36","29.0","HOUSTON INTERCONTINENTAL AIRPORT, TX US","","","","","333.7",",0","7",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","29",",0","16","","","","10","","20.0",",0,15,","0",",,0,31,+","0",",,0,31,+","26.2",",,0,05,","38.3",",0,15,","0.0","0","0.0",",0","98.8",",,,0","77.4",",X","0",",,,0","29.10",",0","35.40",",,,0","22.79",",,,0","19938",",X","100",",X","","","","","90",",X","20.6",",X","","","","","30.3",",X"
"USW00012960","1969-08","29.98","-95.36","29.0","HOUSTON INTERCONTINENTAL AIRPORT, TX US","","","","","312.0",",0","9",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","27",",0","21","","","","12","","20.0",",0,31,","0",",,0,31,+","0",",,0,31,+","38.6",",,0,01,","38.3",",0,10,","0.0","0","0.0",",0","67.9",",,,0","74.1",",X","0",",,,0","28.40",",0","34.48",",,,0","22.31",",,,0","18228",",X","130",",X","","","","","135",",X","9.4",",X","","","","","14.4",",X"
"USW00012960","1969-09","29.98","-95.36","29.0","HOUSTON INTERCONTINENTAL AIRPORT, TX US","","","","","220.5",",0","8",",0","5",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","16",",0","19","","1","","10","","13.3",",0,30,","0",",,0,30,+","0",",,0,30,+","63.0",",,0,03,","35.0",",0,08,+","0.0","0","0.0",",0","154.6",",,,0","71.1",",X","0",",,,0","25.68",",0","32.13",",,,0","19.23",",,,0","15774",",X","80",",X","","","","","90",",X","13.0",",X","","","","","19.0",",X"
"USW00012960","1969-10","29.98","-95.36","29.0","HOUSTON INTERCONTINENTAL AIRPORT, TX US","","","","","120.6",",0","6",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","3",",0","21","","1","","4","","6.7",",0,15,+","0",",,0,31,+","0",",,0,31,+","50.0",",,0,30,","32.8",",0,02,","17.2","0","17.2",",0","83.8",",,,0","60.5",",X","0",",,,0","21.67",",0","27.92",",,,0","15.41",",,,0","12942",",X","150",",X","","","","","180",",X","10.3",",X","","","","","15.4",",X"
"USW00012960","1969-11","29.98","-95.36","29.0","HOUSTON INTERCONTINENTAL AIRPORT, TX US","","","","","26.1",",0","4",",0","2",",0","1",",0","0",",0","0",",0","0",",0","5",",0","0",",0","19",",0","0",",0","20","","5","","1","","-3.9",",0,15,","0",",,0,30,+","0",",,0,30,+","46.5",",,0,18,","31.1",",0,09,+","152.3","0","135.1",",0","54.2",",,,0","58.9",",X","0",",,,0","14.70",",0","22.26",",,,0","7.14",",,,0","11382",",X","130",",X","","","","","360",",X","9.8",",X","","","","","13.4",",X"
"USW00012960","1969-12","29.98","-95.36","29.0","HOUSTON INTERCONTINENTAL AIRPORT, TX US","","","","","4.7",",0","8",",0","5",",0","1",",0","0",",0","0",",0","0",",0","5",",0","0",",0","16",",0","0",",0","21","","8","","3","","-1.7",",0,31,+","0",",,0,31,+","0",",,0,31,+","51.1",",,0,05,","25.0",",0,15,+","325.7","0","173.4",",0","111.3",",,,0","52.2",",X","0",",,,0","12.89",",0","19.57",",,,0","6.21",",,,0","9984",",X","110",",X","","","","","113",",X","12.5",",X","","","","","18.0",",X"
"USW00012960","1970-01","29.98","-95.36","29.0","HOUSTON INTERCONTINENTAL AIRPORT, TX US","","","9.5","0","9.5",",0","10",",0","4",",0","0",",0","0",",0","0",",0","0",",0","14",",0","0",",0","7",",0","0",",0","18","","5","","1","","-7.2",",0,07,","0",",T,0,19,","0",",T,0,19,+","19.8",",,0,05,","26.7",",0,28,","650.9","0","325.2",",0","49.0",",,,0","34.4",",X","0",",T,,0","8.15",",0","13.19",",,,0","3.10",",,,0","6696",",X","350",",X","","","","","338",",X","10.7",",X","","","","","16.4",",X"
"USW00012960","1970-02","29.98","-95.36","29.0","HOUSTON INTERCONTINENTAL AIRPORT, TX US","","","11.2","0","1.7",",0","8",",0","4",",0","1",",0","0",",0","0",",0","0",",0","4",",0","0",",0","5",",0","0",",0","15","","1","","3","","-2.8",",0,03,","0",",,0,28,+","0",",,0,28,+","27.4",",,0,01,","25.6",",0,18,","826.6","0","175.7",",0","64.1",",,,0","49.3",",X","0",",,,0","12.12",",0","18.20",",,,0","6.04",",,,0","9210",",X","270",",X","","","","","270",",X","11.6",",X","","","","","17.0",",X"
"USW00012960","1970-03","29.98","-95.36","29.0","HOUSTON INTERCONTINENTAL AIRPORT, TX US","","","14.8","0","3.6",",0","14",",0","10",",0","1",",0","0",",0","0",",0","0",",0","2",",0","0",",0","14",",0","0",",0","25","","5","","6","","0.0",",0,22,+","0",",,0,31,+","0",",,0,31,+","25.4",",,0,06,","25.6",",0,05,","970.1","0","143.5",",0","129.1",",,,0","48.9",",X","0",",,,0","13.82",",0","19.64",",,,0","8.00",",,,0","10986",",X","140",",X","","","","","338",",X","11.2",",X","","","","","16.4",",X"
"USW00012960","1970-04","29.98","-95.36","29.0","HOUSTON INTERCONTINENTAL AIRPORT, TX US","","","116.0","0","101.2",",0","8",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","0",",0","18","","3","","3","","1.7",",0,03,","0",",,0,30,+","0",",,0,30,+","42.2",",,0,09,","31.1",",0,28,","999.5","0","29.4",",0","56.4",",,,0","55.4",",X","0",",,,0","20.73",",0","26.04",",,,0","15.42",",,,0","12822",",X","130",",X","","","","","270",",X","9.4",",X","","","","","15.4",",X"
"USW00012960","1970-05","29.98","-95.36","29.0","HOUSTON INTERCONTINENTAL AIRPORT, TX US","","","244.5","0","128.5",",0","12",",0","8",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","0",",0","17","","4","","12","","7.8",",0,04,","0",",,0,31,+","0",",,0,31,+","117.9",",,0,15,","30.6",",0,19,","1006.7","0","7.2",",0","365.6",",,,0","56.9",",X","0",",,,0","22.25",",0","27.33",",,,0","17.16",",,,0","14424",",X","140",",X","","","","","113",",X","10.3",",X","","","","","13.4",",X"
"USW00012960","1970-06","29.98","-95.36","29.0","HOUSTON INTERCONTINENTAL AIRPORT, TX US","","","466.8","0","222.3",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","17",",0","20","","1","","3","","11.1",",0,03,","0",",,0,30,+","0",",,0,30,+","4.1",",,0,20,","34.4",",0,30,+","1006.7","0","0.0",",0","6.6",",,,0","75.2",",X","0",",,,0","25.74",",0","31.61",",,,0","19.87",",,,0","19008",",X","160",",X","","","","","180",",X","8.9",",X","","","","","13.4",",X"
"USW00012960","1970-07","29.98","-95.36","29.0","HOUSTON INTERCONTINENTAL AIRPORT, TX US","","","748.2","0","281.4",",0","10",",0","7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","22",",0","21","","","","12","","17.2",",0,06,","0",",,0,31,+","0",",,0,31,+","15.2",",,0,12,","37.8",",0,04,","0.0","0","0.0",",0","57.9",",,,0","73.5",",X","0",",,,0","27.41",",0","33.15",",,,0","21.67",",,,0","18984",",X","90",",X","","","","","158",",X","9.8",",X","","","","","12.3",",X"
"USW00012960","1970-08","29.98","-95.36","29.0","HOUSTON INTERCONTINENTAL AIRPORT, TX US","","","1060.0","0","311.8",",0","7",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","29",",0","22","","","","7","","16.7",",0,27,","0",",,0,31,+","0",",,0,31,+","23.9",",,0,11,","36.7",",0,23,+","0.0","0","0.0",",0","51.7",",,,0","78.2",",X","0",",,,0","28.39",",0","34.44",",,,0","22.34",",,,0","19212",",X","360",",X","","","","","90",",X","12.5",",X","","","","","17.0",",X"
"USW00012960","1970-09","29.98","-95.36","29.0","HOUSTON INTERCONTINENTAL AIRPORT, TX US","","","1291.1","0","231.1",",0","10",",0","9",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","15",",0","22","","","","10","","12.2",",0,30,","0",",,0,30,+","0",",,0,30,+","38.9",",,0,01,","33.9",",0,10,+","0.0","0","0.0",",0","158.0",",,,0","64.7",",X","0",",,,0","26.04",",0","30.71",",,,0","21.36",",,,0","14424",",X","80",",X","","","","","90",",X","13.4",",X","","","","","20.6",",X"
"USW00012960","1970-10","29.98","-95.36","29.0","HOUSTON INTERCONTINENTAL AIRPORT, TX US","","","1361.8","0","70.7",",0","10",",0","7",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","0",",0","21","","4","","7","","3.9",",0,30,","0",",,0,31,+","0",",,0,31,+","96.3",",,0,23,","31.7",",0,04,","42.2","0","42.2",",0","231.0",",,,0","64.9",",X","0",",,,0","19.25",",0","25.47",",,,0","13.03",",,,0","13800",",X","310",",X","","","","","315",",X","11.6",",X","","","","","18.5",",X"
"USW00012960","1970-11","29.98","-95.36","29.0","HOUSTON INTERCONTINENTAL AIRPORT, TX US","","","1382.4","0","20.6",",0","3",",0","3",",0","0",",0","0",",0","0",",0","0",",0","4",",0","0",",0","18",",0","0",",0","16","","6","","1","","-3.9",",0,16,","0",",,0,30,+","0",",,0,30,+","22.9",",,0,09,","27.2",",0,28,","197.3","0","155.1",",0","39.2",",,,0","67.2",",X","0",",,,0","13.85",",0","21.00",",,,0","6.70",",,,0","12978",",X","350",",X","","","","","338",",X","9.4",",X","","","","","13.4",",X"
"USW00012960","1970-12","29.98","-95.36","29.0","HOUSTON INTERCONTINENTAL AIRPORT, TX US","","","1423.3","0","40.9",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","3",",0","0",",0","17",",0","0",",0","23","","6","","","","-1.1",",0,26,","0",",,0,31,+","0",",,0,31,+","13.5",",,0,30,","27.8",",0,03,+","316.2","0","118.9",",0","16.4",",,,0","46.8",",X","0",",,,0","15.81",",0","21.97",",,,0","9.65",",,,0","8952",",X","310",",X","","","","","315","1,X","11.2",",X","","","","","16.4","1,X"
"USW00012960","1971-01","29.98","-95.36","29.0","HOUSTON INTERCONTINENTAL AIRPORT, TX US","","","25.6","0","25.6",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","7",",0","0",",0","20",",0","0",",0","21","","7","","","","-2.2",",0,08,+","0",",T,0,08,+","0",",T,0,07,+","6.4",",,0,03,","27.8",",0,30,+","485.7","0","169.5",",0","9.2",",,,0","54.9",",X","0",",T,,0","13.69",",0","19.97",",,,0","7.42",",,,0","10752",",X","200",",X","","","","","360",",X","9.8",",X","","","","","14.4",",X"
