"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","HX02","HX02_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LX01","LX01_ATTRIBUTES","LX02","LX02_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MX02","MX02_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00157510","2000-08","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","505.2","0","147.7","3,0","10","1,0","7","1,0","1","1,0","0",",0","0",",0","0","1,0","0","1,0","0","3,0","28","3,0","3","3,0","","","","","12.8","1,0,13,","0",",,0,31,+","0",",,0,31,+","41.4","1,,0,02,","33.3","3,0,09,","0.0","0","","","0.0","3,0","","","","","","","","","","","","","","","","","91.6","1,,,0","0",",,,0","23.57","3,0","29.48","3,,,0","17.67","1,,,0"
"USC00157510","2000-09","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","576.9","0","71.7","1,0","11",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","28","1,0","0","1,0","","","","","3.3",",0,27,","0",",,0,30,+","0",",,0,30,+","16.8",",,0,25,","31.1","1,0,16,","28.1","0","","","28.1","1,0","","","","","","","","","","","","","","","","","49.1",",,,0","0",",,,0","19.81","1,0","26.19","1,,,0","13.44",",,,0"
"USC00157510","2000-10","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","598.4","0","21.5","2,0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","7",",0","0","2,0","26","2,0","0","2,0","","","","","-2.2",",0,12,+","0",",,0,31,+","0",",,0,31,+","1.8",",,0,22,","29.4","2,0,05,+","114.1","0","","","86.0","2,0","","","","","","","","","","","","","","","","","4.3",",,,0","0",",,,0","15.91","2,0","24.84","2,,,0","6.98",",,,0"
"USC00157510","2000-11","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","598.4","0","0.0","1,0","13",",0","7",",0","1",",0","0",",0","0",",0","0",",0","15",",0","0","1,0","6","1,0","0","1,0","","","","","-11.1",",0,23,+","0",",,0,30,+","0",",,0,30,+","31.0",",,0,09,","27.2","1,0,02,","422.0","0","","","307.9","1,0","","","","","","","","","","","","","","","","","62.3",",,,0","0",",,,0","7.65","1,0","13.30","1,,,0","2.00",",,,0"
"USC00157510","2000-12","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","598.4","0","0.0","5,0","15",",0","8",",0","1",",0","0","3,0","0","3,0","0","4,0","25","4,0","9","3,0","0","3,0","0","3,0","","","","","-16.1","4,0,25,","0","3,,0,31,+","0","3,,0,31,+","50.5",",,0,16,","15.0","3,0,16,","943.0","0","","","521.0","3,0","","","","","","","","","","","","","","","","","100.3",",,,0","0","3,,,0","-1.61","5,0","3.44","3,,,0","-6.67","4,,,0"
"USC00157510","2001-01","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","0.0","0","0.0","3,0","12","1,0","4","1,0","1","1,0","","","0","1,0","0","2,0","26","2,0","3","3,0","0","3,0","0","3,0","","","","","-16.1","2,0,03,","","","0","1,,0,31,+","33.0","1,,0,18,","16.1","3,0,30,","1430.8","0","","","487.8","3,0","","","","","","","","","","","","","","","","","67.9","1,,,0","0","1,,,0","0.73","3,0","6.46","3,,,0","-4.99","2,,,0"
"USC00157510","2001-02","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","0.0","0","0.0",",0","11",",0","8",",0","2",",0","0",",0","0",",0","0",",0","16",",0","0",",0","4",",0","0",",0","","","","","-11.1",",0,03,","0",",,0,28,+","0",",,0,28,+","27.9",",,0,17,","21.7",",0,25,+","1761.0","0","","","330.2",",0","","","","","","","","","","","","","","","","","147.3",",,,0","0",",,,0","6.54",",0","12.39",",,,0","0.70",",,,0"
"USC00157510","2001-03","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","0.0","0","0.0","3,0","13",",0","10",",0","1",",0","0",",0","0",",0","0","2,0","17","2,0","0","3,0","0","3,0","0","3,0","","","","","-8.3","2,0,27,+","0",",,0,31,+","0",",,0,31,+","33.0",",,0,20,","18.3","3,0,12,","2101.9","0","","","340.9","3,0","","","","","","","","","","","","","","","","","82.8",",,,0","0",",,,0","6.20","3,0","12.81","3,,,0","-0.41","2,,,0"
"USC00157510","2001-04","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","41.6","0","41.6","3,0","6",",0","5",",0","0",",0","0",",0","0",",0","0","2,0","3","2,0","0","3,0","17","3,0","0","3,0","","","","","-2.8","2,0,18,","0",",,0,30,+","0",",,0,30,+","23.4",",,0,03,","28.9","3,0,11,+","2206.7","0","","","104.8","3,0","","","","","","","","","","","","","","","","","75.5",",,,0","0",",,,0","15.95","3,0","22.78","3,,,0","9.11","2,,,0"
"USC00157510","2001-05","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","81.8","0","40.2","5,0","8","1,0","6","1,0","0","1,0","","","0","2,0","0","5,0","0","5,0","0","4,0","24","4,0","0","4,0","","","","","6.1","5,0,24,+","","","0","2,,0,31,+","23.9","1,,0,22,","31.7","4,0,05,","2234.8","0","","","28.1","4,0","","","","","","","","","","","","","","","","","93.5","1,,,0","0","2,,,0","18.76","5,0","26.06","4,,,0","11.47","5,,,0"
"USC00157510","2001-06","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","176.8","0","95.0","1,0","15",",0","5",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","30",",0","1",",0","","","","","6.7","1,0,02,","0",",,0,30,+","0",",,0,30,+","20.3",",,0,01,","32.2",",0,14,","2242.2","0","  23.9","3,,,0,0,2","7.4",",0","  25.0","4,,,0,0,2","","","  17.2","3,,,0,0,2","  18.3","4,,,0,0,2","","","  21.4","3,,,0,0,2","  22.7","4,,,0,0,2","","","65.2",",,,0","0",",,,0","21.33","1,0","27.71",",,,0","14.94","1,,,0"
"USC00157510","2001-07","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","359.4","0","182.6","1,0","10",",0","8",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","30","1,0","5","1,0","","","","","11.7",",0,14,","0",",,0,31,+","0",",,0,31,+","56.9",",,0,29,","33.9","1,0,09,+","0.0","0","  26.1","1,,,0,0,2","0.0","1,0","  28.9","1,,,0,0,2","","","  21.1","1,,,0,0,2","  21.7","1,,,0,0,2","","","  23.2","1,,,0,0,2","  24.8","1,,,0,0,2","","","122.3",",,,0","0",",,,0","24.48","1,0","30.28","1,,,0","18.67",",,,0"
"USC00157510","2001-08","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","537.0","0","177.6","3,0","9",",0","5",",0","1",",0","0",",0","0",",0","0","2,0","0","2,0","0","3,0","28","3,0","2","3,0","","","","","11.1","2,0,19,","0",",,0,31,+","0",",,0,31,+","36.8",",,0,03,","32.8","3,0,23,","0.0","0","","","0.0","3,0","","","","","","","","","","","","","","","","","66.0",",,,0","0",",,,0","24.73","3,0","30.25","3,,,0","19.21","2,,,0"
"USC00157510","2001-09","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","596.0","0","59.0","4,0","5","2,0","5","2,0","0","2,0","0",",0","0",",0","0","3,0","0","3,0","0","4,0","22","4,0","0","4,0","","","","","2.8","3,0,26,","0",",,0,30,+","0",",,0,30,+","21.1","2,,0,19,","31.7","4,0,06,","47.8","0","","","47.8","4,0","","","","","","","","","","","","","","","","","67.6","2,,,0","0",",,,0","18.85","4,0","25.03","4,,,0","12.67","3,,,0"
"USC00157510","2001-10","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","603.8","0","7.8","4,0","7",",0","7",",0","0",",0","0",",0","0",",0","0",",0","7",",0","0","4,0","19","4,0","0","4,0","","","","","-4.4",",0,28,","0",",,0,31,+","0",",,0,31,+","24.1",",,0,14,","26.7","4,0,24,+","182.0","0","","","134.2","4,0","","","","","","","","","","","","","","","","","96.8",",,,0","0",",,,0","13.50","4,0","21.63","4,,,0","5.37",",,,0"
"USC00157510","2001-11","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","604.9","0","1.1","3,0","8",",0","6",",0","0",",0","0",",0","0",",0","0",",0","13",",0","0","3,0","6","3,0","0","3,0","","","","","-3.9",",0,21,","0",",,0,30,+","0",",,0,30,+","14.7",",,0,25,","25.0","3,0,02,","389.0","0","  12.8","5,,,0,0,2","207.0","3,0","  15.0","3,,,0,0,2","","","   7.8","5,,,0,0,2","   9.4","3,,,0,0,2","","","  10.6","5,,,0,0,2","  11.6","3,,,0,0,2","","","58.9",",,,0","0",",,,0","11.04","3,0","18.64","3,,,0","3.45",",,,0"
"USC00157510","2001-12","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","604.9","0","0.0","5,0","12",",0","8",",0","1",",0","0",",0","0",",0","0","1,0","13","1,0","2","4,0","1","4,0","0","4,0","","","","","-12.8","1,0,30,","0",",,0,31,+","0",",,0,31,+","27.9",",,0,13,","22.8","4,0,05,","696.2","0","  12.2","5,,,0,0,2","307.2","4,0","  13.3","5,,,0,0,2","","","   3.3","5,,,0,0,2","   4.4","5,,,0,0,2","","","   8.9","5,,,0,0,2","   9.8","5,,,0,0,2","","","101.0",",,,0","0",",,,0","6.53","5,0","12.02","4,,,0","1.04","1,,,0"
"USC00157510","2002-01","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","0.0","0","0.0","3,0","9",",0","8",",0","2",",0","0",",0","0",",0","0","2,0","18","2,0","3","2,0","2","2,0","0","2,0","","","","","-11.7","2,0,04,","0",",,0,31,+","0",",,0,31,+","38.1",",,0,24,+","22.2","2,0,29,","1094.7","0","   5.6",",,,5,0,2","398.5","2,0","   6.1",",,,5,0,2","","","   0.6",",,,5,0,2","   1.1",",,,5,0,2","","","   3.5",",,,5,0,2","   4.4",",,,5,0,2","","","129.6",",,,0","0",",,,0","4.13","3,0","9.56","2,,,0","-1.30","2,,,0"
"USC00157510","2002-02","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","0.0","0","0.0","4,0","9",",0","5",",0","0",",0","0",",0","0","1,0","0",",0","23",",0","0","4,0","0","4,0","0","4,0","","","","","-11.1",",0,28,+","0",",,0,28,+","0","1,,0,28,+","13.0",",,0,01,","20.0","4,0,01,","1435.4","0","  10.6","2,,,0,0,2","340.7","4,0","  11.1","4,,,0,0,2","","","   3.3","2,,,0,0,2","   3.9","4,,,0,0,2","","","   5.6","2,,,0,0,2","   6.5","4,,,0,0,2","","","45.3",",,,0","0","1,,,0","3.97","4,0","10.62","4,,,0","-2.68",",,,0"
"USC00157510","2002-03","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","0.0","0","0.0","3,0","15",",0","11",",0","4",",0","0",",0","0",",0","0","1,0","12","1,0","1","3,0","7","3,0","0","3,0","","","","","-13.3","1,0,22,","0",",,0,31,+","0",",,0,31,+","68.6",",,0,16,","25.6","3,0,29,","1708.3","0","","","272.9","3,0","  13.3","5,,,0,0,2","","","","","   3.3","5,,,0,0,2","","","","","   8.4","5,,,0,0,2","","","261.3",",,,0","0",",,,0","8.71","3,0","15.59","3,,,0","1.83","1,,,0"
"USC00157510","2002-04","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","","","","","","","","","","","0",",0","0",",0","","","","","","","","","","","","","","","","","0",",,0,30,+","0",",,0,30,+","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0",",,,0","","","","","",""
"USC00157510","2002-05","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","","","29.7","5,0","12","1,0","8","1,0","2","1,0","0",",0","0",",0","0","3,0","1","3,0","0","4,0","19","4,0","0","4,0","","","","","0.0","3,0,19,","0",",,0,31,+","0",",,0,31,+","34.0","1,,0,18,","29.4","4,0,30,+","","","","","75.3","4,0","","","","","","","","","","","","","","","","","132.1","1,,,0","0",",,,0","16.69","5,0","23.39","4,,,0","10.00","3,,,0"
"USC00157510","2002-06","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","","","119.6","5,0","6",",0","4",",0","1",",0","","","0",",0","0","3,0","0","3,0","0","5,0","25","5,0","1","5,0","","","","","9.4","3,0,18,","","","0",",,0,30,+","46.5",",,0,06,","33.9","5,0,04,","","","  25.6","3,,,0,0,2","0.0","5,0","  26.1","4,,,0,0,2","","","  21.1","3,,,0,0,2","  21.7","4,,,0,0,2","","","  22.5","3,,,0,0,2","  23.2","4,,,0,0,2","","","73.2",",,,0","0",",,,0","23.21","5,0","29.29","5,,,0","17.13","3,,,0"
"USC00157510","2002-07","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","","","209.7",",0","14",",0","11",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","5",",0","2","","1","","16.1",",0,24,+","0",",,0,31,+","0",",,0,31,+","48.3",",,0,12,","33.9",",0,05,","0.0","0","  27.2","5,,,0,0,2","0.0",",0","  28.3","5,,,0,0,2","","","  21.7","5,,,0,0,2","  24.4","5,,,0,0,2","","","  25.5","5,,,0,0,2","  26.6","5,,,0,0,2","","","165.7",",,,0","0",",,,0","25.10",",0","30.38",",,,0","19.81",",,,0"
"USC00157510","2002-08","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","","","163.3","4,0","8","2,0","5","2,0","0","2,0","0",",0","0",",0","0","4,0","0","4,0","0","3,0","28","3,0","14","3,0","","","","","11.7","4,0,10,","0",",,0,31,+","0",",,0,31,+","20.1","2,,0,26,","35.0","3,0,13,","0.0","0","","","0.0","3,0","","","","","","","","","","","","","","","","","44.3","2,,,0","0",",,,0","24.40","4,0","31.05","3,,,0","17.76","4,,,0"
"USC00157510","2002-09","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","","","117.3","1,0","7","1,0","4","1,0","1","1,0","0",",0","0",",0","0","1,0","0","1,0","0","1,0","28","1,0","7","1,0","","","","","6.7","1,0,24,","0",",,0,30,+","0",",,0,30,+","43.2","1,,0,26,","33.9","1,0,10,+","7.2","0","  26.7","4,,,0,0,2","7.2","1,0","  27.2","5,,,0,0,2","","","  20.6","4,,,0,0,2","  21.7","5,,,0,0,2","","","  23.7","4,,,0,0,2","  24.7","5,,,0,0,2","","","86.7","1,,,0","0",",,,0","22.13","1,0","29.08","1,,,0","15.17","1,,,0"
"USC00157510","2002-10","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","","","21.5","4,0","14",",0","7",",0","3",",0","0",",0","0",",0","0","4,0","0","4,0","0","2,0","8","2,0","0","2,0","","","","","1.1","4,0,31,","0",",,0,31,+","0",",,0,31,+","73.7",",,0,29,","31.7","2,0,02,","120.4","0","  22.2","4,,,0,0,2","113.2","2,0","  23.3","5,,,0,0,2","","","  13.9","4,,,0,0,2","  16.1","5,,,0,0,2","","","  18.0","4,,,0,0,2","  19.0","5,,,0,0,2","","","189.2",",,,0","0",",,,0","14.88","4,0","19.30","2,,,0","10.46","4,,,0"
"USC00157510","2002-11","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","","","","","10",",0","8",",0","3",",0","0",",0","0",",0","0","2,0","8","2,0","0","5,0","1","5,0","0","5,0","","","","","-6.7","2,0,28,","0",",,0,30,+","0",",,0,30,+","31.2",",,0,11,","21.1","5,0,08,","","","","","","","","","","","","","","","","","","","","","","","114.1",",,,0","0",",,,0","7.31","6,0","12.02","5,,,0","2.61","2,,,0"
"USC00157510","2002-12","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","","","","","10","1,0","4","1,0","3","1,0","0",",0","0","1,0","","","","","1","4,0","0","4,0","0","4,0","","","","","","","0",",,0,31,+","0","1,,0,31,+","27.7","1,,0,13,","17.2","4,0,31,","","","   7.8","4,,,0,0,2","","","   8.3","4,,,0,0,2","","","   3.3","4,,,0,0,2","   4.4","4,,,0,0,2","","","   5.6","4,,,0,0,2","   6.6","4,,,0,0,2","","","110.9","1,,,0","0","1,,,0","","","7.95","4,,,0","",""
"USC00157510","2003-01","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","","","","","9",",0","4",",0","1",",0","","","0","3,0","3","3,0","22","3,0","9","5,0","0","5,0","0","5,0","","","","","-22.2","3,0,27,+","","","0","3,,0,31,+","108.0",",,0,17,","13.9","5,0,09,","","","   6.7","4,,,0,0,2","","","   7.8","3,,,0,0,2","","","  -1.1","4,,,0,0,2","   0.0","3,,,0,0,2","","","   2.5","4,,,0,0,2","   3.6","3,,,0,0,2","","","135.4",",,,0","0","3,,,0","-1.29","7,0","3.51","5,,,0","-6.09","3,,,0"
"USC00157510","2003-02","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","","","0.0","5,0","11",",0","8",",0","3",",0","","","0",",0","0","2,0","19","2,0","3","4,0","0","4,0","0","4,0","","","","","-15.0","2,0,08,","","","0",",,0,28,+","38.1",",,0,14,","18.9","4,0,22,","","","   5.0","5,,,0,0,2","364.5","4,0","","","","","   0.6","5,,,0,0,2","","","","","   2.7","5,,,0,0,2","","","","","117.1",",,,0","0",",,,0","2.37","5,0","6.64","4,,,0","-1.90","2,,,0"
"USC00157510","2003-03","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","","","0.0","5,0","6",",0","4",",0","1",",0","0",",0","0",",0","0","3,0","8","3,0","0","4,0","17","4,0","0","4,0","","","","","-6.7","3,0,10,","0",",,0,31,+","0",",,0,31,+","27.9",",,0,19,","23.9","4,0,25,","","","","","196.3","4,0","","","","","","","","","","","","","","","","","57.7",",,,0","0",",,,0","10.79","5,0","18.04","4,,,0","3.54","3,,,0"
"USC00157510","2003-04","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","","","","","10",",0","7",",0","2",",0","0",",0","0",",0","0","3,0","1","3,0","","","","","","","","","","","0.0","3,0,23,","0",",,0,30,+","0",",,0,30,+","43.2",",,0,07,","","","","","","","","","","","","","","","","","","","","","","","","","121.1",",,,0","0",",,,0","","","","","9.24","3,,,0"
"USC00157510","2003-05","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","","","26.7","3,0","12","2,0","8","2,0","2","2,0","0",",0","0",",0","0","1,0","0","1,0","0","3,0","23","3,0","0","3,0","","","","","5.6","1,0,04,","0",",,0,31,+","0",",,0,31,+","33.5","2,,0,19,","28.9","3,0,11,","","","","","36.9","3,0","","","","","","","","","","","","","","","","","133.0",",a,,0","0",",,,0","17.99","3,0","23.43","3,,,0","12.54","1,,,0"
"USC00157510","2003-06","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","","","63.4","4,0","15",",0","12",",0","3",",0","0",",0","0",",0","0","1,0","0","1,0","0","4,0","24","4,0","0","4,0","","","","","6.1","1,0,02,","0",",,0,30,+","0",",,0,30,+","37.3",",,0,11,","31.1","4,0,25,","","","  23.9","4,,,0,0,2","12.5","4,0","  24.4","4,,,0,0,2","","","  17.2","4,,,0,0,2","  17.8","4,,,0,0,2","","","  21.4","4,,,0,0,2","  22.2","4,,,0,0,2","","","178.2",",,,0","0",",,,0","20.37","4,0","26.50","4,,,0","14.25","1,,,0"
"USC00157510","2003-07","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","","","150.7","3,0","13",",0","6",",0","1",",0","0",",0","0",",0","0","1,0","0","1,0","0","3,0","28","3,0","1","3,0","","","","","13.9","1,0,25,","0",",,0,31,+","0",",,0,31,+","42.2",",,0,09,","32.2","3,0,04,","0.0","0","  26.7","4,,,0,0,2","0.0","3,0","  27.2","5,,,0,0,2","","","  23.3","4,,,0,0,2","  23.9","5,,,0,0,2","","","  24.8","4,,,0,0,2","  25.7","5,,,0,0,2","","","106.4",",,,0","0",",,,0","23.80","3,0","28.94","3,,,0","18.67","1,,,0"
"USC00157510","2003-08","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","","","166.6","3,0","16",",0","8",",0","3",",0","0",",0","0",",0","0","1,0","0","1,0","0","3,0","28","3,0","2","3,0","","","","","15.6","1,0,25,+","0",",,0,31,+","0",",,0,31,+","43.7",",,0,31,","32.2","3,0,27,+","0.0","0","  27.8","3,,,0,0,2","0.0","3,0","  28.3","3,,,0,0,2","","","  23.9","3,,,0,0,2","  24.4","3,,,0,0,2","","","  26.2","3,,,0,0,2","  26.9","3,,,0,0,2","","","133.2",",,,0","0",",,,0","24.25","3,0","29.90","3,,,0","18.59","1,,,0"
"USC00157510","2003-09","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","","","","","7","4,0","6","4,0","0","4,0","0",",0","0","1,0","","","","","","","","","","","","","","","","","0",",,0,30,+","0","1,,0,30,+","23.6","4,,0,01,","","","","","","","","","","","","","","","","","","","","","","","","","74.7",",a,,0","0","1,,,0","","","","","",""
"USC00157510","2003-10","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","","","7.5","5,0","8","2,0","5","2,0","0","2,0","0",",0","0",",0","0","5,0","1","5,0","0","4,0","17","4,0","0","4,0","","","","","0.0","5,0,03,","0",",,0,31,+","0",",,0,31,+","24.1","2,,0,27,","25.6","4,0,27,+","","","","","100.6","4,0","","","","","","","","","","","","","","","","","65.5",",a,,0","0",",,,0","14.73","5,0","21.65","4,,,0","7.81","5,,,0"
"USC00157510","2003-11","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","","","","","13","3,0","4","3,0","2","3,0","0",",0","0","1,0","","","","","0","4,0","9","4,0","0","4,0","","","","","","","0",",T,0,29,","0","1,,0,30,+","34.8","3,,0,05,","26.7","4,0,04,+","","","","","","","","","","","","","","","","","","","","","","","130.7","1,a,,0","0","1,,,0","","","17.17","4,,,0","",""
"USC00157510","2003-12","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","","","0.0","4,0","10","1,0","6","1,0","0","1,0","1",",0","0","5,0","0","4,0","24","4,0","4","3,0","0","3,0","0","3,0","","","","","-10.0","4,0,21,","25",",,0,30,","0","5,,0,31,+","14.7","1,,0,24,","17.8","3,0,29,","","","","","423.2","3,0","  14.4","5,,,0,0,2","","","","","   5.0","5,,,0,0,2","","","","","   8.5","5,,,0,0,2","","","52.1","1,,,0","0","5,,,0","2.68","4,0","8.30","3,,,0","-2.94","4,,,0"
"USC00157510","2004-01","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","0.0","0","0.0","2,0","13",",0","7",",0","1",",0","1","5,0","1","1,0","0","2,0","25","2,0","5","1,0","1","1,0","0","1,0","","","","","-11.7","2,0,24,+","25","5,,0,08,","51","1,,0,08,","38.6",",,0,03,","21.1","1,0,05,","","","   6.7",",,,0,0,2","510.7","1,0","   8.3",",,,0,0,2","","","   1.1",",,,0,0,2","   2.8",",,,0,0,2","","","   3.4",",,,0,0,2","   5.1",",,,0,0,2","","","117.1",",,,0","59","1,,,0","0.61","2,0","6.85","1,,,0","-5.62","2,,,0"
"USC00157510","2004-02","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","0.0","0","0.0","1,0","7",",0","2",",0","1",",0","0",",0","0",",0","0","1,0","26","1,0","1","1,0","0","1,0","0","1,0","","","","","-13.3","1,0,01,","0",",,0,29,+","18",",,0,06,","110.0",",,0,06,","16.7","1,0,29,","","","   5.0","2,,,0,0,2","443.5","1,0","   6.7","2,,,0,0,2","","","   1.7","2,,,0,0,2","   3.3","2,,,0,0,2","","","   3.2","2,,,0,0,2","   4.9","2,,,0,0,2","","","136.1",",,,0","18",",,,0","2.49","1,0","8.66","1,,,0","-3.67","1,,,0"
"USC00157510","2004-03","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","0.0","0","0.0","3,0","9",",0","5",",0","2",",0","0",",0","0",",0","0","3,0","12","3,0","0","1,0","8","1,0","0","1,0","1","","","","-6.7","3,0,23,","0",",,0,31,+","0",",,0,31,+","45.2",",,0,08,","26.7","1,0,29,","","","  11.7","2,,,0,0,2","274.6","1,0","  12.8","2,,,0,0,2","","","   3.9","2,,,0,0,2","   6.7","2,,,0,0,2","","","   7.3","2,,,0,0,2","   9.3","2,,,0,0,2","","","135.0",",,,0","0",",,,0","8.61","3,0","15.52","1,,,0","1.69","3,,,0"
"USC00157510","2004-04","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","8.3","0","8.3",",0","8",",0","7",",0","2",",0","0",",0","0",",0","0",",0","5",",0","0",",0","15",",0","0",",0","","","","","-1.7",",0,07,+","0",",,0,30,+","0",",,0,30,+","31.0",",,0,13,","28.3",",0,19,","","","  15.0",",,,0,0,2","175.8",",0","  17.2",",,,0,0,2","","","   8.9",",,,0,0,2","  11.1",",,,0,0,2","","","  11.9",",,,0,0,2","  13.9",",,,0,0,2","","","100.6",",,,0","0",",,,0","12.75",",0","19.67",",,,0","5.83",",,,0"
"USC00157510","2004-05","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","93.1","0","84.8",",0","9",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","0",",0","","","","","0.6",",0,05,+","0",",,0,31,+","0",",,0,31,+","72.6",",,0,27,","30.0",",0,24,+","","","  21.1","2,,,0,0,2","28.5",",0","  25.6","2,,,0,0,2","","","  13.3","2,,,0,0,2","  15.6","2,,,0,0,2","","","  18.3","2,,,0,0,2","  20.3","2,,,0,0,2","","","173.8",",,,0","0",",,,0","20.15",",0","26.56",",,,0","13.74",",,,0"
"USC00157510","2004-06","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","193.2","0","100.1","2,0","7",",0","5",",0","1",",0","0",",0","0",",0","0","2,0","0","2,0","0","1,0","29","1,0","0","1,0","","","","","9.4","2,0,06,+","0",",,0,30,+","0",",,0,30,+","30.5",",,0,04,","31.1","1,0,17,","","","  23.9","1,,,0,0,2","6.5","1,0","  25.6","1,,,0,0,2","","","  20.0","1,,,0,0,2","  21.7","1,,,0,0,2","","","  22.0","1,,,0,0,2","  23.8","1,,,0,0,2","","","96.1",",,,0","0",",,,0","21.62","2,0","27.24","1,,,0","16.01","2,,,0"
"USC00157510","2004-07","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","335.3","0","142.1","1,0","10",",0","8",",0","1",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","31",",0","2",",0","","","","","12.8","1,0,30,+","0",",,0,31,+","0",",,0,31,+","29.5",",,0,26,","32.2",",0,15,+","0.0","0","  25.0",",,,0,0,2","0.0",",0","  26.7",",,,0,0,2","","","  22.2",",,,0,0,2","  23.9",",,,0,0,2","","","  23.7",",,,0,0,2","  25.6",",,,0,0,2","","","96.7",",,,0","0",",,,0","23.11","1,0","28.94",",,,0","17.27","1,,,0"
