"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"USC00425654","2002-04","38.40168","-113.01624","1526.7","MILFORD, UT US","","","","","8",",0","3",",0","0",",0","2","3,0","0","5,0","0",",0","13",",0","","","","","","","","","","","","","-2.8",",0,02,+","76","3,,0,20,","0","5,,0,30,+","12.2",",,0,20,","","","","","","","","","","","","","23.6",",,,0","","","0","5,,,0","","","","","1.89",",,,0","","","","","","","","","","","",""
"USC00425654","2002-05","38.40168","-113.01624","1526.7","MILFORD, UT US","","","","","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","6",",0","","","","","","","","","","","","","-6.1",",0,09,","0",",,0,31,+","0",",,0,31,+","0.5",",,0,11,","","","","","","","","","","","","","0.5",",,,0","","","0",",,,0","","","","","3.78",",,,0","","","","","","","","","","","",""
"USC00425654","2002-06","38.40168","-113.01624","1526.7","MILFORD, UT US","","","","","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","1",",0","","","","","","","","","","","1","","-1.7",",0,10,","0",",,0,30,+","0",",,0,30,+","0.5",",,0,04,","","","","","","","","","","","","","0.5",",,,0","","","0",",,,0","","","","","9.80",",,,0","","","","","","","","","","","",""
"USC00425654","2002-07","38.40168","-113.01624","1526.7","MILFORD, UT US","","","222.7",",0","4",",0","2",",0","0",",0","0",",0","0","2,0","0",",0","0",",0","0",",0","31",",0","26",",0","","","","","1","","7.2",",0,03,","0",",,0,31,+","0","2,,0,31,+","13.5",",,0,24,","40.6",",0,13,+","","","0.0","0","0.0",",0","","","","","27.0",",,,0","","","0","2,,,0","25.52",",0","35.35",",,,0","15.68",",,,0","","","","","","","","","","","",""
"USC00425654","2002-08","38.40168","-113.01624","1526.7","MILFORD, UT US","","","115.7","1,0","1",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","30","1,0","15","1,0","","","","","","","6.7",",0,31,+","0",",,0,31,+","0",",,0,31,+","8.9",",,0,02,","37.2","1,0,16,+","","","0.0","0","0.0","1,0","","","","","8.9",",,,0","","","0",",,,0","22.17","1,0","32.71","1,,,0","11.64",",,,0","","","","","","","","","","","",""
"USC00425654","2002-09","38.40168","-113.01624","1526.7","MILFORD, UT US","","","","","9",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","","","","","","","","","","","2","","2.2",",0,19,","0",",,0,30,+","0",",,0,30,+","8.1",",,0,29,","","","","","","","","","","","","","35.4",",,,0","","","0",",,,0","","","","","8.46",",,,0","","","","","","","","","","","",""
"USC00425654","2002-10","38.40168","-113.01624","1526.7","MILFORD, UT US","","","0.0","2,0","4",",0","2",",0","1",",0","1","4,0","0","3,0","0",",0","16",",0","0","2,0","13","2,0","0","2,0","1","","","","","","-5.6",",0,31,","51","4,,0,03,","0","3,,0,31,+","38.6",",,0,03,","25.6","2,0,09,","","","","","252.4","2,0","","","","","47.4",",,,0","","","0","3,,,0","9.79","2,0","19.41","2,,,0","0.17",",,,0","","","","","","","","","","","",""
"USC00425654","2002-11","38.40168","-113.01624","1526.7","MILFORD, UT US","","","0.0","3,0","3",",0","2",",0","0",",0","1","2,0","0","1,0","0",",0","27",",0","0","3,0","0","3,0","0","3,0","","","","","","","-12.2",",0,05,+","25","2,,0,25,","0","1,,0,30,+","5.1",",,0,09,","18.9","3,0,22,","","","","","392.7","3,0","","","","","10.7",",,,0","","","0","1,,,0","3.88","3,0","13.41","3,,,0","-5.65",",,,0","","","","","","","","","","","",""
"USC00425654","2002-12","38.40168","-113.01624","1526.7","MILFORD, UT US","","","0.0","2,0","5",",0","1",",0","0",",0","2","2,0","0","3,0","0",",0","30",",0","1","2,0","0","2,0","0","2,0","","","","","","","-12.2",",0,26,+","25","2,,0,29,+","0","3,,0,31,+","3.3",",,0,17,","14.4","2,0,12,","","","","","507.7","2,0","","","","","6.5",",,,0","","","0","3,,,0","0.84","2,0","8.53","2,,,0","-6.85",",,,0","","","","","","","","","","","",""
"USC00425654","2003-01","38.40168","-113.01624","1526.7","MILFORD, UT US","0.0","0","0.0","3,0","2",",0","0",",0","0",",0","1","2,0","0","1,0","0",",0","28",",0","0","3,0","0","3,0","0","3,0","","","","","","","-10.6",",0,02,","25","2,,0,05,","0","1,,0,31,+","1.5",",,0,11,","20.6","3,0,30,","","","","","398.6","3,0","","","","","2.3",",,,0","","","0","1,,,0","4.28","3,0","13.87","3,,,0","-5.31",",,,0","","","","","","","","","","","",""
"USC00425654","2003-02","38.40168","-113.01624","1526.7","MILFORD, UT US","0.0","0","0.0","5,0","9",",0","4",",0","0",",0","","","0","3,0","3",",0","24",",0","1","5,0","0","5,0","0","5,0","1","","","","","","-18.9",",0,08,","","","0","3,,0,28,+","11.2",",,0,25,","15.6","5,0,15,","","","","","412.4","5,0","","","","","25.0",",,,0","","","0","3,,,0","0.93","5,0","8.38","5,,,0","-6.52",",,,0","","","","","","","","","","","",""
"USC00425654","2003-03","38.40168","-113.01624","1526.7","MILFORD, UT US","0.0","0","0.0","4,0","6","1,0","5","1,0","0","1,0","3","4,0","0","4,0","0",",0","21",",0","0","4,0","4","4,0","0","4,0","","","","","1","","-8.3",",0,29,","51","4,,0,05,","0","4,,0,31,+","8.9","1,,0,16,","22.8","4,0,31,","","","","","317.8","4,0","","","","","30.7","1,,,0","","","0","4,,,0","6.76","4,0","15.22","4,,,0","-1.70",",,,0","","","","","","","","","","","",""
"USC00425654","2003-04","38.40168","-113.01624","1526.7","MILFORD, UT US","","","","","8",",0","5",",0","0",",0","3","5,0","0","4,0","0","1,0","12","1,0","","","","","","","","","","","1","","-8.9","1,0,04,","76","5,,0,23,","0","4,,0,30,+","7.1",",,0,19,","","","","","","","","","","","","","28.2",",,,0","","","0","4,,,0","","","","","1.04","1,,,0","","","","","","","","","","","",""
"USC00425654","2003-05","38.40168","-113.01624","1526.7","MILFORD, UT US","","","35.2","4,0","7",",0","2",",0","0",",0","0",",0","0",",0","0",",0","5",",0","0","4,0","20","4,0","6","4,0","","","","","3","","-2.8",",0,06,","0",",,0,31,+","0",",,0,31,+","5.8",",,0,08,","36.1","4,0,28,","","","","","98.2","4,0","","","","","12.8",",,,0","","","0",",,,0","15.92","4,0","25.82","4,,,0","6.02",",,,0","","","","","","","","","","","",""
"USC00425654","2003-06","38.40168","-113.01624","1526.7","MILFORD, UT US","","","54.6","3,0","1",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0","3,0","27","3,0","11","3,0","","","","","1","","2.8",",0,25,","0",",,0,30,+","0",",,0,30,+","5.8",",,0,24,","34.4","3,0,29,+","","","","","8.0","3,0","","","","","5.8",",,,0","","","0",",,,0","19.99","3,0","30.72","3,,,0","9.27",",,,0","","","","","","","","","","","",""
"USC00425654","2003-07","38.40168","-113.01624","1526.7","MILFORD, UT US","","","206.5","3,0","2","2,0","0","2,0","0","2,0","0",",0","0",",0","0","1,0","0","1,0","0","3,0","28","3,0","28","3,0","","","","","2","","8.9","1,0,10,","0",",,0,31,+","0",",,0,31,+","1.5","2,,0,31,","38.9","3,0,12,","","","0.0","0","0.0","3,0","","","","","2.3","2,,,0","","","0",",,,0","25.69","3,0","36.26","3,,,0","15.11","1,,,0","","","","","","","","","","","",""
"USC00425654","2003-08","38.40168","-113.01624","1526.7","MILFORD, UT US","","","160.7",",0","5","2,0","0","2,0","0","2,0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","21",",0","","","","","1","","8.3",",0,31,","0",",,0,31,+","0",",,0,31,+","1.5","2,,0,01,","36.1",",0,11,+","","","0.0","0","0.0",",0","","","","","4.4","2,,,0","","","0",",,,0","23.52",",0","32.68",",,,0","14.35",",,,0","","","","","","","","","","","",""
"USC00425654","2003-09","38.40168","-113.01624","1526.7","MILFORD, UT US","","","29.7","4,0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","3",",0","0","4,0","26","4,0","2","4,0","","","","","1","","-1.7",",0,19,","0",",,0,30,+","0",",,0,30,+","1.5",",,0,10,","33.3","4,0,03,","","","46.5","0","46.5","4,0","","","","","2.8",",,,0","","","0",",,,0","17.95","4,0","29.11","4,,,0","6.78",",,,0","","","","","","","","","","","",""
"USC00425654","2003-10","38.40168","-113.01624","1526.7","MILFORD, UT US","","","","","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","10",",0","","","","","","","","","","","","","-6.1",",0,14,","0",",,0,31,+","0",",,0,31,+","0.0",",T,0,31,+","","","","","","","","","","","","","0.0",",T,,0","","","0",",,,0","","","","","2.44",",,,0","","","","","","","","","","","",""
"USC00425654","2003-11","38.40168","-113.01624","1526.7","MILFORD, UT US","","","0.0","1,0","6",",0","4",",0","0",",0","1","4,0","0","1,0","1",",0","22",",0","0","1,0","0","1,0","0","1,0","1","","","","","","-19.4",",0,23,","76","4,,0,22,","0","1,,0,30,+","6.9",",,0,13,","17.2","1,0,30,","","","","","429.6","1,0","","","","","15.9",",,,0","","","0","1,,,0","3.43","1,0","10.47","1,,,0","-3.61",",,,0","","","","","","","","","","","",""
"USC00425654","2003-12","38.40168","-113.01624","1526.7","MILFORD, UT US","","","0.0","1,0","10",",0","2",",0","0",",0","","","0","4,0","1",",0","27",",0","1","1,0","0","1,0","0","1,0","","","","","","","-17.8",",0,28,","","","13","4,,0,27,","17.3",",,0,26,","15.6","1,0,01,","","","","","521.7","1,0","","","","","32.3",",,,0","","","13","4,,,0","1.01","1,0","7.95","1,,,0","-5.93",",,,0","","","","","","","","","","","",""
"USC00425654","2004-01","38.40168","-113.01624","1526.7","MILFORD, UT US","0.0","0","0.0","4,0","5",",0","1",",0","0",",0","","","0","5,0","4",",0","30",",0","12","4,0","0","4,0","0","4,0","12","","","","","","-26.1",",0,04,","","","0","5,,0,31,+","7.6",",,0,03,","10.6","4,0,29,","","","","","619.2","4,0","","","","","11.0",",,,0","","","0","5,,,0","-4.30","4,0","1.73","4,,,0","-10.32",",,,0","","","","","","","","","","","",""
"USC00425654","2004-02","38.40168","-113.01624","1526.7","MILFORD, UT US","0.0","0","0.0","1,0","13",",0","8",",0","0",",0","","","0","5,0","2",",0","26",",0","2","1,0","0","1,0","0","1,0","2","","","","","","-20.0",",0,13,","","","0","5,,0,29,+","13.5",",,0,28,","11.7","1,0,18,","","","","","544.9","1,0","","","","","55.4",",,,0","","","0","5,,,0","-1.01","1,0","5.30","1,,,0","-7.32",",,,0","","","","","","","","","","","",""
"USC00425654","2004-03","38.40168","-113.01624","1526.7","MILFORD, UT US","0.0","0","0.0","5,0","1",",0","0",",0","0",",0","0","3,0","0",",0","0",",0","22",",0","0","5,0","14","5,0","0","5,0","","","","","","","-6.7",",0,29,+","0","3,,0,31,+","0",",,0,31,+","2.0",",,0,26,","31.1","5,0,21,","","","","","232.5","5,0","","","","","2.0",",,,0","","","0",",,,0","9.64","5,0","20.35","5,,,0","-1.06",",,,0","","","","","","","","","","","",""
"USC00425654","2004-04","38.40168","-113.01624","1526.7","MILFORD, UT US","","","","","9",",0","7",",0","0",",0","0",",0","0",",0","0",",0","6",",0","","","","","","","1","","","","3","","-2.2",",0,11,","0",",,0,30,+","0",",,0,30,+","14.7",",,0,07,","","","","","","","","","","","","","48.8",",,,0","","","0",",,,0","","","","","2.48",",,,0","","","","","","","","","","","",""
"USC00425654","2004-05","38.40168","-113.01624","1526.7","MILFORD, UT US","","","2.5","5,0","3",",0","2",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0","5,0","24","5,0","0","5,0","","","","","","","-0.6",",0,01,","0",",,0,31,+","0",",,0,31,+","10.2",",,0,29,+","30.6","5,0,04,","","","","","86.6","5,0","","","","","21.2",",,,0","","","0",",,,0","15.22","5,0","25.04","5,,,0","5.40",",,,0","","","","","","","","","","","",""
"USC00425654","2004-06","38.40168","-113.01624","1526.7","MILFORD, UT US","","","","","3",",0","1",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","","","","","","","","","","","6","","5.0","1,0,10,","0",",,0,30,+","0",",,0,30,+","5.8",",,0,18,","","","","","","","","","","","","","8.1",",,,0","","","0",",,,0","","","","","10.90","1,,,0","","","","","","","","","","","",""
"USC00425654","2004-07","38.40168","-113.01624","1526.7","MILFORD, UT US","","","146.5",",0","11",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","21",",0","","","","","8","","7.8",",0,11,+","0",",,0,31,+","0",",,0,31,+","7.6",",,0,05,","35.6",",0,13,","","","0.0","0","0.0",",0","","","","","25.3",",,,0","","","0",",,,0","23.06",",0","32.52",",,,0","13.60",",,,0","","","","","","","","","","","",""
"USC00425654","2004-08","38.40168","-113.01624","1526.7","MILFORD, UT US","","","93.1","4,0","7",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0","4,0","27","4,0","11","4,0","","","","","3","","3.9",",0,28,","0",",,0,31,+","0",",,0,31,+","5.3",",,0,20,","37.2","4,0,11,","","","2.8","0","2.8","4,0","","","","","13.0",",,,0","","","0",",,,0","21.75","4,0","31.17","4,,,0","12.34",",,,0","","","","","","","","","","","",""
"USC00425654","2004-09","38.40168","-113.01624","1526.7","MILFORD, UT US","","","25.9","5,0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0","5,0","22","5,0","2","5,0","","","","","1","","-3.3",",0,22,","0",",,0,30,+","0",",,0,30,+","0.8",",,0,30,+","33.9","5,0,01,","","","63.0","0","60.2","5,0","","","","","2.6",",,,0","","","0",",,,0","17.16","5,0","27.56","5,,,0","6.76",",,,0","","","","","","","","","","","",""
"USC00425654","2004-10","38.40168","-113.01624","1526.7","MILFORD, UT US","","","","","11",",0","7",",0","1",",0","0",",0","0","1,0","0",",0","6",",0","","","","","","","1","","","","","","-3.9",",0,30,","0",",T,0,31,","0","1,,0,31,+","76.2",",,0,21,","","","","","","","","","","","","","122.5",",,,0","","","0","1,,,0","","","","","3.55",",,,0","","","","","","","","","","","",""
"USC00425654","2004-11","38.40168","-113.01624","1526.7","MILFORD, UT US","","","0.0","4,0","9",",0","2",",0","0",",0","","","0","5,0","1",",0","25",",0","2","4,0","0","4,0","0","4,0","3","","","","","","-20.0",",0,30,","","","0","5,,0,30,+","12.2",",,0,08,","18.9","4,0,05,","","","","","391.2","4,0","","","","","25.5",",,,0","","","0","5,,,0","3.32","4,0","10.73","4,,,0","-4.08",",,,0","","","","","","","","","","","",""
"USC00425654","2004-12","38.40168","-113.01624","1526.7","MILFORD, UT US","","","0.0","3,0","5",",0","2",",0","1",",0","","","0","2,0","2",",0","29",",0","3","3,0","0","3,0","0","3,0","","","","","","","-18.3",",0,03,","","","0","2,,0,31,+","37.6",",,0,29,","16.1","3,0,12,+","","","","","508.2","3,0","","","","","51.1",",,,0","","","0","2,,,0","0.44","3,0","7.54","3,,,0","-6.66",",,,0","","","","","","","","","","","",""
"USC00425654","2005-01","38.40168","-113.01624","1526.7","MILFORD, UT US","0.0","0","0.0","5,0","13",",0","6",",0","0",",0","","","0","3,0","0",",0","27",",0","0","5,0","0","5,0","0","5,0","3","","","","","","-12.2",",0,13,","","","0","3,,0,31,+","15.2",",,0,30,","17.8","5,0,20,","","","","","416.4","5,0","","","","","57.2",",,,0","","","0","3,,,0","2.29","5,0","7.92","5,,,0","-3.35",",,,0","","","","","","","","","","","",""
"USC00425654","2005-02","38.40168","-113.01624","1526.7","MILFORD, UT US","","","","","12",",0","4",",0","0",",0","2","4,0","0","2,0","0",",0","26",",0","","","","","","","1","","","","","","-10.0",",0,09,","51","4,,0,18,","0","2,,0,28,+","5.1",",,0,19,","","","","","","","","","","","","","24.6",",,,0","","","0","2,,,0","","","","","-3.02",",,,0","","","","","","","","","","","",""
"USC00425654","2005-03","38.40168","-113.01624","1526.7","MILFORD, UT US","","","","","9",",0","4",",0","0",",0","2","4,0","0","4,0","0","1,0","26","1,0","0","5,0","4","5,0","0","5,0","2","","","","","","-12.2","1,0,15,","51","4,,0,31,+","0","4,,0,31,+","8.1",",,0,25,","23.9","5,0,12,","","","","","","","","","","","28.3",",,,0","","","0","4,,,0","6.06","6,0","15.11","5,,,0","-2.98","1,,,0","","","","","","","","","","","",""
"USC00425654","2005-04","38.40168","-113.01624","1526.7","MILFORD, UT US","","","","","10",",0","4",",0","0",",0","","","0","1,0","0",",0","17",",0","","","","","","","","","","","1","","-7.2",",0,01,","","","0","1,,0,30,+","16.5",",,0,24,","","","","","","","","","","","","","54.1",",,,0","","","0","1,,,0","","","","","-0.42",",,,0","","","","","","","","","","","",""
"USC00425654","2005-05","38.40168","-113.01624","1526.7","MILFORD, UT US","","","12.0","4,0","12",",0","5",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0","4,0","20","4,0","1","4,0","","","","","6","","-0.6",",0,02,","0",",,0,31,+","0",",,0,31,+","10.2",",,0,06,","32.2","4,0,23,","","","","","86.0","4,0","","","","","34.0",",,,0","","","0",",,,0","15.58","4,0","25.11","4,,,0","6.05",",,,0","","","","","","","","","","","",""
"USC00425654","2005-06","38.40168","-113.01624","1526.7","MILFORD, UT US","","","35.2","4,0","4",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0","4,0","26","4,0","2","4,0","","","","","","","1.7",",0,08,","0",",,0,30,+","0",",,0,30,+","20.6",",,0,11,","32.8","4,0,20,","","","","","29.4","4,0","","","","","40.9",",,,0","","","0",",,,0","18.68","4,0","28.01","4,,,0","9.35",",,,0","","","","","","","","","","","",""
"USC00425654","2005-07","38.40168","-113.01624","1526.7","MILFORD, UT US","","","183.2","2,0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0","2,0","29","2,0","26","2,0","","","","","","","8.9",",0,27,","0",",,0,31,+","0",",,0,31,+","0.5",",,0,23,","39.4","2,0,15,","","","0.0","0","0.0","2,0","","","","","0.5",",,,0","","","0",",,,0","24.70","2,0","35.12","2,,,0","14.28",",,,0","","","","","","","","","","","",""
"USC00425654","2005-08","38.40168","-113.01624","1526.7","MILFORD, UT US","","","136.6","1,0","","","","","","","0",",0","0",",0","0",",0","0",",0","0","1,0","30","1,0","12","1,0","","","","","2","","3.3",",0,31,","0",",,0,31,+","0",",,0,31,+","","","36.7","1,0,05,","","","0.6","0","0.6","1,0","","","","","","","","","0",",,,0","22.85","1,0","31.39","1,,,0","14.32",",,,0","","","","","","","","","","","",""
"USC00425654","2005-09","38.40168","-113.01624","1526.7","MILFORD, UT US","","","25.1","2,0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0","2,0","28","2,0","1","2,0","","","","","","","1.1",",0,30,","0",",,0,30,+","0",",,0,30,+","8.4",",,0,21,","32.2","2,0,01,","","","48.5","0","47.9","2,0","","","","","11.4",",,,0","","","0",",,,0","17.65","2,0","27.28","2,,,0","8.01",",,,0","","","","","","","","","","","",""
"USC00425654","2005-10","38.40168","-113.01624","1526.7","MILFORD, UT US","","","1.4","5,0","6",",0","4",",0","0",",0","0",",0","0",",0","0","2,0","8","2,0","0","4,0","16","4,0","0","4,0","2","","","","","","-4.4","2,0,11,","0",",,0,31,+","0",",,0,31,+","20.3",",,0,19,","29.4","4,0,01,","","","203.9","0","155.4","4,0","","","","","43.7",",,,0","","","0",",,,0","12.59","5,0","22.19","4,,,0","2.99","2,,,0","","","","","","","","","","","",""
"USC00425654","2005-11","38.40168","-113.01624","1526.7","MILFORD, UT US","","","0.0","3,0","3",",0","2",",0","0",",0","1","2,0","0","1,0","0","2,0","17","2,0","0","3,0","1","3,0","0","3,0","","","","","","","-17.2","2,0,28,","51","2,,0,26,","0","1,,0,30,+","3.3",",,0,11,","21.7","3,0,01,","","","511.6","0","307.7","3,0","","","","","6.6",",,,0","","","0","1,,,0","6.92","3,0","16.20","3,,,0","-2.37","2,,,0","","","","","","","","","","","",""
"USC00425654","2005-12","38.40168","-113.01624","1526.7","MILFORD, UT US","","","0.0","4,0","4","2,0","0","2,0","0","2,0","0","3,0","1",",0","0","2,0","23","2,0","0","4,0","0","4,0","0","4,0","","","","","","","-16.1","2,0,16,","0","3,,0,31,+","25",",,0,07,","1.3","2,,0,26,","18.9","4,0,21,","","","943.0","0","431.4","4,0","","","","","5.9",",a,,0","","","25",",,,0","2.52","4,0","10.99","4,,,0","-5.94","2,,,0","","","","","","","","","","","",""
"USC00425654","2007-11","38.40168","-113.01624","1526.7","MILFORD, UT US","","","","","0",",0","0",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","","","","","0",",,0,30,+","0",",,0,30,+","0.0",",,0,30,+","","","","","","","","","","","","","0.0",",,,0","","","0",",,,0","","","","","","","","","","","","","","","","","",""
"USC00425654","2007-12","38.40168","-113.01624","1526.7","MILFORD, UT US","","","","","8",",0","4",",0","0",",0","13",",0","2",",0","","","","","","","","","","","","","","","","","","","102",",,0,22,+","102",",,0,21,","17.8",",,0,21,","","","","","","","","","","","","","59.0",",,,0","","","179",",,,0","","","","","","","","","","","","","","","","","",""
"USC00425654","2008-01","38.40168","-113.01624","1526.7","MILFORD, UT US","","","","","5",",0","2",",0","0",",0","6",",0","1",",0","","","","","","","","","","","","","","","","","","","51",",,0,02,+","25",",,0,22,","7.6",",,0,07,","","","","","","","","","","","","","15.3",",,,0","","","38",",,,0","","","","","","","","","","","","","","","","","",""
"USC00425654","2008-02","38.40168","-113.01624","1526.7","MILFORD, UT US","","","","","7",",0","1",",0","0",",0","6",",0","1",",0","","","","","","","","","","","","","","","","","","","152",",,0,14,","140",",,0,14,","19.1",",,0,14,","","","","","","","","","","","","","25.0",",,,0","","","161",",,,0","","","","","","","","","","","","","","","","","",""
"USC00425654","2008-03","38.40168","-113.01624","1526.7","MILFORD, UT US","","","","","4",",0","2",",0","0",",0","2",",0","2",",0","","","","","","","","","","","","","","","","","","","51",",,0,31,+","56",",,0,16,","8.4",",,0,31,","","","","","","","","","","","","","14.8",",,,0","","","94",",,,0","","","","","","","","","","","","","","","","","",""
"USC00425654","2008-04","38.40168","-113.01624","1526.7","MILFORD, UT US","","","","","2",",0","0",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","","","","","0",",,0,30,+","0",",,0,30,+","1.3",",,0,07,","","","","","","","","","","","","","1.6",",,,0","","","0",",,,0","","","","","","","","","","","","","","","","","",""
"USC00425654","2008-05","38.40168","-113.01624","1526.7","MILFORD, UT US","","","","","8",",0","4",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","","","","","0",",,0,31,+","0",",,0,31,+","11.7",",,0,23,","","","","","","","","","","","","","29.5",",,,0","","","0",",,,0","","","","","","","","","","","","","","","","","",""
"USC00425654","2008-06","38.40168","-113.01624","1526.7","MILFORD, UT US","","","","","2",",0","1",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","","","","","0",",,0,30,+","0",",,0,30,+","25.1",",,0,05,","","","","","","","","","","","","","25.4",",,,0","","","0",",,,0","","","","","","","","","","","","","","","","","",""
"USC00425654","2008-07","38.40168","-113.01624","1526.7","MILFORD, UT US","","","","","5",",0","2",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","3","","","","0",",,0,31,+","0",",,0,31,+","16.5",",,0,28,","","","","","","","","","","","","","21.7",",,,0","","","0",",,,0","","","","","","","","","","","","","","","","","",""
"USC00425654","2008-08","38.40168","-113.01624","1526.7","MILFORD, UT US","","","","","3",",0","1",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","3","","","","0",",,0,31,+","0",",,0,31,+","6.6",",,0,26,","","","","","","","","","","","","","10.1",",,,0","","","0",",,,0","","","","","","","","","","","","","","","","","",""
"USC00425654","2008-09","38.40168","-113.01624","1526.7","MILFORD, UT US","","","","","1",",0","1",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","1","","","","0",",,0,30,+","0",",,0,30,+","8.9",",,0,01,","","","","","","","","","","","","","8.9",",,,0","","","0",",,,0","","","","","","","","","","","","","","","","","",""
"USC00425654","2008-10","38.40168","-113.01624","1526.7","MILFORD, UT US","","","","","4",",0","2",",0","0",",0","1",",0","1",",0","","","","","","","","","","","","","","","","","","","51",",,0,12,","51",",,0,12,","16.8",",,0,05,","","","","","","","","","","","","","22.5",",,,0","","","51",",,,0","","","","","","","","","","","","","","","","","",""
"USC00425654","2008-11","38.40168","-113.01624","1526.7","MILFORD, UT US","","","","","5",",0","4",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","","","","","0",",,0,30,+","0",",,0,30,+","11.4",",,0,02,","","","","","","","","","","","","","22.0",",,,0","","","0",",,,0","","","","","","","","","","","","","","","","","",""
"USC00425654","2008-12","38.40168","-113.01624","1526.7","MILFORD, UT US","","","","","6",",0","4",",0","0",",0","19",",0","4",",0","","","","","","","","","","","","","","","","","","","254",",,0,26,","241",",,0,26,","21.6",",,0,26,","","","","","","","","","","","","","45.6",",,,0","","","503",",,,0","","","","","","","","","","","","","","","","","",""
"USC00425654","2009-01","38.40168","-113.01624","1526.7","MILFORD, UT US","","","","","3",",0","1",",0","0",",0","14",",0","1",",0","","","","","","","","","","","1","","","","","","","","76",",,0,27,+","76",",,0,26,","8.9",",,0,26,","","","","","","","","","","","","","11.2",",,,0","","","89",",,,0","","","","","","","","","","","","","","","","","",""
"USC00425654","2009-02","38.40168","-113.01624","1526.7","MILFORD, UT US","","","","","7",",0","2",",0","0",",0","3",",0","3",",0","","","","","","","","","","","","","","","","","","","51",",,0,14,+","51",",,0,13,","7.6",",,0,13,","","","","","","","","","","","","","15.3",",,,0","","","125",",,,0","","","","","","","","","","","","","","","","","",""
"USC00425654","2009-03","38.40168","-113.01624","1526.7","MILFORD, UT US","","","","","5",",0","5",",0","0",",0","1",",0","0",",0","","","","","","","","","","","","","","","","","","","25",",,0,07,","20",",,0,07,","6.4",",,0,27,","","","","","","","","","","","","","21.9",",,,0","","","31",",,,0","","","","","","","","","","","","","","","","","",""
"USC00425654","2009-04","38.40168","-113.01624","1526.7","MILFORD, UT US","","","","","5",",0","3",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","","","","","0",",T,0,15,","13",",,0,15,","4.1",",,0,12,","","","","","","","","","","","","","11.2",",,,0","","","13",",,,0","","","","","","","","","","","","","","","","","",""
