"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"CMM00064851","1977-02","10.451","14.257","424.0","SALAK, CM","0","5,S","0","5,S","0","5,S","","","","","","","0.0","5,,S,28,+","0.0","5,,,S","",""
"CMM00064851","1977-07","10.451","14.257","424.0","SALAK, CM","7","4,S","4","4,S","0","4,S","","","","","","","20.1","4,,S,26,+","60.2","4,,,S","",""
"CMM00064851","1977-08","10.451","14.257","424.0","SALAK, CM","18","1,S","14","1,S","4","1,S","","","","","","","43.9","1,,S,23,","240.7","1,,,S","",""
"CMM00064851","1977-10","10.451","14.257","424.0","SALAK, CM","2","4,S","2","4,S","0","4,S","","","","","","","23.1","4,,S,08,","29.2","4,,,S","",""
"CMM00064851","1977-11","10.451","14.257","424.0","SALAK, CM","0","4,S","0","4,S","0","4,S","","","","","","","0.0","4,,S,30,+","0.0","4,,,S","",""
"CMM00064851","1977-12","10.451","14.257","424.0","SALAK, CM","0","5,S","0","5,S","0","5,S","","","","","","","0.0","5,,S,31,+","0.0","5,,,S","",""
"CMM00064851","1978-01","10.451","14.257","424.0","SALAK, CM","0","5,S","0","5,S","0","5,S","","","","","","","0.0","5,,S,31,+","0.0","5,,,S","",""
"CMM00064851","1980-07","10.451","14.257","424.0","SALAK, CM","12","5,S","6","5,S","1","5,S","","","","","","","37.1","5,,S,12,","95.2","5,,,S","",""
"CMM00064851","1980-08","10.451","14.257","424.0","SALAK, CM","15","5,S","13","5,S","2","5,S","","","","","","","39.1","5,,S,30,","225.3","5,,,S","",""
"CMM00064851","1980-09","10.451","14.257","424.0","SALAK, CM","7","3,S","5","3,S","2","3,S","","","","","","","34.0","3,,S,17,","98.0","3,,,S","",""
"CMM00064851","1983-03","10.451","14.257","424.0","SALAK, CM","","","","","","","0","5,S","0","5,S","17.3","5,S,02,","","","","","21.59","5,,,S"
"CMM00064851","1995-04","10.451","14.257","424.0","SALAK, CM","","","","","","","0","3,S","0","3,S","21.0","3,S,09,","","","","","26.56","3,,,S"
"CMM00064851","1995-07","10.451","14.257","424.0","SALAK, CM","","","","","","","0","3,S","0","3,S","19.2","3,S,10,","","","","","22.19","3,,,S"
