"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"USW00023062","1967-02","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US","","","0.0","0","0.0",",0","7",",0","1",",0","0",",0","3",",0","2",",0","0",",0","28",",0","1",",0","0",",0","0",",0","7","","1","","","","-12.8",",0,15,","25",",,0,20,+","38",",,0,19,","3.8",",,0,19,","20.6",",0,28,","2226.0","0","465.4",",0","10.0",",,,0","77.6",",X","112",",,,0","1.71",",0","10.14",",,,0","-6.71",",,,0","13974",",X","","","315",",X","315",",X","","","23.6",",X","17.9",",X"
"USW00023062","1967-03","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US","","","0.6","0","0.6",",0","5",",0","3",",0","0",",0","4",",0","2",",0","0",",0","24",",0","2",",0","6",",0","0",",0","8","","3","","","","-15.6",",0,08,","76",",,0,08,+","97",",,0,07,","9.1",",,0,07,","26.1",",0,29,","2607.1","0","381.1",",0","20.0",",,,0","75.3",",X","168",",,,0","6.06",",0","14.72",",,,0","-2.60",",,,0","16692",",X","","","225",",X","180",",X","","","23.1",",X","17.0",",X"
"USW00023062","1967-04","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US","","","0.6","0","0.0",",0","4",",0","4",",0","1",",0","1",",0","1",",0","0",",0","19",",0","0",",0","10",",0","0",",0","5","","2","","1","","-4.4",",0,22,+","76",",,0,14,","91",",,0,13,","82.6",",,0,13,","26.7",",0,29,","2887.6","0","280.5",",0","100.4",",,,0","74.7",",X","91",",,,0","8.98",",0","17.71",",,,0","0.26",",,,0","17814",",X","","","270",",X","270",",X","","","22.6",",X","18.8",",X"
"USW00023062","1967-05","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US","","","6.2","0","5.6",",0","18",",0","7",",0","2",",0","0",",0","1",",0","0",",0","7",",0","0",",0","12",",0","0",",0","11","","2","","6","","-3.3",",0,01,","0",",T,0,14,+","43",",,0,13,","38.4",",,0,30,","30.6",",0,24,","3107.0","0","219.4",",0","121.2",",,,0","53.8",",X","76",",,,0","11.44",",0","18.87",",,,0","4.00",",,,0","14382",",X","","","270",",X","270",",X","","","20.0",",X","14.8",",X"
"USW00023062","1967-06","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US","","","10.3","0","4.1",",0","18",",0","10",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","22",",0","0",",0","11","","2","","20","","5.6",",0,02,","0",",,0,30,+","0",",,0,30,+","49.5",",,0,20,","29.4",",0,27,","3184.5","0","77.5",",0","119.3",",,,0","54.4",",X","0",",,,0","15.89",",0","22.65",",,,0","9.13",",,,0","14646",",X","","","180",",X","225",",X","","","24.2",",X","15.6",",X"
"USW00023062","1967-07","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US","","","82.9","0","72.6",",0","15",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","2",",0","3","","","","14","","10.6",",0,03,+","0",",,0,31,+","0",",,0,31,+","21.1",",,0,07,","33.9",",0,22,","2.5","0","2.5",",0","82.6",",,,0","70.1",",X","0",",,,0","20.59",",0","27.97",",,,0","13.21",",,,0","19140",",X","","","360",",X","360",",X","","","17.5",",X","13.4",",X"
"USW00023062","1967-08","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US","","","147.4","0","64.5",",0","7",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","2",",0","1","","1","","3","","8.9",",0,31,+","0",",,0,31,+","0",",,0,31,+","9.7",",,0,08,","33.9",",0,24,","12.0","0","9.5",",0","21.1",",,,0","64.4",",X","0",",,,0","20.11",",0","28.27",",,,0","11.95",",,,0","16482",",X","","","180",",X","225",",X","","","19.0",",X","13.4",",X"
"USW00023062","1967-09","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US","","","161.8","0","14.4",",0","7",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","25",",0","0",",0","3","","1","","1","","2.2",",0,13,","0",",,0,30,+","0",",,0,30,+","10.9",",,0,26,","31.1",",0,02,","74.6","0","62.6",",0","15.3",",,,0","76.1",",X","0",",,,0","16.72",",0","25.27",",,,0","8.17",",,,0","17088",",X","","","315",",X","315",",X","","","23.1",",X","17.9",",X"
"USW00023062","1967-10","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US","","","166.2","0","4.4",",0","6",",0","4",",0","0",",0","1",",0","1",",0","0",",0","10",",0","0",",0","14",",0","0",",0","4","","","","1","","-5.6",",0,27,","51",",,0,29,","43",",,0,29,","9.4",",,0,14,","30.6",",0,03,","294.7","0","220.1",",0","28.8",",,,0","71.8",",X","43",",,,0","11.38",",0","20.34",",,,0","2.41",",,,0","14748",",X","","","315",",X","315",",X","","","22.6",",X","16.5",",X"
"USW00023062","1967-11","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US","","","166.2","0","0.0",",0","2",",0","2",",0","0",",0","7",",0","2",",0","0",",0","25",",0","1",",0","6",",0","0",",0","7","","1","","","","-13.3",",0,22,","127",",,0,03,","157",",,0,02,","17.0",",,0,02,","23.3",",0,15,","703.8","0","409.1",",0","25.6",",,,0","63.6",",X","238",",,,0","4.70",",0","13.56",",,,0","-4.17",",,,0","11502",",X","","","45",",X","270",",X","","","13.9",",X","13.4",",X"
"USW00023062","1967-12","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US","","","166.2","0","0.0",",0","14",",0","3",",0","0",",0","13",",0","6",",0","5",",0","31",",0","8",",0","0",",0","0",",0","13","","5","","","","-24.4",",0,31,","102",",,0,31,+","107",",,0,26,","10.4",",,0,26,","15.6",",0,23,+","1367.0","0","663.2",",0","27.1",",,,0","53.2",",X","332",",,,0","-3.06",",0","4.70",",,,0","-10.82",",,,0","9354",",X","","","270",",X","315",",X","","","24.7",",X","18.8",",X"
"USW00023062","1968-01","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US","","","0.0","0","0.0",",0","4",",0","1",",0","0",",0","14",",0","1",",0","4",",0","30",",0","4",",0","0",",0","0",",0","6","","1","","","","-23.3",",0,03,","102",",,0,01,","69",",,0,22,","11.9",",,0,22,","16.7",",0,25,","1974.6","0","607.6",",0","13.0",",,,0","79.7",",X","77",",,,0","-1.27",",0","6.74",",,,0","-9.27",",,,0","14460",",X","","","360",",X","315",",X","","","17.5",",X","13.0",",X"
"USW00023062","1968-02","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US","","","0.0","0","0.0",",0","6",",0","2",",0","0",",0","6",",0","2",",0","0",",0","29",",0","3",",0","0",",0","0",",0","10","","","","","","-15.0",",0,14,","127",",,0,15,+","140",",,0,12,","8.9",",,0,12,","16.1",",0,24,+","2470.4","0","495.8",",0","18.9",",,,0","73.4",",X","186",",,,0","1.24",",0","8.47",",,,0","-6.00",",,,0","13662",",X","","","315",",X","315",",X","","","22.1",",X","17.0",",X"
"USW00023062","1968-03","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US","","","0.0","0","0.0",",0","7",",0","4",",0","0",",0","4",",0","4",",0","0",",0","27",",0","1",",0","3",",0","0",",0","6","","1","","","","-12.8",",0,03,","102",",,0,11,","94",",,0,10,","9.4",",,0,10,","23.3",",0,29,","2890.6","0","420.2",",0","21.5",",,,0","77.8",",X","233",",,,0","4.78",",0","13.23",",,,0","-3.67",",,,0","17532",",X","","","225",",X","225",",X","","","20.6",",X","16.1",",X"
"USW00023062","1968-04","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US","","","0.0","0","0.0",",0","10",",0","5",",0","0",",0","3",",0","3",",0","0",",0","23",",0","0",",0","6",",0","0",",0","8","","3","","","","-10.6",",0,04,","76",",,0,18,+","178",",,0,03,","19.8",",,0,17,","23.9",",0,30,","3258.3","0","367.7",",0","60.8",",,,0","71.0",",X","384",",,,0","6.08",",0","14.32",",,,0","-2.17",",,,0","17202",",X","","","360",",X","360",",X","","","20.0",",X","15.2",",X"
"USW00023062","1968-05","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US","","","2.4","0","2.4",",0","10",",0","3",",0","0",",0","0",",0","0",",0","0",",0","4",",0","0",",0","15",",0","0",",0","6","","","","8","","-2.2",",0,08,","0",",,0,31,+","0",",T,0,16,+","5.1",",,0,18,","29.4",",0,29,","3452.5","0","194.2",",0","18.2",",,,0","64.4",",X","0",",T,,0","12.15",",0","20.32",",,,0","3.97",",,,0","17202",",X","","","225",",X","225",",X","","","23.6",",X","15.2",",X"
"USW00023062","1968-06","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US","","","70.7","0","68.3",",0","4",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","10",",0","3","","","","4","","4.4",",0,30,+","0",",,0,30,+","0",",,0,30,+","6.6",",,0,24,","36.1",",0,20,","3475.1","0","22.6",",0","12.7",",,,0","70.3",",X","0",",,,0","19.86",",0","29.24",",,,0","10.47",",,,0","18948",",X","","","180",",X","180",",X","","","23.1",",X","13.0",",X"
"USW00023062","1968-07","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US","","","191.5","0","120.8",",0","9",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","9",",0","2","","1","","10","","8.3",",0,02,","0",",,0,31,+","0",",,0,31,+","19.8",",,0,24,","35.0",",0,20,+","5.8","0","5.8",",0","34.1",",,,0","57.5",",X","0",",,,0","22.04",",0","30.23",",,,0","13.85",",,,0","15750",",X","","","315",",X","315",",X","","","20.0",",X","16.5",",X"
"USW00023062","1968-08","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US","","","266.2","0","74.7",",0","10",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","5",",0","5","","","","8","","5.6",",0,30,+","0",",,0,31,+","0",",,0,31,+","33.3",",,0,09,","33.3",",0,05,","26.9","0","21.1",",0","64.3",",,,0","68.9",",X","0",",,,0","20.06",",0","27.83",",,,0","12.29",",,,0","17502",",X","","","135",",X","315",",X","","","20.0",",X","14.3",",X"
"USW00023062","1968-09","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US","","","280.6","0","14.4",",0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","22",",0","0",",0","3","","1","","2","","2.2",",0,16,","0",",,0,30,+","0",",,0,30,+","6.6",",,0,22,","31.1",",0,11,","110.7","0","83.8",",0","14.9",",,,0","79.4",",X","0",",,,0","16.02",",0","24.77",",,,0","7.26",",,,0","17838",",X","","","315",",X","45",",X","","","16.4",",X","13.0",",X"
"USW00023062","1968-10","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US","","","280.9","0","0.3",",0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","10",",0","0",",0","17",",0","0",",0","2","","","","2","","-3.9",",0,27,+","0",",,0,31,+","10",",,0,08,","9.1",",,0,08,","28.3",",0,29,+","337.2","0","226.5",",0","19.0",",,,0","71.4",",X","10",",,,0","11.04",",0","20.21",",,,0","1.86",",,,0","14766",",X","","","45",",X","45",",X","","","19.5",",X","15.2",",X"
"USW00023062","1968-11","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US","","","280.9","0","0.0",",0","5",",0","4",",0","0",",0","7",",0","3",",0","0",",0","27",",0","2",",0","1",",0","0",",0","9","","1","","","","-12.2",",0,29,","51",",,0,29,+","46",",,0,14,","5.6",",,0,14,","21.7",",0,12,","825.3","0","488.1",",0","18.0",",,,0","62.2",",X","148",",,,0","2.06",",0","9.14",",,,0","-5.01",",,,0","11148",",X","","","270",",X","315",",X","","","20.0",",X","14.3",",X"
"USW00023062","1968-12","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US","","","280.9","0","0.0",",0","6",",0","2",",0","0",",0","11",",0","2",",0","5",",0","30",",0","6",",0","0",",0","0",",0","7","","1","","","","-24.4",",0,22,","102",",,0,24,+","89",",,0,21,","6.4",",,0,21,","18.9",",0,11,+","1446.9","0","621.6",",0","13.1",",,,0","69.4",",X","176",",,,0","-1.72",",0","6.75",",,,0","-10.19",",,,0","12156",",X","","","270",",X","270",",X","","","23.1",",X","17.4",",X"
"USW00023062","1969-01","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US","","","0.0","0","0.0",",0","4",",0","0",",0","0",",0","2",",0","1",",0","1",",0","31",",0","3",",0","0",",0","0",",0","10","","3","","","","-20.6",",0,24,","51",",,0,24,","43",",,0,23,","2.3",",,0,23,","20.6",",0,07,","1964.9","0","518.0",",0","4.4",",,,0","63.8",",X","71",",,,0","1.62",",0","9.88",",,,0","-6.63",",,,0","11568",",X","","","270",",X","225",",X","","","27.8",",X","20.6",",X"
"USW00023062","1969-02","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US","","","0.0","0","0.0",",0","3",",0","2",",0","0",",0","2",",0","2",",0","0",",0","28",",0","1",",0","0",",0","0",",0","9","","1","","","","-11.1",",0,03,","51",",,0,17,","53",",,0,17,","5.8",",,0,17,","20.0",",0,25,","2426.4","0","461.5",",0","10.9",",,,0","71.6",",X","106",",,,0","1.85",",0","9.83",",,,0","-6.13",",,,0","12906",",X","","","315",",X","315",",X","","","19.0",",X","14.3",",X"
"USW00023062","1969-03","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US","","","0.0","0","0.0",",0","9",",0","3",",0","0",",0","13",",0","3",",0","2",",0","28",",0","11",",0","1",",0","0",",0","15","","1","","","","-18.9",",0,08,","127",",,0,03,+","114",",,0,01,","10.2",",,0,01,","23.3",",0,31,","2992.2","0","565.8",",0","28.1",",,,0","76.3",",X","337",",,,0","0.08",",0","7.18",",,,0","-7.02",",,,0","17016",",X","","","315","1,X","315",",X","","","22.1","1,X","16.5",",X"
"USW00023062","1969-04","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US","","","0.0","0","0.0",",0","8",",0","3",",0","0",",0","0",",0","0",",0","0",",0","3",",0","0",",0","13",",0","0",",0","3","","","","5","","-2.8",",0,28,","0",",T,0,17,","0",",T,0,27,+","11.7",",,0,15,","26.7",",0,24,","3205.5","0","213.3",",0","33.9",",,,0","74.0",",X","0",",T,,0","11.22",",0","19.24",",,,0","3.20",",,,0","17700",",X","","","135",",X","135",",X","","","21.6",",X","16.5",",X"
"USW00023062","1969-05","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US","","","18.9","0","18.9",",0","11",",0","7",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","20",",0","0",",0","7","","1","","10","","2.8",",0,08,","0",",,0,31,+","0",",,0,31,+","74.9",",,0,07,","31.7",",0,30,+","3322.4","0","116.9",",0","155.4",",,,0","59.0",",X","0",",,,0","15.17",",0","22.16",",,,0","8.17",",,,0","16506",",X","","","180",",X","45",",X","","","15.9",",X","11.2",",X"
"USW00023062","1969-06","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US","","","41.7","0","22.8",",0","13",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","21",",0","2",",0","10","","","","12","","2.2",",0,13,","0",",,0,30,+","0",",,0,30,+","42.2",",,0,08,","35.0",",0,28,","3404.3","0","81.9",",0","76.1",",,,0","52.7",",X","0",",,,0","16.36",",0","23.17",",,,0","9.55",",,,0","15072",",X","","","360",",X","","","","","21.6",",X","",""
"USW00023062","1969-07","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US","","","209.7","0","168.0",",0","9",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","17",",0","5","","1","","8","","12.2",",0,05,","0",",,0,31,+","0",",,0,31,+","31.8",",,0,19,","36.1",",0,02,","1.1","0","1.1",",0","46.2",",,,0","72.4",",X","0",",,,0","23.72",",0","31.55",",,,0","15.88",",,,0","19752",",X","","","270",",X","","","","","22.6",",X","",""
"USW00023062","1969-08","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US","","","363.4","0","153.7",",0","10",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","15",",0","5","","1","","8","","12.2",",0,26,","0",",,0,31,+","0",",,0,31,+","9.7",",,0,29,","37.8",",0,08,","1.4","0","0.3",",0","20.2",",,,0","75.3",",X","0",",,,0","23.28",",0","31.53",",,,0","15.04",",,,0","19236",",X","","","270",",X","","","","","19.5",",X","",""
"USW00023062","1969-09","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US","","","386.5","0","23.1",",0","3",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","0",",0","2","","","","3","","5.6",",0,25,","0",",,0,30,+","0",",,0,30,+","33.0",",,0,09,","31.7",",0,06,+","34.2","0","32.8",",0","42.4",",,,0","71.3",",X","0",",,,0","18.01",",0","26.09",",,,0","9.93",",,,0","16014",",X","","","315",",X","","","","","22.1",",X","18.8",",X"
"USW00023062","1969-10","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US","","","386.5","0","0.0",",0","14",",0","9",",0","1",",0","13",",0","7",",0","0",",0","18",",0","2",",0","4",",0","0",",0","19","","2","","1","","-16.1",",0,13,","279",",,0,13,","249",",,0,03,","32.5",",,0,03,","29.4",",0,02,","483.1","0","448.9",",0","105.9",",,,0","50.2",",X","793",",,,0","3.85",",0","9.69",",,,0","-1.99",",,,0","10494",",X","","","225",",X","315",",X","","","18.0",",X","14.3",",X"
"USW00023062","1969-11","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US","","","386.5","0","0.0",",0","6",",0","1",",0","0",",0","5",",0","2",",0","0",",0","26",",0","1",",0","0",",0","0",",0","4","","","","","","-11.1",",0,18,","51",",,0,03,+","69",",,0,01,","9.7",",,0,01,","19.4",",0,07,","915.7","0","432.6",",0","15.9",",,,0","70.2",",X","131",",,,0","3.91",",0","11.90",",,,0","-4.07",",,,0","12618",",X","","","315",",X","315",",X","","","19.5",",X","13.9",",X"
"USW00023062","1969-12","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US","","","386.5","0","0.0",",0","7",",0","1",",0","0",",0","7",",0","1",",0","1",",0","31",",0","5",",0","0",",0","0",",0","6","","","","","","-17.8",",0,29,","51",",,0,31,+","36",",,0,24,","3.8",",,0,24,","19.4",",0,14,","1475.1","0","559.4",",0","8.2",",,,0","55.1",",X","80",",,,0","0.29",",0","8.01",",,,0","-7.44",",,,0","9654",",X","","","270",",X","225",",X","","","20.0",",X","18.8",",X"
"USW00023062","1970-01","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US","","","0.0","0","0.0",",0","4",",0","0",",0","0",",0","10",",0","0",",0","4",",0","29",",0","8",",0","0",",0","0",",0","7","","3","","","","-23.3",",0,06,","51",",,0,08,+","15",",,0,05,","1.0",",,0,05,","20.6",",0,27,","2068.0","0","592.9",",0","2.6",",,,0","68.2",",X","23",",,,0","-0.79",",0","7.33",",,,0","-8.92",",,,0","12348",",X","","","315",",X","315",",X","","","21.1",",X","17.0",",X"
"USW00023062","1970-02","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US","","","0.0","0","0.0",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","0",",0","2",",0","0",",0","2","","","","","","-12.2",",0,05,","0",",T,0,02,","8",",,0,01,","0.3",",,0,01,","22.2",",0,17,","2479.7","0","411.7",",0","0.3",",,,0","73.2",",X","8",",,,0","3.63",",0","13.03",",,,0","-5.78",",,,0","13194",",X","","","315",",X","315",",X","","","21.1",",X","17.9",",X"
"USW00023062","1970-03","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US","","","0.0","0","0.0",",0","16",",0","6",",0","0",",0","11",",0","7",",0","0",",0","30",",0","7",",0","0",",0","0",",0","17","","1","","","","-13.3",",0,19,","127",",,0,11,","127",",,0,10,","6.4",",,0,24,","19.4",",0,24,+","3022.5","0","542.8",",0","34.1",",,,0","57.6",",X","521",",,,0","0.82",",0","7.88",",,,0","-6.23",",,,0","12738",",X","","","45",",X","45",",X","","","26.7",",X","17.9",",X"
"USW00023062","1970-04","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US","","","0.0","0","0.0",",0","6",",0","3",",0","0",",0","4",",0","2",",0","0",",0","20",",0","1",",0","4",",0","0",",0","7","","","","","","-8.3",",0,04,","102",",,0,01,","69",",,0,17,","13.7",",,0,11,","26.7",",0,26,","3378.1","0","355.6",",0","24.7",",,,0","71.2",",X","119",",,,0","6.48",",0","14.52",",,,0","-1.56",",,,0","17040",",X","","","225",",X","225",",X","","","19.5",",X","16.5",",X"
"USW00023062","1970-05","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US","","","8.1","0","8.1",",0","7",",0","3",",0","0",",0","0",",0","0",",0","0",",0","3",",0","0",",0","24",",0","0",",0","4","","","","6","","-3.3",",0,01,","0",",,0,31,+","0",",T,0,31,+","4.1",",,0,31,+","30.6",",0,20,+","3493.3","0","115.2",",0","16.3",",,,0","70.3",",X","0",",T,,0","14.88",",0","23.92",",,,0","5.83",",,,0","18780",",X","","","225",",X","315",",X","","","20.6",",X","14.8",",X"
"USW00023062","1970-06","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US","","","57.0","0","48.9",",0","9",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","3",",0","1","","","","8","","2.8",",0,01,","0",",,0,30,+","0",",,0,30,+","80.3",",,0,11,","36.1",",0,28,","3538.5","0","45.2",",0","97.5",",,,0","75.8",",X","0",",,,0","18.46",",0","26.80",",,,0","10.11",",,,0","20430",",X","","","360",",X","360",",X","","","18.5",",X","16.5",",X"
"USW00023062","1970-07","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US","","","176.6","0","119.6",",0","13",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","9",",0","","","","","10","","11.7",",0,28,+","0",",,0,31,+","0",",,0,31,+","14.5",",,0,08,","33.9",",0,18,+","0.0","0","0.0",",0","42.6",",,,0","69.8",",X","0",",,,0","22.19",",0","30.51",",,,0","13.87",",,,0","19062",",X","","","248",",X","225",",X","","","23.1",",X","14.3",",X"
"USW00023062","1970-08","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US","","","329.2","0","152.6",",0","7",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","18",",0","2","","","","4","","10.6",",0,16,","0",",,0,31,+","0",",,0,31,+","4.8",",,0,19,","36.7",",0,02,","0.3","0","0.3",",0","13.7",",,,0","67.5",",X","0",",,,0","23.25",",0","31.90",",,,0","14.59",",,,0","17244",",X","","","270",",X","315",",X","","","23.6",",X","14.8",",X"
"USW00023062","1970-09","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US","","","349.9","0","20.7",",0","7",",0","5",",0","0",",0","1",",0","2",",0","0",",0","0",",0","0",",0","20",",0","2",",0","2","","","","2","","0.6",",0,26,+","76",",,0,25,","76",",,0,25,","22.9",",,0,21,","32.2",",0,11,+","112.5","0","112.2",",0","62.7",",,,0","76.4",",X","117",",,,0","15.28",",0","24.04",",,,0","6.53",",,,0","17118",",X","","","270",",X","225",",X","","","20.6",",X","14.3",",X"
"USW00023062","1970-10","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US","","","349.9","0","0.0",",0","7",",0","4",",0","0",",0","2",",0","3",",0","0",",0","18",",0","0",",0","8",",0","0",",0","7","","","","","","-6.7",",0,15,","25",",,0,26,+","53",",,0,14,","6.1",",,0,10,","27.2",",0,04,","442.0","0","329.5",",0","22.4",",,,0","66.0",",X","149",",,,0","7.70",",0","15.86",",,,0","-0.45",",,,0","13728",",X","","","180",",X","45",",X","","","15.9",",X","12.1",",X"
"USW00023062","1970-11","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US","","","349.9","0","0.0",",0","11",",0","3",",0","0",",0","6",",0","3",",0","0",",0","26",",0","1",",0","1",",0","0",",0","8","","3","","","","-12.2",",0,23,","102",",,0,13,","107",",,0,12,","17.0",",,0,12,","24.4",",0,25,","874.5","0","432.5",",0","30.3",",,,0","59.5",",X","236",",,,0","3.92",",0","11.72",",,,0","-3.89",",,,0","10734",",X","","","270",",X","45",",X","","","21.1",",X","17.9",",X"
"USW00023062","1970-12","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US","","","349.9","0","0.0",",0","1",",0","0",",0","0",",0","1",",0","0",",0","0",",0","31",",0","0",",0","0",",0","0",",0","4","","","","","","-15.6",",0,25,","25",",,0,11,","23",",,0,10,","2.3",",,0,10,","20.0",",0,08,","1420.7","0","546.2",",0","2.3",",,,0","74.5",",X","23",",,,0","0.71",",0","9.86",",,,0","-8.43",",,,0","13074",",X","","","315",",X","315",",X","","","18.0",",X","14.3",",X"
"USW00023062","1971-01","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US","","","0.0","0","0.0",",0","4",",0","1",",0","0",",0","14",",0","2",",0","4",",0","29",",0","7",",0","0",",0","0",",0","6","","4","","","","-26.7",",0,06,","203",",,0,05,+","185",",,0,02,","5.1",",,0,02,","20.6",",0,20,","1988.4","0","567.7",",0","8.9",",,,0","62.1",",X","218",",,,0","0.02",",0","7.60",",,,0","-7.56",",,,0","11280",",X","","","315",",X","315",",X","","","20.6",",X","16.1",",X"
"USW00023062","1971-02","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US","","","0.0","0","0.0",",0","7",",0","3",",0","0",",0","12",",0","3",",0","2",",0","28",",0","7",",0","0",",0","0",",0","7","","2","","","","-18.9",",0,07,","203",",,0,21,","163",",,0,20,","11.9",",,0,20,","20.0",",0,13,","2524.3","0","535.9",",0","19.9",",,,0","64.2",",X","303",",,,0","-0.81",",0","6.35",",,,0","-7.96",",,,0","11604",",X","","","360",",X","45",",X","","","18.5",",X","15.6",",X"
