"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"USC00401636","1883-02","35.28333","-84.75","220.1","CHARLESTON, TN US","12",",6","11",",6","0",",6","","","","","","","","","","","22.9",",,6,24,","99.6",",,,6","",""
"USC00401636","1883-03","35.28333","-84.75","220.1","CHARLESTON, TN US","7",",6","3",",6","0",",6","","","","","","","","","","","22.9",",,6,31,","45.9",",,,6","",""
"USC00401636","1883-12","35.28333","-84.75","220.1","CHARLESTON, TN US","6",",6","6",",6","0",",6","","","","","","","","","","","17.8",",,6,30,","80.9",",,,6","",""
"USC00401636","1884-01","35.28333","-84.75","220.1","CHARLESTON, TN US","8",",6","2",",6","0",",6","","","","","","","","","","","3.6",",,6,08,","14.2",",,,6","",""
"USC00401636","1884-02","35.28333","-84.75","220.1","CHARLESTON, TN US","13",",6","10",",6","3",",6","","","","","","","","","","","54.6",",,6,07,","201.0",",,,6","",""
"USC00401636","1884-03","35.28333","-84.75","220.1","CHARLESTON, TN US","16",",6","12",",6","2",",6","","","","","","","","","","","50.3",",,6,12,","230.0",",,,6","",""
"USC00401636","1884-12","35.28333","-84.75","220.1","CHARLESTON, TN US","8","1,6","6","1,6","1","1,6","0",",","","","","","0",",,6,31,+","","","85.9","1,,6,21,","176.1","1,,,6","",""
"USC00401636","1885-01","35.28333","-84.75","220.1","CHARLESTON, TN US","14",",6","11",",6","6",",6","0",",","","","","","0",",,6,31,+","","","36.1",",,6,12,","245.4",",,,6","",""
"USC00401636","1885-02","35.28333","-84.75","220.1","CHARLESTON, TN US","13",",6","11",",6","1",",6","2",",","","","","","508",",,6,13,","","","29.0",",,6,24,","97.4",",,,6","",""
"USC00401636","1885-03","35.28333","-84.75","220.1","CHARLESTON, TN US","12",",6","7",",6","0",",6","2",",","","","","","508",",,6,18,","","","24.1",",,6,29,","61.4",",,,6","",""
"USC00401636","1885-12","35.28333","-84.75","220.1","CHARLESTON, TN US","9",",6","5",",6","2",",6","0",",","","","","","0",",,6,31,+","","","50.8",",,6,13,","114.9",",,,6","",""
"USC00401636","1886-01","35.28333","-84.75","220.1","CHARLESTON, TN US","14",",6","11",",6","2",",6","1","3,","","","","","254","3,,6,09,","","","89.2",",,6,03,","206.2",",,,6","",""
"USC00401636","1886-02","35.28333","-84.75","220.1","CHARLESTON, TN US","6",",6","5",",6","1",",6","0",",","","","","","0",",,6,28,+","","","40.1",",,6,12,","96.8",",,,6","",""
"USC00401636","1886-03","35.28333","-84.75","220.1","CHARLESTON, TN US","10",",6","8",",6","4",",6","0",",","","","","","0",",,6,31,+","","","166.9",",,6,30,","326.0",",,,6","",""
"USC00401636","1886-12","35.28333","-84.75","220.1","CHARLESTON, TN US","10",",6","5",",6","2",",6","10",",","","","","","381",",,6,05,","","","38.1",",,6,05,","80.7",",,,6","",""
"USC00401636","1887-01","35.28333","-84.75","220.1","CHARLESTON, TN US","11",",6","9",",6","3",",6","0",",","","","","","0",",,6,31,+","","","45.2",",,6,24,","152.7",",,,6","",""
"USC00401636","1887-02","35.28333","-84.75","220.1","CHARLESTON, TN US","15",",6","12",",6","2",",6","0",",","","","","","0",",,6,28,+","","","44.7",",,6,15,","184.5",",,,6","",""
"USC00401636","1887-03","35.28333","-84.75","220.1","CHARLESTON, TN US","7",",6","6",",6","1",",6","0",",","","","","","0",",,6,31,+","","","43.2",",,6,09,","93.8",",,,6","",""
"USC00401636","1887-12","35.28333","-84.75","220.1","CHARLESTON, TN US","12",",6","9",",6","0",",6","1",",","","","","","508",",,6,25,","","","23.4",",,6,17,","100.0",",,,6","",""
"USC00401636","1888-01","35.28333","-84.75","220.1","CHARLESTON, TN US","15",",6","9",",6","3",",6","0",",","","","","","0",",,6,31,+","","","47.5",",,6,01,","170.8",",,,6","",""
"USC00401636","1888-02","35.28333","-84.75","220.1","CHARLESTON, TN US","12",",6","8",",6","2",",6","0",",","","","","","0",",,6,29,+","","","33.5",",,6,04,","124.5",",,,6","",""
"USC00401636","1888-03","35.28333","-84.75","220.1","CHARLESTON, TN US","9",",6","8",",6","1",",6","0",",","","","","","0",",,6,31,+","","","64.5",",,6,26,","144.1",",,,6","",""
"USC00401636","1888-12","35.28333","-84.75","220.1","CHARLESTON, TN US","7",",6","6",",6","0",",6","0",",","","","","","0",",,6,31,+","","","13.2",",,6,31,","40.1",",,,6","",""
"USC00401636","1889-01","35.28333","-84.75","220.1","CHARLESTON, TN US","12",",6","11",",6","1",",6","0",",","","","2","","0",",,6,31,+","","","33.3",",,6,05,","136.5",",,,6","",""
"USC00401636","1889-02","35.28333","-84.75","220.1","CHARLESTON, TN US","6",",6","5",",6","1",",6","0",",","","","","","0",",,6,28,+","","","79.8",",,6,16,","119.7",",,,6","",""
"USC00401636","1889-03","35.28333","-84.75","220.1","CHARLESTON, TN US","9",",6","5",",6","0",",6","0",",","","","3","","0",",,6,31,+","","","17.5",",,6,03,","60.3",",,,6","",""
"USC00401636","1889-07","35.28333","-84.75","220.1","CHARLESTON, TN US","13",",6","6",",6","2",",6","","","","","","","","","","","28.7",",,6,20,","112.9",",,,6","",""
"USC00401636","1889-08","35.28333","-84.75","220.1","CHARLESTON, TN US","16",",6","8",",6","0",",6","","","","","","","","","","","18.0",",,6,05,","93.7",",,,6","",""
"USC00401636","1889-09","35.28333","-84.75","220.1","CHARLESTON, TN US","10",",6","5",",6","3",",6","","","","","","","","","","","84.8",",,6,06,","187.2",",,,6","",""
"USC00401636","1889-10","35.28333","-84.75","220.1","CHARLESTON, TN US","4",",6","4",",6","1",",6","","","","","","","","","","","33.8",",,6,26,","59.2",",,,6","",""
"USC00401636","1889-11","35.28333","-84.75","220.1","CHARLESTON, TN US","16",",6","10",",6","4",",6","","","","","","","","","","","39.6",",,6,17,","190.7",",,,6","",""
"USC00401636","1889-12","35.28333","-84.75","220.1","CHARLESTON, TN US","7",",6","2",",6","0",",6","0",",","","","1","","0",",,6,31,+","","","14.2",",,6,30,","24.5",",,,6","",""
"USC00401636","1890-01","35.28333","-84.75","220.1","CHARLESTON, TN US","12",",6","8",",6","2",",6","0",",","","","1","","0",",,6,31,+","","","30.5",",,6,16,","115.5",",,,6","",""
"USC00401636","1890-02","35.28333","-84.75","220.1","CHARLESTON, TN US","14",",6","11",",6","4",",6","","","0",",6","2","","","","0",",,6,28,+","53.3",",,6,28,","233.7",",,,6","0",",,,6"
"USC00401636","1890-03","35.28333","-84.75","220.1","CHARLESTON, TN US","9","1,6","7","1,6","2","1,6","","","0",",6","1","","","","0",",,6,31,+","30.7","1,,6,14,","127.8","1,,,6","0",",,,6"
"USC00401636","1890-04","35.28333","-84.75","220.1","CHARLESTON, TN US","10",",6","9",",6","0",",6","","","","","","","","","","","20.8",",,6,04,","105.5",",,,6","",""
"USC00401636","1890-05","35.28333","-84.75","220.1","CHARLESTON, TN US","13","1,6","9","1,6","2","1,6","","","","","","","","","","","32.0","1,,6,20,","140.6","1,,,6","",""
"USC00401636","1890-06","35.28333","-84.75","220.1","CHARLESTON, TN US","12",",6","6",",6","3",",6","","","","","","","","","","","31.0",",,6,29,","130.3",",,,6","",""
"USC00401636","1890-07","35.28333","-84.75","220.1","CHARLESTON, TN US","13",",6","10",",6","3",",6","","","","","","","","","","","55.1",",,6,24,","177.6",",,,6","",""
"USC00401636","1890-08","35.28333","-84.75","220.1","CHARLESTON, TN US","10","1,6","8","1,6","2","1,6","","","","","","","","","","","54.1","1,,6,29,","138.5","1,,,6","",""
"USC00401636","1890-09","35.28333","-84.75","220.1","CHARLESTON, TN US","16","1,6","11","1,6","0","1,6","","","","","","","","","","","20.3","1,,6,25,","118.2","1,,,6","",""
"USC00401636","1890-10","35.28333","-84.75","220.1","CHARLESTON, TN US","13",",6","8",",6","1",",6","","","","","","","","","","","36.8",",,6,23,","132.8",",,,6","",""
"USC00401636","1890-11","35.28333","-84.75","220.1","CHARLESTON, TN US","3",",6","1",",6","0",",6","","","","","","","","","","","5.6",",,6,16,","9.4",",,,6","",""
"USC00401636","1890-12","35.28333","-84.75","220.1","CHARLESTON, TN US","8",",6","6",",6","2",",6","","","0",",6","1","","","","0",",,6,31,+","36.6",",,6,26,","98.7",",,,6","0",",,,6"
"USC00401636","1891-01","35.28333","-84.75","220.1","CHARLESTON, TN US","16",",6","10",",6","1",",6","","","0",",6","2","","","","0",",,6,31,+","49.8",",,6,22,","149.0",",,,6","0",",,,6"
"USC00401636","1891-02","35.28333","-84.75","220.1","CHARLESTON, TN US","17",",6","13",",6","4",",6","","","0",",6","","","","","0",",,6,28,+","44.5",",,6,21,","250.7",",,,6","0",",,,6"
"USC00401636","1891-03","35.28333","-84.75","220.1","CHARLESTON, TN US","17",",6","13",",6","4",",6","","","0",",6","1","","","","0",",,6,31,+","66.0",",,6,08,","247.1",",,,6","0",",,,6"
"USC00401636","1891-04","35.28333","-84.75","220.1","CHARLESTON, TN US","10",",6","7",",6","0",",6","","","","","","","","","","","10.2",",,6,19,+","45.5",",,,6","",""
"USC00401636","1891-05","35.28333","-84.75","220.1","CHARLESTON, TN US","7",",6","2",",6","0",",6","","","","","","","","","","","10.2",",,6,02,","21.4",",,,6","",""
"USC00401636","1891-06","35.28333","-84.75","220.1","CHARLESTON, TN US","17",",6","11",",6","3",",6","","","","","","","","","","","40.1",",,6,18,","169.9",",,,6","",""
"USC00401636","1891-07","35.28333","-84.75","220.1","CHARLESTON, TN US","13",",6","11",",6","1",",6","","","","","","","","","","","32.5",",,6,30,","132.2",",,,6","",""
"USC00401636","1891-08","35.28333","-84.75","220.1","CHARLESTON, TN US","12",",6","9",",6","1",",6","","","","","","","","","","","26.7",",,6,01,","97.8",",,,6","",""
"USC00401636","1891-09","35.28333","-84.75","220.1","CHARLESTON, TN US","5",",6","4",",6","0",",6","","","","","","","","","","","22.6",",,6,03,","53.2",",,,6","",""
"USC00401636","1891-10","35.28333","-84.75","220.1","CHARLESTON, TN US","2",",6","2",",6","0",",6","","","","","","","","","","","9.1",",,6,19,","11.6",",,,6","",""
"USC00401636","1893-01","35.28333","-84.75","220.1","CHARLESTON, TN US","9",",6","5",",6","0",",6","","","2",",6","1","","","","102",",,6,19,","13.5",",,6,01,","47.6",",,,6","127",",,,6"
"USC00401636","1893-02","35.28333","-84.75","220.1","CHARLESTON, TN US","16",",6","12",",6","2",",6","","","","","","","","","","","41.9",",,6,11,","157.2",",,,6","",""
"USC00401636","1893-03","35.28333","-84.75","220.1","CHARLESTON, TN US","8",",6","4",",6","0",",6","","","0",",6","2","","","","0",",T,6,19,","23.1",",,6,24,","61.9",",,,6","0",",T,,6"
