"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"CA0061584J2","1981-09","43.7167","-79.35","139.0","TORONTO BROADWAY, ON CA","","","26.8","1,C","","","0",",C","0",",C","0","1,C","10","1,C","0","1,C","1.0",",C,30,","","","27.5","1,C,13,","","","110.7","1,C","15.42","1,C","18.90","1,,,C","11.95",",,,C"
"CA0061584J2","1981-10","43.7167","-79.35","139.0","TORONTO BROADWAY, ON CA","","","0.0","3,C","","","0","2,C","3","2,C","0","1,C","0","1,C","0","1,C","-1.5","2,C,24,","","","18.0","1,C,06,","","","304.1","1,C","7.62","3,C","11.28","1,,,C","3.95","2,,,C"
"CA0061584J2","1981-11","43.7167","-79.35","139.0","TORONTO BROADWAY, ON CA","","","0.0",",C","","","0",",C","14",",C","0",",C","0",",C","0",",C","-7.0",",C,25,+","","","17.0",",C,02,","","","425.2",",C","4.16",",C","8.03",",,,C","0.28",",,,C"
"CA0061584J2","1981-12","43.7167","-79.35","139.0","TORONTO BROADWAY, ON CA","","","0.0",",C","","","0",",C","28",",C","12",",C","0",",C","0",",C","-15.0",",C,20,","","","7.0",",C,02,","","","626.1",",C","-1.86",",C","0.97",",,,C","-4.69",",,,C"
"CA0061584J2","1982-01","43.7167","-79.35","139.0","TORONTO BROADWAY, ON CA","0.0","C","0.0","2,C","","","10",",C","31",",C","22","2,C","0","2,C","0","2,C","-26.0",",C,10,","","","7.5","2,C,04,","","","791.2","2,C","-9.07","2,C","-4.78","2,,,C","-13.35",",,,C"
"CA0061584J2","1982-02","43.7167","-79.35","139.0","TORONTO BROADWAY, ON CA","0.0","C","0.0",",C","","","1",",C","28",",C","19",",C","0",",C","0",",C","-18.0",",C,11,","","","8.0",",C,15,","","","665.3",",C","-5.43",",C","-2.11",",,,C","-8.75",",,,C"
"CA0061584J2","1982-03","43.7167","-79.35","139.0","TORONTO BROADWAY, ON CA","0.0","C","0.0",",C","","","0",",C","23",",C","7",",C","0",",C","0",",C","-17.0",",C,03,","","","17.0",",C,31,","","","589.8",",C","-0.69",",C","3.16",",,,C","-4.55",",,,C"
"CA0061584J2","1982-04","43.7167","-79.35","139.0","TORONTO BROADWAY, ON CA","0.0","C","0.0",",C","","","0",",C","17",",C","4",",C","3",",C","0",",C","-11.0",",C,07,","","","23.0",",C,24,","","","390.0",",C","5.33",",C","10.68",",,,C","-0.02",",,,C"
"CA0061584J2","1982-05","43.7167","-79.35","139.0","TORONTO BROADWAY, ON CA","5.9","C","5.9",",C","","","0",",C","0",",C","0",",C","12",",C","0",",C","4.0",",C,05,","","","26.0",",C,31,+","","","102.0",",C","15.23",",C","20.24",",,,C","10.23",",,,C"
"CA0061584J2","1982-06","43.7167","-79.35","139.0","TORONTO BROADWAY, ON CA","10.0","C","4.1","1,C","","","0","1,C","0","1,C","0",",C","11",",C","0",",C","6.5","1,C,03,","","","26.5",",C,29,","","","63.2",",C","16.29","1,C","20.47",",,,C","12.10","1,,,C"
"CA0061584J2","1982-07","43.7167","-79.35","139.0","TORONTO BROADWAY, ON CA","125.8","C","115.8",",C","","","0",",C","0",",C","0",",C","30",",C","0",",C","10.5",",C,02,","","","32.0",",C,18,+","2.6","C","2.6",",C","21.98",",C","27.23",",,,C","16.74",",,,C"
"CA0061584J2","1982-08","43.7167","-79.35","139.0","TORONTO BROADWAY, ON CA","158.6","C","32.8",",C","","","0",",C","0",",C","0",",C","23",",C","0",",C","4.5",",C,29,","","","28.0",",C,16,+","36.7","C","34.1",",C","18.29",",C","22.97",",,,C","13.61",",,,C"
"CA0061584J2","1982-09","43.7167","-79.35","139.0","TORONTO BROADWAY, ON CA","170.1","C","11.5",",C","","","0",",C","0",",C","0",",C","8",",C","0",",C","4.0",",C,19,","","","28.0",",C,13,+","134.9","C","98.2",",C","15.44",",C","19.85",",,,C","11.03",",,,C"
"CA0061584J2","1982-10","43.7167","-79.35","139.0","TORONTO BROADWAY, ON CA","170.1","C","0.0",",C","","","0",",C","2",",C","0",",C","2",",C","0",",C","-2.0",",C,24,","","","23.0",",C,01,","377.2","C","242.3",",C","10.52",",C","15.13",",,,C","5.90",",,,C"
"CA0061584J2","1982-11","43.7167","-79.35","139.0","TORONTO BROADWAY, ON CA","170.1","C","0.0",",C","","","0",",C","14",",C","0",",C","0",",C","0",",C","-7.0",",C,27,","","","18.0",",C,02,","783.2","C","406.0",",C","4.80",",C","7.97",",,,C","1.63",",,,C"
"CA0061584J2","1982-12","43.7167","-79.35","139.0","TORONTO BROADWAY, ON CA","170.1","C","0.0","2,C","","","0","2,C","18","2,C","8",",C","0",",C","0",",C","-16.5","2,C,13,","","","19.7",",C,03,","1286.3","C","503.1",",C","1.04","2,C","4.78",",,,C","-2.71","2,,,C"
"CA0061584J2","1983-01","43.7167","-79.35","139.0","TORONTO BROADWAY, ON CA","0.0","C","0.0",",C","","","2",",C","27",",C","12",",C","0",",C","0",",C","-18.5",",C,18,","","","6.5",",C,11,","1956.4","C","670.1",",C","-3.28",",C","0.13",",,,C","-6.69",",,,C"
"CA0061584J2","1983-02","43.7167","-79.35","139.0","TORONTO BROADWAY, ON CA","0.0","C","0.0",",C","","","0",",C","25",",C","11",",C","0",",C","0",",C","-17.5",",C,10,","","","9.5",",C,28,","2533.5","C","577.1",",C","-2.28",",C","1.09",",,,C","-5.64",",,,C"
"CA0061584J2","1983-03","43.7167","-79.35","139.0","TORONTO BROADWAY, ON CA","0.0","C","0.0",",C","","","0",",C","19",",C","5",",C","0",",C","0",",C","-13.0",",C,24,","","","12.0",",C,17,","3054.3","C","520.8",",C","1.53",",C","5.35",",,,C","-2.29",",,,C"
"CA0061584J2","1983-04","43.7167","-79.35","139.0","TORONTO BROADWAY, ON CA","0.0","C","0.0",",C","","","0",",C","9",",C","0",",C","1",",C","0",",C","-5.0",",C,01,","","","24.5",",C,27,","3413.8","C","359.5",",C","6.35",",C","10.47",",,,C","2.23",",,,C"
"CA0061584J2","1983-05","43.7167","-79.35","139.0","TORONTO BROADWAY, ON CA","0.0","C","0.0",",C","","","0",",C","3",",C","0",",C","3",",C","0",",C","-0.5",",C,09,+","","","23.0",",C,07,","3643.7","C","229.9",",C","10.92",",C","15.76",",,,C","6.07",",,,C"
