"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00307420","1899-06","41.433333","-74.116667","95.7","SALISBURY MILLS, NY US","","","79.8",",6","","","","","","","","","0",",6","0",",6","0",",6","29",",6","4",",6","","","5.6",",6,10,","","","","","34.4",",6,15,+","","","14.8",",6","","","","","20.50",",6","27.20",",,,6","13.80",",,,6"
"USC00307420","1899-07","41.433333","-74.116667","95.7","SALISBURY MILLS, NY US","","","","","10",",6","8",",6","0",",6","","","0","4,6","0","4,6","0","4,6","27","4,6","3","4,6","","","15.0","4,6,01,","","","20.3",",,6,30,+","32.8","4,6,03,","","","","","95.4",",,,6","","","24.25","8,6","28.02","4,,,6","20.47","4,,,6"
"USC00307420","1899-08","41.433333","-74.116667","95.7","SALISBURY MILLS, NY US","","","142.0","2,6","5",",6","4",",6","0",",6","","","0","1,6","0","1,6","0","1,6","30","1,6","0","1,6","","","14.4","1,6,18,+","","","12.7",",,6,05,","31.7","1,6,05,","","","0.0","1,6","32.8",",,,6","","","23.21","2,6","27.01","1,,,6","19.40","1,,,6"
"USC00307420","1899-09","41.433333","-74.116667","95.7","SALISBURY MILLS, NY US","","","31.8",",6","10",",6","9",",6","2",",6","0",",6","0",",6","0",",6","0",",6","23",",6","0",",6","","","3.3",",6,16,+","0",",,6,30,+","54.6",",,6,26,","31.1",",6,26,","","","59.2",",6","152.4",",,,6","0",",,,6","17.42",",6","24.47",",,,6","10.37",",,,6"
"USC00307420","1899-11","41.433333","-74.116667","95.7","SALISBURY MILLS, NY US","","","","","6",",6","6",",6","0",",6","0",",6","","","","","","","","","","","","","","","0",",T,6,15,+","14.0",",,6,01,","","","","","","","49.4",",,,6","0",",T,,6","","","","","",""
"USC00307420","1899-12","41.433333","-74.116667","95.7","SALISBURY MILLS, NY US","","","","","6",",6","5",",6","1",",6","","","","","","","","","","","","","","","","","","","25.4",",,6,24,","","","","","","","56.8",",,,6","","","","","","","",""
"USC00307420","1900-01","41.433333","-74.116667","95.7","SALISBURY MILLS, NY US","","","","","8",",6","8",",6","0",",6","","","","","","","","","","","","","","","","","","","23.9",",,6,12,","","","","","","","72.1",",,,6","","","","","","","",""
"USC00307420","1900-02","41.433333","-74.116667","95.7","SALISBURY MILLS, NY US","","","","","10",",6","10",",6","2",",6","","","","","","","","","","","","","","","","","","","51.1",",,6,04,","","","","","","","161.0",",,,6","","","","","","","",""
"USC00307420","1900-03","41.433333","-74.116667","95.7","SALISBURY MILLS, NY US","","","","","5",",6","4",",6","2",",6","","","","","","","","","","","","","","","","","","","42.4",",,6,01,","","","","","","","87.9",",,,6","","","","","","","",""
"USC00307420","1900-04","41.433333","-74.116667","95.7","SALISBURY MILLS, NY US","","","0.0",",6","7",",6","7",",6","0",",6","","","0",",6","18",",6","0",",6","7",",6","0",",6","","","-7.8",",6,05,","","","17.8",",,6,23,+","27.8",",6,30,","","","286.4",",6","66.1",",,,6","","","8.79",",6","16.33",",,,6","1.24",",,,6"
"USC00307420","1900-05","41.433333","-74.116667","95.7","SALISBURY MILLS, NY US","","","","","9",",6","7",",6","1",",6","","","","","","","","","","","","","","","","","","","64.8",",,6,19,","","","","","","","97.5",",,,6","","","","","","","",""
"USC00307420","1900-06","41.433333","-74.116667","95.7","SALISBURY MILLS, NY US","","","","","10",",6","8",",6","1",",6","","","","","","","","","","","","","","","","","","","50.8",",,6,22,","","","","","","","99.8",",,,6","","","","","","","",""
"USC00307420","1900-07","41.433333","-74.116667","95.7","SALISBURY MILLS, NY US","","","","","10",",6","8",",6","1",",6","","","","","","","","","","","","","","","","","","","33.3",",,6,26,","","","","","","","105.8",",,,6","","","","","","","",""
"USC00307420","1900-08","41.433333","-74.116667","95.7","SALISBURY MILLS, NY US","","","","","8",",6","8",",6","0",",6","","","","","","","","","","","","","","","","","","","17.8",",,6,29,","","","","","","","61.1",",,,6","","","","","","","",""
