"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"USC00293750","1941-02","36.816667","-103.433333","1737.4","GUY NEAR, NM US","1","1,6","0","1,6","0","1,6","","","","","","","1.8","1,,6,22,","1.8","1,,,6","",""
"USC00293750","1941-04","36.816667","-103.433333","1737.4","GUY NEAR, NM US","4","1,6","4","1,6","0","1,6","","","","","","","12.7","1,,6,22,","44.4","1,,,6","",""
"USC00293750","1941-05","36.816667","-103.433333","1737.4","GUY NEAR, NM US","3",",6","3",",6","2",",6","","","3","","","","30.5",",,6,24,","65.8",",,,6","",""
"USC00293750","1941-06","36.816667","-103.433333","1737.4","GUY NEAR, NM US","3",",6","3",",6","2",",6","","","","","","","25.4",",,6,24,+","74.9",",,,6","",""
"USC00293750","1941-07","36.816667","-103.433333","1737.4","GUY NEAR, NM US","3",",6","3",",6","1",",6","","","","","","","25.4",",,6,20,","50.8",",,,6","",""
"USC00293750","1941-09","36.816667","-103.433333","1737.4","GUY NEAR, NM US","4",",6","4",",6","4",",6","0",",6","","","0",",,6,30,+","157.2",",,6,21,","309.6",",,,6","0",",,,6"
"USC00293750","1941-11","36.816667","-103.433333","1737.4","GUY NEAR, NM US","0",",6","0",",6","0",",6","0",",6","","","0",",,6,30,+","0.0",",,6,30,+","0.0",",,,6","0",",,,6"
"USC00293750","1941-12","36.816667","-103.433333","1737.4","GUY NEAR, NM US","0",",6","0",",6","0",",6","","","","","","","0.0",",,6,31,+","0.0",",,,6","",""
