"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00364768","1948-05","40.06667","-76.28333","110.0","LANCASTER 3 NE, PA US","","","","","17",",0","12",",0","2",",0","0",",0","0",",0","","","","","","","","","","","","","","","","","0",",,0,31,+","0",",,0,31,+","79.5",",,0,30,","","","","","","","","","232.0",",,,0","0",",,,0","","","","","","","",""
"USC00364768","1948-06","40.06667","-76.28333","110.0","LANCASTER 3 NE, PA US","","","","","17",",0","10",",0","1",",0","0",",0","0",",0","","","","","","","","","","","","","","","","","0",",,0,30,+","0",",,0,30,+","42.2",",,0,19,","","","","","","","","","108.7",",,,0","0",",,,0","","","","","","","",""
"USC00364768","1948-07","40.06667","-76.28333","110.0","LANCASTER 3 NE, PA US","","","","","12",",0","6",",0","1",",0","0",",0","0",",0","","","","","","","","","","","","","","","","","0",",,0,31,+","0",",,0,31,+","37.6",",,0,23,","","","","","","","","","82.9",",,,0","0",",,,0","","","","","","","",""
"USC00364768","1948-08","40.06667","-76.28333","110.0","LANCASTER 3 NE, PA US","","","114.3","1,0","12",",0","8",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","28","1,0","6","1,0","","","","","10.6",",0,08,","0",",,0,31,+","0",",,0,31,+","40.9",",,0,04,","36.7","1,0,28,","","","","","3.3","1,0","135.0",",,,0","0",",,,0","22.09","1,0","27.86","1,,,0","16.32",",,,0","",""
"USC00364768","1948-09","40.06667","-76.28333","110.0","LANCASTER 3 NE, PA US","","","52.4",",0","5",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","24",",0","2",",0","","","","","3.9",",0,25,","0",",,0,30,+","0",",,0,30,+","7.4",",,0,11,","32.2",",0,19,+","","","","","58.1",",0","23.6",",,,0","0",",,,0","18.15",",0","24.75",",,,0","11.54",",,,0","",""
"USC00364768","1948-10","40.06667","-76.28333","110.0","LANCASTER 3 NE, PA US","","","0.5",",0","10",",0","6",",0","1",",0","0",",0","0",",0","0",",0","3",",0","0",",0","6",",0","0",",0","","","","","-2.8",",0,19,","0",",,0,31,+","0",",,0,31,+","28.4",",,0,06,","24.4",",0,02,","","","","","249.6",",0","73.3",",,,0","0",",,,0","10.30",",0","15.37",",,,0","5.22",",,,0","",""
"USC00364768","1948-11","40.06667","-76.28333","110.0","LANCASTER 3 NE, PA US","","","0.0",",0","17",",0","9",",0","1",",0","0",",0","0",",0","0",",0","7",",0","0",",0","2",",0","0",",0","","","","","-2.8",",0,16,","0",",,0,30,+","0",",T,0,29,","28.4",",,0,07,","22.2",",0,07,","","","","","285.2",",0","118.6",",,,0","0",",T,,0","8.83",",0","14.58",",,,0","3.07",",,,0","",""
"USC00364768","1948-12","40.06667","-76.28333","110.0","LANCASTER 3 NE, PA US","","","0.0",",0","13",",0","8",",0","1",",0","11",",0","3","1,0","0",",0","26",",0","5",",0","0",",0","0",",0","","","","","-16.7",",0,27,","152",",,0,20,","114","1,,0,20,","29.5",",,0,30,","20.0",",0,08,","","","","","536.5",",0","105.0",",,,0","164","1,,,0","1.03",",0","6.36",",,,0","-4.31",",,,0","",""
"USC00364768","1949-01","40.06667","-76.28333","110.0","LANCASTER 3 NE, PA US","0.0","0","0.0",",0","11",",0","8",",0","1",",0","","","3",",0","0",",0","23",",0","2",",0","0",",0","0",",0","","","","","-11.1",",0,31,","","","114",",,0,31,","43.2",",,0,06,","13.9",",0,09,","","","","","492.3",",0","126.9",",,,0","164",",,,0","2.45",",0","6.45",",,,0","-1.54",",,,0","",""
"USC00364768","1949-02","40.06667","-76.28333","110.0","LANCASTER 3 NE, PA US","0.0","0","0.0",",0","12",",0","7",",0","0",",0","9","2,0","1","1,0","0",",0","21",",0","5",",0","1",",0","0",",0","","","","","-15.6",",0,12,+","203","2,,0,11,","193","1,,0,11,","14.2",",,0,20,","24.4",",0,16,","","","","","473.9",",0","63.2",",,,0","203","1,,,0","1.41",",0","6.86",",,,0","-4.05",",,,0","",""
