"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HN02","HN02_ATTRIBUTES","HN03","HN03_ATTRIBUTES","HN04","HN04_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","HX02","HX02_ATTRIBUTES","HX03","HX03_ATTRIBUTES","HX04","HX04_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LN02","LN02_ATTRIBUTES","LN03","LN03_ATTRIBUTES","LN04","LN04_ATTRIBUTES","LX01","LX01_ATTRIBUTES","LX02","LX02_ATTRIBUTES","LX03","LX03_ATTRIBUTES","LX04","LX04_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MN02","MN02_ATTRIBUTES","MN03","MN03_ATTRIBUTES","MN04","MN04_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MX02","MX02_ATTRIBUTES","MX03","MX03_ATTRIBUTES","MX04","MX04_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USW00013722","1991-03","35.8923","-78.7819","126.8","RALEIGH AIRPORT, NC US","4.1",",X","14.7","0","14.7",",0","9",",0","9",",0","1",",0","0",",0","0",",0","0",",0","7",",0","0",",0","12",",0","0",",0","12","","2","","5","","-3.9",",0,12,","0",",,0,31,+","0",",T,0,10,+","31.2",",,0,29,","28.9",",0,27,","1439.0","0","  16.7","1,,,0,3,2","  16.1",",,,0,3,3","  16.7",",,,0,5,2","  17.2",",,,0,5,3","199.5",",0","  17.8",",,,0,3,2","  16.7",",,,0,3,3","  18.3",",,,0,5,2","  18.9",",,,0,5,3","   6.7","1,,,0,3,2","   7.8",",,,0,3,3","   6.7",",,,0,5,2","   8.3",",,,0,5,3","   9.4",",,,0,3,2","   8.3",",,,0,3,3","   9.4",",,,0,5,2","  10.6",",,,0,5,3","  10.8","1,,,0,3,2","  11.1",",,,0,3,3","  10.9",",,,0,5,2","  12.3",",,,0,5,3","  13.5",",,,0,3,2","  12.1",",,,0,3,3","  13.5",",,,0,5,2","  13.8",",,,0,5,3","116.5",",,,0","","","0",",T,,0","12.37",",0","18.68",",,,0","6.06",",,,0","9241",",X","260",",X","","","","","180",",X","13.0",",X","","","","","17.5",",X"
"USW00013722","1991-04","35.8923","-78.7819","126.8","RALEIGH AIRPORT, NC US","3.5",",X","56.6","0","41.9",",0","12",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","20",",0","0",",0","15","","4","","3","","2.2",",0,02,","0",",,0,30,+","0",",,0,30,+","5.8",",,0,21,","30.0",",0,29,","1526.3","0","  21.1",",,,0,3,2","  20.0",",,,0,3,3","  20.6",",,,0,5,2","  22.2",",,,0,5,3","87.3",",0","  23.3",",,,0,3,2","  21.1",",,,0,3,3","  23.3",",,,0,5,2","  23.9",",,,0,5,3","  11.7",",,,0,3,2","  12.8",",,,0,3,3","  11.7",",,,0,5,2","  13.3",",,,0,5,3","  15.0",",,,0,3,2","  13.9",",,,0,3,3","  14.4",",,,0,5,2","  15.6",",,,0,5,3","  16.4",",,,0,3,2","  16.3",",,,0,3,3","  16.1",",,,0,5,2","  17.7",",,,0,5,3","  19.1",",,,0,3,2","  17.5",",,,0,3,3","  19.2",",,,0,5,2","  19.4",",,,0,5,3","26.5",",,,0","","","0",",,,0","16.82",",0","22.96",",,,0","10.68",",,,0","12584",",X","220",",X","","","","","225",",X","13.0",",X","","","","","15.9",",X"
"USW00013722","1991-05","35.8923","-78.7819","126.8","RALEIGH AIRPORT, NC US","3.1",",X","192.4","0","135.8",",0","8",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","5",",0","22","","3","","4","","10.0",",0,03,","0",",,0,31,+","0",",,0,31,+","48.3",",,0,19,","35.0",",0,31,","1536.8","0","  26.1",",,,0,3,2","  26.1","1,,,0,3,3","  26.1",",,,0,5,2","  28.3",",,,0,5,3","10.5",",0","  30.0",",,,0,3,2","  27.8","1,,,0,3,3","  30.6",",,,0,5,2","  30.0","1,,,0,5,3","  16.7",",,,0,3,2","  17.8","1,,,0,3,3","  17.8",",,,0,5,2","  17.8",",,,0,5,3","  20.0",",,,0,3,2","  20.6","1,,,0,3,3","  21.1",",,,0,5,2","  22.2","1,,,0,5,3","  21.8",",,,0,3,2","  22.1","1,,,0,3,3","  21.9",",,,0,5,2","  23.3",",,,0,5,3","  25.2",",,,0,3,2","  23.4","1,,,0,3,3","  25.5",",,,0,5,2","  25.2","1,,,0,5,3","73.5",",,,0","","","0",",,,0","22.37",",0","28.07",",,,0","16.68",",,,0","14214",",X","290",",X","","","","","90",",X","8.9",",X","","","","","12.9",",X"
"USW00013722","1991-06","35.8923","-78.7819","126.8","RALEIGH AIRPORT, NC US","2.9",",X","373.0","0","180.6",",0","10",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","11",",0","21","","","","9","","11.1",",0,08,+","0",",,0,30,+","0",",,0,30,+","27.2",",,0,01,","34.4",",0,30,+","1537.4","0","  26.7",",,,0,3,2","  26.7",",,,0,3,3","  27.8",",,,0,5,2","  28.9",",,,0,5,3","0.6",",0","  30.0",",,,0,3,2","  27.8",",,,0,3,3","  30.6",",,,0,5,2","  30.0",",,,0,5,3","  22.2",",,,0,3,2","  22.8",",,,0,3,3","  21.7",",,,0,5,2","  23.9",",,,0,5,3","  25.0",",,,0,3,2","  23.9",",,,0,3,3","  25.0",",,,0,5,2","  25.0",",,,0,5,3","  24.9",",,,0,3,2","  25.3",",,,0,3,3","  24.7",",,,0,5,2","  26.8",",,,0,5,3","  27.9",",,,0,3,2","  26.4",",,,0,3,3","  27.9",",,,0,5,2","  28.2",",,,0,5,3","52.2",",,,0","","","0",",,,0","24.34",",0","30.40",",,,0","18.27",",,,0","14249",",X","10",",X","","","","","360",",X","10.3",",X","","","","","18.5",",X"
"USW00013722","1991-07","35.8923","-78.7819","126.8","RALEIGH AIRPORT, NC US","2.9",",X","641.2","0","268.2",",0","15",",0","12",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","18",",0","28","","1","","13","","19.4",",0,30,+","0",",,0,31,+","0",",,0,31,+","67.8",",,0,11,","35.6",",0,23,","0.0","0","  28.9",",,,0,3,2","  29.4",",,,0,3,3","  29.4",",,,0,5,2","  31.1",",,,0,5,3","0.0",",0","  31.1",",,,0,3,2","  30.0",",,,0,3,3","  32.2",",,,0,5,2","  32.2",",,,0,5,3","  25.0",",,,0,3,2","  25.6",",,,0,3,3","  25.6",",,,0,5,2","  26.7",",,,0,5,3","  26.7",",,,0,3,2","  26.7",",,,0,3,3","  26.7",",,,0,5,2","  27.8",",,,0,5,3","  27.1",",,,0,3,2","  27.5",",,,0,3,3","  27.5",",,,0,5,2","  28.9",",,,0,5,3","  29.5",",,,0,3,2","  28.4",",,,0,3,3","  29.9",",,,0,5,2","  30.4",",,,0,5,3","260.9",",,,0","","","0",",,,0","26.98",",0","32.19",",,,0","21.77",",,,0","15242",",X","210",",X","","","","","360",",X","10.7",",X","","","","","20.0",",X"
"USW00013722","1991-08","35.8923","-78.7819","126.8","RALEIGH AIRPORT, NC US","2.5",",X","861.3","0","220.1",",0","11",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","9",",0","27","","5","","3","","15.6",",0,21,","0",",,0,31,+","0",",,0,31,+","19.1",",,0,14,","34.4",",0,04,","0.0","0","  27.8",",,,0,3,2","  27.8","1,,,0,3,3","  27.8",",,,0,5,2","  29.4","1,,,0,5,3","0.0",",0","  29.4",",,,0,3,2","  29.4","1,,,0,3,3","  30.0",",,,0,5,2","  30.6","1,,,0,5,3","  25.6",",,,0,3,2","  25.6","1,,,0,3,3","  25.6",",,,0,5,2","  26.7","1,,,0,5,3","  26.7",",,,0,3,2","  26.7","1,,,0,3,3","  26.7",",,,0,5,2","  28.3","1,,,0,5,3","  26.6",",,,0,3,2","  26.9","1,,,0,3,3","  26.7",",,,0,5,2","  28.3","1,,,0,5,3","  27.9",",,,0,3,2","  27.5","1,,,0,3,3","  28.4",",,,0,5,2","  29.3","1,,,0,5,3","47.7",",,,0","","","0",",,,0","25.43",",0","30.42",",,,0","20.45",",,,0","10796",",X","300",",X","","","","","360",",X","11.2",",X","","","","","16.4",",X"
"USW00013722","1991-09","35.8923","-78.7819","126.8","RALEIGH AIRPORT, NC US","2.8",",X","985.0","0","123.7",",0","3",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","5",",0","17","","3","","1","","7.2",",0,28,","0",",,0,30,+","0",",,0,30,+","40.6",",,0,24,","35.6",",0,14,","14.2","0","  26.7",",,,0,3,2","  27.2",",,,0,3,3","  27.2",",,,0,5,2","  28.3",",,,0,5,3","14.2",",0","  28.3",",,,0,3,2","  27.8","1,,,0,3,3","  28.3",",,,0,5,2","  29.4",",,,0,5,3","  20.0",",,,0,3,2","  21.1",",,,0,3,3","  20.0",",,,0,5,2","  21.7",",,,0,5,3","  22.2",",,,0,3,2","  21.7","1,,,0,3,3","  22.2",",,,0,5,2","  23.3",",,,0,5,3","  24.0",",,,0,3,2","  24.7",",,,0,3,3","  24.1",",,,0,5,2","  25.8",",,,0,5,3","  25.8",",,,0,3,2","  25.3","1,,,0,3,3","  26.2",",,,0,5,2","  27.0",",,,0,5,3","80.2",",,,0","","","0",",,,0","21.98",",0","28.06",",,,0","15.90",",,,0","13427",",X","10",",X","","","","","360",",X","8.9",",X","","","","","13.9",",X"
"USW00013722","1991-10","35.8923","-78.7819","126.8","RALEIGH AIRPORT, NC US","2.7",",X","1006.3","0","21.3",",0","5",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","22",",0","0",",0","15","","3","","","","1.7",",0,30,","0",",,0,31,+","0",",,0,31,+","13.7",",,0,02,","28.9",",0,04,","102.6","0","  22.2",",,,0,3,2","  22.2",",,,0,3,3","  22.8",",,,0,5,2","  23.9",",,,0,5,3","88.4",",0","  23.3",",,,0,3,2","  22.8",",,,0,3,3","  23.9",",,,0,5,2","  25.0",",,,0,5,3","  15.0",",,,0,3,2","  16.1",",,,0,3,3","  15.6",",,,0,5,2","  17.8",",,,0,5,3","  16.7",",,,0,3,2","  17.2",",,,0,3,3","  16.7",",,,0,5,2","  18.3",",,,0,5,3","  18.4",",,,0,3,2","  18.8",",,,0,3,3","  18.4",",,,0,5,2","  20.3",",,,0,5,3","  20.1",",,,0,3,2","  19.6",",,,0,3,3","  20.0",",,,0,5,2","  21.3",",,,0,5,3","35.6",",,,0","","","0",",,,0","16.17",",0","23.19",",,,0","9.15",",,,0","12854",",X","340",",X","","","","","270",",X","10.3",",X","","","","","14.4",",X"
"USW00013722","1991-11","35.8923","-78.7819","126.8","RALEIGH AIRPORT, NC US","3.4",",X","1010.8","0","4.5",",0","5",",0","2",",0","0",",0","0",",0","0",",0","0",",0","10",",0","0",",0","11",",0","0",",0","10","","","","","","-6.7",",0,27,","0",",,0,30,+","0",",T,0,09,","9.1",",,0,10,","25.6",",0,20,+","356.9","0","  16.7",",,,0,3,2","  17.2","3,,,0,3,3","  16.7","1,,,0,5,2","  17.8",",,,0,5,3","254.3",",0","  18.3",",,,0,3,2","  17.2","4,,,0,3,3","  18.3","1,,,0,5,2","  19.4",",,,0,5,3","   9.4",",,,0,3,2","  10.6","3,,,0,3,3","   8.9","1,,,0,5,2","  11.1",",,,0,5,3","  10.6",",,,0,3,2","  11.1","4,,,0,3,3","  10.6","1,,,0,5,2","  11.7",",,,0,5,3","  12.4",",,,0,3,2","  13.0","3,,,0,3,3","  12.3","1,,,0,5,2","  13.8",",,,0,5,3","  13.9",",,,0,3,2","  13.9","4,,,0,3,3","  14.0","1,,,0,5,2","  15.3",",,,0,5,3","18.5",",,,0","","","0",",T,,0","10.01",",0","16.51",",,,0","3.50",",,,0","9688",",X","320",",X","","","","","270","1,X","11.2",",X","","","","","18.0","1,X"
"USW00013722","1991-12","35.8923","-78.7819","126.8","RALEIGH AIRPORT, NC US","3.8",",X","1018.0","0","7.2",",0","9",",0","5",",0","0",",0","0",",0","0",",0","0",",0","14",",0","0",",0","6",",0","0",",0","11","","","","1","","-10.0",",0,20,","0",",,0,31,+","0",",,0,31,+","24.6",",,0,28,","25.0",",0,03,+","673.9","0","  16.1",",,,0,3,2","  15.6","2,,,0,3,3","  16.7",",,,0,5,2","  15.6",",,,0,5,3","317.0",",0","  17.2",",,,0,3,2","  16.1","1,,,0,3,3","  17.2",",,,0,5,2","  17.2",",,,0,5,3","   6.1",",,,0,3,2","   6.7","2,,,0,3,3","   5.6",",,,0,5,2","   7.8",",,,0,5,3","   7.2",",,,0,3,2","   7.2","1,,,0,3,3","   6.7",",,,0,5,2","   8.9",",,,0,5,3","   9.7",",,,0,3,2","   9.8","2,,,0,3,3","   9.5",",,,0,5,2","  10.9",",,,0,5,3","  11.2",",,,0,3,2","  10.8","1,,,0,3,3","  11.0",",,,0,5,2","  12.3",",,,0,5,3","67.3",",,,0","","","0",",,,0","8.34",",0","14.37",",,,0","2.31",",,,0","8766",",X","290",",X","","","","","270","1,X","13.0",",X","","","","","18.0","1,X"
"USW00013722","1992-01","35.8923","-78.7819","126.8","RALEIGH AIRPORT, NC US","4.0",",X","0.0","0","0.0",",0","10",",0","7",",0","2",",0","0",",0","0",",0","0",",0","16",",0","0",",0","0",",0","0",",0","14","","3","","","","-6.7",",0,17,","0",",,0,31,+","0",",T,0,10,","44.2",",,0,03,","18.9",",0,23,","1045.6","0","  10.0",",,,0,3,2","  10.0",",,,0,3,3","  10.0","1,,,0,5,2","  11.1","1,,,0,5,3","371.7",",0","  11.1",",,,0,3,2","  10.0",",,,0,3,3","  11.1","2,,,0,5,2","  11.7","1,,,0,5,3","   4.4",",,,0,3,2","   5.6",",,,0,3,3","   3.9","1,,,0,5,2","   6.1","1,,,0,5,3","   5.6",",,,0,3,2","   5.6",",,,0,3,3","   5.0","2,,,0,5,2","   7.2","1,,,0,5,3","   7.0",",,,0,3,2","   7.3",",,,0,3,3","   6.6","1,,,0,5,2","   8.2","1,,,0,5,3","   8.5",",,,0,3,2","   8.0",",,,0,3,3","   8.1","2,,,0,5,2","   9.3","1,,,0,5,3","96.5",",,,0","","","0",",T,,0","6.34",",0","12.19",",,,0","0.49",",,,0","7515",",X","260",",X","","","","","270",",X","12.5",",X","","","","","19.0",",X"
"USW00013722","1992-02","35.8923","-78.7819","126.8","RALEIGH AIRPORT, NC US","4.0",",X","0.0","0","0.0",",0","10",",0","7",",0","0",",0","0",",0","0",",0","0",",0","13",",0","0",",0","1",",0","0",",0","13","","3","","1","","-6.1",",0,09,","0",",,0,29,+","0",",T,0,13,","14.2",",,0,25,","21.1",",0,04,","1348.3","0","  11.1",",,,0,3,2","  11.1","2,,,0,3,3","  11.7",",,,0,5,2","  12.2",",,,0,5,3","302.7",",0","  13.3",",,,0,3,2","  12.8","1,,,0,3,3","  13.3",",,,0,5,2","  13.3",",,,0,5,3","   5.6",",,,0,3,2","   6.1","2,,,0,3,3","   5.6",",,,0,5,2","   6.7",",,,0,5,3","   6.7",",,,0,3,2","   6.1","1,,,0,3,3","   6.1",",,,0,5,2","   8.3",",,,0,5,3","   8.1",",,,0,3,2","   8.1","2,,,0,3,3","   8.0",",,,0,5,2","   9.0",",,,0,5,3","   9.6",",,,0,3,2","   8.9","1,,,0,3,3","   9.4",",,,0,5,2","  10.4",",,,0,5,3","56.7",",,,0","","","0",",T,,0","7.90",",0","13.85",",,,0","1.94",",,,0","9796",",X","310",",X","","","","","315",",X","10.7",",X","","","","","15.9",",X"
"USW00013722","1992-03","35.8923","-78.7819","126.8","RALEIGH AIRPORT, NC US","4.2",",X","1.4","0","1.4",",0","9",",0","6",",0","1",",0","0",",0","0",",0","0",",0","11",",0","0",",0","10",",0","0",",0","10","","2","","3","","-4.4",",0,14,","0",",,0,31,+","0",",,0,31,+","34.3",",,0,06,","28.3",",0,03,","1600.2","0","  13.9",",,,0,3,2","  13.9","1,,,0,3,3","  13.9",",,,0,5,2","  15.6","2,,,0,5,3","251.9",",0","  16.1",",,,0,3,2","  13.9","2,,,0,3,3","  16.1",",,,0,5,2","  16.7","2,,,0,5,3","   7.2",",,,0,3,2","   8.9","1,,,0,3,3","   7.8",",,,0,5,2","   7.8","2,,,0,5,3","  10.0",",,,0,3,2","  10.0","2,,,0,3,3","  10.6",",,,0,5,2","  10.0","2,,,0,5,3","  10.5",",,,0,3,2","  10.6","1,,,0,3,3","  10.5",",,,0,5,2","  11.6","2,,,0,5,3","  12.4",",,,0,3,2","  11.4","2,,,0,3,3","  12.6",",,,0,5,2","  13.1","2,,,0,5,3","75.0",",,,0","","","0",",,,0","10.25",",0","17.33",",,,0","3.18",",,,0","10534",",X","280",",X","","","","","225",",X","15.6",",X","","","","","20.0",",X"
"USW00013722","1992-04","35.8923","-78.7819","126.8","RALEIGH AIRPORT, NC US","4.2",",X","32.0","0","30.6",",0","7",",0","4",",0","1",",0","0",",0","0",",0","0",",0","4",",0","0",",0","17",",0","0",",0","11","","","","3","","-3.9",",0,03,","0",",,0,30,+","0",",,0,30,+","30.7",",,0,21,","30.0",",0,24,+","1727.6","0","  18.9",",,,0,3,2","  19.4",",,,0,3,3","  18.9",",,,0,5,2","  20.6",",,,0,5,3","127.4",",0","  21.7",",,,0,3,2","  21.1",",,,0,3,3","  22.2",",,,0,5,2","  21.7",",,,0,5,3","   8.9",",,,0,3,2","   9.4",",,,0,3,3","   8.9",",,,0,5,2","  11.1",",,,0,5,3","  11.7",",,,0,3,2","  10.6",",,,0,3,3","  11.1",",,,0,5,2","  12.8",",,,0,5,3","  14.7",",,,0,3,2","  14.7",",,,0,3,3","  14.7",",,,0,5,2","  16.0",",,,0,5,3","  17.1",",,,0,3,2","  15.6",",,,0,3,3","  17.1",",,,0,5,2","  17.5",",,,0,5,3","49.0",",,,0","","","0",",,,0","15.11",",0","22.06",",,,0","8.15",",,,0","12638",",X","30",",X","","","","","315",",X","11.2",",X","","","","","16.4",",X"
"USW00013722","1992-05","35.8923","-78.7819","126.8","RALEIGH AIRPORT, NC US","3.8",",X","67.4","0","35.4",",0","9",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","20",",0","0",",0","21","","3","","5","","5.6",",0,07,","0",",,0,31,+","0",",,0,31,+","35.3",",,0,30,","31.7",",0,24,+","1793.3","0","  21.1",",,,0,3,2","  21.1",",,,0,3,3","  21.1",",,,0,5,2","  22.8",",,,0,5,3","65.7",",0","  23.9",",,,0,3,2","  22.2",",,,0,3,3","  23.9",",,,0,5,2","  23.9",",,,0,5,3","  12.8",",,,0,3,2","  13.3",",,,0,3,3","  13.3",",,,0,5,2","  14.4",",,,0,5,3","  15.0",",,,0,3,2","  14.4",",,,0,3,3","  15.6",",,,0,5,2","  16.1",",,,0,5,3","  17.9",",,,0,3,2","  18.0",",,,0,3,3","  17.9",",,,0,5,2","  19.3",",,,0,5,3","  20.6",",,,0,3,2","  19.1",",,,0,3,3","  20.7",",,,0,5,2","  20.9",",,,0,5,3","66.0",",,,0","","","0",",,,0","17.35",",0","23.25",",,,0","11.46",",,,0","10470",",X","220",",X","","","","","45",",X","10.3",",X","","","","","14.9",",X"
"USW00013722","1992-06","35.8923","-78.7819","126.8","RALEIGH AIRPORT, NC US","2.9",",X","185.7","0","118.3",",0","14",",0","9",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","3",",0","25","","2","","8","","10.0",",0,23,","0",",,0,30,+","0",",,0,30,+","36.8",",,0,08,","32.2",",0,25,+","1795.8","0","  24.4",",,,0,3,2","  24.4",",,,0,3,3","  24.4",",,,0,5,2","  25.0",",,,0,5,3","2.5",",0","  27.2",",,,0,3,2","  25.0",",,,0,3,3","  27.2",",,,0,5,2","  26.7",",,,0,5,3","  19.4",",,,0,3,2","  19.4",",,,0,3,3","  18.9",",,,0,5,2","  20.0",",,,0,5,3","  21.7",",,,0,3,2","  20.0",",,,0,3,3","  21.1",",,,0,5,2","  21.7",",,,0,5,3","  22.2",",,,0,3,2","  22.3",",,,0,3,3","  22.3",",,,0,5,2","  23.5",",,,0,5,3","  24.5",",,,0,3,2","  23.1",",,,0,3,3","  24.7",",,,0,5,2","  25.0",",,,0,5,3","130.3",",,,0","","","0",",,,0","22.20",",0","27.46",",,,0","16.93",",,,0","11605",",X","340",",X","","","","","360",",X","11.6",",X","","","","","15.4",",X"
"USW00013722","1992-07","35.8923","-78.7819","126.8","RALEIGH AIRPORT, NC US","3.5",",X","450.9","0","265.2",",0","11",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","16",",0","23","","2","","10","","16.1",",0,05,","0",",,0,31,+","0",",,0,31,+","22.6",",,0,01,","35.6",",0,13,+","0.0","0","  27.8",",,,0,3,2","  27.8","1,,,0,3,3","  28.9",",,,0,5,2","  29.4",",,,0,5,3","0.0",",0","  30.0",",,,0,3,2","  28.9","1,,,0,3,3","  31.1",",,,0,5,2","  30.6",",,,0,5,3","  24.4",",,,0,3,2","  25.0","1,,,0,3,3","  24.4",",,,0,5,2","  25.0",",,,0,5,3","  26.7",",,,0,3,2","  25.6","1,,,0,3,3","  26.7",",,,0,5,2","  27.8",",,,0,5,3","  26.4",",,,0,3,2","  26.4","1,,,0,3,3","  26.7",",,,0,5,2","  28.0",",,,0,5,3","  28.7",",,,0,3,2","  27.3","1,,,0,3,3","  29.1",",,,0,5,2","  29.2",",,,0,5,3","87.7",",,,0","","","0",",,,0","26.89",",0","32.35",",,,0","21.42",",,,0","15191",",X","270",",X","","","","","270",",X","10.3",",X","","","","","14.9",",X"
"USW00013722","1992-08","35.8923","-78.7819","126.8","RALEIGH AIRPORT, NC US","2.9",",X","606.7","0","155.8",",0","13",",0","8",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","3",",0","24","","3","","8","","12.2",",0,30,","0",",,0,31,+","0",",,0,31,+","96.0",",,0,12,","34.4",",0,11,","0.0","0","  26.7",",,,0,3,2","  27.2",",,,0,3,3","  26.7",",,,0,5,2","  28.9",",,,0,5,3","0.0",",0","  28.9",",,,0,3,2","  28.3",",,,0,3,3","  28.9",",,,0,5,2","  30.0",",,,0,5,3","  22.8",",,,0,3,2","  22.8",",,,0,3,3","  22.8",",,,0,5,2","  22.8",",,,0,5,3","  22.8",",,,0,3,2","  22.8",",,,0,3,3","  23.3",",,,0,5,2","  23.9",",,,0,5,3","  24.3",",,,0,3,2","  24.5",",,,0,3,3","  24.5",",,,0,5,2","  25.9",",,,0,5,3","  26.3",",,,0,3,2","  25.3",",,,0,3,3","  26.5",",,,0,5,2","  27.1",",,,0,5,3","193.7",",,,0","","","0",",,,0","23.36",",0","28.14",",,,0","18.58",",,,0","10653",",X","230",",X","","","","","225",",X","12.5",",X","","","","","16.4",",X"
"USW00013722","1992-09","35.8923","-78.7819","126.8","RALEIGH AIRPORT, NC US","2.9",",X","730.6","0","123.9",",0","9",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","0",",0","24","","4","","3","","7.2",",0,30,","0",",,0,30,+","0",",,0,30,+","23.9",",,0,06,","31.1",",0,10,+","16.9","0","  26.1",",,,0,3,2","  26.1",",,,0,3,3","  26.1",",,,0,5,2","  27.2",",,,0,5,3","16.9",",0","  27.8",",,,0,3,2","  26.7",",,,0,3,3","  28.3",",,,0,5,2","  28.3",",,,0,5,3","  19.4",",,,0,3,2","  20.0",",,,0,3,3","  19.4",",,,0,5,2","  21.1",",,,0,5,3","  21.7",",,,0,3,2","  22.2",",,,0,3,3","  21.7",",,,0,5,2","  23.3",",,,0,5,3","  23.6",",,,0,3,2","  23.9",",,,0,3,3","  23.6",",,,0,5,2","  24.9",",,,0,5,3","  25.4",",,,0,3,2","  24.8",",,,0,3,3","  25.5",",,,0,5,2","  26.2",",,,0,5,3","56.5",",,,0","","","0",",,,0","21.90",",0","26.93",",,,0","16.87",",,,0","9675",",X","160",",X","","","","","45",",X","9.4",",X","","","","","12.3",",X"
"USW00013722","1992-10","35.8923","-78.7819","126.8","RALEIGH AIRPORT, NC US","3.2",",X","738.3","0","7.7",",0","6",",0","6",",0","1",",0","0",",0","0",",0","0",",0","1",",0","0",",0","17",",0","0",",0","16","","2","","","","-2.2",",0,20,","0",",,0,31,+","0",",,0,31,+","47.5",",,0,04,","27.8",",0,14,","144.8","0","  19.4",",,,0,3,2","  20.0",",,,0,3,3","  19.4",",,,0,5,2","  21.1",",,,0,5,3","127.9",",0","  21.1",",,,0,3,2","  20.6",",,,0,3,3","  21.1",",,,0,5,2","  22.2",",,,0,5,3","  14.4",",,,0,3,2","  15.6",",,,0,3,3","  13.9",",,,0,5,2","  16.1",",,,0,5,3","  16.1",",,,0,3,2","  16.1",",,,0,3,3","  15.6",",,,0,5,2","  17.2",",,,0,5,3","  17.0",",,,0,3,2","  17.6",",,,0,3,3","  16.9",",,,0,5,2","  18.6",",,,0,5,3","  18.6",",,,0,3,2","  18.2",",,,0,3,3","  18.6",",,,0,5,2","  19.8",",,,0,5,3","96.2",",,,0","","","0",",,,0","14.46",",0","21.03",",,,0","7.88",",,,0","14018",",X","320",",X","","","","","315",",X","10.3",",X","","","","","15.4",",X"
