"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00158807","1942-08","36.86667","-85.15","180.1","WOLF CREEK DAM, KY US","","","","","13",",6","10",",6","0",",6","","","","","","","","","","","","","","","7","","","","","","","","21.6",",,6,23,","","","","","","","","","","","","","132.8",",,,6","","","","","","","","","",""
"USC00158807","1942-09","36.86667","-85.15","180.1","WOLF CREEK DAM, KY US","","","","","7",",6","6",",6","0",",6","","","","","","","","","","","","","","","10","","","","","","","","17.8",",,6,18,","","","","","","","","","","","","","55.6",",,,6","","","","","","","","","",""
"USC00158807","1942-10","36.86667","-85.15","180.1","WOLF CREEK DAM, KY US","","","","","8",",6","7",",6","0",",6","","","","","","","","","","","","","","","8","","","","","","","","21.3",",,6,22,","","","","","","","","","","","","","73.8",",,,6","","","","","","","","","",""
"USC00158807","1942-11","36.86667","-85.15","180.1","WOLF CREEK DAM, KY US","","","","","13",",6","9",",6","2",",6","","","","","","","","","","","","","","","2","","","","","","","","36.6",",,6,23,","","","","","","","","","","","","","124.7",",,,6","","","","","","","","","",""
"USC00158807","1942-12","36.86667","-85.15","180.1","WOLF CREEK DAM, KY US","","","","","15",",6","11",",6","5",",6","","","","","","","","","","","","","","","1","","","","","","","","45.7",",,6,28,","","","","","","","","","","","","","249.2",",,,6","","","","","","","","","",""
"USC00158807","1943-01","36.86667","-85.15","180.1","WOLF CREEK DAM, KY US","","","","","9",",6","6",",6","0",",6","","","","","","","","","","","","","","","1","","","","","","","","21.6",",,6,26,","","","","","","","","","","","","","46.6",",,,6","","","","","","","","","",""
"USC00158807","1943-02","36.86667","-85.15","180.1","WOLF CREEK DAM, KY US","","","","","10",",6","8",",6","0",",6","","","1",",6","","","","","","","","","","","1","","","","","","51",",,6,11,","24.4",",,6,11,","","","","","","","","","","","","","73.5",",,,6","56",",,,6","","","","","","","",""
"USC00158807","1943-03","36.86667","-85.15","180.1","WOLF CREEK DAM, KY US","","","","","12",",6","10",",6","2",",6","","","1",",6","","","","","","","","","","","","","","","","","64",",,6,03,","45.2",",,6,19,","","","","","","","","","","","","","193.4",",,,6","84",",,,6","","","","","","","",""
"USC00158807","1943-04","36.86667","-85.15","180.1","WOLF CREEK DAM, KY US","","","","","14",",6","8",",6","2",",6","","","","","","","","","","","","","","","","","","","","","","","27.7",",,6,19,+","","","","","","","","","","","","","112.9",",,,6","","","","","","","","","",""
"USC00158807","1943-05","36.86667","-85.15","180.1","WOLF CREEK DAM, KY US","","","","","14",",6","12",",6","2",",6","","","","","","","","","","","","","","","","","","","","","","","45.0",",,6,25,","","","","","","","","","","","","","167.3",",,,6","","","","","","","","","",""
"USC00158807","1943-06","36.86667","-85.15","180.1","WOLF CREEK DAM, KY US","","","","","11",",6","8",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","38.6",",,6,14,","","","","","","","","","","","","","115.2",",,,6","","","","","","","","","",""
"USC00158807","1943-07","36.86667","-85.15","180.1","WOLF CREEK DAM, KY US","","","","","8",",6","7",",6","3",",6","","","","","","","","","","","","","","","1","","","","","","","","41.9",",,6,30,","","","","","","","","","","","","","158.5",",,,6","","","","","","","","","",""
"USC00158807","1943-08","36.86667","-85.15","180.1","WOLF CREEK DAM, KY US","","","","","5",",6","4",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","16.8",",,6,05,","","","","","","","","","","","","","36.7",",,,6","","","","","","","","","",""
"USC00158807","1943-09","36.86667","-85.15","180.1","WOLF CREEK DAM, KY US","","","","","4",",6","2",",6","1",",6","","","","","","","","","","","","","","","1","","","","","","","","42.7",",,6,03,","","","","","","","","","","","","","67.2",",,,6","","","","","","","","","",""
"USC00158807","1943-11","36.86667","-85.15","180.1","WOLF CREEK DAM, KY US","","","","","4",",6","4",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","16.3",",,6,03,","","","","","","","","","","","","","40.2",",,,6","","","","","","","","","",""
"USC00158807","1943-12","36.86667","-85.15","180.1","WOLF CREEK DAM, KY US","","","","","12",",6","8",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","22.9",",,6,26,","","","","","","","","","","","","","87.2",",,,6","","","","","","","","","",""
"USC00158807","1944-01","36.86667","-85.15","180.1","WOLF CREEK DAM, KY US","","","","","8",",6","5",",6","1",",6","","","","","","","","","","","","","","","1","","","","","","","","34.0",",,6,03,","","","","","","","","","","","","","83.1",",,,6","","","","","","","","","",""
"USC00158807","1944-02","36.86667","-85.15","180.1","WOLF CREEK DAM, KY US","","","","","17",",6","13",",6","2",",6","","","1",",6","","","","","","","","","","","","","","","","","25",",,6,14,","42.7",",,6,18,","","","","","","","","","","","","","208.9",",,,6","38",",,,6","","","","","","","",""
