"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"GMM00010765","1940-02","49.218","11.1","386.5","ROTH, GM","","","","","","","","","5","4,S","22","4,S","","","","","","","-21.1","4,S,13,","","","","","","","","","","","","","-7.92","4,,,S"
"GMM00010765","1940-03","49.218","11.1","386.5","ROTH, GM","","","","","","","","","","","","","3","5,S","0","5,S","0","5,S","","","","","","","17.8","5,S,26,","","","","","7.67","5,,,S","",""
"GMM00010765","1940-04","49.218","11.1","386.5","ROTH, GM","","","","","","","","","0","3,S","7","3,S","0","3,S","5","3,S","0","3,S","-3.9","3,S,09,+","","","","","26.1","3,S,24,","","","8.96","6,S","14.69","3,,,S","3.23","3,,,S"
"GMM00010765","1940-05","49.218","11.1","386.5","ROTH, GM","","","","","","","","","","","","","0","2,S","9","2,S","0","2,S","","","","","","","28.9","2,S,26,","","","","","17.40","2,,,S","",""
"GMM00010765","1940-06","49.218","11.1","386.5","ROTH, GM","","","","","","","","","0","4,S","0","4,S","0","4,S","18","4,S","0","4,S","3.9","4,S,02,","","","","","28.9","4,S,08,","","","15.98","7,S","22.50","4,,,S","9.47","4,,,S"
"GMM00010765","1940-07","49.218","11.1","386.5","ROTH, GM","","","","","","","","","0","1,S","0","1,S","","","","","","","5.0","1,S,29,","","","","","","","","","","","","","11.47","1,,,S"
"GMM00010765","1940-08","49.218","11.1","386.5","ROTH, GM","","","","","","","","","0","2,S","1","2,S","","","","","","","0.0","2,S,14,","","","","","","","","","","","","","8.95","2,,,S"
"GMM00010765","1940-10","49.218","11.1","386.5","ROTH, GM","","","","","","","","","0","4,S","9","4,S","1","4,S","0","4,S","0","4,S","-3.9","4,S,19,","","","","","18.9","4,S,10,","","","7.73","8,S","12.34","4,,,S","3.11","4,,,S"
"GMM00010765","1941-10","49.218","11.1","386.5","ROTH, GM","","","","","","","","","","","","","1","5,S","0","5,S","0","5,S","","","","","","","18.9","5,S,04,+","","","","","11.48","5,,,S","",""
"GMM00010765","1943-08","49.218","11.1","386.5","ROTH, GM","","","","","","","","","","","","","0","4,S","19","4,S","5","4,S","","","","","","","37.2","4,S,19,","","","","","25.06","4,,,S","",""
