"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"FP000091954","1973-09","-23.35","-149.483","3.0","TUBUAI, FP","","","0","4,I","0","4,I","0","4,I","","","","","","","","","","","","","0.0","4,,I,30,+","","","","","","","0.0","4,,,I","","","","","",""
"FP000091954","1973-12","-23.35","-149.483","3.0","TUBUAI, FP","","","0","3,I","0","3,I","0","3,I","","","","","","","","","","","","","0.0","3,,I,31,+","","","","","","","0.0","3,,,I","","","","","",""
"FP000091954","1974-02","-23.35","-149.483","3.0","TUBUAI, FP","","","0","3,I","0","3,I","0","3,I","","","","","","","","","","","","","0.0","3,,I,28,+","","","","","","","0.0","3,,,I","","","","","",""
"FP000091954","1974-06","-23.35","-149.483","3.0","TUBUAI, FP","","","0","5,I","0","5,I","0","5,I","","","","","","","","","","","","","0.0","5,,I,30,+","","","","","","","0.0","5,,,I","","","","","",""
"FP000091954","1974-07","-23.35","-149.483","3.0","TUBUAI, FP","","","0","3,I","0","3,I","0","3,I","","","","","","","","","","","","","0.0","3,,I,31,+","","","","","","","0.0","3,,,I","","","","","",""
"FP000091954","1974-08","-23.35","-149.483","3.0","TUBUAI, FP","","","1","5,I","1","5,I","0","5,I","","","","","","","","","","","","","14.0","5,,I,22,","","","","","","","14.0","5,,,I","","","","","",""
"FP000091954","1974-09","-23.35","-149.483","3.0","TUBUAI, FP","","","0","2,I","0","2,I","0","2,I","","","","","","","","","","","","","0.0","2,,I,30,+","","","","","","","0.0","2,,,I","","","","","",""
"FP000091954","1974-10","-23.35","-149.483","3.0","TUBUAI, FP","","","0","2,I","0","2,I","0","2,I","","","","","","","","","","","","","0.0","2,,I,31,+","","","","","","","0.0","2,,,I","","","","","",""
"FP000091954","1974-11","-23.35","-149.483","3.0","TUBUAI, FP","","","0","2,I","0","2,I","0","2,I","","","","","","","","","","","","","0.0","2,,I,30,+","","","","","","","0.0","2,,,I","","","","","",""
"FP000091954","1976-10","-23.35","-149.483","3.0","TUBUAI, FP","","","0","1,I","0","1,I","0","1,I","","","","","","","","","","","","","0.0","1,,I,31,+","","","","","","","0.0","1,,,I","","","","","",""
"FP000091954","1976-11","-23.35","-149.483","3.0","TUBUAI, FP","","","1","4,I","1","4,I","0","4,I","","","","","","","","","","","","","7.9","4,,I,06,","","","","","","","7.9","4,,,I","","","","","",""
"FP000091954","1977-02","-23.35","-149.483","3.0","TUBUAI, FP","","","0","3,I","0","3,I","0","3,I","","","","","","","","","","","","","0.0","3,,I,28,+","","","","","","","0.0","3,,,I","","","","","",""
"FP000091954","1977-07","-23.35","-149.483","3.0","TUBUAI, FP","","","1","5,I","1","5,I","0","5,I","","","","","","","","","","","","","3.0","5,,I,09,","","","","","","","3.0","5,,,I","","","","","",""
"FP000091954","1977-08","-23.35","-149.483","3.0","TUBUAI, FP","","","0","5,I","0","5,I","0","5,I","","","","","","","","","","","","","0.0","5,,I,31,+","","","","","","","0.0","5,,,I","","","","","",""
"FP000091954","1977-09","-23.35","-149.483","3.0","TUBUAI, FP","","","0","4,I","0","4,I","0","4,I","","","","","","","","","","","","","0.0","4,,I,30,+","","","","","","","0.0","4,,,I","","","","","",""
"FP000091954","1977-11","-23.35","-149.483","3.0","TUBUAI, FP","","","0","3,I","0","3,I","0","3,I","","","","","","","","","","","","","0.0","3,,I,30,+","","","","","","","0.0","3,,,I","","","","","",""
"FP000091954","1977-12","-23.35","-149.483","3.0","TUBUAI, FP","","","0","4,I","0","4,I","0","4,I","","","","","","","","","","","","","0.0","4,,I,31,+","","","","","","","0.0","4,,,I","","","","","",""
"FP000091954","1978-01","-23.35","-149.483","3.0","TUBUAI, FP","","","0","3,I","0","3,I","0","3,I","","","","","","","","","","","","","0.0","3,,I,31,+","","","","","","","0.0","3,,,I","","","","","",""
"FP000091954","1978-03","-23.35","-149.483","3.0","TUBUAI, FP","","","0",",I","0",",I","0",",I","","","","","","","","","","","","","0.0",",,I,31,+","","","","","","","0.0",",,,I","","","","","",""
"FP000091954","1978-04","-23.35","-149.483","3.0","TUBUAI, FP","","","1","2,I","1","2,I","0","2,I","","","","","","","","","","","","","4.1","2,,I,22,","","","","","","","4.1","2,,,I","","","","","",""
"FP000091954","1978-06","-23.35","-149.483","3.0","TUBUAI, FP","","","0","3,I","0","3,I","0","3,I","","","","","","","","","","","","","0.0","3,,I,30,+","","","","","","","0.0","3,,,I","","","","","",""
"FP000091954","1978-09","-23.35","-149.483","3.0","TUBUAI, FP","","","0","4,I","0","4,I","0","4,I","","","","","","","","","","","","","0.0","4,,I,30,+","","","","","","","0.0","4,,,I","","","","","",""
"FP000091954","1978-11","-23.35","-149.483","3.0","TUBUAI, FP","","","0","3,I","0","3,I","0","3,I","","","","","","","","","","","","","0.0","3,,I,30,+","","","","","","","0.0","3,,,I","","","","","",""
"FP000091954","1978-12","-23.35","-149.483","3.0","TUBUAI, FP","","","1","4,I","1","4,I","0","4,I","","","","","","","","","","","","","3.0","4,,I,25,","","","","","","","3.0","4,,,I","","","","","",""
"FP000091954","1979-02","-23.35","-149.483","3.0","TUBUAI, FP","","","0","2,I","0","2,I","0","2,I","","","","","","","","","","","","","0.0","2,,I,28,+","","","","","","","0.0","2,,,I","","","","","",""
"FP000091954","1979-03","-23.35","-149.483","3.0","TUBUAI, FP","","","1","5,I","1","5,I","0","5,I","","","","","","","","","","","","","9.9","5,,I,13,","","","","","","","9.9","5,,,I","","","","","",""
"FP000091954","1979-05","-23.35","-149.483","3.0","TUBUAI, FP","","","0","2,I","0","2,I","0","2,I","","","","","","","","","","","","","0.0","2,,I,31,+","","","","","","","0.0","2,,,I","","","","","",""
"FP000091954","1979-06","-23.35","-149.483","3.0","TUBUAI, FP","","","0","5,I","0","5,I","0","5,I","","","","","","","","","","","","","0.0","5,,I,30,+","","","","","","","0.0","5,,,I","","","","","",""
"FP000091954","1979-08","-23.35","-149.483","3.0","TUBUAI, FP","","","0","2,I","0","2,I","0","2,I","0","4,I","0","4,I","","","","","","","11.0","4,I,08,","0.0","2,,I,31,+","","","","","","","0.0","2,,,I","","","","","16.70","4,,,I"
"FP000091954","1979-09","-23.35","-149.483","3.0","TUBUAI, FP","","","0","3,I","0","3,I","0","3,I","","","","","","","","","","","","","0.0","3,,I,30,+","","","","","","","0.0","3,,,I","","","","","",""
"FP000091954","1979-10","-23.35","-149.483","3.0","TUBUAI, FP","","","0","4,I","0","4,I","0","4,I","","","","","","","","","","","","","0.0","4,,I,31,+","","","","","","","0.0","4,,,I","","","","","",""
"FP000091954","1979-11","-23.35","-149.483","3.0","TUBUAI, FP","","","1","5,I","1","5,I","0","5,I","","","","","","","","","","","","","9.9","5,,I,08,","","","","","","","9.9","5,,,I","","","","","",""
"FP000091954","1979-12","-23.35","-149.483","3.0","TUBUAI, FP","","","1","3,I","1","3,I","0","3,I","","","","","","","","","","","","","8.9","3,,I,19,","","","","","","","8.9","3,,,I","","","","","",""
"FP000091954","1980-03","-23.35","-149.483","3.0","TUBUAI, FP","","","0","4,I","0","4,I","0","4,I","","","","","","","","","","","","","0.0","4,,I,31,+","","","","","","","0.0","4,,,I","","","","","",""
"FP000091954","1980-04","-23.35","-149.483","3.0","TUBUAI, FP","","","0","2,I","0","2,I","0","2,I","","","","","","","","","","","","","0.0","2,,I,30,+","","","","","","","0.0","2,,,I","","","","","",""
"FP000091954","1980-05","-23.35","-149.483","3.0","TUBUAI, FP","","","0","4,I","0","4,I","0","4,I","","","","","","","","","","","","","0.0","4,,I,31,+","","","","","","","0.0","4,,,I","","","","","",""
"FP000091954","1980-06","-23.35","-149.483","3.0","TUBUAI, FP","","","1","3,I","1","3,I","0","3,I","","","","","","","","","","","","","7.9","3,,I,12,","","","","","","","7.9","3,,,I","","","","","",""
"FP000091954","1980-08","-23.35","-149.483","3.0","TUBUAI, FP","","","1","4,I","1","4,I","0","4,I","","","","","","","","","","","","","7.9","4,,I,27,","","","","","","","7.9","4,,,I","","","","","",""
"FP000091954","1980-10","-23.35","-149.483","3.0","TUBUAI, FP","","","0","4,I","0","4,I","0","4,I","","","","","","","","","","","","","0.0","4,,I,31,+","","","","","","","0.0","4,,,I","","","","","",""
"FP000091954","1980-11","-23.35","-149.483","3.0","TUBUAI, FP","","","0","2,I","0","2,I","0","2,I","","","","","","","","","","","","","0.0","2,,I,30,+","","","","","","","0.0","2,,,I","","","","","",""
"FP000091954","1980-12","-23.35","-149.483","3.0","TUBUAI, FP","","","0","4,I","0","4,I","0","4,I","","","","","","","","","","","","","0.0","4,,I,31,+","","","","","","","0.0","4,,,I","","","","","",""
"FP000091954","1981-01","-23.35","-149.483","3.0","TUBUAI, FP","","","2","5,I","2","5,I","0","5,I","","","","","","","","","","","","","7.9","5,,I,05,","","","","","","","15.0","5,,,I","","","","","",""
"FP000091954","1981-02","-23.35","-149.483","3.0","TUBUAI, FP","","","0","4,I","0","4,I","0","4,I","","","","","","","","","","","","","0.0","4,,I,28,+","","","","","","","0.0","4,,,I","","","","","",""
"FP000091954","1981-04","-23.35","-149.483","3.0","TUBUAI, FP","","","1","3,I","1","3,I","0","3,I","","","","","","","","","","","","","8.9","3,,I,07,","","","","","","","8.9","3,,,I","","","","","",""
"FP000091954","1981-05","-23.35","-149.483","3.0","TUBUAI, FP","","","0","1,I","0","1,I","0","1,I","","","","","","","","","","","","","0.0","1,,I,31,+","","","","","","","0.0","1,,,I","","","","","",""
"FP000091954","1981-06","-23.35","-149.483","3.0","TUBUAI, FP","","","0","4,I","0","4,I","0","4,I","","","","","","","","","","","","","0.0","4,,I,30,+","","","","","","","0.0","4,,,I","","","","","",""
"FP000091954","1981-07","-23.35","-149.483","3.0","TUBUAI, FP","","","0","1,I","0","1,I","0","1,I","","","","","","","","","","","","","0.0","1,,I,31,+","","","","","","","0.0","1,,,I","","","","","",""
"FP000091954","1981-08","-23.35","-149.483","3.0","TUBUAI, FP","","","0","2,I","0","2,I","0","2,I","","","","","","","","","","","","","0.0","2,,I,31,+","","","","","","","0.0","2,,,I","","","","","",""
"FP000091954","1981-09","-23.35","-149.483","3.0","TUBUAI, FP","","","0","3,I","0","3,I","0","3,I","","","","","","","","","","","","","0.0","3,,I,30,+","","","","","","","0.0","3,,,I","","","","","",""
"FP000091954","1981-10","-23.35","-149.483","3.0","TUBUAI, FP","","","0","4,I","0","4,I","0","4,I","","","","","","","","","","","","","0.0","4,,I,31,+","","","","","","","0.0","4,,,I","","","","","",""
"FP000091954","1981-11","-23.35","-149.483","3.0","TUBUAI, FP","","","0","3,I","0","3,I","0","3,I","","","","","","","","","","","","","0.0","3,,I,30,+","","","","","","","0.0","3,,,I","","","","","",""
"FP000091954","1981-12","-23.35","-149.483","3.0","TUBUAI, FP","","","0","4,I","0","4,I","0","4,I","","","","","","","","","","","","","0.0","4,,I,31,+","","","","","","","0.0","4,,,I","","","","","",""
