"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HN02","HN02_ATTRIBUTES","HN03","HN03_ATTRIBUTES","HN04","HN04_ATTRIBUTES","HN05","HN05_ATTRIBUTES","HN06","HN06_ATTRIBUTES","HN07","HN07_ATTRIBUTES","HN08","HN08_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","HX02","HX02_ATTRIBUTES","HX03","HX03_ATTRIBUTES","HX04","HX04_ATTRIBUTES","HX05","HX05_ATTRIBUTES","HX06","HX06_ATTRIBUTES","HX07","HX07_ATTRIBUTES","HX08","HX08_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LN02","LN02_ATTRIBUTES","LN03","LN03_ATTRIBUTES","LN04","LN04_ATTRIBUTES","LN05","LN05_ATTRIBUTES","LN06","LN06_ATTRIBUTES","LN07","LN07_ATTRIBUTES","LN08","LN08_ATTRIBUTES","LX01","LX01_ATTRIBUTES","LX02","LX02_ATTRIBUTES","LX03","LX03_ATTRIBUTES","LX04","LX04_ATTRIBUTES","LX05","LX05_ATTRIBUTES","LX06","LX06_ATTRIBUTES","LX07","LX07_ATTRIBUTES","LX08","LX08_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MN02","MN02_ATTRIBUTES","MN03","MN03_ATTRIBUTES","MN04","MN04_ATTRIBUTES","MN05","MN05_ATTRIBUTES","MN06","MN06_ATTRIBUTES","MN07","MN07_ATTRIBUTES","MN08","MN08_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MX02","MX02_ATTRIBUTES","MX03","MX03_ATTRIBUTES","MX04","MX04_ATTRIBUTES","MX05","MX05_ATTRIBUTES","MX06","MX06_ATTRIBUTES","MX07","MX07_ATTRIBUTES","MX08","MX08_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00129222","1961-11","41.4439","-86.9294","224.0","WANATAH 2 WNW, IN US","382.6","0","0.0",",0","10",",0","7",",0","0",",0","1",",0","1",",0","0",",0","20",",0","1",",0","1",",0","0",",0","","","","","-7.2",",0,29,","25",",,0,19,","36",",,0,19,","23.4",",,0,16,","24.4",",0,03,","","","712.5","0","","","","","","","","","","","","","","","","","430.3",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66.0",",,,0","36",",,,0","3.99",",0","8.77",",,,0","-0.79",",,,0","",""
"USC00129222","1961-12","41.4439","-86.9294","224.0","WANATAH 2 WNW, IN US","382.6","0","0.0",",0","11",",0","4",",0","0",",0","13",",0","2",",0","2",",0","30",",0","15",",0","0",",0","0",",0","","","","","-20.6",",0,30,+","76",",,0,31,+","51",",,0,23,","16.5",",,0,05,","15.0",",0,05,+","","","1393.2","0","","","","","","","","","","","","","","","","","680.7",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50.0",",,,0","113",",,,0","-3.63",",0","0.59",",,,0","-7.84",",,,0","",""
"USC00129222","1962-01","41.4439","-86.9294","224.0","WANATAH 2 WNW, IN US","0.0","0","0.0",",0","10",",0","6",",0","0",",0","29",",0","2",",0","12",",0","31",",0","21",",0","0",",0","0",",0","2","","","","-23.9",",0,10,","178",",,0,20,+","170",",,0,15,","20.1",",,0,15,","4.4",",0,06,","","","2223.9","0","","","","","","","","","","","","","","","","","830.7",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66.8",",,,0","255",",,,0","-8.46",",0","-3.95",",,,0","-12.97",",,,0","",""
"USC00129222","1962-02","41.4439","-86.9294","224.0","WANATAH 2 WNW, IN US","0.0","0","0.0",",0","9",",0","6",",0","0",",0","27",",0","4",",0","4",",0","28",",0","13",",0","0",",0","0",",0","1","","","","-20.6",",0,02,","127",",,0,25,+","81",",,0,24,","9.7",",,0,19,","9.4",",0,05,","","","2880.8","0","","","","","","","","","","","","","","","","","656.9",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.2",",,,0","285",",,,0","-5.13",",0","-0.81",",,,0","-9.45",",,,0","",""
"USC00129222","1962-03","41.4439","-86.9294","224.0","WANATAH 2 WNW, IN US","0.0","0","0.0",",0","9",",0","6",",0","0",",0","16",",0","1",",0","0",",0","27",",0","8",",0","1",",0","0",",0","1","","","","-16.7",",0,01,","76",",,0,09,","76",",,0,09,","15.2",",,0,21,","23.3",",0,30,","","","3435.1","0","","","","","","","","","","","","","","","","","554.3",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54.5",",,,0","127",",,,0","0.45",",0","4.38",",,,0","-3.47",",,,0","",""
"USC00129222","1962-04","41.4439","-86.9294","224.0","WANATAH 2 WNW, IN US","9.2","0","9.2",",0","9",",0","5",",0","0",",0","1",",0","0",",0","0",",0","13",",0","0",",0","8",",0","0",",0","1","","","","-5.6",",0,16,+","25",",,0,13,","20",",,0,13,","8.9",",,0,29,","30.6",",0,27,","","","3744.4","0","","","","","","","","","","","","","","","","","309.3",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.6",",,,0","20",",,,0","8.33",",0","14.40",",,,0","2.25",",,,0","",""
"USC00129222","1962-05","41.4439","-86.9294","224.0","WANATAH 2 WNW, IN US","81.4","0","72.2",",0","12",",0","7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","21",",0","3",",0","1","","11","","2.2",",0,07,","0",",,0,31,+","0",",,0,31,+","18.5",",,0,08,","33.3",",0,18,","","","3816.1","0","","","","","","","","","","","","","","","","","71.7",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78.5",",,,0","0",",,,0","18.35",",0","24.95",",,,0","11.75",",,,0","",""
"USC00129222","1962-06","41.4439","-86.9294","224.0","WANATAH 2 WNW, IN US","163.6","0","82.2",",0","7",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","3",",0","4","","8","","7.2",",0,13,","0",",,0,30,+","0",",,0,30,+","31.0",",,0,24,","34.4",",0,19,","","","3833.8","0","","","","","","","","","","","","","","","","","17.7",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","91.8",",,,0","0",",,,0","20.48",",0","27.56",",,,0","13.41",",,,0","",""
"USC00129222","1962-07","41.4439","-86.9294","224.0","WANATAH 2 WNW, IN US","233.2","0","69.6","2,0","10",",0","7",",0","1",",0","0",",0","0",",0","0","1,0","0","1,0","0","1,0","28","1,0","2","1,0","2","","5","","8.3","1,0,10,","0",",,0,31,+","0",",,0,31,+","28.4",",,0,03,","32.8","1,0,08,","","","6.7","0","","","","","","","","","","","","","","","","","6.7","1,0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93.0",",,,0","0",",,,0","20.45","2,0","26.56","1,,,0","14.33","1,,,0","",""
"USC00129222","1962-08","41.4439","-86.9294","224.0","WANATAH 2 WNW, IN US","335.2","0","102.0",",0","5",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","5",",0","5","","7","","5.0",",0,15,","0",",,0,31,+","0",",,0,31,+","46.5",",,0,25,","35.0",",0,21,","","","14.4","0","","","","","","","","","","","","","","","","","7.7",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74.3",",,,0","0",",,,0","21.38",",0","28.80",",,,0","13.95",",,,0","",""
"USC00129222","1962-09","41.4439","-86.9294","224.0","WANATAH 2 WNW, IN US","370.9","0","35.7",",0","8",",0","4",",0","1",",0","0",",0","0",",0","0",",0","2",",0","0",",0","18",",0","1",",0","4","","","","0.0",",0,29,+","0",",,0,30,+","0",",,0,30,+","42.7",",,0,01,","32.2",",0,14,","","","108.8","0","","","","","","","","","","","","","","","","","94.4",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75.8",",,,0","0",",,,0","16.38",",0","23.21",",,,0","9.54",",,,0","",""
"USC00129222","1962-10","41.4439","-86.9294","224.0","WANATAH 2 WNW, IN US","383.1","0","12.2",",0","11",",0","8",",0","0",",0","1",",0","0",",0","0",",0","5",",0","0",",0","15",",0","0",",0","4","","3","","-6.1",",0,26,","25",",,0,25,","20",",,0,25,","20.1",",,0,05,","29.4",",0,12,","","","299.1","0","","","","","","","","","","","","","","","","","190.3",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96.1",",,,0","20",",,,0","12.59",",0","18.92",",,,0","6.25",",,,0","",""
"USC00129222","1962-11","41.4439","-86.9294","224.0","WANATAH 2 WNW, IN US","383.1","0","0.0",",0","7",",0","3",",0","0",",0","0",",0","0",",0","0",",0","22",",0","0",",0","0",",0","0",",0","3","","","","-5.6",",0,23,","0",",,0,30,+","8",",,0,05,","9.1",",,0,05,","16.1",",0,30,","","","728.1","0","","","","","","","","","","","","","","","","","429.0",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.4",",,,0","8",",,,0","4.03",",0","9.11",",,,0","-1.04",",,,0","",""
"USC00129222","1962-12","41.4439","-86.9294","224.0","WANATAH 2 WNW, IN US","383.1","0","0.0",",0","4",",0","1",",0","0",",0","22",",0","2",",0","4",",0","31",",0","16",",0","0",",0","0",",0","3","","","","-22.8",",0,12,","102",",,0,07,+","102",",,0,06,","8.9",",,0,06,","16.7",",0,02,+","","","1461.7","0","","","","","","","","","","","","","","","","","733.6",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.7",",,,0","147",",,,0","-5.33",",0","0.32",",,,0","-10.98",",,,0","",""
"USC00129222","1963-01","41.4439","-86.9294","224.0","WANATAH 2 WNW, IN US","0.0","0","0.0",",0","8",",0","4",",0","0",",0","25",",0","3",",0","16",",0","31",",0","28",",0","0",",0","0",",0","2","","","","-28.9",",0,28,","203",",,0,31,+","66",",,0,20,","5.1",",,0,20,","5.0",",0,10,+","","","2373.6","0","","","","","","","","","","","","","","","","","911.9",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.7",",,,0","240",",,,0","-11.08",",0","-6.08",",,,0","-16.09",",,,0","",""
"USC00129222","1963-02","41.4439","-86.9294","224.0","WANATAH 2 WNW, IN US","0.0","0","0.0",",0","9",",0","3",",0","0",",0","24",",0","3",",0","12",",0","28",",0","20",",0","0",",0","0",",0","2","","","","-26.7",",0,26,","203",",,0,01,","61",",,0,24,","5.8",",,0,24,","6.7",",0,20,+","","","3130.7","0","","","","","","","","","","","","","","","","","757.1",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.8",",,,0","229",",,,0","-8.71",",0","-2.53",",,,0","-14.88",",,,0","",""
"USC00129222","1963-03","41.4439","-86.9294","224.0","WANATAH 2 WNW, IN US","0.0","0","0.0",",0","14",",0","8",",0","0",",0","3",",0","1",",0","1",",0","24",",0","0",",0","4",",0","0",",0","5","","3","","-18.3",",0,02,","127",",,0,01,","38",",,0,12,","9.4",",,0,06,","26.7",",0,30,","","","3587.7","0","","","","","","","","","","","","","","","","","457.0",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47.1",",,,0","43",",,,0","3.59",",0","8.96",",,,0","-1.77",",,,0","",""
"USC00129222","1963-04","41.4439","-86.9294","224.0","WANATAH 2 WNW, IN US","3.0","0","3.0",",0","13",",0","8",",0","1",",0","0",",0","0",",0","0",",0","12",",0","0",",0","9",",0","0",",0","1","","7","","-5.6",",0,10,","0",",T,0,30,","8",",,0,30,","39.6",",,0,30,","27.2",",0,03,","","","3845.2","0","","","","","","","","","","","","","","","","","257.5",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72.6",",,,0","8",",,,0","9.85",",0","16.80",",,,0","2.90",",,,0","",""
"USC00129222","1963-05","41.4439","-86.9294","224.0","WANATAH 2 WNW, IN US","12.7","0","9.7",",0","9",",0","6",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","12",",0","1",",0","2","","5","","-2.8",",0,01,","0",",,0,31,+","0",",T,0,01,","18.3",",,0,18,","32.2",",0,10,","","","4020.8","0","","","","","","","","","","","","","","","","","175.6",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84.1",",,,0","0",",T,,0","12.98",",0","19.61",",,,0","6.35",",,,0","",""
"USC00129222","1963-06","41.4439","-86.9294","224.0","WANATAH 2 WNW, IN US","119.4","0","106.7",",0","7",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","25",",0","8",",0","1","","8","","4.4",",0,22,","0",",,0,30,+","0",",,0,30,+","33.3",",,0,09,","33.9",",0,28,","","","4053.0","0","","","","","","","","","","","","","","","","","32.2",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","81.3",",,,0","0",",,,0","20.82",",0","27.98",",,,0","13.65",",,,0","",""
"USC00129222","1963-07","41.4439","-86.9294","224.0","WANATAH 2 WNW, IN US","248.1","0","128.7",",0","10",",0","7",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","3",",0","","","8","","6.1",",0,10,","0",",,0,31,+","0",",,0,31,+","55.9",",,0,16,","35.6",",0,02,","","","8.3","0","","","","","","","","","","","","","","","","","8.3",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","177.7",",,,0","0",",,,0","22.21",",0","28.70",",,,0","15.73",",,,0","",""
"USC00129222","1963-08","41.4439","-86.9294","224.0","WANATAH 2 WNW, IN US","309.5","0","61.4",",0","11",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","0",",0","2","","5","","4.4",",0,18,","0",",,0,31,+","0",",,0,31,+","26.4",",,0,01,","31.7",",0,03,","","","34.9","0","","","","","","","","","","","","","","","","","26.6",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75.3",",,,0","0",",,,0","19.45",",0","25.66",",,,0","13.25",",,,0","",""
"USC00129222","1963-09","41.4439","-86.9294","224.0","WANATAH 2 WNW, IN US","340.1","0","30.6",",0","7",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","24",",0","0",",0","4","","1","","3.3",",0,30,+","0",",,0,30,+","0",",,0,30,+","18.5",",,0,20,","30.0",",0,19,+","","","97.4","0","","","","","","","","","","","","","","","","","62.5",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44.7",",,,0","0",",,,0","17.27",",0","24.42",",,,0","10.12",",,,0","",""
"USC00129222","1963-10","41.4439","-86.9294","224.0","WANATAH 2 WNW, IN US","353.5","0","13.4",",0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","24",",0","0",",0","","","2","","0.0",",0,30,","0",",,0,31,+","0",",,0,31,+","11.4",",,0,29,","31.7",",0,07,","","","190.9","0","","","","","","","","","","","","","","","","","93.5",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.4",",,,0","0",",,,0","15.75",",0","24.09",",,,0","7.40",",,,0","",""
