"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HN02","HN02_ATTRIBUTES","HN03","HN03_ATTRIBUTES","HN04","HN04_ATTRIBUTES","HN05","HN05_ATTRIBUTES","HN06","HN06_ATTRIBUTES","HN07","HN07_ATTRIBUTES","HN08","HN08_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","HX02","HX02_ATTRIBUTES","HX03","HX03_ATTRIBUTES","HX04","HX04_ATTRIBUTES","HX05","HX05_ATTRIBUTES","HX06","HX06_ATTRIBUTES","HX07","HX07_ATTRIBUTES","HX08","HX08_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LN02","LN02_ATTRIBUTES","LN03","LN03_ATTRIBUTES","LN04","LN04_ATTRIBUTES","LN05","LN05_ATTRIBUTES","LN06","LN06_ATTRIBUTES","LN07","LN07_ATTRIBUTES","LN08","LN08_ATTRIBUTES","LX01","LX01_ATTRIBUTES","LX02","LX02_ATTRIBUTES","LX03","LX03_ATTRIBUTES","LX04","LX04_ATTRIBUTES","LX05","LX05_ATTRIBUTES","LX06","LX06_ATTRIBUTES","LX07","LX07_ATTRIBUTES","LX08","LX08_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MN02","MN02_ATTRIBUTES","MN03","MN03_ATTRIBUTES","MN04","MN04_ATTRIBUTES","MN05","MN05_ATTRIBUTES","MN06","MN06_ATTRIBUTES","MN07","MN07_ATTRIBUTES","MN08","MN08_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MX02","MX02_ATTRIBUTES","MX03","MX03_ATTRIBUTES","MX04","MX04_ATTRIBUTES","MX05","MX05_ATTRIBUTES","MX06","MX06_ATTRIBUTES","MX07","MX07_ATTRIBUTES","MX08","MX08_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00129222","1973-07","41.4439","-86.9294","224.0","WANATAH 2 WNW, IN US","246.5","0","146.7",",0","11",",0","7",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","5",",0","","","11","","8.3",",0,16,","0",",,0,31,+","0",",,0,31,+","41.1",",,0,31,","34.4",",0,14,+","","","4.4","0","","","","","","","","","","","","","","","","","4.4",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77.2",",,,0","0",",,,0","22.92",",0","28.55",",,,0","17.30",",,,0","",""
"USC00129222","1973-08","41.4439","-86.9294","224.0","WANATAH 2 WNW, IN US","365.3","0","118.8",",0","10",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","4",",0","","","7","","9.4",",0,21,","0",",,0,31,+","0",",,0,31,+","15.5",",,0,24,","34.4",",0,28,","","","9.4","0","","","","","","","","","","","","","","","","","5.0",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58.1",",,,0","0",",,,0","22.00",",0","27.59",",,,0","16.42",",,,0","",""
"USC00129222","1973-09","41.4439","-86.9294","224.0","WANATAH 2 WNW, IN US","432.6","0","67.3","1,0","7",",0","6",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","25",",0","3",",0","","","4","","5.6","1,0,19,","0",",,0,30,+","0",",,0,30,+","19.1",",,0,26,","32.2",",0,04,+","","","53.3","0","","","","","","","","","","","","","","","","","43.9",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55.1",",,,0","0",",,,0","19.15","1,0","24.90",",,,0","13.40","1,,,0","",""
"USC00129222","1973-10","41.4439","-86.9294","224.0","WANATAH 2 WNW, IN US","448.5","0","15.9",",0","11",",0","7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","15",",0","0",",0","","","2","","1.1",",0,17,","0",",,0,31,+","0",",,0,31,+","21.6",",,0,13,","27.8",",0,12,+","","","202.5","0","","","","","","","","","","","","","","","","","149.2",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64.1",",,,0","0",",,,0","14.04",",0","19.95",",,,0","8.12",",,,0","",""
"USC00129222","1973-11","41.4439","-86.9294","224.0","WANATAH 2 WNW, IN US","448.5","0","0.0",",0","12",",0","4",",0","0",",0","0",",0","0",",0","0",",0","11",",0","1",",0","0",",0","0",",0","","","","","-6.7",",0,06,","0",",,0,30,+","0",",T,0,10,","15.2",",,0,28,","18.9",",0,16,+","","","597.4","0","","","","","","","","","","","","","","","","","394.9",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47.0",",,,0","0",",T,,0","5.17",",0","9.59",",,,0","0.75",",,,0","",""
"USC00129222","1973-12","41.4439","-86.9294","224.0","WANATAH 2 WNW, IN US","448.5","0","0.0",",0","16",",0","8",",0","0",",0","13",",0","4",",0","1",",0","28",",0","16",",0","0",",0","0",",0","","","","","-21.7",",0,22,","356",",,0,22,+","157",",,0,20,","23.4",",,0,05,","16.1",",0,04,","","","1247.2","0","","","","","","","","","","","","","","","","","649.8",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84.6",",,,0","480",",,,0","-2.63",",0","1.16",",,,0","-6.42",",,,0","",""
"USC00129222","1974-01","41.4439","-86.9294","224.0","WANATAH 2 WNW, IN US","0.0","0","0.0",",0","14",",0","6",",0","0",",0","24",",0","5",",0","8",",0","29",",0","15",",0","0",",0","0",",0","","","","","-23.3",",0,13,","356",",,0,13,+","132",",,0,09,","22.9",",,0,21,","11.7",",0,27,","","","1964.5","0","","","","","","","","","","","","","","","","","717.3",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66.7",",,,0","424",",,,0","-4.81",",0","-0.83",",,,0","-8.78",",,,0","",""
"USC00129222","1974-02","41.4439","-86.9294","224.0","WANATAH 2 WNW, IN US","0.0","0","0.0",",0","11",",0","3",",0","0",",0","11",",0","3",",0","1",",0","25",",0","16",",0","0",",0","0",",0","","","","","-20.6",",0,26,","203",",,0,25,","208",",,0,25,","24.9",",,0,22,","9.4",",0,22,","","","2587.8","0","","","","","","","","","","","","","","","","","623.3",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.2",",,,0","360",",,,0","-3.93",",0","0.67",",,,0","-8.53",",,,0","",""
"USC00129222","1974-03","41.4439","-86.9294","224.0","WANATAH 2 WNW, IN US","0.0","0","0.0",",0","13",",0","11",",0","0",",0","1",",0","1",",0","0",",0","18",",0","2",",0","1",",0","0",",0","","","7","","-12.8",",0,25,","25",",,0,20,","46",",,0,31,","25.1",",,0,07,","22.2",",0,04,","","","3052.7","0","","","","","","","","","","","","","","","","","464.9",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93.1",",,,0","49",",,,0","3.34",",0","8.02",",,,0","-1.35",",,,0","",""
"USC00129222","1974-04","41.4439","-86.9294","224.0","WANATAH 2 WNW, IN US","2.5","0","2.5",",0","15",",0","11",",0","2",",0","0",",0","0",",0","0",",0","8",",0","0",",0","7",",0","0",",0","","","4","","-5.0",",0,09,","0",",T,0,23,+","8",",,0,02,","46.5",",,0,04,","26.7",",0,28,+","","","3304.9","0","","","","","","","","","","","","","","","","","252.2",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","140.5",",,,0","13",",,,0","10.01",",0","15.74",",,,0","4.28",",,,0","",""
"USC00129222","1974-05","41.4439","-86.9294","224.0","WANATAH 2 WNW, IN US","10.0","0","7.5",",0","18",",0","11",",0","1",",0","0",",0","0",",0","0",",0","1",",0","0",",0","11",",0","0",",0","","","8","","-3.3",",0,07,","0",",,0,31,+","0",",,0,31,+","26.4",",,0,22,","29.4",",0,22,","","","3471.8","0","","","","","","","","","","","","","","","","","166.9",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","142.5",",,,0","0",",,,0","13.19",",0","18.49",",,,0","7.89",",,,0","",""
"USC00129222","1974-06","41.4439","-86.9294","224.0","WANATAH 2 WNW, IN US","64.2","0","54.2",",0","12",",0","7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","21",",0","1",",0","","","14","","6.7",",0,02,","0",",,0,30,+","0",",,0,30,+","13.5",",,0,07,","32.2",",0,21,","","","3516.1","0","","","","","","","","","","","","","","","","","44.3",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69.4",",,,0","0",",,,0","18.66",",0","24.02",",,,0","13.30",",,,0","",""
"USC00129222","1974-07","41.4439","-86.9294","224.0","WANATAH 2 WNW, IN US","229.0","0","164.8",",0","6",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","12",",0","","","5","","12.2",",0,24,","0",",,0,31,+","0",",,0,31,+","22.6",",,0,23,","37.8",",0,15,","","","1.7","0","","","","","","","","","","","","","","","","","1.7",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48.4",",,,0","0",",,,0","23.60",",0","30.21",",,,0","16.98",",,,0","",""
"USC00129222","1974-08","41.4439","-86.9294","224.0","WANATAH 2 WNW, IN US","330.5","0","101.5",",0","7",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","1",",0","","","4","","10.0",",0,05,","0",",,0,31,+","0",",,0,31,+","29.0",",,0,17,","32.8",",0,27,","","","5.1","0","","","","","","","","","","","","","","","","","3.4",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62.5",",,,0","0",",,,0","21.50",",0","27.58",",,,0","15.41",",,,0","",""
"USC00129222","1974-09","41.4439","-86.9294","224.0","WANATAH 2 WNW, IN US","349.7","0","19.2",",0","7",",0","5",",0","2",",0","0",",0","0",",0","0",",0","1",",0","0",",0","19",",0","0",",0","","","2","","-1.1",",0,23,","0",",,0,30,+","0",",,0,30,+","68.6",",,0,12,","30.6",",0,12,","","","115.0","0","","","","","","","","","","","","","","","","","109.9",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","135.2",",,,0","0",",,,0","15.31",",0","21.96",",,,0","8.66",",,,0","",""
"USC00129222","1974-10","41.4439","-86.9294","224.0","WANATAH 2 WNW, IN US","351.4","0","1.7",",0","12",",0","5",",0","0",",0","0",",0","0",",0","0",",0","12",",0","0",",0","6",",0","0",",0","","","","","-5.0",",0,21,","0",",,0,31,+","0",",,0,31,+","15.2",",,0,29,","24.4",",0,12,","","","375.3","0","","","","","","","","","","","","","","","","","260.3",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51.4",",,,0","0",",,,0","9.99",",0","16.50",",,,0","3.47",",,,0","",""
"USC00129222","1974-11","41.4439","-86.9294","224.0","WANATAH 2 WNW, IN US","352.8","0","1.4",",0","15",",0","6",",0","0",",0","4",",0","1",",0","0",",0","19",",0","1",",0","3",",0","0",",0","","","1","","-7.2",",0,26,","152",",,0,15,+","165",",,0,14,","19.6",",,0,05,","25.0",",0,01,","","","788.4","0","","","","","","","","","","","","","","","","","413.1",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75.8",",,,0","173",",,,0","4.61",",0","8.80",",,,0","0.42",",,,0","",""
"USC00129222","1974-12","41.4439","-86.9294","224.0","WANATAH 2 WNW, IN US","352.8","0","0.0",",0","17",",0","7",",0","0",",0","12",",0","4",",0","0",",0","28",",0","9",",0","0",",0","0",",0","","","","","-13.9",",0,26,","152",",,0,01,","152",",,0,01,","8.9",",,0,08,","6.7",",0,07,","","","1392.3","0","","","","","","","","","","","","","","","","","603.9",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48.9",",,,0","393",",,,0","-1.15",",0","1.85",",,,0","-4.15",",,,0","",""
"USC00129222","1975-01","41.4439","-86.9294","224.0","WANATAH 2 WNW, IN US","0.0","0","0.0",",0","13",",0","8",",0","1",",0","11",",0","2",",0","0",",0","26",",0","12",",0","0",",0","0",",0","","","2","","-15.0",",0,14,","25",",,0,22,+","38",",,0,18,","47.2",",,0,11,","15.0",",0,11,","","","2038.7","0","","","","","","","","","","","","","","","","","646.4",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","110.0",",,,0","137",",,,0","-2.52",",0","1.34",",,,0","-6.37",",,,0","",""
"USC00129222","1975-02","41.4439","-86.9294","224.0","WANATAH 2 WNW, IN US","0.0","0","0.0",",0","11",",0","7",",0","0",",0","9",",0","2",",0","3",",0","26",",0","9",",0","0",",0","0",",0","","","","","-24.4",",0,10,","76",",,0,10,+","61",",,0,09,","18.5",",,0,23,","9.4",",0,22,","","","2628.6","0","","","","","","","","","","","","","","","","","589.9",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53.9",",,,0","149",",,,0","-2.73",",0","0.34",",,,0","-5.81",",,,0","",""
"USC00129222","1975-03","41.4439","-86.9294","224.0","WANATAH 2 WNW, IN US","0.0","0","0.0",",0","11",",0","5",",0","0",",0","4",",0","1",",0","0",",0","26",",0","9",",0","0",",0","0",",0","","","3","","-11.1",",0,09,","51",",,0,10,","53",",,0,10,","14.7",",,0,07,","20.6",",0,22,","","","3172.1","0","","","","","","","","","","","","","","","","","543.5",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48.4",",,,0","121",",,,0","0.80",",0","4.83",",,,0","-3.22",",,,0","",""
"USC00129222","1975-04","41.4439","-86.9294","224.0","WANATAH 2 WNW, IN US","0.0","0","0.0",",0","9",",0","7",",0","2",",0","3",",0","1",",0","0",",0","14",",0","0",",0","3",",0","0",",0","","","8","","-7.8",",0,04,","152",",,0,03,","152",",,0,03,","54.6",",,0,19,","24.4",",0,30,","","","3547.7","0","","","","","","","","","","","","","","","","","375.6",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","144.2",",,,0","152",",,,0","5.81",",0","10.57",",,,0","1.06",",,,0","",""
"USC00129222","1975-05","41.4439","-86.9294","224.0","WANATAH 2 WNW, IN US","47.8","0","47.8","1,0","13",",0","9",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","20",",0","2",",0","","","6","","0.6","1,0,13,","0",",,0,31,+","0",",,0,31,+","22.9",",,0,25,","33.9",",0,21,+","","","3638.7","0","","","","","","","","","","","","","","","","","91.0",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93.2",",,,0","0",",,,0","16.86","1,0","23.35",",,,0","10.37","1,,,0","",""
"USC00129222","1975-06","41.4439","-86.9294","224.0","WANATAH 2 WNW, IN US","150.1","0","102.3","1,0","16",",0","12",",0","2",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","26",",0","3",",0","","","14","","7.2","1,0,08,","0",",,0,30,+","0",",,0,30,+","42.9",",,0,15,","32.8",",0,23,+","","","3659.0","0","","","","","","","","","","","","","","","","","20.3",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","192.0",",,,0","0",",,,0","21.17","1,0","26.61",",,,0","15.73","1,,,0","",""
"USC00129222","1975-07","41.4439","-86.9294","224.0","WANATAH 2 WNW, IN US","267.4","0","117.3",",0","10",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","3",",0","","","10","","8.9",",0,13,+","0",",,0,31,+","0",",,0,31,+","13.7",",,0,13,","33.9",",0,31,","","","11.4","0","","","","","","","","","","","","","","","","","11.4",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.8",",,,0","0",",,,0","21.75",",0","28.27",",,,0","15.23",",,,0","",""
"USC00129222","1975-08","41.4439","-86.9294","224.0","WANATAH 2 WNW, IN US","410.6","0","143.2",",0","15",",0","11",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","4",",0","","","12","","11.1",",0,09,+","0",",,0,31,+","0",",,0,31,+","47.5",",,0,30,","35.0",",0,01,","","","12.8","0","","","","","","","","","","","","","","","","","1.4",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","177.6",",,,0","0",",,,0","22.91",",0","28.35",",,,0","17.46",",,,0","",""
"USC00129222","1975-09","41.4439","-86.9294","224.0","WANATAH 2 WNW, IN US","424.1","0","13.5",",0","11",",0","7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","14",",0","0",",0","","","5","","1.1",",0,27,","0",",,0,30,+","0",",,0,30,+","13.5",",,0,05,","30.6",",0,04,","","","133.7","0","","","","","","","","","","","","","","","","","120.9",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61.4",",,,0","0",",,,0","14.75",",0","20.43",",,,0","9.07",",,,0","",""
"USC00129222","1975-10","41.4439","-86.9294","224.0","WANATAH 2 WNW, IN US","431.7","0","7.6",",0","9",",0","2",",0","0",",0","0",",0","0",",0","0",",0","3",",0","0",",0","14",",0","0",",0","","","1","","-1.7",",0,26,","0",",,0,31,+","0",",,0,31,+","23.4",",,0,25,","30.6",",0,14,","","","331.7","0","","","","","","","","","","","","","","","","","198.0",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.1",",,,0","0",",,,0","12.19",",0","19.30",",,,0","5.08",",,,0","",""
"USC00129222","1975-11","41.4439","-86.9294","224.0","WANATAH 2 WNW, IN US","433.4","0","1.7",",0","14",",0","8",",0","0",",0","3",",0","1",",0","0",",0","14",",0","0",",0","5",",0","0",",0","","","1","","-5.6",",0,28,+","102",",,0,28,+","107",",,0,27,","20.8",",,0,07,","24.4",",0,07,","","","650.7","0","","","","","","","","","","","","","","","","","319.0",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87.6",",,,0","115",",,,0","7.76",",0","12.62",",,,0","2.89",",,,0","",""
"USC00129222","1975-12","41.4439","-86.9294","224.0","WANATAH 2 WNW, IN US","433.4","0","0.0",",0","10",",0","7",",0","0",",0","5",",0","1",",0","0",",0","28",",0","8",",0","0",",0","0",",0","","","1","","-16.1",",0,18,","102",",,0,10,+","114",",,0,09,","14.5",",,0,15,","18.9",",0,15,","","","1256.4","0","","","","","","","","","","","","","","","","","605.7",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60.7",",,,0","153",",,,0","-1.21",",0","2.82",",,,0","-5.23",",,,0","",""
"USC00129222","1976-01","41.4439","-86.9294","224.0","WANATAH 2 WNW, IN US","0.0","0","0.0",",0","10",",0","5",",0","0",",0","25",",0","8",",0","7",",0","31",",0","19",",0","0",",0","0",",0","","","","","-25.6",",0,08,","305",",,0,21,","165",",,0,14,","5.1",",,0,21,+","3.3",",0,03,","","","2049.9","0","","","","","","","","","","","","","","","","","793.5",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.6",",,,0","520",",,,0","-7.26",",0","-2.31",",,,0","-12.22",",,,0","",""
"USC00129222","1976-02","41.4439","-86.9294","224.0","WANATAH 2 WNW, IN US","0.0","0","0.0",",0","9",",0","6",",0","2",",0","12","1,0","3",",0","3",",0","22",",0","7",",0","0",",0","0",",0","","","3","","-27.2",",0,03,","457","1,,0,03,+","203",",,0,02,","33.8",",,0,21,","20.6",",0,28,","","","2564.9","0","","","","","","","","","","","","","","","","","515.0",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82.2",",,,0","361",",,,0","0.57",",0","6.13",",,,0","-4.98",",,,0","",""
"USC00129222","1976-03","41.4439","-86.9294","224.0","WANATAH 2 WNW, IN US","0.0","0","0.0","1,0","10",",0","9",",0","3",",0","0",",0","0",",0","0","1,0","18","1,0","0",",0","3",",0","0",",0","","","6","","-8.3","1,0,17,","0",",T,0,13,","8",",,0,13,","38.1",",,0,01,","23.9",",0,27,","","","2960.3","0","","","","","","","","","","","","","","","","","395.4",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","149.8",",,,0","8",",,,0","5.26","1,0","11.12",",,,0","-0.59","1,,,0","",""
"USC00129222","1976-04","41.4439","-86.9294","224.0","WANATAH 2 WNW, IN US","11.1","0","11.1",",0","12",",0","6",",0","1",",0","0",",0","0",",0","0",",0","9",",0","0",",0","9",",0","0",",0","","","3","","-5.0",",0,09,","0",",,0,30,+","0",",T,0,26,+","35.6",",,0,25,","28.9",",0,18,+","","","3212.4","0","","","","","","","","","","","","","","","","","252.1",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85.3",",,,0","0",",T,,0","10.30",",0","16.68",",,,0","3.93",",,,0","",""
"USC00129222","1976-05","41.4439","-86.9294","224.0","WANATAH 2 WNW, IN US","14.1","0","3.0",",0","13",",0","7",",0","2",",0","0",",0","0",",0","0",",0","4",",0","0",",0","11",",0","0",",0","","","2","","-1.1",",0,08,+","0",",T,0,03,","13",",,0,03,","34.5",",,0,07,","29.4",",0,21,","","","3394.5","0","","","","","","","","","","","","","","","","","182.1",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","108.8",",,,0","13",",,,0","12.55",",0","18.55",",,,0","6.56",",,,0","",""
"USC00129222","1976-06","41.4439","-86.9294","224.0","WANATAH 2 WNW, IN US","107.6","0","93.5",",0","11",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","5",",0","","","4","","8.9",",0,20,+","0",",,0,30,+","0",",,0,30,+","29.7",",,0,19,","34.4",",0,13,","","","3409.3","0","","","","","","","","","","","","","","","","","14.8",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","121.5",",,,0","0",",,,0","20.96",",0","27.33",",,,0","14.59",",,,0","",""
"USC00129222","1976-07","41.4439","-86.9294","224.0","WANATAH 2 WNW, IN US","229.3","0","121.7",",0","7",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","5",",0","","","11","","8.9",",0,13,","0",",,0,31,+","0",",,0,31,+","52.1",",,0,29,","36.1",",0,15,","","","8.3","0","","","","","","","","","","","","","","","","","8.3",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","119.1",",,,0","0",",,,0","21.99",",0","28.08",",,,0","15.89",",,,0","",""
"USC00129222","1976-08","41.4439","-86.9294","224.0","WANATAH 2 WNW, IN US","291.9","0","62.6",",0","6",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","1",",0","","","6","","5.6",",0,30,","0",",,0,31,+","0",",,0,31,+","21.3",",,0,06,","32.8",",0,28,","","","42.4","0","","","","","","","","","","","","","","","","","34.1",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48.4",",,,0","0",",,,0","19.25",",0","25.86",",,,0","12.65",",,,0","",""
