"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES"
"US1OHSM0028","2015-10","40.98121","-81.540686","307.2","AKRON 7.0 S, OH US","70.7","5,a,,N"
"US1OHSM0028","2016-04","40.98121","-81.540686","307.2","AKRON 7.0 S, OH US","62.4","5,a,,N"
